Year: 2011  Month: 08  ID: BAT  ARGOS:  8987  Name: ALEXANDER (TT!)   
Lat: 79.05S  Lon: 170.66E  Elev:   55m                                
2011 213  8  1 0000  -16.1  999.7    7.5  217.5  444.0  444.0
2011 213  8  1 0100  -16.0 1000.7    8.5  226.5  444.0  444.0
2011 213  8  1 0200  -15.8 1001.7    9.6  234.7  444.0  444.0
2011 213  8  1 0300  -15.5 1002.6    9.6  234.3  444.0  444.0
2011 213  8  1 0400  -14.7 1003.5    8.4  237.8  444.0  444.0
2011 213  8  1 0500  -14.0 1004.4    8.3  243.0  444.0  444.0
2011 213  8  1 0600  -13.5 1005.3    7.5  241.6  444.0  444.0
2011 213  8  1 0700  -11.2 1006.4    5.7  218.6  444.0  444.0
2011 213  8  1 0800  -10.5 1007.2    6.8  185.1  444.0  444.0
2011 213  8  1 0900  -10.4 1008.0    7.4  191.9  444.0  444.0
2011 213  8  1 1000  -10.2 1008.7    7.2  192.7  444.0  444.0
2011 213  8  1 1100   -9.8 1009.3    7.3  186.9  444.0  444.0
2011 213  8  1 1200   -9.9 1010.4    7.1  172.5  444.0  444.0
2011 213  8  1 1300  -10.7 1011.0    7.6  175.8  444.0  444.0
2011 213  8  1 1400  -11.6 1011.6    7.1  174.8  444.0  444.0
2011 213  8  1 1500  -12.4 1012.2    7.0  181.4  444.0  444.0
2011 213  8  1 1600  -13.3 1013.0    7.1  193.4  444.0  444.0
2011 213  8  1 1700  -14.1 1013.6    7.1  196.2  444.0  444.0
2011 213  8  1 1800  -14.9 1013.7    8.4  206.4  444.0  444.0
2011 213  8  1 1900  -15.9 1014.5    7.3  222.4  444.0  444.0
2011 213  8  1 2000  -15.7 1014.9    7.8  222.3  444.0  444.0
2011 213  8  1 2100  -15.7 1015.8    8.7  217.2  444.0  444.0
2011 213  8  1 2200  -15.8 1016.1    8.6  221.9  444.0  444.0
2011 213  8  1 2300  -15.7 1016.5    8.9  222.5  444.0  444.0
2011 214  8  2 0000  -16.3 1017.1    8.5  216.6  444.0  444.0
2011 214  8  2 0100  -16.8 1017.3    8.4  227.6  444.0  444.0
2011 214  8  2 0200  -17.5 1017.4    9.7  221.6  444.0  444.0
2011 214  8  2 0300  -17.9 1017.5    9.0  228.3  444.0  444.0
2011 214  8  2 0400  -18.3 1017.7    9.1  228.8  444.0  444.0
2011 214  8  2 0500  -18.7 1017.9    9.8  222.0  444.0  444.0
2011 214  8  2 0600  -19.4 1018.2    8.9  217.4  444.0  444.0
2011 214  8  2 0700  -20.0 1018.4    9.5  211.2  444.0  444.0
2011 214  8  2 0800  -20.2 1018.8   10.0  215.6  444.0  444.0
2011 214  8  2 0900  -20.6 1019.1   10.2  214.4  444.0  444.0
2011 214  8  2 1000  -21.0 1019.4    9.5  210.4  444.0  444.0
2011 214  8  2 1100  -21.8 1019.8    8.4  222.6  444.0  444.0
2011 214  8  2 1200  -22.3 1020.0    7.9  217.6  444.0  444.0
2011 214  8  2 1300  -23.3 1020.1    6.9  211.8  444.0  444.0
2011 214  8  2 1400  -24.2 1020.2    7.3  211.5  444.0  444.0
2011 214  8  2 1500  -24.2 1020.0    6.7  215.4  444.0  444.0
2011 214  8  2 1600  -25.1 1020.0    6.2  196.3  444.0  444.0
2011 214  8  2 1700  -22.7 1020.1    6.0  181.0  444.0  444.0
2011 214  8  2 1800  -22.3 1019.9    6.0  172.5  444.0  444.0
2011 214  8  2 1900  -20.9 1019.7    5.1  168.8  444.0  444.0
2011 214  8  2 2000  -22.1 1019.8    2.8  202.3  444.0  444.0
2011 214  8  2 2100  -20.3 1019.6    2.5  182.0  444.0  444.0
2011 214  8  2 2200  -19.7 1019.5    1.5  236.9  444.0  444.0
2011 214  8  2 2300  -17.5 1019.1    3.7  234.8  444.0  444.0
2011 215  8  3 0000  -19.7 1018.9    7.3  257.7  444.0  444.0
2011 215  8  3 0100  -19.3 1018.8    6.4  212.5  444.0  444.0
2011 215  8  3 0200  -20.3 1018.5    7.4  221.4  444.0  444.0
2011 215  8  3 0300  -20.2 1018.6    7.4  243.1  444.0  444.0
2011 215  8  3 0400  -19.2 1018.6    9.4  228.6  444.0  444.0
2011 215  8  3 0500  -20.2 1018.3    6.3  217.3  444.0  444.0
