Year: 2011  Month: 08  ID: BAT  ARGOS:  8987  Name: ALEXANDER (TT!)   
Lat: 79.05S  Lon: 170.66E  Elev:   55m                                
2011 213  8  1 0000  -16.0  999.7    6.5  220.1  444.0  444.0
2011 213  8  1 0100  -15.8 1000.7    7.2  228.0  444.0  444.0
2011 213  8  1 0200  -15.6 1001.7    8.2  236.2  444.0  444.0
2011 213  8  1 0300  -15.3 1002.6    8.6  234.8  444.0  444.0
2011 213  8  1 0400  -14.6 1003.5    7.2  238.4  444.0  444.0
2011 213  8  1 0500  -13.9 1004.4    6.7  243.2  444.0  444.0
2011 213  8  1 0600  -13.4 1005.3    6.3  243.9  444.0  444.0
2011 213  8  1 0700  -11.2 1006.4    4.7  231.1  444.0  444.0
2011 213  8  1 0800  -10.4 1007.2    6.0  191.8  444.0  444.0
2011 213  8  1 0900  -10.3 1008.0    6.5  191.9  444.0  444.0
2011 213  8  1 1000  -10.1 1008.7    6.2  191.9  444.0  444.0
2011 213  8  1 1100   -9.8 1009.3    6.1  188.7  444.0  444.0
2011 213  8  1 1200   -9.9 1010.4    5.8  182.0  444.0  444.0
2011 213  8  1 1300  -10.6 1011.0    6.7  182.0  444.0  444.0
2011 213  8  1 1400  -11.5 1011.6    5.9  182.0  444.0  444.0
2011 213  8  1 1500  -12.3 1012.2    6.1  182.0  444.0  444.0
2011 213  8  1 1600  -13.1 1013.0    6.4  198.3  444.0  444.0
2011 213  8  1 1700  -13.9 1013.6    6.2  198.4  444.0  444.0
2011 213  8  1 1800  -14.7 1013.7    7.3  209.3  444.0  444.0
2011 213  8  1 1900  -15.7 1014.5    6.8  224.0  444.0  444.0
2011 213  8  1 2000  -15.6 1014.9    7.0  223.8  444.0  444.0
2011 213  8  1 2100  -15.5 1015.8    7.6  218.5  444.0  444.0
2011 213  8  1 2200  -15.6 1016.1    7.7  221.1  444.0  444.0
2011 213  8  1 2300  -15.5 1016.5    8.3  222.2  444.0  444.0
2011 214  8  2 0000  -16.0 1017.1    7.5  218.5  444.0  444.0
2011 214  8  2 0100  -16.7 1017.3    7.1  229.8  444.0  444.0
2011 214  8  2 0200  -17.4 1017.4    8.3  221.9  444.0  444.0
2011 214  8  2 0300  -17.9 1017.5    7.6  229.1  444.0  444.0
2011 214  8  2 0400  -18.3 1017.7    7.6  230.4  444.0  444.0
2011 214  8  2 0500  -18.8 1017.9    8.3  223.5  444.0  444.0
2011 214  8  2 0600  -19.4 1018.2    7.7  220.3  444.0  444.0
2011 214  8  2 0700  -20.1 1018.4    8.0  214.0  444.0  444.0
2011 214  8  2 0800  -20.3 1018.8    8.7  217.8  444.0  444.0
2011 214  8  2 0900  -20.8 1019.1    8.3  218.0  444.0  444.0
2011 214  8  2 1000  -21.2 1019.4    7.8  214.1  444.0  444.0
2011 214  8  2 1100  -22.2 1019.8    6.6  226.1  444.0  444.0
2011 214  8  2 1200  -22.9 1020.0    6.1  220.0  444.0  444.0
2011 214  8  2 1300  -23.8 1020.1    5.2  214.7  444.0  444.0
2011 214  8  2 1400  -24.8 1020.2    5.3  213.6  444.0  444.0
2011 214  8  2 1500  -24.9 1020.0    4.8  213.5  444.0  444.0
2011 214  8  2 1600  -25.7 1020.0    4.1  212.6  444.0  444.0
2011 214  8  2 1700  -24.5 1020.1    3.5  209.8  444.0  444.0
2011 214  8  2 1800  -25.6 1019.9    2.2  209.8  444.0  444.0
2011 214  8  2 1900  -26.2 1019.7    1.8  209.8  444.0  444.0
2011 214  8  2 2000  -27.6 1019.8    1.0  209.8  444.0  444.0
2011 214  8  2 2100  -27.9 1019.6    1.6  209.8  444.0  444.0
2011 214  8  2 2200  -27.9 1019.5    0.2  209.8  444.0  444.0
2011 214  8  2 2300  -20.4 1019.1    0.9  209.9  444.0  444.0
2011 215  8  3 0000  -25.8 1018.9    2.1  238.6  444.0  444.0
2011 215  8  3 0100  -24.1 1018.8    2.4  238.5  444.0  444.0
2011 215  8  3 0200  -23.0 1018.5    4.1  229.2  444.0  444.0
2011 215  8  3 0300  -22.4 1018.6    4.3  239.5  444.0  444.0
2011 215  8  3 0400  -20.2 1018.6    6.8  230.2  444.0  444.0
2011 215  8  3 0500  -21.8 1018.3    3.8  221.8  444.0  444.0
2011 215  8  3 0600  -23.2 1018.2    5.1  226.1  444.0  444.0
2011 215  8  3 0700  -23.8 1018.2    4.0  235.4  444.0  444.0
2011 215  8  3 0800  -24.2 1018.4    3.7  237.3  444.0  444.0
2011 215  8  3 0900  -26.3 1018.0    3.7  240.3  444.0  444.0
2011 215  8  3 1000  -24.1 1018.1    5.2  232.1  444.0  444.0
