Year: 2011  Month: 08  ID: BAT  ARGOS:  8987  Name: Alexander (TT!)   
Lat: 79.05S  Lon: 170.66E  Elev:   55m                                
2011 213  8  1 0000  -16.3  999.7    8.3  216.5   87.3  444.0
2011 213  8  1 0100  -16.2 1000.7    9.4  225.0   86.7  444.0
2011 213  8  1 0200  -15.9 1001.7   10.4  234.0   87.2  444.0
2011 213  8  1 0300  -15.6 1002.6   10.4  232.6   87.3  444.0
2011 213  8  1 0400  -14.5 1003.5    9.1  234.4   90.5  444.0
2011 213  8  1 0500  -13.8 1004.4    9.3  238.8   90.1  444.0
2011 213  8  1 0600  -13.2 1005.3    8.4  235.1   90.1  444.0
2011 213  8  1 0700  -10.8 1006.4    6.0  207.5   92.8  444.0
2011 213  8  1 0800  -10.6 1007.2    7.1  182.0   92.4  444.0
2011 213  8  1 0900  -10.5 1008.0    7.7  191.1   92.2  444.0
2011 213  8  1 1000  -10.3 1008.7    7.6  189.3   92.9  444.0
2011 213  8  1 1100   -9.8 1009.3    7.9  184.0   93.0  444.0
2011 213  8  1 1200   -9.9 1010.4    7.6  169.2   92.8  444.0
2011 213  8  1 1300  -10.8 1011.0    8.0  174.5   92.0  444.0
2011 213  8  1 1400  -11.6 1011.6    7.6  172.5   91.2  444.0
2011 213  8  1 1500  -12.5 1012.2    7.6  180.1   90.4  444.0
2011 213  8  1 1600  -13.5 1013.0    7.4  192.9   89.8  444.0
2011 213  8  1 1700  -14.2 1013.6    7.3  195.3   89.3  444.0
2011 213  8  1 1800  -15.1 1013.7    8.4  204.8   88.3  444.0
2011 213  8  1 1900  -16.1 1014.5    7.5  220.1   87.9  444.0
2011 213  8  1 2000  -15.8 1014.9    8.1  219.3   87.9  444.0
2011 213  8  1 2100  -15.9 1015.8    9.0  217.1   87.8  444.0
2011 213  8  1 2200  -16.0 1016.1    8.9  220.6   88.1  444.0
2011 213  8  1 2300  -15.9 1016.5    9.1  221.8   87.8  444.0
2011 214  8  2 0000  -16.5 1017.1    8.6  215.2   87.3  444.0
2011 214  8  2 0100  -16.9 1017.3    8.5  227.6   86.4  444.0
2011 214  8  2 0200  -17.6 1017.4   10.0  221.6   86.3  444.0
2011 214  8  2 0300  -17.9 1017.5    9.7  226.1   84.7  444.0
2011 214  8  2 0400  -18.3 1017.7    9.9  227.0   84.3  444.0
2011 214  8  2 0500  -18.8 1017.9   10.4  220.3   81.8  444.0
2011 214  8  2 0600  -19.4 1018.2    9.9  215.3   80.6  444.0
2011 214  8  2 0700  -19.9 1018.4   10.4  209.1   78.9  444.0
2011 214  8  2 0800  -20.1 1018.8   11.2  213.5   79.3  444.0
2011 214  8  2 0900  -20.4 1019.1   11.5  212.9   77.4  444.0
2011 214  8  2 1000  -20.7 1019.4   10.8  207.9   76.0  444.0
2011 214  8  2 1100  -21.2 1019.8    9.8  216.1   73.0  444.0
2011 214  8  2 1200  -21.7 1020.0    9.6  213.7   72.3  444.0
2011 214  8  2 1300  -22.5 1020.1    8.8  207.8   71.9  444.0
2011 214  8  2 1400  -23.0 1020.2    9.4  207.6   70.3  444.0
2011 214  8  2 1500  -22.6 1020.0    9.0  206.1   70.5  444.0
2011 214  8  2 1600  -23.6 1020.0    8.5  191.2   71.8  444.0
2011 214  8  2 1700  -19.2 1020.1    8.2  172.0   59.3  444.0
2011 214  8  2 1800  -19.3 1019.9    6.7  159.3   55.7  444.0
2011 214  8  2 1900  -18.4 1019.7    4.5  153.9   49.3  444.0
2011 214  8  2 2000  -18.3 1019.8    2.0  176.1   49.7  444.0
2011 214  8  2 2100  -18.8 1019.6    1.8  168.6   53.6  444.0
2011 214  8  2 2200  -17.3 1019.5    1.9  243.7   45.8  444.0
2011 214  8  2 2300  -17.2 1019.1    4.7  230.1   71.9  444.0
2011 215  8  3 0000  -18.6 1018.9    8.6  244.2   75.7  444.0
2011 215  8  3 0100  -17.7 1018.8    9.2  208.0   70.2  444.0
2011 215  8  3 0200  -18.4 1018.5   10.5  221.4   65.7  444.0
2011 215  8  3 0300  -18.9 1018.6    9.6  236.4   72.0  444.0
2011 215  8  3 0400  -18.3 1018.6   11.7  224.6   68.1  444.0
2011 215  8  3 0500  -18.3 1018.3    8.7  214.2   68.2  444.0
2011 215  8  3 0600  -18.3 1018.2   11.4  223.0   74.5  444.0
2011 215  8  3 0700  -20.3 1018.2    9.2  229.0   77.0  444.0
2011 215  8  3 0800  -19.9 1018.4    9.3  237.6   70.5  444.0
2011 215  8  3 0900  -21.7 1018.0   11.0  248.6   72.9  444.0
2011 215  8  3 1000  -21.4 1018.1   10.1  226.1   79.5  444.0
2011 215  8  3 1100  -25.5 1018.5    5.1  255.3   78.2  444.0
2011 215  8  3 1200  -20.0 1018.0   13.9  231.4   76.2  444.0
2011 215  8  3 1300  -23.5 1018.3   12.2  213.7   81.1  444.0
2011 215  8  3 1400  -19.9 1018.4   12.5  223.2   64.5  444.0
2011 215  8  3 1500  -17.3 1018.8    9.4  201.6   55.2  444.0
2011 215  8  3 1600  -19.0 1018.3    7.8  246.0   72.4  444.0
2011 215  8  3 1700  -21.9 1018.1    9.8  260.2   73.9  444.0
2011 215  8  3 1800  -24.5 1018.3    9.8  220.0   79.9  444.0
2011 215  8  3 1900  -18.5 1018.5   11.5  210.9   60.7  444.0
2011 215  8  3 2000  -19.1 1018.6    9.9  240.1   63.1  444.0
2011 215  8  3 2100  -19.8 1018.5    6.2  233.5   70.5  444.0
2011 215  8  3 2200  -20.1 1018.4    5.1  256.5   79.9  444.0
2011 215  8  3 2300  -18.6 1018.3    5.8  265.4   61.8  444.0
2011 216  8  4 0000  -20.4 1017.7    8.5  267.4   80.2  444.0
2011 216  8  4 0100  -21.3 1017.1   11.3  295.9   86.0  444.0
2011 216  8  4 0200  -19.9 1016.5   12.8  306.3   84.1  444.0
2011 216  8  4 0300  -21.0 1016.5    8.7  300.9   84.6  444.0
2011 216  8  4 0400  -25.3 1016.5    2.1  276.3   78.8  444.0
2011 216  8  4 0500  -22.3 1016.0    5.2  291.2   83.0  444.0
2011 216  8  4 0600  -20.3 1015.1    5.1  309.0   82.9  444.0
2011 216  8  4 0700  -23.1 1014.0    5.1  339.7   79.8  444.0
2011 216  8  4 0800  -20.3 1013.2    6.8  283.1   84.4  444.0
2011 216  8  4 0900  -19.8 1013.0    6.8  270.8   83.8  444.0
2011 216  8  4 1000  -18.2 1011.6    4.8  291.5   87.2  444.0
2011 216  8  4 1100  -17.4 1010.5    6.9  292.5   89.1  444.0
2011 216  8  4 1200  -21.1 1009.3    5.7  298.9   83.0  444.0
2011 216  8  4 1300  -20.4 1007.4    6.3  297.1   83.1  444.0
2011 216  8  4 1400  -18.9 1006.1    7.5  301.8   83.2  444.0
2011 216  8  4 1500  -16.6 1004.0    5.0  271.2   85.5  444.0
2011 216  8  4 1600  -21.4 1003.7    6.9  238.3   81.3  444.0
2011 216  8  4 1700  -20.2 1002.4    7.7  253.7   73.6  444.0
2011 216  8  4 1800  -22.0 1000.9   10.3  256.4   76.4  444.0
2011 216  8  4 1900  -21.1 1000.0   15.0  253.7   82.5  444.0
2011 216  8  4 2000  -20.3  999.2   20.3  256.4   82.0  444.0
2011 216  8  4 2100  -20.9  998.7   22.6  241.7   80.8  444.0
2011 216  8  4 2200  -21.9  999.5   20.0  236.1   80.3  444.0
2011 216  8  4 2300  -20.1  998.5   22.4  232.3   77.5  444.0
2011 217  8  5 0000  -22.4  998.6   14.5  228.8   80.4  444.0
2011 217  8  5 0100  -23.4  997.3   17.6  228.1   79.1  444.0
2011 217  8  5 0200  -23.5  996.4   15.8  220.3   78.4  444.0
2011 217  8  5 0300  -23.8  996.0   17.3  224.1   78.2  444.0
2011 217  8  5 0400  -23.9  995.4   17.5  231.1   79.6  444.0
2011 217  8  5 0500  -25.5  995.0   17.5  228.6   77.1  444.0
2011 217  8  5 0600  -26.1  995.8   13.5  238.0   77.4  444.0
2011 217  8  5 0700  -27.4  995.1   10.0  238.0   76.0  444.0
2011 217  8  5 0800  -29.0  996.3    9.3  218.6   73.8  444.0
2011 217  8  5 0900  -30.8  996.9   10.2  205.2   72.3  444.0
2011 217  8  5 1000  -31.9  996.4    9.3  235.4   71.8  444.0
2011 217  8  5 1100  -32.4  996.3   10.7  196.9   68.5  444.0
2011 217  8  5 1200  -34.6  996.6   10.4  201.1   68.5  444.0
2011 217  8  5 1300  -35.9  997.1    8.0  207.2   66.9  444.0
2011 217  8  5 1400  -36.6  996.0    8.8  198.3   66.6  444.0
2011 217  8  5 1500  -37.7  996.7    9.0  206.1   64.9  444.0
2011 217  8  5 1600  -38.4  995.4    7.6  186.3   64.7  444.0
2011 217  8  5 1700  -39.6  995.4    7.8  215.5   63.1  444.0
2011 217  8  5 1800  -36.2  994.3    6.2  204.8   68.6  444.0
2011 217  8  5 1900  -37.8  993.6    5.2  212.1   65.7  444.0
2011 217  8  5 2000  -38.4  992.7    8.0  253.3   64.9  444.0
2011 217  8  5 2100  -35.6  992.3    7.2  267.4   68.4  444.0
2011 217  8  5 2200  -32.1  991.0    4.3  280.1   71.2  444.0
2011 217  8  5 2300  -32.6  989.7    4.7  298.5   68.7  444.0
2011 218  8  6 0000  -38.4  988.9    2.9  292.8   64.9  444.0
2011 218  8  6 0100  -27.3  987.8    6.2  262.8   75.0  444.0
2011 218  8  6 0200  -27.0  986.6    4.5  276.4   62.2  444.0
2011 218  8  6 0300  -25.9  985.3    0.6  346.0   60.6  444.0
2011 218  8  6 0400  -25.6  984.0    7.0  339.4   56.6  444.0
2011 218  8  6 0500  -26.9  983.1    7.2  318.4   64.8  444.0
2011 218  8  6 0600  -29.6  982.7    8.3  308.7   64.9  444.0
2011 218  8  6 0700  -28.1  982.1    9.2  326.3   81.0  444.0
2011 218  8  6 0800  -28.5  981.7    6.8  327.2   75.6  444.0
2011 218  8  6 0900  -26.5  981.5    7.0  315.0   76.4  444.0
2011 218  8  6 1000  -25.8  980.6    7.1  308.8   77.4  444.0
2011 218  8  6 1100  -27.8  980.3    4.6  297.0   74.5  444.0
2011 218  8  6 1200  -31.4  979.9    4.4  303.3   71.8  444.0
2011 218  8  6 1300  -25.1  979.0    3.8  312.4   76.2  444.0
2011 218  8  6 1400  -24.7  978.4    7.2  296.3   79.5  444.0
2011 218  8  6 1500  -25.8  977.3    9.6  287.0   74.9  444.0
2011 218  8  6 1600  -32.2  977.6    6.9  268.5   71.4  444.0
2011 218  8  6 1700  -35.2  977.6    5.9  233.9   67.7  444.0
2011 218  8  6 1800  -38.1  977.4    6.4  231.8   65.0  444.0
2011 218  8  6 1900  -23.8  977.5    8.5  214.2   79.0  444.0
2011 218  8  6 2000  -24.7  977.5    7.2  198.8   53.4  444.0
2011 218  8  6 2100  -25.1  977.5    6.2  191.5   58.0  444.0
2011 218  8  6 2200  -22.7  976.8    9.9  226.4   68.2  444.0
2011 218  8  6 2300  -28.2  976.6    9.7  243.6   73.4  444.0
2011 219  8  7 0000  -27.3  976.7    9.7  253.7   73.1  444.0
2011 219  8  7 0100  -28.3  977.1    7.0  200.0   77.9  444.0
2011 219  8  7 0200  -29.8  977.3    3.7  173.5   68.2  444.0
2011 219  8  7 0300  -35.9  978.0    3.7  173.0   71.0  444.0
2011 219  8  7 0400  -38.4  978.7    3.7  171.1   68.2  444.0
2011 219  8  7 0500  -39.4  978.7    4.0  161.2   68.3  444.0
2011 219  8  7 0600  -38.5  978.9    3.0  151.4   66.8  444.0
2011 219  8  7 0700  -33.8  978.9    4.3  105.7   70.2  444.0
2011 219  8  7 0800  -40.3  979.8    0.6  296.7   63.3  444.0
2011 219  8  7 0900  -37.1  980.1    3.8  247.0   66.2  444.0
2011 219  8  7 1000  -33.3  980.3    0.3  241.1   71.0  444.0
2011 219  8  7 1100  -30.7  980.2    0.0    0.0   73.0  444.0
2011 219  8  7 1200  -31.5  980.5    1.7  315.2   72.2  444.0
2011 219  8  7 1300  -29.6  980.3    2.4  340.9   75.1  444.0
2011 219  8  7 1400  -29.7  980.2    2.3  346.3   73.3  444.0
2011 219  8  7 1500  -34.4  980.8    3.2  338.4   68.1  444.0
2011 219  8  7 1600  -33.0  980.5    1.7  219.5   72.3  444.0
2011 219  8  7 1700  -38.3  980.8    1.1  273.2   67.1  444.0
2011 219  8  7 1800  -35.6  980.9    1.3  248.1   68.1  444.0
2011 219  8  7 1900  -40.1  981.0    3.8  206.8   61.8  444.0
2011 219  8  7 2000  -34.3  981.6    6.2  228.8   68.9  444.0
2011 219  8  7 2100  -32.9  981.7    5.8  235.8   72.1  444.0
2011 219  8  7 2200  -36.9  982.3    4.4  214.0   64.4  444.0
2011 219  8  7 2300  -38.7  982.7    6.2  255.8   64.3  444.0
2011 220  8  8 0000  -34.7  982.7    8.4  232.0   68.6  444.0
2011 220  8  8 0100  -37.7  982.8    6.5  258.2   62.5  444.0
2011 220  8  8 0200  -37.7  982.6    7.4  254.5   65.5  444.0
2011 220  8  8 0300  -39.1  983.4    7.1  244.6   63.7  444.0
2011 220  8  8 0400  -36.6  983.2   10.0  225.9   67.0  444.0
2011 220  8  8 0500  -36.5  983.9    7.6  234.2   65.0  444.0
2011 220  8  8 0600  -35.7  983.9   10.3  237.9   66.6  444.0
2011 220  8  8 0700  -35.2  984.2    9.3  223.5   67.4  444.0
2011 220  8  8 0800  -34.8  984.6    8.7  231.8   67.1  444.0
2011 220  8  8 0900  -34.2  984.3    9.4  231.9   68.6  444.0
2011 220  8  8 1000  -34.0  984.2   10.3  233.4   68.4  444.0
2011 220  8  8 1100  -34.1  984.2   10.0  234.8   68.0  444.0
2011 220  8  8 1200  -34.4  984.1    9.9  238.2   67.2  444.0
2011 220  8  8 1300  -34.3  984.0   10.4  241.6   67.0  444.0
2011 220  8  8 1400  -33.4  983.6   11.1  240.9   69.5  444.0
2011 220  8  8 1500  -34.0  983.5   11.1  233.8   67.7  444.0
2011 220  8  8 1600  -34.1  983.6    8.5  247.9   68.7  444.0
2011 220  8  8 1700  -35.6  983.3    6.4  271.6   66.7  444.0
2011 220  8  8 1800  -32.6  982.8    9.4  275.5   69.9  444.0
2011 220  8  8 1900  -35.4  982.4    7.3  283.9   64.9  444.0
2011 220  8  8 2000  -32.3  981.8    8.3  317.2   70.0  444.0
2011 220  8  8 2100  -40.3  982.3    4.4  318.2   62.0  444.0
2011 220  8  8 2200  -34.1  981.8    9.2  327.0   70.8  444.0
2011 220  8  8 2300  -35.3  981.5    9.4  333.1   66.5  444.0
2011 221  8  9 0000  -32.8  981.5    9.8  338.9   68.8  444.0
2011 221  8  9 0100  -34.3  981.3    9.8  340.0   68.0  444.0
2011 221  8  9 0200  -34.5  981.6    9.9  345.2   67.6  444.0
2011 221  8  9 0300  -32.0  982.0    9.1  337.5   70.7  444.0
2011 221  8  9 0400  -32.2  982.4    9.1  354.4   70.3  444.0
2011 221  8  9 0500  -33.1  982.8    9.6  351.0   70.2  444.0
2011 221  8  9 0600  -30.9  983.0    9.4  355.4   73.2  444.0
2011 221  8  9 0700  -31.3  983.8    9.0  353.9   71.0  444.0
2011 221  8  9 0800  -32.3  984.8    8.6    3.0   70.3  444.0
2011 221  8  9 0900  -31.2  986.0    7.9    1.8   71.6  444.0
2011 221  8  9 1000  -30.4  986.8    8.5  359.1   71.6  444.0
2011 221  8  9 1100  -30.0  987.8    7.6  355.3   73.1  444.0
2011 221  8  9 1200  -30.5  988.6    7.1  358.5   72.0  444.0
2011 221  8  9 1300  -30.3  989.5    7.8    5.2   73.6  444.0
2011 221  8  9 1400  -32.1  991.0    3.0  255.8   67.6  444.0
2011 221  8  9 1500  -36.7  992.9    2.5  281.2   65.5  444.0
2011 221  8  9 1600  -38.1  994.4    1.9  352.5   65.3  444.0
2011 221  8  9 1700  -35.8  995.8    3.5  312.5   66.6  444.0
2011 221  8  9 1800  -38.3  997.3    4.8  293.4   64.0  444.0
2011 221  8  9 1900  -39.7  998.2    3.9  272.4   62.7  444.0
2011 221  8  9 2000  -39.2  999.1    3.6  284.4   63.1  444.0
2011 221  8  9 2100  -38.8 1000.0    2.7  282.1   63.3  444.0
2011 221  8  9 2200  -38.2 1000.0    3.0  252.6   64.2  444.0
2011 221  8  9 2300  -37.9 1000.3    3.0  262.5   64.4  444.0
2011 222  8 10 0000  -39.1 1000.8    3.9  246.3   62.8  444.0
2011 222  8 10 0100  -41.9 1001.3    4.3  253.1   61.0  444.0
2011 222  8 10 0200  -43.1 1001.5    3.8  216.4   58.5  444.0
2011 222  8 10 0300  -43.5 1002.1    4.4  211.8   58.3  444.0
2011 222  8 10 0400  -42.8 1002.2    3.9  199.7   59.2  444.0
2011 222  8 10 0500  -42.6 1002.2    3.2  199.9   59.4  444.0
2011 222  8 10 0600  -41.4 1002.4    3.6  238.1   61.4  444.0
2011 222  8 10 0700  -40.2 1002.3    2.0  224.1   61.5  444.0
2011 222  8 10 0800  -38.0 1002.3    1.3  196.4   64.0  444.0
2011 222  8 10 0900  -39.9 1002.7    5.4  278.8   60.5  444.0
2011 222  8 10 1000  -30.1 1002.2    4.3  271.0   73.4  444.0
2011 222  8 10 1100  -25.8 1001.4    3.4  266.2   76.5  444.0
2011 222  8 10 1200  -26.6 1001.3    4.6  277.8   76.5  444.0
2011 222  8 10 1300  -28.2 1000.3    5.0  262.7   75.4  444.0
2011 222  8 10 1400  -27.0  999.6    4.1  245.9   75.8  444.0
2011 222  8 10 1500  -24.5  999.1    5.6  225.9   79.2  444.0
2011 222  8 10 1600  -23.9  998.3    5.0  229.3   80.6  444.0
2011 222  8 10 1700  -22.3  997.1    6.5  237.4   81.1  444.0
2011 222  8 10 1800  -21.1  995.7    9.7  238.3   82.3  444.0
2011 222  8 10 1900  -22.1  994.8   10.0  238.1   82.2  444.0
2011 222  8 10 2000  -22.3  994.1   10.2  240.4   81.6  444.0
2011 222  8 10 2100  -23.1  993.2   10.6  233.5   80.6  444.0
2011 222  8 10 2200  -22.8  992.4    9.8  228.3   81.4  444.0
2011 222  8 10 2300  -21.4  991.3   12.7  231.4   81.9  444.0
2011 223  8 11 0000  -20.5  990.5   12.2  227.2   83.1  444.0
2011 223  8 11 0100  -21.3  989.7   11.8  219.3   80.8  444.0
2011 223  8 11 0200  -23.5  989.1    8.7  207.8   78.4  444.0
2011 223  8 11 0300  -25.0  988.2    7.5  208.0   77.5  444.0
2011 223  8 11 0400  -24.6  987.2    7.6  219.3   77.8  444.0
2011 223  8 11 0500  -22.9  986.3    8.9  219.7   75.8  444.0
2011 223  8 11 0600  -23.7  985.4    9.4  213.2   71.5  444.0
2011 223  8 11 0700  -25.4  984.7    8.7  212.8   74.9  444.0
2011 223  8 11 0800  -25.5  984.0    9.1  215.8   71.9  444.0
2011 223  8 11 0900  -26.2  983.6    9.7  208.6   71.8  444.0
2011 223  8 11 1000  -25.1  983.0   11.0  210.8   74.0  444.0
2011 223  8 11 1100  -25.2  982.4   10.7  212.6   71.3  444.0
2011 223  8 11 1200  -25.0  981.8   12.2  223.2   70.4  444.0
2011 223  8 11 1300  -25.9  981.2   12.2  229.9   72.9  444.0
2011 223  8 11 1400  -27.0  981.2    9.4  209.7   73.2  444.0
2011 223  8 11 1500  -27.5  980.7    9.8  214.3   72.2  444.0
2011 223  8 11 1600  -27.6  980.2   10.9  215.7   73.6  444.0
2011 223  8 11 1700  -27.6  979.6   11.4  203.3   68.9  444.0
2011 223  8 11 1800  -28.2  979.3    9.3  209.2   69.0  444.0
2011 223  8 11 1900  -27.6  978.3   10.6  205.2   62.0  444.0
2011 223  8 11 2000  -28.5  978.2    9.5  200.4   62.7  444.0
2011 223  8 11 2100  -29.4  978.1    6.6  195.2   61.0  444.0
2011 223  8 11 2200  -29.9  977.7    6.0  185.0   62.4  444.0
2011 223  8 11 2300  -31.3  977.8    4.0  199.5   64.4  444.0
2011 224  8 12 0000  -28.1  977.2    3.4  216.8   58.5  444.0
2011 224  8 12 0100  -27.1  977.2    4.8  235.9   65.0  444.0
2011 224  8 12 0200  -27.8  977.2    2.4  210.2   66.8  444.0
