Year: 2011  Month: 11  ID: BAT  ARGOS:  8987  Name: ALEXANDER (TT!)     
Lat: 79.05S  Lon: 170.66E  Elev:   55m
2011 305 11  1 0000  -17.8  979.0   10.2  209.3   83.5  444.0
2011 305 11  1 0100  -18.3  979.3   10.3  200.3   82.7  444.0
2011 305 11  1 0200  -17.9  979.5   10.0  213.1   82.7  444.0
2011 305 11  1 0300  -17.8  979.4    9.1  211.0   81.8  444.0
2011 305 11  1 0400  -18.1  979.5    8.3  209.3   81.7  444.0
2011 305 11  1 0500  -18.2  979.5    8.5  214.4   81.5  444.0
2011 305 11  1 0600  -18.4  979.8    8.6  209.0   82.3  444.0
2011 305 11  1 0700  -19.0  980.2    7.8  219.5   82.1  444.0
2011 305 11  1 0800  -19.0  980.6    8.0  219.4   82.2  444.0
2011 305 11  1 0900  -19.0  980.8    8.7  209.0   82.6  444.0
2011 305 11  1 1000  -19.7  981.3    8.6  213.3   80.9  444.0
2011 305 11  1 1100  -20.2  982.0    8.8  215.9   81.2  444.0
2011 305 11  1 1200  -20.9  982.5    8.4  220.5   80.5  444.0
2011 305 11  1 1300  -21.6  982.7    8.0  220.1   80.1  444.0
2011 305 11  1 1400  -22.7  982.7    7.5  226.8   80.0  444.0
2011 305 11  1 1500  -23.3  982.7    8.8  238.1   79.2  444.0
2011 305 11  1 1600  -23.1  982.8    9.0  225.7   78.1  444.0
2011 305 11  1 1700  -22.7  983.1    9.6  220.7   77.9  444.0
2011 305 11  1 1800  -21.8  983.2    8.1  220.4   75.6  444.0
2011 305 11  1 1900  -21.0  983.4   10.1  214.9   74.8  444.0
2011 305 11  1 2000  -18.8  983.6   10.1  218.2   72.3  444.0
2011 305 11  1 2100  -17.2  983.8    8.6  216.8   66.6  444.0
2011 305 11  1 2200  -15.6  984.2   10.4  220.5   65.8  444.0
2011 305 11  1 2300  -13.7  984.8   11.9  216.6   63.7  444.0
2011 306 11  2 0000  -13.6  985.1   12.5  213.2   60.9  444.0
2011 306 11  2 0100  -14.9  985.5   12.6  222.2   71.7  444.0
2011 306 11  2 0200  -13.5  985.8   11.5  219.0   65.8  444.0
2011 306 11  2 0300  -12.9  986.4   11.6  204.7   67.0  444.0
2011 306 11  2 0400  -14.1  987.4    9.6  204.1   71.4  444.0
2011 306 11  2 0500  -14.4  988.3    9.6  204.2   71.8  444.0
2011 306 11  2 0600  -14.9  989.1    9.0  212.0   72.5  444.0
2011 306 11  2 0700  -15.7  990.1    8.2  212.1   73.8  444.0
2011 306 11  2 0800  -17.2  990.8    8.5  218.1   75.6  444.0
2011 306 11  2 0900  -17.8  991.6    8.9  222.8   75.8  444.0
2011 306 11  2 1000  -18.4  992.5    8.4  218.0   74.8  444.0
2011 306 11  2 1100  -19.1  993.0    8.6  213.8   75.3  444.0
