Year: 2008  Month: 09  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.09S  Lon:  68.83W  Elev:   10m
2008 245  9  1 0000  -19.1 1018.4  444.0  444.0   85.7  444.0
2008 245  9  1 0100  -19.4 1017.7  444.0  444.0   85.6  444.0
2008 245  9  1 0200  -19.1 1017.7  444.0  444.0   85.9  444.0
2008 245  9  1 0300  -18.7 1017.7  444.0  444.0   86.1  444.0
2008 245  9  1 0400  -17.6 1017.0  444.0  444.0   87.2  444.0
2008 245  9  1 0500  -16.7 1017.0  444.0  444.0   87.9  444.0
2008 245  9  1 0600  -16.2 1017.0  444.0  444.0   88.6  444.0
2008 245  9  1 0700  -15.2 1017.0  444.0  444.0   89.2  444.0
2008 245  9  1 0800  -14.6 1017.0  444.0  444.0   89.6  444.0
2008 245  9  1 0900  -14.7 1017.0  444.0  444.0   89.7  444.0
2008 245  9  1 1000  444.0  444.0  444.0  444.0  444.0  444.0
2008 245  9  1 1100  -15.2 1016.3  444.0  444.0   89.0  444.0
2008 245  9  1 1200  -15.6  444.0  444.0  444.0   89.3  444.0
2008 245  9  1 1300  -15.0 1016.3  444.0  444.0   91.6  444.0
2008 245  9  1 1400  -14.8 1016.3  444.0  444.0   90.8  444.0
2008 245  9  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2008 245  9  1 1600  444.0  444.0  444.0  444.0  444.0  444.0
2008 245  9  1 1700  444.0  444.0  444.0  444.0  444.0  444.0
2008 245  9  1 1800  444.0  444.0  444.0  444.0  444.0  444.0
2008 245  9  1 1900  444.0  444.0  444.0  444.0  444.0  444.0
2008 245  9  1 2000  444.0  444.0  444.0  444.0  444.0  444.0
2008 245  9  1 2100  -19.5  444.0  444.0  444.0   85.8  444.0
2008 245  9  1 2200  -22.2  444.0  444.0  444.0   83.3  444.0
2008 245  9  1 2300  -21.4 1014.9  444.0  444.0   83.4  444.0
2008 246  9  2 0000  -19.6 1015.6  444.0  444.0   85.5  444.0
2008 246  9  2 0100  -18.3 1014.9  444.0  444.0   86.7  444.0
2008 246  9  2 0200  -16.9 1014.9  444.0  444.0   85.8  444.0
2008 246  9  2 0300  -18.4  444.0  444.0  444.0   86.4  444.0
2008 246  9  2 0400  -17.4 1014.2  444.0  444.0   87.3  444.0
2008 246  9  2 0500  -15.7 1014.2  444.0  444.0   89.1  444.0
2008 246  9  2 0600  444.0  444.0  444.0  444.0  444.0  444.0
2008 246  9  2 0700  -14.8 1014.2  444.0  444.0   89.0  444.0
2008 246  9  2 0800  -14.4 1014.9  444.0  444.0   89.2  444.0
2008 246  9  2 0900  -14.0 1014.2  444.0  444.0   89.4  444.0
