Year: 2008  Month: 08  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.09S  Lon:  68.83W  Elev:   10m
2008 214  8  1 0000   -9.8 1007.3  444.0  444.0   89.2  444.0
2008 214  8  1 0100  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 0200  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 0300  -10.3  444.0  444.0  444.0   89.6  444.0
2008 214  8  1 0400  -10.3 1008.0  444.0  444.0   89.5  444.0
2008 214  8  1 0500  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 0600  -11.3 1008.7  444.0  444.0   89.8  444.0
2008 214  8  1 0700  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 0800  -11.5 1008.7  444.0  444.0   90.0  444.0
2008 214  8  1 0900  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 1000  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 1100  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 1200  -10.7 1009.4  444.0  444.0   90.2  444.0
2008 214  8  1 1300  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 1400  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 1600  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 1700  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 1800  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 1900  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 2000  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 2100  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 2200  444.0  444.0  444.0  444.0  444.0  444.0
2008 214  8  1 2300   -9.7  444.0  444.0  444.0   89.2  444.0
2008 215  8  2 0000  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 0100  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 0200  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 0300   -6.2 1011.5  444.0  444.0   92.0  444.0
2008 215  8  2 0400  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 0500   -4.9  444.0  444.0  444.0   91.6  444.0
2008 215  8  2 0600  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 0700   -4.0 1009.4  444.0  444.0   91.5  444.0
2008 215  8  2 0800  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 0900  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 1000  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 1100  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 1300   -3.7 1005.9  444.0  444.0   89.6  444.0
2008 215  8  2 1400   -3.5 1005.3  444.0  444.0   86.1  444.0
2008 215  8  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 1600  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 1700  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 1800  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 1900  444.0  444.0  444.0  444.0  444.0  444.0
2008 215  8  2 2000  444.0  444.0  444.0  444.0  444.0  444.0
