Year: 2006  Month: 01  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.09S  Lon:  68.83W  Elev:   10m
2006   1  1  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2006   1  1  1 0100  444.0  444.0  444.0  444.0  444.0  444.0
2006   1  1  1 0200   -0.6  994.2  444.0  444.0   93.4  444.0
2006   1  1  1 0300  444.0  444.0  444.0  444.0  444.0  444.0
2006   1  1  1 0400   -0.6  994.9  444.0  444.0   93.4  444.0
2006   1  1  1 0500   -0.6  444.0  444.0  444.0   93.6  444.0
2006   1  1  1 0600   -0.5  995.6  444.0  444.0   93.9  444.0
2006   1  1  1 0700  444.0  995.6  444.0  444.0   94.0  444.0
2006   1  1  1 0800   -0.4  444.0  444.0  444.0   94.1  444.0
2006   1  1  1 0900   -0.5  997.0  444.0  444.0   94.3  444.0
2006   1  1  1 1000   -0.4  444.0  444.0  444.0   94.4  444.0
2006   1  1  1 1100    0.4  998.4  444.0  444.0   95.3  444.0
2006   1  1  1 1200    0.3  998.4  444.0  444.0   94.5  444.0
2006   1  1  1 1300    0.8  444.0  444.0  444.0   93.6  444.0
2006   1  1  1 1400    1.1  999.1  444.0  444.0   91.4  444.0
2006   1  1  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2006   1  1  1 1600  444.0  444.0  444.0  444.0  444.0  444.0
2006   1  1  1 1700    1.1  444.0  444.0  444.0   84.1  444.0
2006   1  1  1 1800    0.8  444.0  444.0  444.0   83.6  444.0
2006   1  1  1 1900    1.0  444.0  444.0  444.0   83.2  444.0
2006   1  1  1 2000    0.8 1002.5  444.0  444.0   80.5  444.0
2006   1  1  1 2100    0.7 1003.2  444.0  444.0   80.7  444.0
2006   1  1  1 2200    0.7  444.0  444.0  444.0  444.0  444.0
2006   1  1  1 2300    0.1 1003.2  444.0  444.0   83.4  444.0
2006   2  1  2 0000    0.0  444.0  444.0  444.0   85.0  444.0
2006   2  1  2 0100  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 0200   -0.2 1002.5  444.0  444.0   89.9  444.0
2006   2  1  2 0300  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 0400    0.0  444.0  444.0  444.0   92.1  444.0
2006   2  1  2 0500    0.0  444.0  444.0  444.0   92.1  444.0
2006   2  1  2 0600   -0.4  444.0  444.0  444.0   92.3  444.0
2006   2  1  2 0700   -0.8 1003.2  444.0  444.0   92.6  444.0
2006   2  1  2 0800   -0.6  444.0  444.0  444.0   93.1  444.0
2006   2  1  2 0900   -0.4 1003.2  444.0  444.0   93.7  444.0
2006   2  1  2 1000   -0.4 1002.5  444.0  444.0   93.8  444.0
2006   2  1  2 1100  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 1300   -0.4  444.0  444.0  444.0   93.8  444.0
2006   2  1  2 1400  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 1600  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 1700  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 1800  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 1900    1.1 1001.1  444.0  444.0   83.9  444.0
2006   2  1  2 2000    0.8 1001.1  444.0  444.0   87.5  444.0
2006   2  1  2 2100    0.9 1000.4  444.0  444.0   88.8  444.0
2006   2  1  2 2200  444.0  444.0  444.0  444.0  444.0  444.0
2006   2  1  2 2300   -0.1  444.0  444.0  444.0   90.5  444.0
2006   3  1  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 0100  444.0  444.0  444.0  444.0   89.6  444.0
2006   3  1  3 0200    1.0  999.1  444.0  444.0   88.6  444.0
2006   3  1  3 0300    0.6  444.0  444.0  444.0   89.8  444.0
2006   3  1  3 0400  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 0500    0.9  998.4  444.0  444.0   91.8  444.0
2006   3  1  3 0600    1.1  997.7  444.0  444.0   90.2  444.0
2006   3  1  3 0700  444.0  444.0  444.0  444.0   91.6  444.0
2006   3  1  3 0800  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 0900    0.6  444.0  444.0  444.0   92.5  444.0
2006   3  1  3 1000    1.0  996.3  444.0  444.0   92.4  444.0
2006   3  1  3 1100  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 1200  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 1300  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 1400  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 1500  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 1600  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 1700  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 1800  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 1900    1.5  993.5  444.0  444.0   89.9  444.0
2006   3  1  3 2000  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 2100  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 2200  444.0  444.0  444.0  444.0  444.0  444.0
2006   3  1  3 2300  444.0  444.0  444.0  444.0  444.0  444.0
2006   4  1  4 0000  444.0  444.0  444.0  444.0  444.0  444.0
2006   4  1  4 0100  444.0  444.0  444.0  444.0  444.0  444.0
2006   4  1  4 0200  444.0  444.0  444.0  444.0  444.0  444.0
2006   4  1  4 0300    1.1  994.2  444.0  444.0   91.9  444.0
2006   4  1  4 0400    0.9  444.0  444.0  444.0   92.1  444.0
2006   4  1  4 0500  444.0  444.0  444.0  444.0  444.0  444.0
2006   4  1  4 0600    0.5  994.9  444.0  444.0   93.2  444.0
2006   4  1  4 0700    0.6  444.0  444.0  444.0   93.1  444.0
2006   4  1  4 0800  444.0  444.0  444.0  444.0  444.0  444.0
2006   4  1  4 0900    0.7  444.0  444.0  444.0   93.8  444.0
2006   4  1  4 1000  444.0  444.0  444.0  444.0  444.0  444.0
2006   4  1  4 1100    1.6  995.6  444.0  444.0   94.0  444.0
2006   4  1  4 1200  444.0  444.0  444.0  444.0  444.0  444.0
