Year: 2006  Month: 08  ID: WDB  ARGOS:  8982  Name: Windless Bight      
Lat: 77.73S  Lon: 167.70E  Elev:   40m
2006 213  8  1 0000  -12.5  987.1    6.6   23.0   81.7  444.0
2006 213  8  1 0100  -12.1  986.6    5.2  349.0   77.4  444.0
2006 213  8  1 0200  -13.2  986.9    1.5  244.0   71.4  444.0
2006 213  8  1 0300  -12.7  986.1    2.9  245.0   79.4  444.0
2006 213  8  1 0400  -12.9  986.9    5.1  218.0   75.9  444.0
2006 213  8  1 0500  -13.1  987.1    2.8  240.0   74.8  444.0
2006 213  8  1 0600  -13.1  987.1    4.0  142.0   79.1  444.0
2006 213  8  1 0700  -13.7  987.8    1.4  207.0   80.5  444.0
2006 213  8  1 0800  -13.5  987.5    2.9   16.0   81.7  444.0
2006 213  8  1 0900  -12.9  986.9    1.8  304.0   76.9  444.0
2006 213  8  1 1000  -13.8  987.3    4.4  279.0   69.7  444.0
2006 213  8  1 1100  -14.4  986.6    7.1    4.0   82.3  444.0
2006 213  8  1 1200  -12.1  986.2    2.9  337.0   65.2  444.0
2006 213  8  1 1300  -11.2  986.1    1.2  149.0   58.7  444.0
2006 213  8  1 1400  -11.6  985.8    3.8  266.0   61.2  444.0
2006 213  8  1 1500  -11.0  984.7    4.9  264.0   59.8  444.0
2006 213  8  1 1600  -12.2  984.6    2.6  292.0   58.2  444.0
2006 213  8  1 1700  -13.5  985.8    3.4  209.0   75.9  444.0
2006 213  8  1 1800  -14.2  984.8    4.6  330.0   70.1  444.0
2006 213  8  1 1900  -13.2  985.0    2.7  278.0   45.0  444.0
2006 213  8  1 2000  -13.4  983.3    1.4  318.0   46.1  444.0
2006 213  8  1 2100  -14.0  981.6    1.9  259.0   55.1  444.0
2006 213  8  1 2200  -12.2  979.5    4.3  355.0   48.9  444.0
2006 213  8  1 2300  -10.4  978.6    4.0  281.0   41.2  444.0
2006 214  8  2 0000  -10.7  978.8    3.3  223.0   35.8  444.0
2006 214  8  2 0100  -12.8  978.9    4.2  328.0   41.2  444.0
2006 214  8  2 0200  -11.9  978.7    5.2  214.0   56.6  444.0
2006 214  8  2 0300  -11.8  977.9    2.3  305.0   46.7  444.0
2006 214  8  2 0400  -11.2  977.2    2.9  184.0   44.9  444.0
2006 214  8  2 0500  -11.9  977.1    4.3  244.0   45.7  444.0
2006 214  8  2 0600  -11.0  977.3    2.6  197.0   41.6  444.0
2006 214  8  2 0700  -11.3  977.4    2.3  239.0   49.6  444.0
2006 214  8  2 0800  -11.7  977.0    4.8  345.0   64.0  444.0
2006 214  8  2 0900  -11.4  976.3    5.3  335.0   67.4  444.0
2006 214  8  2 1000  -10.5  975.7    2.9  324.0   58.9  444.0
2006 214  8  2 1100  -10.4  975.2    3.0  287.0   50.3  444.0
2006 214  8  2 1200  -10.1  975.2    1.2   53.0   42.6  444.0
2006 214  8  2 1300  -11.1  974.2    6.1  336.0   83.5  444.0
2006 214  8  2 1400  -14.0  974.5    1.8    8.0   65.7  444.0
2006 214  8  2 1500  -10.9  973.0    8.9    6.0   90.0  444.0
2006 214  8  2 1600  -10.1  972.5    4.5  354.0   88.8  444.0
2006 214  8  2 1700   -9.1  971.6    4.2  338.0   78.3  444.0
