Year: 2012  Month: 05  ID: CHA  ARGOS: 28338  Name: Cape Hallett        
Lat: 72.19S  Lon: 170.17E  Elev:    1m
2012 122  5  1 0000  -22.0 1006.7    2.3  217.0   65.0  444.0
2012 122  5  1 0100  -21.2 1006.3    2.6  210.0   63.1  444.0
2012 122  5  1 0200  -20.2 1006.0    1.6  238.0   65.0  444.0
2012 122  5  1 0300  -21.5 1005.6    1.0  258.0   69.0  444.0
2012 122  5  1 0400  -21.4 1005.0    0.4  215.0   72.7  444.0
2012 122  5  1 0500  -21.2 1004.2    0.0    0.0   74.0  444.0
2012 122  5  1 0600  -20.6 1002.5    0.4  209.0   66.1  444.0
2012 122  5  1 0700  -20.5 1000.8    2.0  232.0   73.0  444.0
2012 122  5  1 0800  -20.5  998.5    2.9  220.0   81.0  444.0
2012 122  5  1 0900  -20.0  996.1    2.0  248.0   82.0  444.0
2012 122  5  1 1000  -20.4  994.6    0.8  280.0   82.0  444.0
2012 122  5  1 1100  -19.0  992.2    1.9  164.0   86.2  444.0
2012 122  5  1 1200  -17.2  990.4    4.1  128.0   77.0  444.0
2012 122  5  1 1300  -16.2  989.4    5.6   88.0   76.0  444.0
2012 122  5  1 1400  -15.9  988.0    4.0  121.0   81.0  444.0
2012 122  5  1 1500  -15.9  986.7    2.9   96.0   77.0  444.0
2012 122  5  1 1600  -18.3  986.7    5.5  240.0   83.4  444.0
2012 122  5  1 1700  -18.7  986.2    4.7  230.0   82.0  444.0
2012 122  5  1 1800  -20.1  986.3    7.8  222.0   80.9  444.0
2012 122  5  1 1900  -19.7  986.1    6.1  234.0   71.0  444.0
2012 122  5  1 2000  -20.1  985.4    9.3  222.0   79.0  444.0
2012 122  5  1 2100  -20.8  986.6    8.9  230.0   71.3  444.0
2012 122  5  1 2200  -20.7  986.7    5.4  235.0   66.0  444.0
2012 122  5  1 2300  -21.8  986.9    2.1  223.0   64.8  444.0
2012 123  5  2 0000  -23.1  986.5    0.0    0.0   65.0  444.0
2012 123  5  2 0100  -21.0  986.1    0.0    0.0   63.0  444.0
2012 123  5  2 0200  -21.5  985.9    0.0    0.0   65.1  444.0
2012 123  5  2 0300  -22.0  985.5    0.0    0.0   66.0  444.0
2012 123  5  2 0400  -22.3  984.6    1.3  157.0   67.1  444.0
2012 123  5  2 0500  -24.0  983.5    0.1  244.0   70.8  444.0
2012 123  5  2 0600  -23.9  983.0    0.7  237.0   71.0  444.0
2012 123  5  2 0700  -24.1  982.1    1.9  241.0   74.4  444.0
2012 123  5  2 0800  -24.5  981.6    0.9  222.0   74.0  444.0
2012 123  5  2 0900  -25.1  981.0    0.7  224.0   73.6  444.0
2012 123  5  2 1000  -24.4  980.7    0.0    0.0   76.0  444.0
2012 123  5  2 1100  -23.6  980.5    1.3   47.0   75.0  444.0
2012 123  5  2 1200  -23.0  980.3    0.6   18.0   75.0  444.0
2012 123  5  2 1300  -23.3  980.3    0.0    0.0   76.0  444.0
2012 123  5  2 1400  -23.3  980.4    0.0    0.0   76.8  444.0
2012 123  5  2 1500  -23.0  980.2    0.0    0.0   77.0  444.0
2012 123  5  2 1600  -23.0  980.3    0.0    0.0   75.6  444.0
2012 123  5  2 1700  -22.5  980.2    0.7   41.0   71.0  444.0
2012 123  5  2 1800  -22.6  980.0    0.0    0.0   70.0  444.0
2012 123  5  2 1900  -22.8  980.4    1.4  224.0   64.0  444.0
2012 123  5  2 2000  -22.9  980.7    1.1   19.0   61.0  444.0
2012 123  5  2 2100  -23.9  980.9    5.0  229.0   61.8  444.0
2012 123  5  2 2200  -23.7  981.0    3.1  267.0   59.0  444.0
2012 123  5  2 2300  -24.2  981.1    6.5  245.0   64.0  444.0
2012 124  5  3 0000  -24.4  981.2    4.9  233.0   60.7  444.0
2012 124  5  3 0100  -24.3  981.1    0.7  206.0   57.0  444.0
2012 124  5  3 0200  -24.9  981.1    3.1   50.0   62.5  444.0
2012 124  5  3 0300  -25.5  981.2    1.0  110.0  444.0  444.0
2012 124  5  3 0400  -25.6  981.1    1.4   67.0   55.7  444.0
2012 124  5  3 0500  -25.6  981.5    1.6  187.0   59.6  444.0
2012 124  5  3 0600  -26.2  981.3    0.0    0.0   64.0  444.0
2012 124  5  3 0700  -26.9  981.1    2.5  146.0   60.2  444.0
2012 124  5  3 0800  -26.2  980.8    2.0  150.0   59.0  444.0
2012 124  5  3 0900  -27.5  980.4    0.0    0.0   62.0  444.0
2012 124  5  3 1000  -27.9  980.2    0.0    0.0   70.0  444.0
2012 124  5  3 1100  -28.8  979.8    0.5  194.0   70.0  444.0
2012 124  5  3 1200  -27.5  979.6    0.1  173.0   64.9  444.0
2012 124  5  3 1300  -28.7  978.9    0.0    0.0   70.0  444.0
2012 124  5  3 1400  -29.6  978.3    0.0    0.0   71.0  444.0
2012 124  5  3 1500  -29.3  977.8    0.0    0.0   68.0  444.0
2012 124  5  3 1600  -30.5  977.1    0.0    0.0   73.0  444.0
2012 124  5  3 1700  -29.9  976.5    0.3  224.0   71.4  444.0
2012 124  5  3 1800  -30.5  976.0    0.0    0.0   69.0  444.0
2012 124  5  3 1900  -30.6  975.5    0.0    0.0   72.0  444.0
2012 124  5  3 2000  -30.4  975.0    0.0    0.0   70.0  444.0
2012 124  5  3 2100  -30.5  974.7    0.0    0.0   70.7  444.0
2012 124  5  3 2200  -30.5  974.4    0.0    0.0   68.7  444.0
2012 124  5  3 2300  -30.0  974.3    0.0    0.0   70.0  444.0
2012 125  5  4 0000  -30.0  974.1    0.0    0.0   69.7  444.0
2012 125  5  4 0100  -32.1  973.7    0.0    0.0   65.0  444.0
2012 125  5  4 0200  -31.6  973.9    0.0    0.0   71.8  444.0
2012 125  5  4 0300  -31.9  973.6    0.0    0.0   70.0  444.0
2012 125  5  4 0400  -31.9  973.7    0.1  240.0   69.0  444.0
2012 125  5  4 0500  -31.2  973.5    0.0    0.0   69.7  444.0
2012 125  5  4 0600  -32.3  973.1    2.4  224.0   69.5  444.0
2012 125  5  4 0700  -31.4  973.0    2.0  220.0   69.0  444.0
2012 125  5  4 0800  -30.9  973.0    1.0  236.0   68.0  444.0
2012 125  5  4 0900  -31.7  972.9    0.0    0.0   70.0  444.0
2012 125  5  4 1000  -31.5  972.6    0.9  236.0   68.4  444.0
2012 125  5  4 1100  -32.9  972.2    0.4  217.0   69.0  444.0
2012 125  5  4 1200  -30.7  972.0    1.9  219.0   68.0  444.0
2012 125  5  4 1300  -31.0  971.1    3.4  214.0   66.0  444.0
2012 125  5  4 1400  -31.0  970.7    1.0  231.0   67.0  444.0
2012 125  5  4 1500  -31.2  970.3    0.3  216.0   67.3  444.0
2012 125  5  4 1600  -31.3  969.9    2.1  232.0   68.0  444.0
2012 125  5  4 1700  -31.0  969.7    1.6  209.0   67.0  444.0
2012 125  5  4 1800  -30.8  969.0    3.0  218.0   64.0  444.0
2012 125  5  4 1900  -30.6  968.8    1.8  232.0   66.0  444.0
2012 125  5  4 2000  -30.2  969.0    2.9  200.0   58.6  444.0
2012 125  5  4 2100  -28.2  968.4    5.2  218.0   54.0  444.0
2012 125  5  4 2200  -30.6  968.8    0.0    0.0   65.0  444.0
2012 125  5  4 2300  -29.4  968.8    0.0    0.0   56.0  444.0
2012 126  5  5 0000  -29.6  969.2    0.1   27.0   61.0  444.0
2012 126  5  5 0100  -29.0  969.2  444.0  444.0  444.0  444.0
2012 126  5  5 0200  -30.6  969.7    0.0    0.0   65.0  444.0
2012 126  5  5 0300  -30.5  970.4    2.3  215.0   68.3  444.0
2012 126  5  5 0400  -28.5  970.3    3.9  219.0   64.0  444.0
2012 126  5  5 0500  -28.2  971.1    2.4  228.0   60.0  444.0
2012 126  5  5 0600  -28.3  971.2    3.4  198.0   56.4  444.0
2012 126  5  5 0700  -27.7  970.6    3.6  222.0   54.7  444.0
2012 126  5  5 0800  -27.2  970.6    2.0  220.0   57.3  444.0
2012 126  5  5 0900  -24.7  970.4    2.3  232.0   47.0  444.0
2012 126  5  5 1000  -25.0  970.6    2.9   50.0   52.0  444.0
2012 126  5  5 1100  -22.3  970.6    0.4  200.0   38.0  444.0
2012 126  5  5 1200  -25.1  971.2    0.0    0.0   37.6  444.0
2012 126  5  5 1300  -26.6  971.9    0.2  223.0   54.9  444.0
2012 126  5  5 1400  -27.0  973.0    1.3  220.0   64.0  444.0
2012 126  5  5 1500  -26.8  974.5    2.7  229.0   73.0  444.0
2012 126  5  5 1600  -25.7  975.1    1.0  220.0   67.0  444.0
2012 126  5  5 1700  -26.8  976.3    1.2  221.0   69.0  444.0
2012 126  5  5 1800  -25.5  977.3    0.5  257.0   66.1  444.0
2012 126  5  5 1900  -25.8  977.3    4.6  219.0   66.0  444.0
2012 126  5  5 2000  -24.2  977.2    0.9  241.0   62.0  444.0
2012 126  5  5 2100  -26.8  977.9    0.0    0.0   70.0  444.0
2012 126  5  5 2200  -22.3  977.7    0.5   76.0   62.0  444.0
2012 126  5  5 2300  -17.0  978.0    4.9  123.0   51.8  444.0
2012 127  5  6 0000  -17.8  979.1    8.1  215.0   58.7  444.0
2012 127  5  6 0100  -14.5  979.7    8.9  210.0   45.5  444.0
2012 127  5  6 0200  -15.0  979.7    6.2  216.0   55.0  444.0
2012 127  5  6 0300  -14.2  979.5   10.2  191.0   43.5  444.0
2012 127  5  6 0400  -17.7  980.2    3.7   76.0   55.8  444.0
2012 127  5  6 0500  -18.6  980.0    3.1  252.0   54.3  444.0
2012 127  5  6 0600  -20.0  978.9    5.5  249.0  444.0  444.0
2012 127  5  6 0700  -17.4  978.3    9.1  232.0   46.0  444.0
2012 127  5  6 0800  -13.4  977.7   11.7  201.0   42.0  444.0
2012 127  5  6 0900  -12.8  977.1   10.9  200.0   36.0  444.0
2012 127  5  6 1000  -12.3  976.2   12.3  196.0   39.0  444.0
2012 127  5  6 1100  -11.9  975.5   12.1  197.0   38.4  444.0
2012 127  5  6 1200  -11.2  974.6   12.0  196.0   31.0  444.0
2012 127  5  6 1300  -10.8  974.1   11.9  196.0   29.0  444.0
2012 127  5  6 1400  -10.9  973.3   11.7  193.0   33.0  444.0
2012 127  5  6 1500  -10.6  972.6    9.4  195.0   30.0  444.0
2012 127  5  6 1600  -11.6  971.7    7.1  208.0   27.3  444.0
2012 127  5  6 1700   -9.5  971.5    9.5  201.0   26.5  444.0
2012 127  5  6 1800   -9.3  972.0    9.7  195.0   28.0  444.0
2012 127  5  6 1900  -10.2  972.5   12.2  190.0   43.0  444.0
2012 127  5  6 2000  -10.5  972.9   13.7  192.0   56.0  444.0
2012 127  5  6 2100  -11.1  973.0   11.0  205.0   61.7  444.0
2012 127  5  6 2200  -10.4  972.9   10.9  197.0   60.0  444.0
2012 127  5  6 2300   -9.7  972.8   11.1  198.0   53.1  444.0
2012 128  5  7 0000   -9.2  972.6   11.5  197.0   47.0  444.0
2012 128  5  7 0100   -8.6  972.0   11.2  200.0   38.6  444.0
2012 128  5  7 0200   -9.8  971.2    9.6  220.0   33.0  444.0
2012 128  5  7 0300   -8.0  970.7   11.7  196.0   32.5  444.0
2012 128  5  7 0400   -7.1  970.3   12.0  197.0   31.5  444.0
2012 128  5  7 0500   -6.4  969.7   10.7  197.0   27.8  444.0
2012 128  5  7 0600   -6.5  969.8    9.7  186.0   33.0  444.0
2012 128  5  7 0700   -9.2  969.9    1.2  337.0   43.0  444.0
2012 128  5  7 0800   -8.1  969.8    1.1  311.0   30.0  444.0
2012 128  5  7 0900  -10.9  969.7    7.8  223.0   40.6  444.0
2012 128  5  7 1000  -11.3  969.6    2.2  178.0   40.9  444.0
