Year: 2012  Month: 05  ID: HUG  ARGOS:  8935  Name: Hugo Island         
Lat: 64.97S  Lon:  64.67W  Elev:   25m
2012 122  5  1 0000    1.4  983.1    7.8  109.0   87.0  444.0
2012 122  5  1 0100    0.7  981.8    7.7  104.0   91.0  444.0
2012 122  5  1 0200    1.6  980.5    8.3   90.0   86.0  444.0
2012 122  5  1 0300    0.9  979.5    4.1   88.0   88.0  444.0
2012 122  5  1 0400    1.2  978.2    5.5   96.0   86.0  444.0
2012 122  5  1 0500    0.9  977.6    4.2   90.0   87.0  444.0
2012 122  5  1 0600    1.4  976.1    7.5   95.0   84.0  444.0
2012 122  5  1 0700    1.3  974.3    7.7   97.0   85.0  444.0
2012 122  5  1 0800    2.2  972.0   15.1  103.0   74.0  444.0
2012 122  5  1 0900    2.1  970.5   15.2  111.0   74.5  444.0
2012 122  5  1 1000    1.4  970.3   10.5  129.0   79.0  444.0
2012 122  5  1 1100    1.8  970.2    8.0  119.0   73.9  444.0
2012 122  5  1 1200    1.7  970.3    7.2  106.0   74.0  444.0
2012 122  5  1 1300    2.0  970.0    4.1   71.0   77.0  444.0
2012 122  5  1 1400    1.5  969.4    5.6   78.0   82.5  444.0
2012 122  5  1 1500    1.0  969.4    9.1   52.0   91.4  444.0
2012 122  5  1 1600    0.9  969.4    9.6   53.0   93.3  444.0
2012 122  5  1 1700    0.7  969.4    9.3   63.0   94.4  444.0
2012 122  5  1 1800    0.7  968.8   12.6   59.0   94.0  444.0
2012 122  5  1 1900    0.8  968.6   14.5   70.0   93.4  444.0
2012 122  5  1 2000    0.7  968.8   15.0   69.0   92.0  444.0
2012 122  5  1 2100    0.5  969.9   13.2   69.0   92.1  444.0
2012 122  5  1 2200    0.3  970.1   12.2   72.0   92.0  444.0
2012 122  5  1 2300   -0.2  970.8   12.0   76.0   94.0  444.0
2012 123  5  2 0000   -0.2  971.8   10.9   74.0   95.0  444.0
2012 123  5  2 0100   -0.3  971.8   11.1   80.0   95.0  444.0
2012 123  5  2 0200   -0.4  972.3    9.6   82.0   96.5  444.0
2012 123  5  2 0300   -0.5  972.1   11.0   73.0   97.0  444.0
2012 123  5  2 0400   -0.5  972.3   14.2   65.0   97.0  444.0
2012 123  5  2 0500   -0.6  972.9   13.5   63.0   97.0  444.0
2012 123  5  2 0600   -0.8  972.8   14.1   72.0   97.0  444.0
2012 123  5  2 0700   -0.7  973.3   10.8   80.0   97.3  444.0
2012 123  5  2 0800   -0.5  973.3   12.0   72.0   98.0  444.0
2012 123  5  2 0900   -0.5  973.9   10.9   70.0   97.4  444.0
2012 123  5  2 1000   -0.5  974.4   11.8   60.0   97.0  444.0
2012 123  5  2 1100   -0.6  975.2   12.0   55.0   95.0  444.0
2012 123  5  2 1200   -0.3  976.0   10.8   55.0   95.6  444.0
2012 123  5  2 1300   -0.5  976.3   12.2   56.0   96.0  444.0
2012 123  5  2 1400   -0.5  976.8   12.1   50.0   95.8  444.0
2012 123  5  2 1500   -0.6  976.8   12.8   56.0   93.0  444.0
2012 123  5  2 1600   -0.5  977.5   13.3   53.0   91.8  444.0
2012 123  5  2 1700   -0.4  977.6   12.3   53.0   92.8  444.0
2012 123  5  2 1800   -0.6  978.3   12.5   57.0   93.0  444.0
2012 123  5  2 1900   -0.7  978.5   12.8   56.0   92.7  444.0
2012 123  5  2 2000   -0.9  978.9   13.1   52.0   91.3  444.0
2012 123  5  2 2100   -0.7  979.4   13.8   59.0   90.4  444.0
2012 123  5  2 2200   -0.6  980.2   11.4   55.0   90.1  444.0
2012 123  5  2 2300   -0.9  980.2   13.1   56.0   86.0  444.0
2012 124  5  3 0000   -0.7  981.1   13.3   55.0   86.9  444.0
2012 124  5  3 0100   -0.8  980.4   11.7   64.0   86.0  444.0
2012 124  5  3 0200   -0.8  980.9   12.3   57.0   85.2  444.0
2012 124  5  3 0300   -0.8  981.2   12.7   50.0   84.0  444.0
2012 124  5  3 0400   -0.8  981.7   12.5   59.0   83.0  444.0
2012 124  5  3 0500   -0.8  981.7   12.4   63.0   82.7  444.0
2012 124  5  3 0600   -0.7  981.7   11.2   62.0   83.0  444.0
2012 124  5  3 0700   -0.9  982.6   10.1   65.0   85.1  444.0
2012 124  5  3 0800   -1.0  982.9    8.9   65.0   86.0  444.0
2012 124  5  3 0900   -1.0  982.6    9.9   69.0   84.0  444.0
2012 124  5  3 1000   -1.1  983.1    9.1   65.0   86.5  444.0
2012 124  5  3 1100   -1.1  983.7    7.5   62.0   88.0  444.0
2012 124  5  3 1200   -1.1  983.7    7.6   62.0   88.6  444.0
2012 124  5  3 1300   -1.0  983.9    7.9   89.0   92.0  444.0
2012 124  5  3 1400   -1.1  984.2    8.3   95.0   85.8  444.0
2012 124  5  3 1500   -1.2  984.5    7.9  104.0   85.0  444.0
2012 124  5  3 1600   -0.9  985.3    5.2   97.0   87.0  444.0
2012 124  5  3 1700   -1.0  985.4    3.6   73.0   87.3  444.0
2012 124  5  3 1800   -1.2  985.8    3.5   83.0   87.0  444.0
2012 124  5  3 1900   -1.3  986.1    2.5  106.0   86.5  444.0
2012 124  5  3 2000   -1.4  986.5    4.0  140.0   86.4  444.0
2012 124  5  3 2100   -1.3  986.8    6.3  111.0   87.0  444.0
2012 124  5  3 2200   -1.2  987.3    7.2  101.0   86.1  444.0
2012 124  5  3 2300   -1.1  987.8    6.4  102.0   88.0  444.0
2012 125  5  4 0000   -1.0  989.1    2.7   44.0   89.9  444.0
2012 125  5  4 0100   -1.1  989.2    3.6   48.0   90.0  444.0
2012 125  5  4 0200   -1.3  989.7    4.5   40.0   90.0  444.0
2012 125  5  4 0300   -1.5  990.1    5.0   43.0   90.0  444.0
2012 125  5  4 0400   -1.4  990.7    4.5   48.0   89.0  444.0
2012 125  5  4 0500   -1.3  991.4    3.7   54.0   89.0  444.0
2012 125  5  4 0600   -1.3  991.9    5.0   48.0   88.0  444.0
2012 125  5  4 0700   -1.3  992.5    5.4   41.0   87.0  444.0
2012 125  5  4 0800   -1.4  993.2    4.7   37.0   88.5  444.0
2012 125  5  4 0900   -1.4  993.8    5.7   34.0   88.0  444.0
2012 125  5  4 1000   -1.4  994.1    5.8   44.0   88.0  444.0
2012 125  5  4 1100   -1.4  994.8    6.0   39.0   88.0  444.0
2012 125  5  4 1200   -1.5  995.3    6.2   40.0   87.0  444.0
2012 125  5  4 1300   -1.5  995.9    6.6   48.0   86.2  444.0
2012 125  5  4 1400   -1.4  996.6    6.4   54.0   86.0  444.0
2012 125  5  4 1500   -1.4  997.4    6.2   53.0   86.3  444.0
2012 125  5  4 1600   -1.3  997.9    6.5   53.0   87.0  444.0
2012 125  5  4 1700   -1.3  998.0    6.9   58.0   86.7  444.0
2012 125  5  4 1800   -1.3  998.8    7.9   57.0   87.2  444.0
2012 125  5  4 1900   -1.3  999.2    8.3   58.0   87.9  444.0
2012 125  5  4 2000   -1.2  999.5    9.1   66.0   90.0  444.0
2012 125  5  4 2100   -1.2  999.8    9.3   62.0   89.0  444.0
2012 125  5  4 2200   -1.3  999.5    9.5   66.0   90.0  444.0
2012 125  5  4 2300   -1.2  999.6    8.9   72.0   91.0  444.0
2012 126  5  5 0000   -1.0 1000.8    9.6   69.0   90.7  444.0
2012 126  5  5 0100   -1.1 1000.7   10.1   65.0   93.2  444.0
2012 126  5  5 0200   -1.1 1000.6   10.5   66.0   95.0  444.0
2012 126  5  5 0300   -1.0 1000.5    9.4   61.0   96.0  444.0
2012 126  5  5 0400   -0.7 1000.7   12.1   63.0   94.0  444.0
2012 126  5  5 0500   -0.6 1001.0   12.3   59.0   93.4  444.0
2012 126  5  5 0600   -0.8 1000.9   13.8   62.0   95.2  444.0
2012 126  5  5 0700   -0.7 1000.4   14.3   53.0   96.0  444.0
2012 126  5  5 0800   -0.8 1000.1   14.0   59.0   96.0  444.0
2012 126  5  5 0900   -0.9  998.8   14.4   64.0   95.0  444.0
2012 126  5  5 1000   -0.7  997.9   15.6   64.0   94.0  444.0
2012 126  5  5 1100   -0.6  996.6   16.8   64.0   92.3  444.0
2012 126  5  5 1200   -0.8  996.5   17.8   64.0   93.8  444.0
2012 126  5  5 1300   -0.6  995.8   18.2   66.0   94.2  444.0
2012 126  5  5 1400   -0.6  995.5   17.7   63.0   97.0  444.0
2012 126  5  5 1500   -0.6  994.5   18.9   66.0   97.1  444.0
2012 126  5  5 1600   -0.6  994.2   18.0   64.0   97.0  444.0
2012 126  5  5 1700   -0.5  994.0   17.1   61.0   97.5  444.0
2012 126  5  5 1800   -0.3  993.2   17.5   62.0   97.8  444.0
2012 126  5  5 1900   -0.2  992.9   16.9   62.0   98.0  444.0
2012 126  5  5 2000   -0.1  993.1   15.3   59.0   98.0  444.0
2012 126  5  5 2100    0.0  993.2   13.1   58.0   98.0  444.0
2012 126  5  5 2200    0.0  993.1   11.6   56.0   98.0  444.0
2012 126  5  5 2300    0.1  993.1   10.9   58.0   98.1  444.0
2012 127  5  6 0000    0.2  993.2   10.1   52.0   98.0  444.0
2012 127  5  6 0100    0.5  993.2   10.8   35.0   98.0  444.0
2012 127  5  6 0200    0.5  993.2   10.8   25.0   98.0  444.0
2012 127  5  6 0300    0.6  993.1   10.2   14.0   98.0  444.0
2012 127  5  6 0400    0.6  993.1    8.5   15.0   98.1  444.0
2012 127  5  6 0500    0.6  992.8    6.9   28.0   98.0  444.0
2012 127  5  6 0600    0.4  992.5    6.7   42.0   98.0  444.0
2012 127  5  6 0700    0.4  992.3    7.0   47.0   98.0  444.0
2012 127  5  6 0800    0.3  992.0    6.8   45.0   98.0  444.0
2012 127  5  6 0900    0.2  991.5    7.0   58.0   98.4  444.0
2012 127  5  6 1000    0.1  991.2    7.2   68.0   98.3  444.0
2012 127  5  6 1100    0.0  990.8    7.6   70.0   98.0  444.0
2012 127  5  6 1200    0.1  990.6    8.4   81.0   98.0  444.0
2012 127  5  6 1300    0.1  990.4    6.3   64.0   98.0  444.0
2012 127  5  6 1400    0.0  989.8    6.2   56.0   98.6  444.0
2012 127  5  6 1500   -0.3  989.3    6.7   55.0   98.0  444.0
