Year: 2012  Month: 07  ID: MPT  ARGOS:  8906  Name: Marble Point        
Lat: 77.44S  Lon: 163.76E  Elev:  108m
2012 183  7  1 0000  -25.4 1000.5    0.0    0.0  444.0  444.0
2012 183  7  1 0100  -24.5 1000.7    0.0    0.0  444.0  444.0
2012 183  7  1 0200  -23.6 1000.8    0.0    0.0  444.0  444.0
2012 183  7  1 0300  -25.4 1000.8    0.0    0.0  444.0  444.0
2012 183  7  1 0400  -23.1 1000.5    0.0    0.0  444.0  444.0
2012 183  7  1 0500  -23.8 1000.2    0.0    0.0  444.0  444.0
2012 183  7  1 0600  -24.1  999.8    0.0    0.0  444.0  444.0
2012 183  7  1 0700  -24.0  999.4    0.0    0.0  444.0  444.0
2012 183  7  1 0800  -24.4  999.3    0.0    0.0  444.0  444.0
2012 183  7  1 0900  -22.6  999.2    1.0  214.0  444.0  444.0
2012 183  7  1 1000  -23.9  999.1    0.0    0.0  444.0  444.0
2012 183  7  1 1100  -24.1  998.8    0.7  156.0  444.0  444.0
2012 183  7  1 1200  -24.1  998.2    0.0    0.0  444.0  444.0
2012 183  7  1 1300  -25.0  997.7    0.0    0.0  444.0  444.0
2012 183  7  1 1400  -24.5  997.5    0.0    0.0  444.0  444.0
2012 183  7  1 1500  -24.5  996.8    0.0    0.0  444.0  444.0
2012 183  7  1 1600  -23.9  996.3    1.2  184.0  444.0  444.0
2012 183  7  1 1700  -22.4  996.2    0.0    0.0  444.0  444.0
2012 183  7  1 1800  -25.1  995.8    0.0    0.0  444.0  444.0
2012 183  7  1 1900  -23.6  995.4    0.0    0.0  444.0  444.0
2012 183  7  1 2000  -25.0  994.8    0.2  149.0  444.0  444.0
2012 183  7  1 2100  -25.8  994.2    0.0    0.0  444.0  444.0
2012 183  7  1 2200  -23.8  993.6    0.0    0.0  444.0  444.0
2012 183  7  1 2300  -24.9  993.4    0.0    0.0  444.0  444.0
2012 184  7  2 0000  -25.0  992.8    0.0    0.0  444.0  444.0
2012 184  7  2 0100  -26.1  992.4    0.0    0.0  444.0  444.0
2012 184  7  2 0200  -25.6  991.8    1.5  169.0  444.0  444.0
2012 184  7  2 0300  -28.1  991.7    0.0    0.0  444.0  444.0
2012 184  7  2 0400  -26.1  991.1    0.0    0.0  444.0  444.0
2012 184  7  2 0500  -25.8  990.6    1.2  173.0  444.0  444.0
2012 184  7  2 0600  -28.5  990.1    0.0    0.0  444.0  444.0
2012 184  7  2 0700  -27.2  989.6    0.0    0.0  444.0  444.0
2012 184  7  2 0800  -27.6  989.3    0.0    0.0  444.0  444.0
2012 184  7  2 0900  -27.5  988.9    0.0    0.0  444.0  444.0
2012 184  7  2 1000  -26.2  988.3    0.0    0.0  444.0  444.0
2012 184  7  2 1100  -28.5  988.2    1.7  142.0  444.0  444.0
2012 184  7  2 1200  -29.6  987.9    2.0  125.0  444.0  444.0
2012 184  7  2 1300  -29.0  988.2    4.7  129.0  444.0  444.0
2012 184  7  2 1400  -28.4  988.3    5.9  129.0  444.0  444.0
2012 184  7  2 1500  -28.5  988.7    7.4  143.0  444.0  444.0
2012 184  7  2 1600  -28.9  989.1    7.1  139.0  444.0  444.0
2012 184  7  2 1700  -26.6  989.3    7.8  139.0  444.0  444.0
2012 184  7  2 1800  -28.0  989.6    4.9  159.0  444.0  444.0
2012 184  7  2 1900  -24.9  989.9    7.8  158.0  444.0  444.0
2012 184  7  2 2000  -26.0  990.4    6.4  145.0  444.0  444.0
2012 184  7  2 2100  -26.1  990.7    8.3  163.0  444.0  444.0
2012 184  7  2 2200  -23.8  991.0    7.4  170.0  444.0  444.0
2012 184  7  2 2300  -22.8  991.0   10.8  150.0  444.0  444.0
2012 185  7  3 0000  -24.1  991.3    6.9  169.0  444.0  444.0
2012 185  7  3 0100  -24.2  991.6    4.7  180.0  444.0  444.0
2012 185  7  3 0200  -24.2  991.8    1.7  138.0  444.0  444.0
2012 185  7  3 0300  -26.2  992.1    0.0    0.0  444.0  444.0
2012 185  7  3 0400  -24.4  992.1    0.0    0.0  444.0  444.0
2012 185  7  3 0500  -25.5  992.4    0.5  353.0  444.0  444.0
2012 185  7  3 0600  -25.8  992.8    2.2  219.0  444.0  444.0
2012 185  7  3 0700  -27.9  993.3    1.2  149.0  444.0  444.0
2012 185  7  3 0800  -27.8  993.8    0.0    0.0  444.0  444.0
2012 185  7  3 0900  -27.9  994.4    0.0    0.0  444.0  444.0
2012 185  7  3 1000  -27.1  994.6    0.0    0.0  444.0  444.0
2012 185  7  3 1100  -26.0  994.9    0.0    0.0  444.0  444.0
2012 185  7  3 1200  -27.0  995.1    0.5  301.0  444.0  444.0
2012 185  7  3 1300  -26.4  995.4    0.0    0.0  444.0  444.0
2012 185  7  3 1400  -26.6  995.8    0.0    0.0  444.0  444.0
2012 185  7  3 1500  -25.6  996.4    0.5  158.0  444.0  444.0
2012 185  7  3 1600  -26.1  996.8    2.0  221.0  444.0  444.0
2012 185  7  3 1700  -24.9  996.9    0.0    0.0  444.0  444.0
2012 185  7  3 1800  -25.2  997.2    0.0    0.0  444.0  444.0
2012 185  7  3 1900  -26.2  997.6    0.0    0.0  444.0  444.0
2012 185  7  3 2000  -24.0  998.0    0.0    0.0  444.0  444.0
2012 185  7  3 2100  -24.2  998.4    0.0    0.0  444.0  444.0
2012 185  7  3 2200  -25.0  998.6    2.0  224.0  444.0  444.0
2012 185  7  3 2300  -24.4  998.8    0.0    0.0  444.0  444.0
2012 186  7  4 0000  -24.0  998.6    1.7  288.0  444.0  444.0
2012 186  7  4 0100  -24.6  998.4    0.0    0.0  444.0  444.0
2012 186  7  4 0200  -25.4  998.7    0.5  146.0  444.0  444.0
2012 186  7  4 0300  -25.2  998.8    0.0    0.0  444.0  444.0
2012 186  7  4 0400  -28.4  998.9    3.4  141.0  444.0  444.0
2012 186  7  4 0500  -25.1  998.9    2.2  145.0  444.0  444.0
2012 186  7  4 0600  -26.0  998.8    0.0    0.0  444.0  444.0
2012 186  7  4 0700  -25.8  998.5    0.0    0.0  444.0  444.0
2012 186  7  4 0800  -25.8  998.0    0.7  212.0  444.0  444.0
2012 186  7  4 0900  -25.6  997.8    0.0    0.0  444.0  444.0
2012 186  7  4 1000  -25.5  997.5    0.0    0.0  444.0  444.0
2012 186  7  4 1100  -26.4  997.2    0.0    0.0  444.0  444.0
2012 186  7  4 1200  -25.8  996.9    0.0    0.0  444.0  444.0
2012 186  7  4 1300  -26.4  996.6    1.5  208.0  444.0  444.0
2012 186  7  4 1400  -26.1  996.2    2.2  202.0  444.0  444.0
2012 186  7  4 1500  -27.2  996.0    0.0    0.0  444.0  444.0
2012 186  7  4 1600  -26.1  995.8    0.7  233.0  444.0  444.0
2012 186  7  4 1700  -25.8  995.2    0.0    0.0  444.0  444.0
2012 186  7  4 1800  -25.5  994.4    0.7  250.0  444.0  444.0
2012 186  7  4 1900  -27.1  994.1    0.0    0.0  444.0  444.0
2012 186  7  4 2000  -28.1  993.8    0.0    0.0  444.0  444.0
2012 186  7  4 2100  -27.1  993.5    0.0    0.0  444.0  444.0
2012 186  7  4 2200  -27.4  993.2    1.5  292.0  444.0  444.0
2012 186  7  4 2300  -27.6  992.5    0.0    0.0  444.0  444.0
2012 187  7  5 0000  -28.5  992.0    0.0    0.0  444.0  444.0
2012 187  7  5 0100  -27.8  991.4    0.0    0.0  444.0  444.0
