Year: 2012  Month: 10  ID: HUG  ARGOS:  8935  Name: Hugo Island         
Lat: 64.96S  Lon:  64.67W  Elev:   25m
2012 290 10 16 1000   -2.1  969.6    6.9  354.0   94.0  444.0
2012 290 10 16 1100   -2.1  968.6    6.5  356.0   93.0  444.0
2012 290 10 16 1200   -2.0  967.7    5.0  356.0   87.0  444.0
2012 290 10 16 1300   -2.2  966.6    6.5    2.0   94.9  444.0
2012 290 10 16 1400   -3.0  966.7   10.2  257.0   92.0  444.0
2012 290 10 16 1500   -2.7  966.7    9.9  271.0   89.0  444.0
2012 290 10 16 1600   -3.8  966.9   15.9  267.0   77.0  444.0
2012 290 10 16 1700   -3.8  968.2   14.2  267.0   66.0  444.0
2012 290 10 16 1800   -4.1  969.5   11.6  258.0   67.5  444.0
2012 290 10 16 1900   -4.5  970.2   14.2  264.0   68.0  444.0
2012 290 10 16 2000   -4.7  971.1   14.9  261.0   69.0  444.0
2012 290 10 16 2100   -4.9  972.1   12.6  253.0   66.0  444.0
2012 290 10 16 2200   -4.9  973.4   10.6  259.0   68.0  444.0
2012 290 10 16 2300   -5.8  974.4    9.1  236.0   75.0  444.0
2012 291 10 17 0000   -5.9  975.4    8.4  236.0   74.1  444.0
2012 291 10 17 0100   -6.2  976.1    8.8  246.0   72.0  444.0
2012 291 10 17 0200   -6.9  976.9    9.3  234.0   75.0  444.0
2012 291 10 17 0300   -6.8  977.9    8.9  235.0   70.0  444.0
2012 291 10 17 0400   -6.4  978.5    9.4  246.0   72.7  444.0
2012 291 10 17 0500   -7.2  979.3   12.5  256.0   78.0  444.0
2012 291 10 17 0600   -8.1  980.5   11.2  248.0   81.0  444.0
2012 291 10 17 0700   -8.1  981.8   10.8  251.0   80.0  444.0
2012 291 10 17 0800   -9.6  982.8   12.5  260.0   84.0  444.0
2012 291 10 17 0900  -10.6  983.7   11.8  253.0   81.6  444.0
2012 291 10 17 1000  -11.5  984.4   12.9  249.0   80.0  444.0
2012 291 10 17 1100  -12.0  985.1   11.4  260.0   77.0  444.0
2012 291 10 17 1200  -12.4  985.6   12.0  248.0   71.0  444.0
2012 291 10 17 1300  -12.4  986.3   13.0  247.0   74.9  444.0
2012 291 10 17 1400  -12.0  986.9   10.7  240.0   77.8  444.0
2012 291 10 17 1500  -11.2  986.7    9.6  246.0   77.0  444.0
2012 291 10 17 1600  -11.0  987.0    7.8  230.0   76.8  444.0
2012 291 10 17 1700  -10.4  987.1    6.2  226.0   76.8  444.0
2012 291 10 17 1800  -10.2  987.4    6.0  237.0   77.4  444.0
2012 291 10 17 1900   -9.8  987.3    6.6  233.0   73.3  444.0
2012 291 10 17 2000   -9.9  987.6    6.0  230.0   77.0  444.0
2012 291 10 17 2100  -10.1  987.8    6.1  219.0   78.0  444.0
2012 291 10 17 2200  -10.1  987.7    7.5  213.0   77.0  444.0
2012 291 10 17 2300  -10.4  988.0    7.9  220.0   77.0  444.0
2012 292 10 18 0000  -10.2  987.8    6.0  240.0   75.0  444.0
2012 292 10 18 0100  -10.5  988.1    5.8  222.0   74.0  444.0
2012 292 10 18 0200  -10.5  988.5    6.4  225.0   75.0  444.0
2012 292 10 18 0300  -11.4  988.3    7.2  234.0   71.0  444.0
2012 292 10 18 0400  -11.3  988.3    4.6  239.0   73.0  444.0
2012 292 10 18 0500  -11.0  988.3    4.8  225.0   71.0  444.0
2012 292 10 18 0600  -10.6  988.1    4.7  238.0   71.0  444.0
2012 292 10 18 0700  -10.3  987.6    3.5  247.0   72.0  444.0
2012 292 10 18 0800  -11.1  987.5    2.5  213.0   75.0  444.0
2012 292 10 18 0900  -11.6  987.2    5.0  205.0   78.0  444.0
2012 292 10 18 1000  -12.0  986.7    3.5  193.0   78.0  444.0
2012 292 10 18 1100  -11.8  985.9    2.4  191.0   76.6  444.0
2012 292 10 18 1200  -11.5  985.2    1.7  196.0   75.8  444.0
2012 292 10 18 1300  -11.0  983.9    2.8  117.0   77.0  444.0
2012 292 10 18 1400  -10.6  982.9    4.3   92.0   78.0  444.0
2012 292 10 18 1500   -9.9  981.4    6.6   89.0   80.0  444.0
2012 292 10 18 1600   -9.7  980.2    8.3   99.0   81.9  444.0
2012 292 10 18 1700   -9.8  978.2    8.8   89.0   83.0  444.0
2012 292 10 18 1800   -8.9  977.2    7.8   98.0   85.0  444.0
2012 292 10 18 1900   -8.2  975.8    7.6   97.0   86.0  444.0
2012 292 10 18 2000   -8.3  974.5    7.7  112.0   87.0  444.0
2012 292 10 18 2100   -7.7  973.7    8.4  120.0   87.5  444.0
2012 292 10 18 2200   -7.4  973.5    7.5  147.0   87.1  444.0
2012 292 10 18 2300   -8.8  973.6    6.6  154.0   88.0  444.0
2012 293 10 19 0000   -8.4  973.7    5.1  181.0   87.0  444.0
2012 293 10 19 0100   -7.8  973.7    5.8  188.0   89.0  444.0
2012 293 10 19 0200   -8.2  973.7    7.5  216.0   87.0  444.0
2012 293 10 19 0300   -9.3  973.7    8.3  224.0   85.0  444.0
2012 293 10 19 0400   -9.9  973.7    8.0  234.0   84.0  444.0
2012 293 10 19 0500  -10.6  974.1    9.1  242.0   82.0  444.0
2012 293 10 19 0600  -11.0  974.3   10.7  238.0   80.0  444.0
2012 293 10 19 0700  -10.8  974.5   11.1  234.0   80.0  444.0
2012 293 10 19 0800  -11.1  975.3    9.8  239.0   82.0  444.0
2012 293 10 19 0900  -11.9  976.0    9.5  245.0   83.0  444.0
2012 293 10 19 1000  -12.3  976.7    9.1  247.0   81.7  444.0
2012 293 10 19 1100  -12.6  977.3    9.4  247.0   80.0  444.0
2012 293 10 19 1200  -12.3  977.7    8.7  245.0   78.2  444.0
2012 293 10 19 1300  -12.1  978.7    9.2  245.0   79.0  444.0
2012 293 10 19 1400  -11.6  979.2   10.1  241.0   78.0  444.0
2012 293 10 19 1500  -11.0  979.8    9.6  237.0   74.3  444.0
2012 293 10 19 1600  -10.8  979.6   10.3  243.0   75.1  444.0
2012 293 10 19 1700  -10.2  980.5    9.3  242.0   76.0  444.0
2012 293 10 19 1800  -10.0  981.6    9.6  244.0   76.0  444.0
2012 293 10 19 1900   -9.7  982.0   11.2  254.0   74.0  444.0
2012 293 10 19 2000  -10.0  982.9   11.1  258.0   76.9  444.0
2012 293 10 19 2100  -10.2  983.6    9.6  249.0   76.5  444.0
2012 293 10 19 2200  -10.7  984.8    9.2  251.0   77.5  444.0
2012 293 10 19 2300  -11.1  985.4    9.9  259.0   80.0  444.0
2012 294 10 20 0000  -11.1  985.5   10.3  248.0   79.0  444.0
2012 294 10 20 0100  -11.6  986.2   10.8  258.0   83.0  444.0
2012 294 10 20 0200  -11.9  986.5   10.1  252.0   82.0  444.0
2012 294 10 20 0300  -12.1  986.4    9.9  252.0   84.0  444.0
2012 294 10 20 0400  -12.0  987.3    8.0  258.0   84.0  444.0
2012 294 10 20 0500  -12.1  987.6    9.1  260.0   85.0  444.0
2012 294 10 20 0600  -12.2  988.1    6.9  245.0   85.0  444.0
2012 294 10 20 0700  -12.3  988.6    6.9  241.0   87.0  444.0
2012 294 10 20 0800  -12.3  988.9    6.6  248.0   86.9  444.0
2012 294 10 20 0900  -12.1  989.4    5.9  254.0   85.0  444.0
2012 294 10 20 1000  -11.6  989.9    3.8  245.0   82.0  444.0
2012 294 10 20 1100  -10.1  989.9    5.7  240.0   73.0  444.0
2012 294 10 20 1200  -10.5  990.1    5.7  244.0   73.0  444.0
2012 294 10 20 1300  -10.4  990.1    5.6  248.0   72.7  444.0
2012 294 10 20 1400  -10.6  990.6    6.2  242.0   74.0  444.0
2012 294 10 20 1500  -10.0  990.6    5.6  229.0   74.9  444.0
2012 294 10 20 1600   -9.1  990.9    5.6  234.0   70.0  444.0
2012 294 10 20 1700   -8.6  991.1    5.7  226.0   61.0  444.0
2012 294 10 20 1800   -8.3  991.7    5.7  215.0   61.5  444.0
2012 294 10 20 1900   -7.9  992.0    6.1  186.0   46.6  444.0
2012 294 10 20 2000   -8.5  992.3    9.3  141.0   51.0  444.0
2012 294 10 20 2100   -9.2  993.0    8.6  135.0   48.0  444.0
2012 294 10 20 2200  -10.0  993.8    7.6  139.0   49.0  444.0
2012 294 10 20 2300  -10.4  994.4    5.8  141.0   51.0  444.0
2012 295 10 21 0000  -11.1  994.3    5.9  149.0   57.0  444.0
2012 295 10 21 0100  -11.4  994.9    3.7  147.0   65.5  444.0
2012 295 10 21 0200  -11.7  995.1    3.5  104.0   64.0  444.0
2012 295 10 21 0300  -12.0  995.1    2.4  130.0   73.0  444.0
2012 295 10 21 0400  -12.1  994.8    2.7  129.0   71.0  444.0
2012 295 10 21 0500  -11.7  994.6    2.5  160.0   67.0  444.0
2012 295 10 21 0600  -11.7  994.2    3.7  147.0   69.9  444.0
2012 295 10 21 0700  -11.3  994.2    3.9  138.0   66.0  444.0
2012 295 10 21 0800  -11.4  994.2    4.6  128.0   59.0  444.0
2012 295 10 21 0900  -11.4  994.0    3.8  134.0   71.0  444.0
2012 295 10 21 1000  -10.9  993.4    3.9  135.0   69.0  444.0
2012 295 10 21 1100  -10.7  993.2    4.8  130.0   61.6  444.0
2012 295 10 21 1200   -9.8  992.9    3.8  122.0   61.0  444.0
2012 295 10 21 1300   -9.1  992.7    3.8  124.0   59.7  444.0
2012 295 10 21 1400   -8.6  992.5    2.8  126.0   60.0  444.0
2012 295 10 21 1500   -8.3  992.4    2.6  132.0   60.9  444.0
2012 295 10 21 1600   -7.7  992.5    2.0  107.0   62.0  444.0
2012 295 10 21 1700   -7.6  992.9    2.1   96.0   60.0  444.0
2012 295 10 21 1800   -7.3  992.8    2.1  105.0   60.1  444.0
2012 295 10 21 1900   -7.3  992.8    2.1   92.0   59.5  444.0
2012 295 10 21 2000   -7.3  992.6    3.7  112.0   64.0  444.0
2012 295 10 21 2100   -7.5  992.5    3.5   90.0   65.0  444.0
2012 295 10 21 2200   -7.7  992.5    3.4   89.0   58.0  444.0
2012 295 10 21 2300   -8.1  992.5    3.2   70.0   73.6  444.0
2012 296 10 22 0000   -8.2  992.5    4.3   87.0   79.0  444.0
2012 296 10 22 0100   -8.2  992.7    4.6   91.0   81.0  444.0
2012 296 10 22 0200   -8.0  992.4    5.7   89.0   78.0  444.0
2012 296 10 22 0300   -8.0  992.2    5.6   85.0   80.1  444.0
2012 296 10 22 0400   -7.4  992.0    6.5   76.0   80.3  444.0
2012 296 10 22 0500   -6.7  991.7    6.9   76.0   81.0  444.0
2012 296 10 22 0600   -6.4  991.5    8.0   78.0   80.0  444.0
2012 296 10 22 0700   -5.8  991.2    8.5   71.0   82.0  444.0
2012 296 10 22 0800   -5.1  990.4    9.8   69.0   77.0  444.0
2012 296 10 22 0900   -4.9  989.5   11.9   69.0   76.4  444.0
2012 296 10 22 1000   -4.7  988.4   14.4   68.0   78.0  444.0
2012 296 10 22 1100   -5.4  987.6   14.3   72.0   87.0  444.0
2012 296 10 22 1200   -5.2  986.9   14.7   69.0   87.0  444.0
2012 296 10 22 1300   -5.1  985.6   16.1   69.0   88.0  444.0
2012 296 10 22 1400   -4.9  444.0   18.4   69.0   87.7  444.0
2012 296 10 22 1500   -4.5  983.4   18.1   67.0   86.0  444.0
2012 296 10 22 1600   -4.2  983.2   16.4   67.0   86.0  444.0
2012 296 10 22 1700   -4.3  983.2   16.2   69.0   85.7  444.0
2012 296 10 22 1800   -4.1  982.9   17.9   67.0   85.2  444.0
2012 296 10 22 1900   -4.0  981.6   16.8   70.0   82.0  444.0
2012 296 10 22 2000   -3.9  981.9   15.9   76.0   83.0  444.0
2012 296 10 22 2100   -3.9  980.8   15.5   79.0   88.2  444.0
2012 296 10 22 2200   -3.8  979.8   12.0   85.0   91.0  444.0
2012 296 10 22 2300   -3.7  977.9   12.5   87.0   92.0  444.0
2012 297 10 23 0000   -4.3  976.9    9.6  104.0   93.0  444.0
2012 297 10 23 0100   -4.1  975.6   10.6  103.0   94.0  444.0
2012 297 10 23 0200   -3.5  974.6    8.7  100.0   94.5  444.0
2012 297 10 23 0300   -2.5  973.4   10.1   90.0   94.0  444.0
2012 297 10 23 0400   -2.2  971.9    9.5   90.0   94.5  444.0
2012 297 10 23 0500   -1.9  971.7    7.9   64.0   95.0  444.0
2012 297 10 23 0600   -1.9  971.4    4.7   28.0   97.0  444.0
2012 297 10 23 0700   -2.4  971.4    4.1   18.0   97.0  444.0
2012 297 10 23 0800   -2.6  970.7    3.3  355.0   97.0  444.0
2012 297 10 23 0900   -2.6  970.6    2.3   27.0   96.1  444.0
2012 297 10 23 1000   -2.6  970.3    2.2  348.0   95.0  444.0
2012 297 10 23 1100   -2.7  969.4    3.5  302.0   95.0  444.0
2012 297 10 23 1200   -3.1  968.8    3.5  269.0   94.7  444.0
2012 297 10 23 1300   -3.0  968.5    2.2  258.0   94.0  444.0
2012 297 10 23 1400   -2.5  967.8    5.8  269.0   93.4  444.0
2012 297 10 23 1500   -2.4  967.5    9.1  264.0   92.0  444.0
2012 297 10 23 1600   -2.4  967.9    9.0  266.0   88.6  444.0
2012 297 10 23 1700   -2.2  968.4    9.3  278.0   86.9  444.0
2012 297 10 23 1800   -1.9  968.9    9.7  287.0   81.0  444.0
2012 297 10 23 1900   -1.7  969.7    8.8  293.0   81.0  444.0
2012 297 10 23 2000   -1.6  970.5    7.8  299.0   78.2  444.0
2012 297 10 23 2100   -2.0  971.0    6.3  315.0   87.0  444.0
2012 297 10 23 2200   -1.8  971.1    6.6  317.0   89.3  444.0
2012 297 10 23 2300   -2.1  971.2    7.9  312.0   82.0  444.0
2012 298 10 24 0000   -2.3  971.7    4.3  326.0   90.0  444.0
2012 298 10 24 0100   -2.3  971.3    5.2  359.0   91.1  444.0
2012 298 10 24 0200   -2.2  971.2    5.5    1.0   90.3  444.0
2012 298 10 24 0300   -2.5  971.1    4.8    9.0   93.0  444.0
2012 298 10 24 0400   -2.8  971.0    4.5   20.0   94.0  444.0
2012 298 10 24 0500   -2.8  970.5    4.2   35.0   94.0  444.0
2012 298 10 24 0600   -2.6  969.8    4.0   45.0   94.7  444.0
2012 298 10 24 0700   -2.6  969.3    3.5   43.0   95.5  444.0
2012 298 10 24 0800   -3.3  968.7    3.9   62.0   93.0  444.0
2012 298 10 24 0900   -2.8  968.1    3.8   43.0   87.0  444.0
2012 298 10 24 1000   -2.3  967.4    5.2   53.0   83.0  444.0
2012 298 10 24 1100   -2.3  966.7    5.2   81.0   87.4  444.0
2012 298 10 24 1200   -2.1  965.5    6.8   85.0   90.0  444.0
2012 298 10 24 1300   -2.0  964.7    9.6   76.0   93.0  444.0
2012 298 10 24 1400   -1.6  964.2    8.5   62.0   90.8  444.0
2012 298 10 24 1500   -1.7  963.4   11.6   79.0   86.3  444.0
2012 298 10 24 1600   -1.6  962.5   10.3   78.0   86.0  444.0
2012 298 10 24 1700   -1.5  961.9    8.4   80.0   85.0  444.0
2012 298 10 24 1800   -1.9  961.6    5.7  115.0   91.0  444.0
2012 298 10 24 1900   -1.6  960.4    4.8  119.0   86.0  444.0
2012 298 10 24 2000   -2.0  958.7   10.2  127.0   89.4  444.0
2012 298 10 24 2100   -1.9  958.9   10.6  125.0   91.0  444.0
2012 298 10 24 2200   -1.9  959.0    7.8  114.0   85.0  444.0
2012 298 10 24 2300   -2.8  958.7    7.3  141.0   93.6  444.0
2012 299 10 25 0000   -2.7  958.6    8.3  153.0   94.9  444.0
2012 299 10 25 0100   -3.0  957.8    9.5  162.0   95.0  444.0
2012 299 10 25 0200   -2.9  957.3   11.4  138.0   95.0  444.0
2012 299 10 25 0300   -5.0  957.4   11.5  156.0   93.0  444.0
2012 299 10 25 0400   -5.5  957.8   10.6  157.0   92.0  444.0
2012 299 10 25 0500   -5.9  957.5   11.2  162.0   91.9  444.0
2012 299 10 25 0600   -5.6  957.4   10.5  158.0   92.0  444.0
2012 299 10 25 0700   -5.8  957.0   10.8  158.0   88.0  444.0
2012 299 10 25 0800   -6.3  957.9   10.1  154.0   86.0  444.0
2012 299 10 25 0900   -6.1  958.2    8.6  154.0   80.0  444.0
2012 299 10 25 1000   -6.2  959.5    7.7  152.0   81.9  444.0
2012 299 10 25 1100   -6.0  960.2   10.1  151.0   75.0  444.0
2012 299 10 25 1200   -5.8  960.5   10.6  146.0   72.0  444.0
2012 299 10 25 1300   -5.2  960.8   12.3  128.0   63.8  444.0
2012 299 10 25 1400   -4.9  961.4   10.5  127.0   65.4  444.0
2012 299 10 25 1500   -5.0  962.6    7.3  152.0   66.0  444.0
2012 299 10 25 1600   -5.2  963.4    7.3  151.0   68.0  444.0
2012 299 10 25 1700   -4.4  963.9    8.3  125.0   63.0  444.0
2012 299 10 25 1800   -5.1  964.6    6.1  150.0   66.2  444.0
2012 299 10 25 1900   -5.1  965.2    6.5  155.0   62.9  444.0
2012 299 10 25 2000   -5.3  966.0    5.4  169.0   63.0  444.0
2012 299 10 25 2100   -5.9  966.6    4.6  158.0   68.0  444.0
2012 299 10 25 2200   -6.1  967.2    4.1  172.0   67.0  444.0
2012 299 10 25 2300   -6.4  967.8    3.7  191.0   72.0  444.0
2012 300 10 26 0000   -6.8  968.6    3.0  196.0   73.0  444.0
2012 300 10 26 0100   -6.9  969.0    3.7  197.0   69.0  444.0
2012 300 10 26 0200   -6.9  969.4    2.6  205.0   70.0  444.0
2012 300 10 26 0300   -6.6  969.6    2.0  247.0   70.0  444.0
2012 300 10 26 0400   -6.6  970.1    2.7  247.0   68.0  444.0
2012 300 10 26 0500   -6.8  970.6    3.7  234.0   64.0  444.0
2012 300 10 26 0600   -6.8  970.9    3.3  241.0   69.0  444.0
2012 300 10 26 0700   -6.7  971.4    2.6  249.0   80.0  444.0
2012 300 10 26 0800   -7.3  971.9    3.5  249.0   80.0  444.0
2012 300 10 26 0900   -8.5  972.5    3.7  257.0   83.0  444.0
2012 300 10 26 1000   -8.9  973.2    2.6  248.0   82.0  444.0
2012 300 10 26 1100   -8.2  973.5    3.1  267.0   80.6  444.0
2012 300 10 26 1200   -7.8  973.8    3.7  277.0   79.0  444.0
2012 300 10 26 1300   -7.4  973.9    4.6  262.0   70.0  444.0
2012 300 10 26 1400   -7.5  974.2    4.6  265.0   68.0  444.0
2012 300 10 26 1500   -6.8  974.7    2.6  273.0   71.0  444.0
2012 300 10 26 1600   -6.4  975.0    3.4  252.0   70.7  444.0
2012 300 10 26 1700   -6.2  975.0    3.8  277.0   64.6  444.0
2012 300 10 26 1800   -6.2  975.3    5.0  275.0   64.1  444.0
2012 300 10 26 1900   -6.3  975.5    4.1  252.0   64.9  444.0
2012 300 10 26 2000   -6.2  975.8    4.1  268.0   63.0  444.0
2012 300 10 26 2100   -6.3  976.0    3.3  261.0   62.0  444.0
2012 300 10 26 2200   -6.2  976.0    2.1  267.0   65.0  444.0
2012 300 10 26 2300   -6.5  976.0    1.1  263.0   70.0  444.0
2012 301 10 27 0000   -7.1  976.1    0.5  207.0   69.1  444.0
2012 301 10 27 0100   -7.9  975.8    0.0    0.0   75.0  444.0
2012 301 10 27 0200   -7.8  975.4    2.4  196.0   75.0  444.0
2012 301 10 27 0300   -7.7  975.1    2.3  171.0   75.0  444.0
2012 301 10 27 0400   -7.6  974.8    2.8  119.0   77.0  444.0
2012 301 10 27 0500   -7.5  974.4    2.9  109.0   76.0  444.0
2012 301 10 27 0600   -7.4  973.7    3.0  112.0   77.0  444.0
2012 301 10 27 0700   -7.1  973.0    2.4  124.0   77.0  444.0
2012 301 10 27 0800   -6.8  972.5    3.4  120.0   78.8  444.0
2012 301 10 27 0900   -6.5  972.0    3.0   96.0   82.0  444.0
2012 301 10 27 1000   -6.7  971.4    4.2  128.0   82.3  444.0
2012 301 10 27 1100   -6.0  970.9    4.1  107.0   79.0  444.0
2012 301 10 27 1200   -5.8  969.9    4.7  101.0   83.0  444.0
2012 301 10 27 1300   -5.1  969.4    4.6   80.0   78.0  444.0
2012 301 10 27 1400   -4.7  968.6    6.2   83.0   81.0  444.0
2012 301 10 27 1500   -4.1  967.9    4.1   51.0   63.4  444.0
2012 301 10 27 1600   -4.1  966.9    8.4   72.0   72.8  444.0
2012 301 10 27 1700   -3.7  966.3    7.9   69.0   66.0  444.0
2012 301 10 27 1800   -3.5  965.2    9.1   71.0   75.7  444.0
2012 301 10 27 1900   -3.6  964.1   11.0   74.0   73.0  444.0
2012 301 10 27 2000   -3.6  963.5   11.4   77.0   82.2  444.0
2012 301 10 27 2100   -3.6  962.7   12.6   80.0   79.0  444.0
2012 301 10 27 2200   -3.5  961.6   11.8   79.0   76.5  444.0
2012 301 10 27 2300   -3.6  961.2   11.7   87.0   75.6  444.0
2012 302 10 28 0000   -3.5  961.0   11.7   82.0   74.0  444.0
2012 302 10 28 0100   -3.4  959.7   12.1   82.0   73.0  444.0
2012 302 10 28 0200   -3.4  959.4   11.6   88.0   72.0  444.0
2012 302 10 28 0300   -3.7  958.7   10.5   97.0   76.8  444.0
2012 302 10 28 0400   -3.5  958.4    9.6   95.0   74.0  444.0
2012 302 10 28 0500   -3.5  957.7    9.9  104.0   75.0  444.0
2012 302 10 28 0600   -3.6  957.3    9.2  104.0   74.0  444.0
2012 302 10 28 0700   -3.7  956.8    8.5  112.0   71.0  444.0
2012 302 10 28 0800   -4.9  956.9    5.5  154.0   74.0  444.0
2012 302 10 28 0900   -5.8  957.2    4.6  176.0   73.0  444.0
2012 302 10 28 1000   -5.8  957.2    4.2  191.0   71.0  444.0
2012 302 10 28 1100   -4.9  956.8    5.5  200.0   71.4  444.0
2012 302 10 28 1200   -4.0  957.2    5.5  221.0   73.0  444.0
2012 302 10 28 1300   -3.5  957.3    6.8  223.0   71.0  444.0
2012 302 10 28 1400   -3.8  957.3    7.6  229.0   73.5  444.0
2012 302 10 28 1500   -3.8  957.6    8.1  226.0   66.4  444.0
2012 302 10 28 1600   -3.8  958.2    7.2  228.0   71.2  444.0
2012 302 10 28 1700   -4.4  958.6    7.9  231.0   68.0  444.0
2012 302 10 28 1800   -4.7  959.1    8.1  240.0   71.0  444.0
2012 302 10 28 1900   -5.2  959.5    9.2  257.0   74.0  444.0
2012 302 10 28 2000   -6.9  960.1   10.2  254.0   75.1  444.0
2012 302 10 28 2100   -7.3  960.6    9.7  252.0   81.2  444.0
2012 302 10 28 2200   -8.3  962.5    9.4  252.0   83.0  444.0
2012 302 10 28 2300   -8.7  962.8   11.9  263.0   83.0  444.0
2012 303 10 29 0000   -9.1  963.7   11.1  256.0   80.5  444.0
2012 303 10 29 0100   -9.3  964.6   11.9  260.0   80.4  444.0
2012 303 10 29 0200   -9.4  965.9   12.4  264.0   82.0  444.0
2012 303 10 29 0300  -10.0  967.2    9.3  254.0   83.0  444.0
2012 303 10 29 0400  -10.7  968.0    9.8  250.0   80.0  444.0
2012 303 10 29 0500  -10.8  968.8   10.7  246.0   77.0  444.0
2012 303 10 29 0600  -10.8  969.3   10.9  250.0   75.8  444.0
2012 303 10 29 0700  -10.7  970.2   10.2  249.0   74.0  444.0
2012 303 10 29 0800  -10.5  971.2   10.6  260.0   75.0  444.0
2012 303 10 29 0900  -10.6  971.7    9.9  255.0   77.4  444.0
2012 303 10 29 1000  -10.6  972.5    9.5  255.0   77.0  444.0
2012 303 10 29 1100  -10.7  973.5    9.6  244.0   75.0  444.0
2012 303 10 29 1200  -10.4  973.7   10.6  247.0   72.0  444.0
2012 303 10 29 1300  -10.2  974.5    9.4  249.0   72.0  444.0
2012 303 10 29 1400  -10.0  975.4    9.5  254.0   73.0  444.0
2012 303 10 29 1500   -9.6  976.4   10.3  266.0   73.0  444.0
2012 303 10 29 1600   -9.5  976.6    9.8  258.0   72.0  444.0
2012 303 10 29 1700   -9.4  977.2   11.9  271.0   72.0  444.0
2012 303 10 29 1800   -9.2  978.1   10.0  263.0   72.0  444.0
2012 303 10 29 1900   -9.0  979.1    9.4  259.0   73.2  444.0
2012 303 10 29 2000   -9.0  979.6   10.9  264.0   72.2  444.0
2012 303 10 29 2100   -9.5  981.0   10.9  269.0   74.0  444.0
2012 303 10 29 2200   -9.7  981.5    9.6  259.0   79.0  444.0
2012 303 10 29 2300   -9.8  982.1    9.6  264.0   76.6  444.0
2012 304 10 30 0000   -9.8  982.8    8.1  265.0   78.0  444.0
2012 304 10 30 0100   -9.6  983.7    9.0  268.0   77.0  444.0
2012 304 10 30 0200   -9.7  984.1    6.8  277.0   77.4  444.0
2012 304 10 30 0300   -9.8  984.5    7.9  270.0   76.0  444.0
2012 304 10 30 0400   -9.8  985.1    7.4  265.0   79.0  444.0
2012 304 10 30 0500  -10.0  985.5    7.9  265.0   79.0  444.0
2012 304 10 30 0600  -10.0  985.9    7.3  256.0   80.4  444.0
2012 304 10 30 0700   -9.7  986.4    7.5  270.0   82.0  444.0
2012 304 10 30 0800   -9.5  986.4    6.7  253.0   81.0  444.0
2012 304 10 30 0900   -9.5  986.9    6.4  264.0   81.0  444.0
2012 304 10 30 1000   -9.4  987.3    6.1  265.0   81.0  444.0
2012 304 10 30 1100   -9.3  987.5    6.1  259.0   81.0  444.0
2012 304 10 30 1200   -9.3  987.6    4.5  250.0   82.7  444.0
2012 304 10 30 1300   -9.0  988.0    4.1  258.0   81.5  444.0
2012 304 10 30 1400   -8.4  987.9    4.0  263.0   77.0  444.0
2012 304 10 30 1500   -7.8  987.8    4.1  250.0   76.0  444.0
2012 304 10 30 1600   -7.3  988.2    4.4  255.0   76.0  444.0
2012 304 10 30 1700   -6.6  988.5    3.3  241.0   75.1  444.0
2012 304 10 30 1800   -5.5  988.9    1.6  210.0   68.1  444.0
2012 304 10 30 1900   -5.4  989.1    1.8  141.0   64.8  444.0
2012 304 10 30 2000   -5.5  989.2    2.4  118.0   62.0  444.0
2012 304 10 30 2100   -5.6  989.6    2.8  119.0   67.0  444.0
2012 304 10 30 2200   -5.5  989.7    3.7  128.0   72.0  444.0
2012 304 10 30 2300   -5.8  989.7    4.4  125.0   75.0  444.0
2012 305 10 31 0000   -5.9  989.7    4.8  139.0   73.9  444.0
2012 305 10 31 0100   -6.2  989.4    5.1  141.0   77.0  444.0
2012 305 10 31 0200   -5.9  989.4    5.4  134.0   78.0  444.0
2012 305 10 31 0300   -5.7  989.6    4.1  121.0   80.0  444.0
2012 305 10 31 0400   -5.3  989.4    4.6  113.0   82.0  444.0
2012 305 10 31 0500   -4.7  989.2    3.5  106.0   83.7  444.0
2012 305 10 31 0600   -4.3  989.0    5.0  100.0   80.0  444.0
2012 305 10 31 0700   -4.4  988.7    5.0  121.0   82.0  444.0
2012 305 10 31 0800   -4.2  988.5    5.7  105.0   76.0  444.0
2012 305 10 31 0900   -4.7  988.6    5.1   95.0   80.0  444.0
2012 305 10 31 1000   -4.4  988.3    5.4  112.0   77.4  444.0
2012 305 10 31 1100   -4.1  988.0    6.2  103.0   74.1  444.0
2012 305 10 31 1200   -4.1  987.8    5.7  110.0   73.0  444.0
2012 305 10 31 1300   -3.9  987.8    5.2  107.0   75.0  444.0
2012 305 10 31 1400   -3.5  987.4    6.9  116.0   69.4  444.0
2012 305 10 31 1500   -3.3  987.1    6.6  127.0   74.5  444.0
2012 305 10 31 1600   -3.2  986.8    6.6  123.0   64.0  444.0
2012 305 10 31 1700   -3.4  986.7    7.2  134.0   69.2  444.0
2012 305 10 31 1800   -3.5  986.2    8.7  129.0   63.7  444.0
2012 305 10 31 1900   -4.0  985.4    9.2  133.0   63.4  444.0
2012 305 10 31 2000   -4.1  985.3    8.6  139.0   63.0  444.0
2012 305 10 31 2100   -4.2  984.9    7.5  142.0   66.0  444.0
2012 305 10 31 2200   -4.8  984.9    7.8  147.0   74.0  444.0
2012 305 10 31 2300   -5.6  984.6    6.4  146.0   86.0  444.0
