1995,335,12,1,0,444,444,444,444,444,444
1995,335,12,1,100,444,444,444,444,444,444
1995,335,12,1,200,444,444,444,444,444,444
1995,335,12,1,300,444,444,444,444,444,444
1995,335,12,1,400,444,444,444,444,444,444
1995,335,12,1,500,444,444,444,444,444,444
1995,335,12,1,600,444,444,444,444,444,444
1995,335,12,1,700,444,444,444,444,444,444
1995,335,12,1,800,444,444,444,444,444,444
1995,335,12,1,900,444,444,444,444,444,444
1995,335,12,1,1000,444,444,444,444,444,444
1995,335,12,1,1100,444,444,444,444,444,444
1995,335,12,1,1200,444,444,444,444,444,444
1995,335,12,1,1300,444,444,444,444,444,444
1995,335,12,1,1400,444,444,444,444,444,444
1995,335,12,1,1500,444,444,444,444,444,444
1995,335,12,1,1600,444,444,444,444,444,444
1995,335,12,1,1700,444,444,444,444,444,444
1995,335,12,1,1800,444,444,444,444,444,444
1995,335,12,1,1900,444,444,444,444,444,444
1995,335,12,1,2000,444,444,444,444,444,444
1995,335,12,1,2100,444,444,444,444,444,444
1995,335,12,1,2200,444,444,444,444,444,444
1995,335,12,1,2300,444,444,444,444,444,444
1995,336,12,2,0,444,444,444,444,444,444
1995,336,12,2,100,444,444,444,444,444,444
1995,336,12,2,200,444,444,444,444,444,444
1995,336,12,2,300,444,444,444,444,444,444
1995,336,12,2,400,444,444,444,444,444,444
1995,336,12,2,500,444,444,444,444,444,444
1995,336,12,2,600,444,444,444,444,444,444
1995,336,12,2,700,444,444,444,444,444,444
1995,336,12,2,800,444,444,444,444,444,444
1995,336,12,2,900,444,444,444,444,444,444
1995,336,12,2,1000,444,444,444,444,444,444
1995,336,12,2,1100,444,444,444,444,444,444
1995,336,12,2,1200,444,444,444,444,444,444
1995,336,12,2,1300,444,444,444,444,444,444
1995,336,12,2,1400,444,444,444,444,444,444
1995,336,12,2,1500,444,444,444,444,444,444
1995,336,12,2,1600,444,444,444,444,444,444
1995,336,12,2,1700,444,444,444,444,444,444
1995,336,12,2,1800,444,444,444,444,444,444
1995,336,12,2,1900,444,444,444,444,444,444
1995,336,12,2,2000,444,444,444,444,444,444
1995,336,12,2,2100,444,444,444,444,444,444
1995,336,12,2,2200,444,444,444,444,444,444
1995,336,12,2,2300,444,444,444,444,444,444
1995,337,12,3,0,444,444,444,444,444,444
1995,337,12,3,100,444,444,444,444,444,444
1995,337,12,3,200,444,444,444,444,444,444
1995,337,12,3,300,444,444,444,444,444,444
1995,337,12,3,400,444,444,444,444,444,444
1995,337,12,3,500,444,444,444,444,444,444
1995,337,12,3,600,444,444,444,444,444,444
1995,337,12,3,700,444,444,444,444,444,444
1995,337,12,3,800,444,444,444,444,444,444
