Year: 2003  Month: 05  ID: PGN  ARGOS: 21357  Name: Pegasus North       
Lat: 77.96S  Lon: 166.51E  Elev:    8m
2003 121  5  1 0000  -37.5  996.2    2.1   96.0   74.7  444.0
2003 121  5  1 0100  -38.1  996.5    0.2  104.0   71.6  444.0
2003 121  5  1 0200  -41.1  996.9    0.2   66.0   68.1  444.0
2003 121  5  1 0300  -41.2  997.0    1.4   25.0   68.1  444.0
2003 121  5  1 0400  -39.9  997.1    1.6    7.0   70.3  444.0
2003 121  5  1 0500  -41.6  997.3    0.0    0.0   67.6  444.0
2003 121  5  1 0600  -41.8  997.4    0.0    0.0   66.8  444.0
2003 121  5  1 0700  -40.5  997.9    1.2   49.0   69.0  444.0
2003 121  5  1 0800  -40.9  998.0    1.9   39.0   68.5  444.0
2003 121  5  1 0900  -39.5  998.4    1.2   53.0   69.4  444.0
2003 121  5  1 1000  -40.9  998.9    1.6   83.0   67.6  444.0
2003 121  5  1 1100  -40.5  999.0    1.2   89.0   68.1  444.0
2003 121  5  1 1200  -41.5  999.5    1.0   68.0   67.2  444.0
2003 121  5  1 1300  -41.8  999.8    1.0   44.0   66.8  444.0
2003 121  5  1 1400  -41.8 1000.0    1.2   41.0   66.8  444.0
2003 121  5  1 1500  -41.2 1000.1    1.2   77.0   66.8  444.0
2003 121  5  1 1600  -40.4 1000.5    1.0   77.0   68.1  444.0
2003 121  5  1 1700  -40.2 1000.7    1.4   98.0   68.5  444.0
2003 121  5  1 1800  -38.0 1000.8    1.4   73.0   71.2  444.0
2003 121  5  1 1900  -38.0 1001.2    1.8   70.0   71.6  444.0
2003 121  5  1 2000  -37.1 1001.5    1.6   55.0   72.9  444.0
2003 121  5  1 2100  -37.4 1001.6    1.0   70.0   72.5  444.0
2003 121  5  1 2200  -35.8 1002.0    1.4   51.0   74.2  444.0
2003 121  5  1 2300  -38.0 1002.4    1.2  128.0   71.6  444.0
2003 122  5  2 0000  -38.0 1002.7    1.2   52.0   71.6  444.0
2003 122  5  2 0100  -38.2 1003.0    1.2   44.0   71.2  444.0
2003 122  5  2 0200  -35.8 1003.3    1.4   24.0   75.1  444.0
2003 122  5  2 0300  -34.5 1003.5    1.2    8.0   76.0  444.0
2003 122  5  2 0400  -32.9 1003.8    2.5   21.0   77.3  444.0
2003 122  5  2 0500  -35.0 1004.1    2.3   62.0   75.6  444.0
2003 122  5  2 0600  -34.0 1004.5    2.7   42.0   76.9  444.0
2003 122  5  2 0700  -32.1 1004.4    3.1   30.0   79.1  444.0
2003 122  5  2 0800  -31.6 1004.7    4.7   13.0   79.1  444.0
2003 122  5  2 0900  -31.1 1005.2    5.1   21.0   78.2  444.0
2003 122  5  2 1000  -30.9 1005.8    5.1   24.0   78.6  444.0
2003 122  5  2 1100  -30.9 1006.0    5.5   20.0   78.2  444.0
2003 122  5  2 1200  -30.6 1006.2    6.2   22.0   78.6  444.0
2003 122  5  2 1300  -32.4 1006.5    3.3   27.0   76.9  444.0
2003 122  5  2 1400  -32.0 1007.0    3.9   35.0   76.9  444.0
2003 122  5  2 1500  -30.4 1007.1    5.3   30.0   80.4  444.0
2003 122  5  2 1600  -30.0 1007.2    6.4   38.0   80.4  444.0
2003 122  5  2 1700  -29.8 1007.5    5.5   32.0   80.4  444.0
2003 122  5  2 1800  -29.1 1007.8    3.7   58.0   81.3  444.0
2003 122  5  2 1900  444.0  444.0  444.0  444.0  444.0  444.0
2003 122  5  2 2000  -28.6 1007.9    5.1   56.0   82.2  444.0
2003 122  5  2 2100  -28.6 1008.2    5.3   44.0   80.8  444.0
2003 122  5  2 2200  -29.0 1008.3    4.3   35.0   80.8  444.0
2003 122  5  2 2300  -28.0 1008.6    5.7   35.0   80.8  444.0
2003 123  5  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 123  5  3 0100  -28.6 1008.7    4.9   55.0   80.4  444.0
2003 123  5  3 0200  -28.2 1008.6    3.1   68.0   82.6  444.0
2003 123  5  3 0300  -28.6 1008.6    2.7   82.0   82.2  444.0
2003 123  5  3 0400  -30.0 1008.6    1.9   30.0   80.4  444.0
2003 123  5  3 0500  -30.5 1008.5    1.8   76.0   80.0  444.0
2003 123  5  3 0600  -32.2 1008.3    1.8   72.0   78.2  444.0
2003 123  5  3 0700  -31.6 1008.1    1.9   70.0   78.2  444.0
2003 123  5  3 0800  -32.0 1008.3    2.3   56.0   77.3  444.0
2003 123  5  3 0900  -33.8 1008.4    2.3   55.0   75.6  444.0
2003 123  5  3 1000  -34.1 1008.4    2.1   39.0   75.1  444.0
2003 123  5  3 1100  -34.8 1008.2    2.9   62.0   75.1  444.0
2003 123  5  3 1200  -34.8 1008.3    2.7   59.0   75.1  444.0
2003 123  5  3 1300  -35.1 1008.2    2.3   69.0   74.7  444.0
2003 123  5  3 1400  -35.9 1008.2    2.7   69.0   74.2  444.0
2003 123  5  3 1500  -35.5 1008.2    2.5   77.0   75.1  444.0
2003 123  5  3 1600  -35.0 1008.3    2.9   53.0   75.6  444.0
2003 123  5  3 1700  -36.8  444.0    3.3   55.0   73.4  444.0
2003 123  5  3 1800  -35.0 1008.5    3.3   38.0   76.0  444.0
2003 123  5  3 1900  -35.5 1008.7    2.7   66.0   74.7  444.0
2003 123  5  3 2000  -35.8 1008.4    3.1   37.0   74.7  444.0
2003 123  5  3 2100  -35.1 1008.5    3.1   44.0   75.6  444.0
2003 123  5  3 2200  444.0  444.0  444.0  444.0  444.0  444.0
2003 123  5  3 2300  -34.8 1009.0    3.7   37.0   76.0  444.0
2003 124  5  4 0000  -34.0 1008.9    4.1   22.0   76.4  444.0
2003 124  5  4 0100  -33.0 1009.0    4.7   25.0   75.6  444.0
2003 124  5  4 0200  -33.1 1009.1    4.7   15.0   76.9  444.0
2003 124  5  4 0300  -33.4 1008.9    3.7   22.0   76.9  444.0
2003 124  5  4 0400  -34.2 1008.9    5.5   15.0   75.1  444.0
2003 124  5  4 0500  -34.4 1008.7    6.0   13.0   76.4  444.0
2003 124  5  4 0600  -33.4 1008.9    5.5   21.0   76.9  444.0
2003 124  5  4 0700  -33.4 1008.7    6.4   37.0   76.4  444.0
2003 124  5  4 0800  -33.9 1008.8    4.5   46.0   76.0  444.0
2003 124  5  4 0900  -33.4 1008.5    3.9   35.0   76.0  444.0
2003 124  5  4 1000  -35.9 1008.3    2.3   77.0   73.8  444.0
2003 124  5  4 1100  -38.6 1008.0    2.3   93.0   71.6  444.0
2003 124  5  4 1200  -37.8 1007.6    1.9   59.0   72.0  444.0
2003 124  5  4 1300  -35.2 1007.0    2.9   52.0   75.6  444.0
2003 124  5  4 1400  -34.6 1006.8    2.7   35.0   75.6  444.0
2003 124  5  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2003 124  5  4 1600  -34.0 1006.0    4.3   44.0   75.6  444.0
2003 124  5  4 1700  -33.2 1005.3    4.3   39.0   77.3  444.0
2003 124  5  4 1800  -32.9 1005.3    3.5   34.0   77.8  444.0
2003 124  5  4 1900  -33.2 1004.6    3.3   39.0   76.9  444.0
2003 124  5  4 2000  444.0  444.0  444.0  444.0  444.0  444.0
2003 124  5  4 2100  -33.2 1004.1    2.9   53.0   77.3  444.0
2003 124  5  4 2200  -34.1 1004.1    2.9   82.0   76.4  444.0
2003 124  5  4 2300  -33.0 1003.7    1.9   80.0   77.8  444.0
2003 125  5  5 0000  -32.1 1003.3    1.8   59.0   78.2  444.0
2003 125  5  5 0100  444.0  444.0  444.0  444.0  444.0  444.0
2003 125  5  5 0200  -33.1 1002.8    1.2   77.0   77.3  444.0
2003 125  5  5 0300  444.0  444.0  444.0  444.0  444.0  444.0
2003 125  5  5 0400  -32.2 1002.7    1.2   98.0   77.8  444.0
2003 125  5  5 0500  -32.0 1002.4    1.6   91.0   78.2  444.0
2003 125  5  5 0600  -32.1 1002.5    1.4   91.0   78.2  444.0
2003 125  5  5 0700  -31.9 1002.7    1.9   97.0   78.2  444.0
2003 125  5  5 0800  -30.9 1002.8    1.6   76.0   79.1  444.0
2003 125  5  5 0900  -31.4 1002.8    1.9   76.0   79.1  444.0
2003 125  5  5 1000  -30.4 1002.8    1.6   86.0   80.0  444.0
2003 125  5  5 1100  -31.4 1002.9    1.8   93.0   78.6  444.0
2003 125  5  5 1200  -31.8 1002.8    1.2  122.0   78.2  444.0
2003 125  5  5 1300  -32.9 1002.6    1.6  122.0   77.3  444.0
2003 125  5  5 1400  -33.2 1002.4    1.8  148.0   76.9  444.0
2003 125  5  5 1500  -32.1 1002.1    2.3   89.0   78.2  444.0
2003 125  5  5 1600  -31.8 1001.9    0.0    0.0   77.8  444.0
2003 125  5  5 1700  -32.1 1002.0    1.8   34.0   77.8  444.0
2003 125  5  5 1800  444.0  444.0  444.0  444.0  444.0  444.0
2003 125  5  5 1900  -30.2 1001.4    4.3   24.0   78.2  444.0
2003 125  5  5 2000  -31.0 1001.4    3.9   15.0   80.0  444.0
2003 125  5  5 2100  -30.5 1001.7    4.5   31.0   79.5  444.0
2003 125  5  5 2200  -30.6 1001.4    4.9    6.0   79.1  444.0
2003 125  5  5 2300  -30.0 1001.4    6.2   20.0   80.0  444.0
2003 126  5  6 0000  -29.9 1001.3    6.6   18.0   80.0  444.0
2003 126  5  6 0100  -30.5 1001.4    6.4   15.0   79.1  444.0
2003 126  5  6 0200  -30.4 1000.8    6.0   14.0   78.6  444.0
2003 126  5  6 0300  -30.9 1000.7    6.2   13.0   78.6  444.0
2003 126  5  6 0400  -30.9 1000.6    7.0   13.0   78.6  444.0
2003 126  5  6 0500  -30.5 1000.4    6.6   21.0   79.5  444.0
2003 126  5  6 0600  -29.9 1000.1    6.0   21.0   79.5  444.0
2003 126  5  6 0700  -30.0 1000.1    5.8   30.0   79.1  444.0
2003 126  5  6 0800  -30.9  999.7    5.1   30.0   78.6  444.0
2003 126  5  6 0900  -31.4  999.8    2.7   41.0   77.3  444.0
2003 126  5  6 1000  -31.4  999.2    2.5   30.0   77.8  444.0
2003 126  5  6 1100  -32.4  998.8    2.5   31.0   76.4  444.0
2003 126  5  6 1200  -36.1  997.9    2.7   42.0   75.1  444.0
2003 126  5  6 1300  -31.4  997.4    5.5   18.0   77.3  444.0
2003 126  5  6 1400  -32.4  996.9    2.3   69.0   76.4  444.0
2003 126  5  6 1500  -34.5  996.1    2.1   89.0   75.1  444.0
2003 126  5  6 1600  444.0  444.0  444.0  444.0  444.0  444.0
2003 126  5  6 1700  -35.1  994.9    2.3  152.0   75.6  444.0
2003 126  5  6 1800  -33.9  994.1    2.3  181.0   77.3  444.0
2003 126  5  6 1900  -34.4  994.1    0.0    0.0   78.6  444.0
2003 126  5  6 2000  -31.8  993.6    1.6    7.0   77.8  444.0
2003 126  5  6 2100  -28.4  993.2    5.8   63.0   81.7  444.0
2003 126  5  6 2200  -28.2  992.8    5.5   49.0   75.6  444.0
2003 126  5  6 2300  -27.6  992.5    4.1   48.0   76.9  444.0
2003 127  5  7 0000  -25.9  991.9    5.5   49.0   79.1  444.0
2003 127  5  7 0100  444.0  444.0  444.0  444.0  444.0  444.0
