Year: 2003  Month: 03  ID: PGN  ARGOS: 21357  Name: Pegasus North       
Lat: 77.96S  Lon: 166.51E  Elev:    8m
2003  60  3  1 0000  444.0  444.0    3.5   60.0   82.2  444.0
2003  60  3  1 0100  -14.2 1001.6    3.3   39.0   80.4  444.0
2003  60  3  1 0200  -14.5 1001.7    4.5   39.0   84.4  444.0
2003  60  3  1 0300  -15.0 1001.9    5.5   32.0   87.4  444.0
2003  60  3  1 0400  -13.5 1002.4    4.1   76.0   80.4  444.0
2003  60  3  1 0500  444.0  444.0  444.0  444.0  444.0  444.0
2003  60  3  1 0600  -15.1 1002.9    0.8   69.0   73.8  444.0
2003  60  3  1 0700  -15.6 1003.2    1.2   44.0   81.3  444.0
2003  60  3  1 0800  -16.1 1003.5    2.5   44.0   85.2  444.0
2003  60  3  1 0900  -16.6 1003.6    2.5   39.0   90.1  444.0
2003  60  3  1 1000  444.0  444.0  444.0  444.0  444.0  444.0
2003  60  3  1 1100  -16.1 1004.4    1.6   51.0   94.9  444.0
2003  60  3  1 1200  -16.5 1004.7    1.4   34.0   95.4  444.0
2003  60  3  1 1300  -16.8 1004.8    0.0    0.0   96.7  444.0
2003  60  3  1 1400  -17.9 1004.8    0.0    0.0   99.8  444.0
2003  60  3  1 1500  -18.5 1005.0    0.0    0.0   97.6  444.0
2003  60  3  1 1600  -18.5 1005.2    0.0    0.0   96.2  444.0
2003  60  3  1 1700  -17.2 1005.5    0.2  360.0   98.0  444.0
2003  60  3  1 1800  -16.2 1005.7    0.4  308.0   96.7  444.0
2003  60  3  1 1900  -15.4 1005.7    0.8  360.0   91.4  444.0
2003  60  3  1 2000  444.0  444.0  444.0  444.0  444.0  444.0
2003  60  3  1 2100  -14.1 1005.9    0.0    0.0   77.3  444.0
2003  60  3  1 2200  444.0 1006.3    0.0    0.0   66.3  444.0
2003  60  3  1 2300  -13.5 1006.3    0.8  304.0   71.6  444.0
2003  61  3  2 0000  -14.4 1006.4    1.8  297.0   90.5  444.0
2003  61  3  2 0100  -15.4 1006.2    0.2  283.0   91.0  444.0
2003  61  3  2 0200  -15.5 1006.1    2.1   53.0   72.9  444.0
2003  61  3  2 0300  -16.6 1006.0    2.7   49.0   76.4  444.0
2003  61  3  2 0400  -15.2 1005.4    5.3   18.0   91.8  444.0
2003  61  3  2 0500  -15.0 1005.0    5.3   34.0   91.4  444.0
2003  61  3  2 0600  -15.5 1004.9    4.3   32.0   91.0  444.0
2003  61  3  2 0700  -15.2 1005.0    4.3   15.0   91.8  444.0
2003  61  3  2 0800  -15.2 1004.7    3.3   35.0   93.2  444.0
2003  61  3  2 0900  -15.5 1004.8    3.7   49.0   93.6  444.0
2003  61  3  2 1000  -15.6 1004.4    3.9   44.0   94.9  444.0
2003  61  3  2 1100  -15.6 1003.9    4.7   77.0   95.8  444.0
2003  61  3  2 1200  -15.9 1003.5    3.5   80.0   96.7  444.0
2003  61  3  2 1300  -16.1 1003.2    3.3   73.0   96.2  444.0
2003  61  3  2 1400  -16.6 1002.9    1.0   60.0   96.2  444.0
2003  61  3  2 1500  -17.1 1002.8    1.8   82.0   96.2  444.0
2003  61  3  2 1600  -17.5 1002.4    1.6   73.0   96.7  444.0
2003  61  3  2 1700  -17.9 1002.1    1.0   80.0   96.7  444.0
2003  61  3  2 1800  -18.0 1002.0    1.6   49.0   93.6  444.0
2003  61  3  2 1900  -17.8 1001.7    1.4   86.0   88.3  444.0
2003  61  3  2 2000  -18.0 1001.6    2.3   86.0   83.0  444.0
2003  61  3  2 2100  -17.5 1001.7    2.5   56.0   79.1  444.0
2003  61  3  2 2200  -16.6 1001.5    1.9   60.0   65.0  444.0
2003  61  3  2 2300  -17.6 1001.3    1.6   72.0   69.4  444.0
2003  62  3  3 0000  -17.9 1001.2    1.8   91.0   65.4  444.0
2003  62  3  3 0100  -17.9 1000.9    1.8   77.0   66.3  444.0
2003  62  3  3 0200  -18.0 1000.7    1.9   66.0   69.4  444.0
2003  62  3  3 0300  -17.5 1000.4    1.9   66.0   70.7  444.0
2003  62  3  3 0400  -17.5 1000.5    2.3   66.0   74.7  444.0
2003  62  3  3 0500  -17.9  999.9    1.9   79.0   76.4  444.0
2003  62  3  3 0600  -17.9  999.7    1.0   76.0   76.9  444.0
2003  62  3  3 0700  -18.6  999.7    1.0   89.0   77.8  444.0
2003  62  3  3 0800  -16.9  999.5    0.2   44.0   79.1  444.0
2003  62  3  3 0900  -18.1  999.4    0.0    0.0   82.6  444.0
2003  62  3  3 1000  -19.9  999.5    0.6  217.0   91.0  444.0
2003  62  3  3 1100  -20.2  999.3    0.6   84.0   96.7  444.0
2003  62  3  3 1200  -20.9  999.1    0.2   18.0   95.4  444.0
2003  62  3  3 1300  -22.2  999.0    0.0    0.0   92.3  444.0
2003  62  3  3 1400  -22.6  998.8    1.0   97.0   90.5  444.0
2003  62  3  3 1500  -23.9  998.7    1.9   18.0   95.4  444.0
2003  62  3  3 1600  -23.9  998.8    1.2   15.0   89.6  444.0
2003  62  3  3 1700  -27.2  998.8    0.0    0.0   85.2  444.0
2003  62  3  3 1800  -27.1  999.3    1.4   25.0   85.7  444.0
2003  62  3  3 1900  -25.0  999.8    0.2  159.0   90.1  444.0
2003  62  3  3 2000  -25.8 1000.5    1.4  117.0   87.0  444.0
2003  62  3  3 2100  -24.4 1001.3    1.0   97.0   91.8  444.0
2003  62  3  3 2200  -23.2 1002.0    0.4  105.0   94.5  444.0
2003  62  3  3 2300  -24.0 1002.6    1.2    8.0   78.2  444.0
2003  63  3  4 0000  -22.6 1003.1    1.6   32.0   71.2  444.0
2003  63  3  4 0100  -21.1 1003.2    1.2   56.0   46.5  444.0
2003  63  3  4 0200  -20.4 1003.7    0.6  101.0   40.8  444.0
2003  63  3  4 0300  -21.6 1004.2    1.9  105.0   46.5  444.0
2003  63  3  4 0400  -23.1 1004.3    0.8  103.0   40.4  444.0
2003  63  3  4 0500  -25.0 1004.6    1.8   60.0   50.5  444.0
2003  63  3  4 0600  -25.0 1004.7    1.9   70.0   70.3  444.0
2003  63  3  4 0700  -25.9 1005.5    0.0    0.0   72.5  444.0
2003  63  3  4 0800  -27.1 1006.1    1.4   70.0   86.1  444.0
2003  63  3  4 0900  -30.6 1006.9    0.4   76.0   80.8  444.0
2003  63  3  4 1000  -31.4 1007.7    1.2  122.0   79.5  444.0
2003  63  3  4 1100  -30.6 1008.1    0.8   89.0   80.4  444.0
2003  63  3  4 1200  -30.2 1008.3    1.8   22.0   81.7  444.0
2003  63  3  4 1300  -30.0 1008.9    1.6  111.0   80.4  444.0
2003  63  3  4 1400  -24.8 1009.2    1.2   49.0   86.6  444.0
2003  63  3  4 1500  444.0 1009.7    0.6   87.0   82.6  444.0
2003  63  3  4 1600  -27.6 1010.6    1.0   45.0   83.5  444.0
2003  63  3  4 1700  -28.8 1010.9    1.0  129.0   81.3  444.0
2003  63  3  4 1800  -26.2 1010.8    0.8  160.0   85.7  444.0
2003  63  3  4 1900  -26.1 1010.5    0.0    0.0   88.3  444.0
2003  63  3  4 2000  -26.2 1010.7    0.2  122.0   87.4  444.0
2003  63  3  4 2100  -24.9 1010.9    2.7   31.0   86.1  444.0
2003  63  3  4 2200  -21.5 1010.7    4.1   25.0   85.2  444.0
2003  63  3  4 2300  -19.6 1010.9    6.0   28.0   70.7  444.0
2003  64  3  5 0000  -20.9 1010.7    4.3   28.0   60.6  444.0
2003  64  3  5 0100  -20.2 1010.4    3.5   27.0   61.9  444.0
2003  64  3  5 0200  -20.9 1010.1    3.7   70.0   57.5  444.0
2003  64  3  5 0300  -19.2 1009.6    5.8   34.0   77.3  444.0
2003  64  3  5 0400  -17.8 1009.6    4.5   30.0   80.4  444.0
2003  64  3  5 0500  -16.9 1009.1    4.3   35.0   81.7  444.0
2003  64  3  5 0600  -15.8 1008.8    4.5   24.0   77.8  444.0
2003  64  3  5 0700  -15.5 1008.5    5.8   44.0   76.4  444.0
2003  64  3  5 0800  -15.5 1008.3    6.4   52.0   82.6  444.0
2003  64  3  5 0900  -17.1 1008.0    6.2   48.0   88.8  444.0
2003  64  3  5 1000  -17.8 1008.2    4.7   39.0   90.1  444.0
2003  64  3  5 1100  -19.0 1008.0    2.3   30.0   91.0  444.0
2003  64  3  5 1200  -20.0 1007.6    2.1  360.0   97.6  444.0
2003  64  3  5 1300  -21.4 1007.2    0.6   21.0   97.6  444.0
2003  64  3  5 1400  -23.1 1006.4    2.5   69.0   87.9  444.0
2003  64  3  5 1500  -25.2 1006.7    3.7   52.0   89.2  444.0
2003  64  3  5 1600  -26.1 1006.5    4.1    7.0   86.6  444.0
2003  64  3  5 1700  -25.0 1006.1    4.5   10.0   88.3  444.0
2003  64  3  5 1800  -24.6 1005.7    3.7   30.0   87.4  444.0
2003  64  3  5 1900  -25.2 1005.3    1.8   39.0   86.6  444.0
2003  64  3  5 2000  -24.0 1004.5    0.6   38.0   87.0  444.0
2003  64  3  5 2100  -24.4 1003.7    2.3   58.0   87.4  444.0
2003  64  3  5 2200  -24.4 1003.3    1.8   20.0   83.9  444.0
2003  64  3  5 2300  -23.1 1002.7    1.6   30.0   79.1  444.0
2003  65  3  6 0000  -23.6 1001.5    2.5   65.0   63.7  444.0
2003  65  3  6 0100  -22.4 1000.5    2.5   59.0   76.0  444.0
2003  65  3  6 0200  -19.5  999.4    3.5   39.0   77.8  444.0
2003  65  3  6 0300  -19.2  998.6    2.7   18.0   82.2  444.0
2003  65  3  6 0400  -20.8  997.4    2.7   44.0   73.8  444.0
2003  65  3  6 0500  -22.5  996.5    2.9   77.0   80.8  444.0
2003  65  3  6 0600  -21.0  995.8    2.3   59.0   85.7  444.0
2003  65  3  6 0700  -20.0  995.5    1.2   73.0   89.2  444.0
2003  65  3  6 0800  -20.0  995.1    1.0   51.0   89.2  444.0
2003  65  3  6 0900  -25.0  994.9    3.1   83.0   88.3  444.0
2003  65  3  6 1000  -22.0  994.4    3.7   55.0   91.8  444.0
2003  65  3  6 1100  -21.2  993.9    0.0    0.0   91.8  444.0
2003  65  3  6 1200  -20.4  993.4    1.0   80.0   92.7  444.0
2003  65  3  6 1300  -20.2  992.8    1.6   48.0   92.7  444.0
2003  65  3  6 1400  -19.9  992.4    0.6   41.0   92.7  444.0
2003  65  3  6 1500  -20.0  992.0    0.4   52.0   92.7  444.0
2003  65  3  6 1600  -19.6  991.6    0.4   28.0   92.7  444.0
2003  65  3  6 1700  -23.6  991.3    1.6   39.0   88.3  444.0
2003  65  3  6 1800  -25.0  991.2    0.6    8.0   88.3  444.0
2003  65  3  6 1900  -24.0  991.3    0.6   39.0   89.6  444.0
2003  65  3  6 2000  -24.1  991.1    1.6   63.0   88.3  444.0
