Year: 2003  Month: 12  ID: HRB  ARGOS:  8697  Name: Herbie Alley        
Lat: 78.10S  Lon: 166.68E  Elev:   30m
2003 335 12  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 335 12  1 0100   -3.8  990.9   23.6  177.0   95.8  444.0
2003 335 12  1 0200   -4.1  990.5   18.9  174.0  444.0  444.0
2003 335 12  1 0300   -4.6  990.5   17.0  179.0  444.0  444.0
2003 335 12  1 0400   -4.4  991.2   13.5  167.0  444.0  444.0
2003 335 12  1 0500   -4.1  991.2   14.0  167.0  444.0  444.0
2003 335 12  1 0600   -4.1  990.8   14.8  172.0  444.0  444.0
2003 335 12  1 0700   -4.2  990.1   19.7  170.0  444.0  444.0
2003 335 12  1 0800   -4.1  988.6   20.3  176.0  444.0  444.0
2003 335 12  1 0900   -4.1  989.3   18.7  163.0  444.0  444.0
2003 335 12  1 1000   -4.0  988.0   21.6  169.0  444.0  444.0
2003 335 12  1 1100   -4.6  987.5   22.0  163.0  444.0  444.0
2003 335 12  1 1200   -4.4  987.5   22.4  167.0  444.0  444.0
2003 335 12  1 1300   -4.2  987.1   19.9  174.0  444.0  444.0
2003 335 12  1 1400   -4.2  986.8   23.2  173.0  444.0  444.0
2003 335 12  1 1500   -4.1  986.6   23.4  165.0  444.0  444.0
2003 335 12  1 1600   -4.2  986.3   22.2  180.0  444.0  444.0
2003 335 12  1 1700   -4.1  985.9   22.8  180.0  444.0  444.0
2003 335 12  1 1800   -4.0  986.0   19.7  166.0  444.0  444.0
2003 335 12  1 1900   -4.2  985.1   23.8  176.0  444.0  444.0
2003 335 12  1 2000   -4.0  983.4   20.7  176.0  444.0  444.0
2003 335 12  1 2100   -3.6  983.5   22.4  177.0  444.0  444.0
2003 335 12  1 2200   -3.5  983.8   21.8  183.0  444.0  444.0
2003 335 12  1 2300   -3.1  984.7   19.3  181.0  444.0  444.0
2003 336 12  2 0000   -1.1  985.8   11.7  158.0  444.0  444.0
2003 336 12  2 0100   -0.6  987.5   11.5   84.0   71.2  444.0
2003 336 12  2 0200   -2.0  990.2    3.9  114.0   81.7  444.0
2003 336 12  2 0300   -1.1  991.4    2.5  179.0   62.4  444.0
2003 336 12  2 0400   -1.8  991.8    5.8  141.0   81.3  444.0
2003 336 12  2 0500   -1.4  992.6    5.5  127.0   81.7  444.0
2003 336 12  2 0600   -2.0  993.4    7.8  143.0   87.9  444.0
2003 336 12  2 0700  444.0  444.0  444.0  444.0  444.0  444.0
2003 336 12  2 0800   -2.5  995.0    8.4  142.0   93.6  444.0
2003 336 12  2 0900   -3.4  995.4    5.8  150.0   98.0  444.0
2003 336 12  2 1000   -3.0  996.1    6.8  150.0   90.5  444.0
2003 336 12  2 1100   -3.0  996.8    6.8  158.0   91.8  444.0
2003 336 12  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2003 336 12  2 1300   -3.6  997.5    7.6  173.0   99.8  444.0
2003 336 12  2 1400   -4.0  997.4   12.1  163.0   98.4  444.0
2003 336 12  2 1500   -3.6  997.7   12.5  153.0   95.4  444.0
2003 336 12  2 1600   -3.6  998.2   12.3  159.0   95.4  444.0
2003 336 12  2 1700   -3.5  998.9   11.1  156.0   91.8  444.0
2003 336 12  2 1800   -3.4  999.7    8.4  160.0   91.8  444.0
2003 336 12  2 1900   -3.1 1000.6    9.8  166.0   92.3  444.0
2003 336 12  2 2000   -3.1 1001.0   11.5  170.0   90.1  444.0
2003 336 12  2 2100   -2.9 1001.5   10.9  177.0   87.0  444.0
2003 336 12  2 2200   -3.0 1001.9   10.7  198.0   85.2  444.0
2003 336 12  2 2300   -2.6 1002.6   10.3  198.0   82.2  444.0
2003 337 12  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 337 12  3 0100   -2.4 1002.4   13.1  169.0   77.3  444.0
2003 337 12  3 0200   -2.5 1002.6   12.7  173.0   77.8  444.0
2003 337 12  3 0300   -2.5 1002.8    9.9  159.0   77.3  444.0
2003 337 12  3 0400   -2.2 1002.7    8.6  167.0   75.1  444.0
2003 337 12  3 0500  444.0  444.0  444.0  444.0  444.0  444.0
2003 337 12  3 0600   -2.9 1002.5    7.8  141.0   75.1  444.0
2003 337 12  3 0700   -1.9 1002.7    2.3  128.0   55.8  444.0
2003 337 12  3 0800   -2.4 1002.5    2.7   41.0   74.2  444.0
2003 337 12  3 0900   -3.5 1002.1    3.9  346.0   89.6  444.0
2003 337 12  3 1000  444.0  444.0  444.0  444.0  444.0  444.0
2003 337 12  3 1100   -5.0 1001.3    2.3  233.0   87.0  444.0
2003 337 12  3 1200   -5.0 1000.8    0.6   83.0   89.6  444.0
2003 337 12  3 1300   -4.8 1000.3    1.6   46.0   92.3  444.0
2003 337 12  3 1400   -7.0  999.6    2.3   42.0   94.5  444.0
2003 337 12  3 1500   -6.0  999.3    1.4   46.0   88.8  444.0
2003 337 12  3 1600   -4.1  999.0    1.9   30.0   73.8  444.0
2003 337 12  3 1700  444.0  444.0    1.2   14.0   51.8  444.0
2003 337 12  3 1800   -1.5  444.0    1.8  312.0   65.0  444.0
2003 337 12  3 1900  444.0  444.0    0.2  250.0   37.7  444.0
2003 337 12  3 2000   -3.0  444.0    1.9  129.0   43.0  444.0
2003 337 12  3 2100   -5.5  998.0    5.1  145.0   73.8  444.0
2003 337 12  3 2200  444.0  444.0  444.0  444.0  444.0  444.0
2003 337 12  3 2300   -4.1  998.0    6.6  134.0   64.6  444.0
2003 338 12  4 0000   -4.9  998.0    5.8  160.0   69.0  444.0
2003 338 12  4 0100   -3.1  998.1    5.3  149.0   54.9  444.0
2003 338 12  4 0200   -2.5  997.9    3.7  117.0   41.7  444.0
2003 338 12  4 0300   -1.2  997.9    2.5  105.0   36.0  444.0
2003 338 12  4 0400    0.1  997.8    1.4   82.0   39.9  444.0
2003 338 12  4 0500   -1.8  997.7    1.8  150.0  444.0  444.0
2003 338 12  4 0600   -2.2  997.8    3.5  335.0   72.9  444.0
2003 338 12  4 0700   -2.2  997.9    2.1  319.0   66.8  444.0
2003 338 12  4 0800  444.0  444.0  444.0  444.0  444.0  444.0
2003 338 12  4 0900   -3.8  997.7    2.3  278.0   72.0  444.0
2003 338 12  4 1000   -3.6  997.7    1.8  269.0  444.0  444.0
2003 338 12  4 1100   -3.9  997.8    1.2  259.0   76.4  444.0
2003 338 12  4 1200   -5.5  997.7    0.4  298.0   84.8  444.0
2003 338 12  4 1300   -7.6  997.8    1.9  321.0   87.9  444.0
2003 338 12  4 1400   -7.6  997.9    2.3  308.0   81.7  444.0
2003 338 12  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2003 338 12  4 1600   -7.8  997.9    1.6  288.0   74.7  444.0
2003 338 12  4 1700   -7.0  998.0    2.3  304.0   72.9  444.0
2003 338 12  4 1800   -4.6  998.0    1.2  333.0   53.6  444.0
2003 338 12  4 1900   -4.8  444.0    0.4   20.0   53.6  444.0
2003 338 12  4 2000  444.0  444.0    0.6   73.0   28.5  444.0
2003 338 12  4 2100  444.0  444.0    0.2  211.0   16.6  444.0
2003 338 12  4 2200   -1.1  444.0    0.2  212.0   14.4  444.0
2003 338 12  4 2300   -0.9  444.0    0.6   37.0   31.1  444.0
2003 339 12  5 0000   -1.5  997.4    0.8   24.0   43.4  444.0
2003 339 12  5 0100  444.0  444.0    0.8   39.0   31.6  444.0
2003 339 12  5 0200    0.5  996.9    1.0   84.0   26.3  444.0
2003 339 12  5 0300   -0.1  996.6    2.5   13.0   41.7  444.0
2003 339 12  5 0400   -0.5  996.3    1.6   13.0   47.4  444.0
2003 339 12  5 0500   -1.6  996.0    2.5   11.0   54.0  444.0
2003 339 12  5 0600   -2.2  996.0    2.5  346.0   60.2  444.0
2003 339 12  5 0700   -1.6  995.6    1.8  346.0   56.6  444.0
2003 339 12  5 0800   -2.6  995.6    1.9   18.0   62.8  444.0
2003 339 12  5 0900   -5.5  995.4    2.3   18.0   76.9  444.0
2003 339 12  5 1000   -6.6  995.2    2.7   21.0   83.5  444.0
2003 339 12  5 1100   -7.2  995.2    2.7   14.0   84.4  444.0
