Year: 2003  Month: 05  ID: CBD  ARGOS:  8901  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2003 121  5  1 0000  -26.9  992.5    1.0  116.0  444.0    0.2
2003 121  5  1 0100  -27.0  992.7    0.6  140.0  444.0    0.2
2003 121  5  1 0200  444.0  444.0  444.0  444.0  444.0  444.0
2003 121  5  1 0300  -25.4  992.9    3.7  184.0  444.0    0.2
2003 121  5  1 0400  444.0  444.0  444.0  444.0  444.0  444.0
2003 121  5  1 0500  -25.0  992.9    5.8  219.0  444.0    0.2
2003 121  5  1 0600  -25.9  993.2    3.9  179.0  444.0    0.2
2003 121  5  1 0700  -25.8  993.6    3.7  175.0  444.0    0.2
2003 121  5  1 0800  -25.2  994.1    2.1  144.0  444.0    0.2
2003 121  5  1 0900  -26.4  994.3    0.0    0.0  444.0    0.2
2003 121  5  1 1000  -27.1  994.6    0.0    0.0  444.0    0.2
2003 121  5  1 1100  -27.0  994.9    0.8  160.0  444.0    0.2
2003 121  5  1 1200  -25.8  995.0    3.7  168.0  444.0    0.2
2003 121  5  1 1300  -25.6  995.1    3.7  184.0  444.0    0.2
2003 121  5  1 1400  -25.9  995.2    3.7  196.0  444.0    0.2
2003 121  5  1 1500  -25.6  995.2    4.3  215.0  444.0    0.2
2003 121  5  1 1600  -26.0  995.6    3.5  208.0  444.0    0.2
2003 121  5  1 1700  -25.9  995.9    3.3  178.0  444.0    0.2
2003 121  5  1 1800  -25.4  996.0    1.9  181.0  444.0    0.2
2003 121  5  1 1900  -26.0  996.5    1.9   32.0  444.0    0.2
2003 121  5  1 2000  -26.1  996.8    1.2   87.0  444.0    0.2
2003 121  5  1 2100  -25.8  996.9    1.2  141.0  444.0    0.2
2003 121  5  1 2200  -25.6  997.0    1.2   85.0  444.0    0.2
2003 121  5  1 2300  -25.8  997.2    1.6   71.0  444.0    0.2
2003 122  5  2 0000  -26.1  997.6    1.9   68.0  444.0    0.2
2003 122  5  2 0100  -26.4  997.9    1.8   78.0  444.0    0.2
2003 122  5  2 0200  -26.5  998.1    1.9   65.0  444.0    0.2
2003 122  5  2 0300  -26.4  998.2    1.9  177.0  444.0    0.2
2003 122  5  2 0400  -26.0  998.2    2.9  198.0  444.0    0.2
2003 122  5  2 0500  -25.8  998.5    1.4  146.0  444.0    0.2
2003 122  5  2 0600  -24.9  998.4    1.0   85.0  444.0    0.2
2003 122  5  2 0700  -25.6  998.5    1.6   44.0  444.0    0.2
2003 122  5  2 0800  -25.6  998.6    2.9   37.0  444.0    0.2
2003 122  5  2 0900  -25.9  998.4    4.9   33.0  444.0    0.2
2003 122  5  2 1000  -25.6  998.8    2.9   54.0  444.0    0.2
2003 122  5  2 1100  -25.4  998.6    2.7   33.0  444.0    0.2
2003 122  5  2 1200  -25.4  998.9    2.5   30.0  444.0    0.2
2003 122  5  2 1300  -25.0  999.1    4.5    9.0  444.0    0.2
2003 122  5  2 1400  -24.9  999.1    2.9   42.0  444.0    0.2
2003 122  5  2 1500  -24.9  999.3    3.9   42.0  444.0    0.2
2003 122  5  2 1600  -24.5  999.6    2.7   44.0  444.0    0.2
