Year: 2003  Month: 12  ID: WFD  ARGOS: 21364  Name: Willie Field        
Lat: 77.86S  Lon: 166.99E  Elev:   14m
2003 335 12  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 335 12  1 0100   -4.6  992.3   15.0  179.0   92.7  444.0
2003 335 12  1 0200   -4.2  991.8    9.8  193.0   91.8  444.0
2003 335 12  1 0300   -4.6  991.5    9.0  177.0   93.2  444.0
2003 335 12  1 0400  444.0  990.9  444.0  444.0   94.9  444.0
2003 335 12  1 0500   -4.8  990.3   14.4  174.0   95.8  444.0
2003 335 12  1 0600   -4.8  989.6   17.0  176.0   96.2  444.0
2003 335 12  1 0700   -4.9  989.6   16.2  179.0   98.0  444.0
2003 335 12  1 0800   -4.8  989.6   20.7  174.0   98.0  444.0
2003 335 12  1 0900   -4.8  990.3   13.6  167.0   98.9  444.0
2003 335 12  1 1000   -4.6  990.7   11.7  183.0   99.3  444.0
2003 335 12  1 1100   -4.9  989.8   19.3  183.0   99.3  444.0
2003 335 12  1 1200   -4.9  988.9   18.9  173.0   99.8  444.0
2003 335 12  1 1300   -4.6  988.7   17.2  177.0   99.3  444.0
2003 335 12  1 1400   -4.6  987.4   18.1  186.0   99.3  444.0
2003 335 12  1 1500   -4.6  987.0   16.8  174.0   99.8  444.0
2003 335 12  1 1600   -4.6  986.3   18.9  188.0   99.8  444.0
2003 335 12  1 1700   -4.2  985.5   17.9  184.0   99.3  444.0
2003 335 12  1 1800   -4.2  985.4   15.8  188.0   98.4  444.0
2003 335 12  1 1900   -4.5  984.3   17.2  195.0   98.4  444.0
2003 335 12  1 2000   -4.2  983.2   23.4  191.0   97.1  444.0
2003 335 12  1 2100   -4.1  982.9   18.9  201.0   97.1  444.0
2003 335 12  1 2200   -4.1  982.4   20.7  190.0   96.7  444.0
2003 335 12  1 2300   -3.1  983.2   17.2  180.0   96.7  444.0
2003 336 12  2 0000   -1.4  983.8   14.2  167.0   94.5  444.0
2003 336 12  2 0100   -2.2  985.4    9.0  101.0   86.1  444.0
2003 336 12  2 0200  444.0  444.0  444.0  444.0  444.0  444.0
2003 336 12  2 0300   -2.6  989.5    6.8  141.0   83.0  444.0
2003 336 12  2 0400   -2.9  990.7    4.9  142.0   82.6  444.0
2003 336 12  2 0500   -2.9  991.1    6.6  134.0   88.8  444.0
2003 336 12  2 0600   -3.1  992.0    6.2  131.0   88.3  444.0
2003 336 12  2 0700  444.0  444.0  444.0  444.0  444.0  444.0
2003 336 12  2 0800   -3.2  993.6    6.0  136.0   93.6  444.0
2003 336 12  2 0900   -3.6  994.1    6.2  152.0   93.2  444.0
2003 336 12  2 1000   -3.8  994.9    4.3  152.0   89.6  444.0
2003 336 12  2 1100   -3.8  995.5    5.7  152.0   91.0  444.0
2003 336 12  2 1200   -3.6  995.9    5.1  150.0   92.7  444.0
2003 336 12  2 1300   -4.1  996.6    7.6  166.0   92.7  444.0
2003 336 12  2 1400   -4.2  996.9    8.8  155.0   94.0  444.0
2003 336 12  2 1500   -4.6  997.6    8.0  159.0   93.6  444.0
2003 336 12  2 1600   -5.0  998.1    9.8  179.0   93.2  444.0
2003 336 12  2 1700  444.0  444.0  444.0  444.0  444.0  444.0
2003 336 12  2 1800   -4.9  999.4    8.0  165.0   92.7  444.0
2003 336 12  2 1900   -4.2 1000.2    9.4  156.0   92.7  444.0
2003 336 12  2 2000   -4.2 1000.5   10.5  166.0   92.3  444.0
2003 336 12  2 2100   -4.1 1001.1   10.7  172.0   92.3  444.0
2003 336 12  2 2200  444.0  444.0  444.0  444.0  444.0  444.0
2003 336 12  2 2300   -3.8 1001.8   13.1  167.0   88.3  444.0
2003 337 12  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 337 12  3 0100   -4.0 1001.8   13.6  163.0   87.0  444.0
2003 337 12  3 0200   -3.8 1002.2   10.9  120.0   86.6  444.0
2003 337 12  3 0300   -3.5 1002.3    8.8  163.0   83.9  444.0
2003 337 12  3 0400   -3.1 1002.2    9.4  176.0   83.0  444.0
2003 337 12  3 0500  444.0  444.0  444.0  444.0  444.0  444.0
2003 337 12  3 0600   -3.1 1002.3    4.3  108.0   77.3  444.0
2003 337 12  3 0700   -2.6 1002.1    4.3   28.0   78.2  444.0
2003 337 12  3 0800   -3.1 1001.8    4.5   11.0   81.3  444.0
2003 337 12  3 0900   -3.5 1001.5    4.7   25.0   83.5  444.0
2003 337 12  3 1000  444.0  444.0  444.0  444.0  444.0  444.0
2003 337 12  3 1100   -5.6 1000.0    3.5  353.0   85.2  444.0
2003 337 12  3 1200   -6.8  999.6    1.9  273.0   71.6  444.0
