Year: 2003  Month: 07  ID: CBD  ARGOS:  8901  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2003 182  7  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0100  -24.8  980.5    3.5  167.0  444.0    0.2
2003 182  7  1 0200  -24.5  981.3    2.9  170.0  444.0    0.2
2003 182  7  1 0300  -24.8  981.7    1.6  167.0  444.0    0.2
2003 182  7  1 0400  -24.6  982.5    2.5  167.0  444.0    0.2
2003 182  7  1 0500  -25.2  982.7    3.3  134.0  444.0    0.2
2003 182  7  1 0600  -24.1  983.8    1.4  200.0  444.0    0.2
2003 182  7  1 0700  -24.1  984.3    1.2  151.0  444.0    0.2
2003 182  7  1 0800  -23.5  984.7    3.3  186.0  444.0    0.2
2003 182  7  1 0900  -23.0  985.3    2.9  164.0  444.0    0.2
2003 182  7  1 1000  -22.8  986.3    2.3  162.0  444.0    0.2
2003 182  7  1 1100  -22.6  986.6    2.5  186.0  444.0    0.2
2003 182  7  1 1200  -22.6  987.1    1.2  119.0  444.0    0.2
2003 182  7  1 1300  -22.1  987.9    1.0  165.0  444.0    0.2
2003 182  7  1 1400  -21.5  988.4    1.8  193.0  444.0    0.2
2003 182  7  1 1500  -22.2  988.6    1.9  126.0  444.0    0.2
2003 182  7  1 1600  -22.1  989.1    1.6   87.0  444.0    0.2
2003 182  7  1 1700  -20.9  989.5    1.4  161.0  444.0    0.2
2003 182  7  1 1800  -19.8  989.7    1.9  158.0  444.0    0.2
2003 182  7  1 1900  -19.6  990.0    2.7  165.0  444.0    0.2
2003 182  7  1 2000  -19.2  990.3    2.9  167.0  444.0    0.2
2003 182  7  1 2100  -19.8  989.0    7.0   40.0  444.0    0.2
2003 182  7  1 2200  -18.6  990.0    4.3  217.0  444.0    0.2
2003 182  7  1 2300  -18.8  991.1    4.1   26.0  444.0    0.2
2003 183  7  2 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0100  -16.9  991.1    3.5  108.0  444.0    0.2
2003 183  7  2 0200  -15.9  991.5    2.9  185.0  444.0    0.2
2003 183  7  2 0300  -16.1  991.6    3.1  133.0  444.0    0.2
2003 183  7  2 0400  -17.5  991.6    3.5   40.0  444.0    0.2
2003 183  7  2 0500  -18.0  991.9    3.3   84.0  444.0    0.2
