Year: 2003  Month: 05  ID: WFD  ARGOS: 21364  Name: Willie Field        
Lat: 77.86S  Lon: 166.99E  Elev:   14m
2003 121  5  1 0000  -32.0  995.3    0.6   14.0   71.6  444.0
2003 121  5  1 0100  -39.0  995.7    1.9   80.0   66.3  444.0
2003 121  5  1 0200  -39.5  996.0    2.1   69.0   65.9  444.0
2003 121  5  1 0300  -38.2  996.2    1.9   59.0   67.2  444.0
2003 121  5  1 0400  -40.9  996.3    1.9   10.0   65.9  444.0
2003 121  5  1 0500  -36.8  996.5    1.8    1.0   68.1  444.0
2003 121  5  1 0600  -35.5  996.7    1.2   27.0   69.4  444.0
2003 121  5  1 0700  -41.5  997.3    1.6   56.0   62.4  444.0
2003 121  5  1 0800  -41.1  997.3    1.4   34.0   65.4  444.0
2003 121  5  1 0900  -40.4  997.6    1.6   24.0   63.7  444.0
2003 121  5  1 1000  -39.4  998.0    1.4   76.0   64.6  444.0
2003 121  5  1 1100  -39.4  998.3    1.4   55.0   65.9  444.0
2003 121  5  1 1200  -39.2  998.7    1.0   76.0   64.6  444.0
2003 121  5  1 1300  -43.2  999.3    1.2   39.0   60.6  444.0
2003 121  5  1 1400  -40.4  999.3    1.4   37.0   64.6  444.0
2003 121  5  1 1500  -41.8  999.4    1.0   52.0   61.5  444.0
2003 121  5  1 1600  -40.2  999.7    1.2   28.0   64.1  444.0
2003 121  5  1 1700  -37.9  999.9    1.0   14.0   66.3  444.0
2003 121  5  1 1800  -38.2 1000.1    1.0   20.0   65.4  444.0
2003 121  5  1 1900  -39.8 1000.6    0.6   94.0   65.0  444.0
2003 121  5  1 2000  -38.1 1000.9    1.0   62.0   65.9  444.0
2003 121  5  1 2100  -36.4 1000.9    1.2   25.0   67.6  444.0
2003 121  5  1 2200  -35.0 1001.1    0.8   21.0   69.8  444.0
2003 121  5  1 2300  -32.9 1001.6    0.6   69.0   71.6  444.0
2003 122  5  2 0000  -36.9 1002.1    0.4   55.0   68.1  444.0
