Year: 2003  Month: 07  ID: CSP  ARGOS:  8695  Name: Cape Spencer        
Lat: 77.97S  Lon: 167.54E  Elev:   23m
2003 182  7  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0100  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0200  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0300  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0400  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0500  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0600  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0700  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0800  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 0900  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1000  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1100  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1200  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1300  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1400  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1600  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1700  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1800  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 1900  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 2000  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 2100  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 2200  444.0  444.0  444.0  444.0  444.0  444.0
2003 182  7  1 2300  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0100  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0200  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0300  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0400  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0500  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0600  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0700  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0800  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 0900  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1000  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1100  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1300  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1400  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1600  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1700  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1800  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 1900  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 2000  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 2100  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 2200  444.0  444.0  444.0  444.0  444.0  444.0
2003 183  7  2 2300  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0100  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0200  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0300  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0400  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0500  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0600  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0700  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0800  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 0900  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1000  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1100  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1200  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1300  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1400  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1500  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1600  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1700  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1800  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 1900  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 2000  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 2100  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 2200  444.0  444.0  444.0  444.0  444.0  444.0
2003 184  7  3 2300  444.0  444.0  444.0  444.0  444.0  444.0
2003 185  7  4 0000  444.0  444.0  444.0  444.0  444.0  444.0
2003 185  7  4 0100  444.0  444.0  444.0  444.0  444.0  444.0
2003 185  7  4 0200  444.0  444.0  444.0  444.0  444.0  444.0
2003 185  7  4 0300  444.0  444.0  444.0  444.0  444.0  444.0
2003 185  7  4 0400  444.0  444.0  444.0  444.0  444.0  444.0
2003 185  7  4 0500  444.0  444.0  444.0  444.0  444.0  444.0
2003 185  7  4 0600  444.0  444.0  444.0  444.0  444.0  444.0
2003 185  7  4 0700  444.0  992.6    0.2  360.0  444.0  444.0
2003 185  7  4 0800  -19.6  993.7   13.5  117.0   91.0  444.0
2003 185  7  4 0900  -18.4  995.4   11.5  103.0   68.7  444.0
2003 185  7  4 1000  -19.0  996.1   14.4  139.0   92.2  444.0
2003 185  7  4 1100  -20.9  997.3   10.5  114.0   91.0  444.0
2003 185  7  4 1200  -21.2  999.0    5.7   87.0   89.7  444.0
2003 185  7  4 1300  -20.4 1000.0    4.5  100.0   68.3  444.0
2003 185  7  4 1400  -19.9 1001.0    0.8   53.0   55.7  444.0
2003 185  7  4 1500  -21.0 1002.4    4.1   79.0   69.1  444.0
2003 185  7  4 1600  -20.2 1003.0    4.7  142.0   69.6  444.0
2003 185  7  4 1700  -19.9 1003.5    7.0  136.0   63.3  444.0
2003 185  7  4 1800  -19.9 1004.4    5.3  120.0   57.4  444.0
2003 185  7  4 1900  -20.8 1004.8    2.9   98.0   60.7  444.0
2003 185  7  4 2000  -20.9 1005.1    4.5   49.0   63.7  444.0
2003 185  7  4 2100  -20.9 1006.2    9.2   86.0   62.4  444.0
2003 185  7  4 2200  -22.5 1006.7   10.1  114.0   75.9  444.0
2003 185  7  4 2300  -22.5 1008.7    4.3  134.0   69.6  444.0
2003 186  7  5 0000  -20.8 1008.9    0.4   17.0   50.2  444.0
2003 186  7  5 0100  -19.1 1009.2    1.9  352.0   43.9  444.0
2003 186  7  5 0200  -19.9 1009.5    2.1   27.0   53.6  444.0
2003 186  7  5 0300  -19.5 1008.9    1.4  356.0   49.8  444.0
2003 186  7  5 0400  -20.6 1008.7    3.3  301.0   51.1  444.0
2003 186  7  5 0500  -21.2 1008.6    1.2  226.0   43.9  444.0
2003 186  7  5 0600  -19.9 1009.4    4.9  122.0   56.1  444.0
2003 186  7  5 0700  -16.4 1009.1   10.1  158.0   64.5  444.0
2003 186  7  5 0800  -16.6 1009.3    6.0  197.0   49.8  444.0
2003 186  7  5 0900  -14.8 1010.3    9.0  165.0   46.5  444.0
2003 186  7  5 1000  -15.6 1010.5    6.2  162.0   48.6  444.0
2003 186  7  5 1100  -16.2 1010.9    3.3   76.0   39.7  444.0
2003 186  7  5 1200  -21.6 1011.0    6.2   38.0   58.6  444.0
2003 186  7  5 1300  -23.1 1010.8    3.9   17.0   54.9  444.0
2003 186  7  5 1400  -28.0 1010.0    5.3   18.0   70.4  444.0
2003 186  7  5 1500  -29.4 1009.8    5.1   63.0   74.2  444.0
2003 186  7  5 1600  -26.0 1010.0    3.7   87.0   66.6  444.0
2003 186  7  5 1700  -28.0 1009.4    4.9   79.0   75.0  444.0
2003 186  7  5 1800  -26.9 1009.1    3.5  338.0   78.0  444.0
2003 186  7  5 1900  -28.9 1008.7    1.9  305.0   74.2  444.0
2003 186  7  5 2000  -30.0 1007.9    3.3  298.0   68.3  444.0
2003 186  7  5 2100  -25.9 1007.4    2.3  222.0   66.2  444.0
2003 186  7  5 2200  -29.9 1007.3    1.8  229.0   79.2  444.0
2003 186  7  5 2300  -31.4 1006.9    3.1  125.0   72.9  444.0
2003 187  7  6 0000  -29.4 1005.7    2.5   87.0   72.5  444.0
2003 187  7  6 0100  -29.8 1005.9    6.0   84.0   75.4  444.0
2003 187  7  6 0200  -29.8 1005.7    7.4   97.0   74.2  444.0
2003 187  7  6 0300  -27.4 1005.2    5.8   93.0   78.0  444.0
2003 187  7  6 0400  -29.9 1005.6    1.2  356.0   75.0  444.0
2003 187  7  6 0500  -33.2 1004.7    3.9  312.0   75.4  444.0
2003 187  7  6 0600  -32.6 1004.5    3.5  319.0   75.9  444.0
2003 187  7  6 0700  -29.1 1004.3    4.9  340.0   72.9  444.0
2003 187  7  6 0800  -27.9 1003.6    3.9  305.0   68.3  444.0
2003 187  7  6 0900  -25.9 1003.1    1.4  236.0   62.8  444.0
2003 187  7  6 1000  -18.5 1000.9    5.5   32.0   35.5  444.0
2003 187  7  6 1100  -17.4  999.9   15.8  173.0   67.5  444.0
2003 187  7  6 1200  -16.8 1000.2   12.5  172.0   65.8  444.0
2003 187  7  6 1300  -16.6  999.8   13.1  191.0   62.0  444.0
2003 187  7  6 1400  -15.0  999.6   10.7  173.0   72.1  444.0
2003 187  7  6 1500  -15.1 1000.9   16.0  163.0   88.9  444.0
2003 187  7  6 1600  -17.4 1001.5    9.8  153.0   90.6  444.0
2003 187  7  6 1700  -18.5 1002.7   10.9  156.0   85.1  444.0
2003 187  7  6 1800  -22.0 1004.7    9.4  112.0   86.4  444.0
2003 187  7  6 1900  -24.2 1005.6    3.7   89.0   83.4  444.0
2003 187  7  6 2000  -25.5 1005.7    6.0   94.0   75.4  444.0
2003 187  7  6 2100  -26.5 1006.1    6.4   97.0   71.7  444.0
2003 187  7  6 2200  -27.9 1005.9    5.3  104.0   72.1  444.0
2003 187  7  6 2300  -29.4 1006.0    2.7   25.0   72.9  444.0
2003 188  7  7 0000  -31.1 1005.0    6.6   41.0   73.8  444.0
2003 188  7  7 0100  -29.0 1004.1    6.4   51.0   72.5  444.0
