Year: 2010  Month: 10  ID: BPT  ARGOS:  8921  Name: Bonaparte Point     
Lat: 64.78S  Lon:  64.07W  Elev:    8m
2010 274 10  1 0000   -5.1  444.0    2.8  106.0  444.0  444.0
2010 274 10  1 0100   -5.1  964.4    0.5   71.0   97.0  444.0
2010 274 10  1 0200   -5.5  965.4    3.8  302.0  444.0  444.0
2010 274 10  1 0300   -5.9  966.1    2.3  325.0   99.0  444.0
2010 274 10  1 0400   -6.1  968.0    8.8  242.0   99.0  444.0
2010 274 10  1 0500   -6.6  968.3    8.3  251.0   98.5  444.0
2010 274 10  1 0600   -6.7  444.0    7.3  230.0   99.0  444.0
2010 274 10  1 0700   -6.4  973.3    6.3  256.0  444.0  444.0
2010 274 10  1 0800   -6.2  975.0    3.8  260.0   97.5  444.0
2010 274 10  1 0900   -6.1  977.4    4.6  271.0   97.4  444.0
2010 274 10  1 1000   -6.0  979.3    7.6  242.0   98.0  444.0
2010 274 10  1 1100   -6.3  979.5   11.1  235.0   95.0  444.0
2010 274 10  1 1200   -6.6  980.2   10.6  239.0  444.0  444.0
2010 274 10  1 1300   -6.5  981.0   10.5  239.0   92.0  444.0
2010 274 10  1 1400   -6.7  982.9    9.4  234.0   92.3  444.0
2010 274 10  1 1500   -6.6  985.0    9.9  232.0   86.0  444.0
2010 274 10  1 1600   -6.5  444.0    8.0  229.0  444.0  444.0
2010 274 10  1 1700   -6.4  988.4    8.5  240.0   81.0  444.0
2010 274 10  1 1800   -6.7  989.4    8.5  242.0  444.0  444.0
2010 274 10  1 1900   -6.7  990.3    8.6  240.0  444.0  444.0
2010 274 10  1 2000   -6.6  444.0    5.8  231.0   69.0  444.0
2010 274 10  1 2100   -6.7  992.3    3.0  240.0   72.0  444.0
2010 274 10  1 2200   -6.6  992.3    1.5  265.0   74.3  444.0
2010 274 10  1 2300   -6.6  992.6    2.4  322.0   78.7  444.0
2010 275 10  2 0000   -6.6  444.0    4.6  355.0  444.0  444.0
2010 275 10  2 0100   -6.3  995.4    5.2  337.0   84.0  444.0
2010 275 10  2 0200   -5.9  444.0    6.2  324.0   90.0  444.0
2010 275 10  2 0300   -5.7  996.5    6.0  313.0   93.0  444.0
2010 275 10  2 0400   -5.7  996.4    7.4  306.0   97.0  444.0
2010 275 10  2 0500   -5.7  996.2    5.7  295.0   97.6  444.0
2010 275 10  2 0600   -5.7  996.1    3.4  296.0   98.0  444.0
2010 275 10  2 0700   -5.8  995.6    2.4  322.0   98.0  444.0
2010 275 10  2 0800   -5.6  995.6    1.7  348.0   96.0  444.0
2010 275 10  2 0900   -6.4  994.4    3.6   98.0   97.0  444.0
