Year: 2010  Month: 11  ID: BPT  ARGOS:  8921  Name: Bonaparte Point     
Lat: 64.78S  Lon:  64.07W  Elev:    8m
2010 305 11  1 0000   -4.3  444.0   11.7   34.0   82.0  444.0
2010 305 11  1 0100   -3.2  990.0   16.1   21.0   81.0  444.0
2010 305 11  1 0200   -2.2  444.0   15.7    1.0  444.0  444.0
2010 305 11  1 0300   -1.9  992.3   12.7    4.0   81.0  444.0
2010 305 11  1 0400   -1.8  991.8   11.7    7.0   82.0  444.0
2010 305 11  1 0500   -1.8  991.9    9.2  338.0   89.8  444.0
2010 305 11  1 0600   -2.1  991.1    8.9  326.0   92.8  444.0
2010 305 11  1 0700   -2.2  991.4    8.9  333.0  444.0  444.0
2010 305 11  1 0800   -2.4  991.4    7.3  330.0   91.8  444.0
2010 305 11  1 0900   -2.4  992.4    8.2  334.0   91.0  444.0
2010 305 11  1 1000  444.0  444.0  444.0  444.0  444.0  444.0
2010 305 11  1 1100   -2.0  995.4    7.3  346.0   90.0  444.0
2010 305 11  1 1200   -2.2  995.2    9.0  344.0  444.0  444.0
2010 305 11  1 1300   -2.3  444.0   10.5  333.0   92.0  444.0
2010 305 11  1 1400   -1.8  998.2    9.2  343.0  444.0  444.0
2010 305 11  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2010 305 11  1 1600   -1.9  998.7   10.8  356.0   90.0  444.0
2010 305 11  1 1700   -1.9  444.0   11.8  342.0  444.0  444.0
2010 305 11  1 1800   -2.1  994.7   11.1  338.0   91.0  444.0
2010 305 11  1 1900   -2.1  994.2   13.3  344.0  444.0  444.0
2010 305 11  1 2000   -2.3  993.4   11.0  354.0   92.6  444.0
2010 305 11  1 2100   -1.8  444.0   14.0  345.0   93.2  444.0
2010 305 11  1 2200   -1.9  444.0   14.4  345.0   93.0  444.0
2010 305 11  1 2300   -2.3  991.6   15.3  346.0   93.6  444.0
2010 306 11  2 0000  444.0  990.6   15.1  342.0  444.0  444.0
2010 306 11  2 0100   -1.9  990.8   14.6  343.0   90.8  444.0
2010 306 11  2 0200   -2.3  990.0   15.2  346.0   93.0  444.0
2010 306 11  2 0300   -2.3  444.0   14.9  336.0  444.0  444.0
2010 306 11  2 0400   -2.8  989.1   13.0  332.0   97.2  444.0
2010 306 11  2 0500   -2.8  989.1   13.1  333.0  444.0  444.0
2010 306 11  2 0600   -3.0  989.1    9.7  317.0   98.2  444.0
2010 306 11  2 0700  444.0  444.0  444.0  444.0  444.0  444.0
2010 306 11  2 0800   -3.5  988.4    7.9  315.0  444.0  444.0
2010 306 11  2 0900   -3.6  987.9    7.3  306.0   99.0  444.0
2010 306 11  2 1000   -3.4  988.8    8.7  306.0  444.0  444.0
2010 306 11  2 1100  444.0  444.0  444.0  444.0  444.0  444.0
2010 306 11  2 1200   -3.6  990.6    6.4  309.0  444.0  444.0
2010 306 11  2 1300  444.0  444.0  444.0  444.0  444.0  444.0
2010 306 11  2 1400   -2.5  444.0    7.0  352.0   85.0  444.0
2010 306 11  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2010 306 11  2 1600   -2.3  444.0    9.8    8.0  444.0  444.0
2010 306 11  2 1700   -1.8  444.0    9.8  355.0  444.0  444.0
2010 306 11  2 1800   -2.0  444.0    9.4  341.0   91.0  444.0
2010 306 11  2 1900   -1.8  994.1    9.0  345.0  444.0  444.0
2010 306 11  2 2000   -1.8  993.6   10.0  343.0   87.4  444.0
2010 306 11  2 2100   -2.1  992.7    8.9  345.0   88.8  444.0
2010 306 11  2 2200  444.0  444.0  444.0  444.0  444.0  444.0
2010 306 11  2 2300   -2.1  444.0   10.5  349.0   90.0  444.0
2010 307 11  3 0000   -2.0  992.0   10.7  348.0   92.2  444.0
2010 307 11  3 0100   -2.1  444.0   10.4  347.0   92.0  444.0
2010 307 11  3 0200   -2.1  991.9   13.1    4.0   89.0  444.0
