Year: 2010  Month: 02  ID: PGN  ARGOS:  8937  Name: Pegasus North       
Lat: 77.96S  Lon: 166.51E  Elev:    8m
2010  32  2  1 0000  -11.5  995.0    4.9   70.0  444.0  444.0
2010  32  2  1 0100  -10.9  994.8    3.9   57.0   64.9  444.0
2010  32  2  1 0200  -10.5  994.7    4.8   54.0  444.0  444.0
2010  32  2  1 0300  -10.3  994.5    6.2   59.0   75.0  444.0
2010  32  2  1 0400  -10.0  994.3    5.2   61.0   72.8  444.0
2010  32  2  1 0500   -9.8  994.2    5.2   58.0   78.0  444.0
2010  32  2  1 0600   -9.1  994.0    6.2   68.0   79.0  444.0
2010  32  2  1 0700   -8.3  994.0    6.4   66.0   77.8  444.0
2010  32  2  1 0800   -8.8  993.8    5.9   71.0   75.8  444.0
2010  32  2  1 0900   -8.9  993.5    5.2   63.0   80.0  444.0
2010  32  2  1 1000  -10.1  993.3    4.3   84.0   81.0  444.0
2010  32  2  1 1100  -11.0  993.1    5.0   96.0   83.5  444.0
2010  32  2  1 1200  -10.8  992.8    4.2   98.0   83.9  444.0
2010  32  2  1 1300  -11.1  992.7    4.5   93.0   84.3  444.0
2010  32  2  1 1400  -12.9  992.3    4.7   91.0   82.4  444.0
2010  32  2  1 1500  -12.2  992.4    4.3   95.0   78.0  444.0
2010  32  2  1 1600  -13.0  992.2    4.2   90.0   79.3  444.0
2010  32  2  1 1700  -13.0  992.1    3.5   97.0   76.7  444.0
2010  32  2  1 1800  -11.9  992.0    3.7  102.0   71.5  444.0
2010  32  2  1 1900  -11.4  992.2    3.9  103.0   62.0  444.0
2010  32  2  1 2000  -10.2  992.2    3.6   96.0   63.0  444.0
2010  32  2  1 2100   -9.8  992.1    5.4   79.0   74.6  444.0
2010  32  2  1 2200   -7.6  992.4    5.4   87.0   64.4  444.0
2010  32  2  1 2300   -8.4  992.6    4.5   97.0   59.2  444.0
2010  33  2  2 0000   -7.0  992.6    5.8   83.0   62.0  444.0
2010  33  2  2 0100   -7.4  992.8    4.9   92.0   59.9  444.0
2010  33  2  2 0200   -7.0  993.1    5.1   77.0   64.8  444.0
2010  33  2  2 0300   -7.5  993.5    4.9   72.0   70.0  444.0
2010  33  2  2 0400   -7.4  993.6    2.5   77.0   63.1  444.0
2010  33  2  2 0500   -7.6  993.7    3.5   83.0  444.0  444.0
2010  33  2  2 0600   -8.7  994.0    5.1   77.0   73.2  444.0
2010  33  2  2 0700   -9.3  994.4    2.9   92.0   71.0  444.0
2010  33  2  2 0800  -10.0  994.5    4.5   81.0   77.6  444.0
2010  33  2  2 0900  -10.6  994.8    3.4   88.0   80.1  444.0
2010  33  2  2 1000  -10.8  994.9    3.3   84.0   81.1  444.0
2010  33  2  2 1100  -11.3  995.0    4.2   82.0   83.1  444.0
2010  33  2  2 1200  -11.4  995.2    4.1   78.0   84.0  444.0
2010  33  2  2 1300  -10.9  995.3    3.7   84.0   80.8  444.0
2010  33  2  2 1400  -11.1  995.3    4.0   72.0   82.6  444.0
2010  33  2  2 1500  -11.6  995.1    4.3   68.0   81.8  444.0
2010  33  2  2 1600  -12.3  995.2    3.8   63.0   81.0  444.0
2010  33  2  2 1700  -14.2  995.3    4.3   73.0   81.3  444.0
2010  33  2  2 1800  -14.9  995.3    4.0   70.0   80.8  444.0
2010  33  2  2 1900  -14.0  995.4    3.7   74.0   73.4  444.0
2010  33  2  2 2000  -13.3  995.5    2.5   62.0   70.0  444.0
2010  33  2  2 2100  -13.5  995.4    3.3   60.0   67.5  444.0
2010  33  2  2 2200  -10.9  995.3    2.4   76.0   54.0  444.0
2010  33  2  2 2300  -11.4  995.0    3.4   67.0   63.0  444.0
2010  34  2  3 0000  -12.3  994.7    3.5   66.0   64.0  444.0
2010  34  2  3 0100  -11.3  994.6    3.1   71.0   58.2  444.0
2010  34  2  3 0200  -10.0  994.4    2.0  112.0   42.2  444.0
2010  34  2  3 0300   -9.6  994.0    2.8   94.0   50.0  444.0
2010  34  2  3 0400   -9.7  993.7    2.1  103.0   47.0  444.0
2010  34  2  3 0500   -9.3  993.2    2.8   88.0   52.8  444.0
2010  34  2  3 0600   -8.3  993.0    2.2   60.0   64.0  444.0
2010  34  2  3 0700  -12.0  993.0    2.4  150.0   59.8  444.0
2010  34  2  3 0800  -12.0  992.8    2.4  139.0   64.0  444.0
2010  34  2  3 0900  -10.4  992.3    2.1   63.0   65.0  444.0
2010  34  2  3 1000  -13.3  991.9    2.7   50.0   78.0  444.0
2010  34  2  3 1100  -11.5  991.7    1.8   46.0   78.0  444.0
2010  34  2  3 1200  -13.2  991.3    1.9   41.0   87.3  444.0
2010  34  2  3 1300  -14.4  991.1    1.0   77.0   78.7  444.0
2010  34  2  3 1400  -11.9  991.1    1.8   14.0   73.2  444.0
