Year: 2012  Month: 07  ID: BAT  ARGOS:  8987  Name: ALEXANDER (TT!)     
Lat: 79.05S  Lon: 170.66E  Elev:   55m
2012 183  7  1 0000  -32.5 1005.2    5.3  228.5  444.0  444.0
2012 183  7  1 0100  -31.5 1004.7    7.0  224.7  444.0  444.0
2012 183  7  1 0200  -30.8 1005.0    8.2  221.2  444.0  444.0
2012 183  7  1 0300  -31.1 1004.9    7.9  219.9  444.0  444.0
2012 183  7  1 0400  -30.8 1005.0    8.1  226.7  444.0  444.0
2012 183  7  1 0500  -29.6 1004.5    8.6  228.4  444.0  444.0
2012 183  7  1 0600  -29.5 1004.3    7.8  227.3  444.0  444.0
2012 183  7  1 0700  -29.5 1004.3    7.2  224.4  444.0  444.0
2012 183  7  1 0800  -29.9 1004.1    6.8  219.9  444.0  444.0
2012 183  7  1 0900  -30.4 1004.0    7.2  225.9  444.0  444.0
2012 183  7  1 1000  -31.7 1004.0    5.8  223.1  444.0  444.0
2012 183  7  1 1100  -32.1 1003.5    5.7  219.7  444.0  444.0
2012 183  7  1 1200  -32.4 1003.1    4.8  225.6  444.0  444.0
2012 183  7  1 1300  -31.3 1002.4    6.9  223.4  444.0  444.0
2012 183  7  1 1400  -31.6 1002.1    5.9  236.8  444.0  444.0
2012 183  7  1 1500  -30.1 1001.5    6.3  218.1  444.0  444.0
2012 183  7  1 1600  -33.1 1001.6    3.6  242.6  444.0  444.0
2012 183  7  1 1700  -34.4 1001.1    3.2  236.5  444.0  444.0
2012 183  7  1 1800  -35.3 1000.5    3.3  249.1  444.0  444.0
2012 183  7  1 1900  -35.4 1000.0    1.6  212.1  444.0  444.0
2012 183  7  1 2000  -35.5  999.8    1.4  244.4  444.0  444.0
2012 183  7  1 2100  -34.7  999.8    0.0    0.0  444.0  444.0
2012 183  7  1 2200  -40.2  999.2    0.2  252.1  444.0  444.0
2012 183  7  1 2300  -39.5  998.8    1.5  266.4  444.0  444.0
2012 184  7  2 0000  -38.0  998.7    2.1  266.4  444.0  444.0
2012 184  7  2 0100  -36.9  998.4    1.9  266.4  444.0  444.0
2012 184  7  2 0200  -35.9  997.8    0.7  266.4  444.0  444.0
2012 184  7  2 0300  -36.0  997.5    0.0    0.0  444.0  444.0
2012 184  7  2 0400  -40.2  997.3    1.3  266.4  444.0  444.0
2012 184  7  2 0500  -41.0  996.9    0.6  266.4  444.0  444.0
2012 184  7  2 0600  -39.2  996.6    0.3  266.4  444.0  444.0
2012 184  7  2 0700  -37.4  996.3    1.7  317.2  444.0  444.0
2012 184  7  2 0800  -37.5  995.9    1.4  317.2  444.0  444.0
2012 184  7  2 0900  -36.5  996.1    1.3  317.2  444.0  444.0
2012 184  7  2 1000  -36.8  996.3    0.0    0.0  444.0  444.0
2012 184  7  2 1100  444.0  996.9    1.3  317.1  444.0  444.0
2012 184  7  2 1200  -36.5  997.1    2.2  317.1  444.0  444.0
2012 184  7  2 1300  -30.7  997.1    0.0    0.0  444.0  444.0
2012 184  7  2 1400  -34.9  997.0    4.3  238.7  444.0  444.0
2012 184  7  2 1500  -34.6  997.1    3.4  219.3  444.0  444.0
2012 184  7  2 1600  -34.6  997.0    2.8  232.3  444.0  444.0
2012 184  7  2 1700  -35.4  996.5    4.5  233.1  444.0  444.0
2012 184  7  2 1800  -33.8  996.3    4.8  232.8  444.0  444.0
2012 184  7  2 1900  -35.5  996.3    2.6  253.3  444.0  444.0
2012 184  7  2 2000  -34.3  996.3    4.5  243.0  444.0  444.0
2012 184  7  2 2100  -32.8  996.6    3.5  230.3  444.0  444.0
2012 184  7  2 2200  -33.1  996.8    3.1  252.7  444.0  444.0
2012 184  7  2 2300  -36.7  997.2    3.0  266.3  444.0  444.0
2012 185  7  3 0000  -36.2  996.9    4.1  266.2  444.0  444.0
2012 185  7  3 0100  -39.4  997.2    1.3  266.3  444.0  444.0
2012 185  7  3 0200  -39.8  997.2    3.4  310.8  444.0  444.0
2012 185  7  3 0300  -38.3  997.4    2.3  310.7  444.0  444.0
2012 185  7  3 0400  -36.8  997.3    1.5  310.7  444.0  444.0
2012 185  7  3 0500  -34.2  997.4    6.3  238.7  444.0  444.0
2012 185  7  3 0600  -34.9  997.8    5.5  248.3  444.0  444.0
2012 185  7  3 0700  -35.3  997.9    5.7  256.5  444.0  444.0
2012 185  7  3 0800  -35.8  998.5    5.4  259.2  444.0  444.0
2012 185  7  3 0900  -34.4  998.7    6.2  266.5  444.0  444.0
2012 185  7  3 1000  -33.8  998.2    8.4  255.9  444.0  444.0
2012 185  7  3 1100  -36.6  999.0    4.8  241.4  444.0  444.0
2012 185  7  3 1200  -36.4  999.3    9.9  254.7  444.0  444.0
2012 185  7  3 1300  -38.0  999.5    6.3  251.0  444.0  444.0
2012 185  7  3 1400  -40.4 1000.0    8.4  247.3  444.0  444.0
2012 185  7  3 1500  -40.1 1000.1    5.9  260.8  444.0  444.0
2012 185  7  3 1600  -39.8 1000.4    7.9  234.5  444.0  444.0
2012 185  7  3 1700  -39.7 1000.8    7.6  235.0  444.0  444.0
2012 185  7  3 1800  -39.2 1001.3    7.4  233.0  444.0  444.0
