Year: 2014  Month: 05  ID: CHA  ARGOS: 28338  Name: Cape Hallett        
Lat: 72.19S  Lon: 170.17E  Elev:    1m
2014 121  5  1 0000  -28.6  984.0    2.1  222.0   59.0  444.0
2014 121  5  1 0100  -28.1  983.3    2.4  210.0   53.0  444.0
2014 121  5  1 0200  -28.0  982.6    0.4  277.0   52.5  444.0
2014 121  5  1 0300  -29.4  982.2    0.1  269.0   63.4  444.0
2014 121  5  1 0400  -30.2  981.2    0.1  213.0   66.0  444.0
2014 121  5  1 0500  -29.5  980.2    0.3  148.0   59.1  444.0
2014 121  5  1 0600  -30.7  979.1    1.6  211.0   62.0  444.0
2014 121  5  1 0700  -29.5  978.1    0.0    0.0   59.0  444.0
2014 121  5  1 0800  -30.5  977.8    0.6  174.0   66.6  444.0
2014 121  5  1 0900  -31.4  977.2    1.2  234.0   67.5  444.0
2014 121  5  1 1000  -29.8  976.6    0.2  190.0   64.8  444.0
2014 121  5  1 1100  -30.2  976.5    0.2  211.0   63.0  444.0
2014 121  5  1 1200  -30.2  976.6    0.9  267.0   59.1  444.0
2014 121  5  1 1300  -29.7  977.3    1.1  237.0   58.0  444.0
2014 121  5  1 1400  -27.8  977.9    1.8  160.0   44.0  444.0
2014 121  5  1 1500  -27.8  978.8    0.4  156.0   46.5  444.0
2014 121  5  1 1600  -28.6  980.4    0.4  352.0   57.0  444.0
2014 121  5  1 1700  -28.5  982.2    0.1  196.0   57.1  444.0
2014 121  5  1 1800  -28.4  983.4    1.2   29.0   63.0  444.0
2014 121  5  1 1900  -27.9  985.0    1.4  198.0   61.0  444.0
2014 121  5  1 2000  -28.0  986.8    0.7  205.0   61.7  444.0
2014 121  5  1 2100  -28.1  987.9    0.8  210.0   64.0  444.0
2014 121  5  1 2200  -27.7  989.3    0.3  237.0   60.9  444.0
2014 121  5  1 2300  -28.7  990.5    0.9  201.0   64.0  444.0
2014 122  5  2 0000  444.0  991.5    1.4  152.0   57.9  444.0
2014 122  5  2 0100  -29.6  992.4    1.0  245.0   58.0  444.0
2014 122  5  2 0200  -27.8  992.7    0.4  205.0   64.0  444.0
2014 122  5  2 0300  -29.3  993.3    0.0    0.0   69.2  444.0
2014 122  5  2 0400  -30.1  993.7    0.1  249.0   69.0  444.0
2014 122  5  2 0500  -29.2  993.8    2.1  218.0   67.8  444.0
2014 122  5  2 0600  -28.8  993.8    1.8  230.0   64.0  444.0
2014 122  5  2 0700  -29.2  994.1    1.7  230.0   63.0  444.0
2014 122  5  2 0800  -29.4  993.8    2.8  222.0   64.4  444.0
2014 122  5  2 0900  -29.1  993.5    2.0  223.0   62.9  444.0
2014 122  5  2 1000  -28.8  993.1    1.5  203.0   65.0  444.0
2014 122  5  2 1100  -28.3  992.2    2.3  197.0   64.0  444.0
2014 122  5  2 1200  -29.1  991.4    3.0  235.0   66.0  444.0
2014 122  5  2 1300  -29.8  990.1    3.3  222.0   68.4  444.0
2014 122  5  2 1400  -28.8  989.0    2.7  201.0   64.0  444.0
2014 122  5  2 1500  -29.4  987.7    2.5  222.0   65.5  444.0
2014 122  5  2 1600  -28.0  986.6    2.5  220.0   63.0  444.0
2014 122  5  2 1700  -29.1  986.6    0.0    0.0   66.0  444.0
2014 122  5  2 1800  -30.5  986.4    0.8  213.0   71.3  444.0
2014 122  5  2 1900  -22.9  986.0    9.6  148.0   68.0  444.0
2014 122  5  2 2000  -23.0  987.3    8.9  162.0   65.0  444.0
2014 122  5  2 2100  -23.8  988.4    5.1  146.0   48.0  444.0
2014 122  5  2 2200  -24.9  989.4    1.3  267.0   59.8  444.0
2014 122  5  2 2300  -24.9  989.6    0.9  136.0   65.2  444.0
2014 123  5  3 0000  -27.3  990.0    0.0    0.0   66.4  444.0
2014 123  5  3 0100  -28.6  990.1    0.7  197.0   66.0  444.0
2014 123  5  3 0200  -28.5  990.4    0.0    0.0   69.5  444.0
2014 123  5  3 0300  -28.8  990.8    0.1  176.0   71.0  444.0
2014 123  5  3 0400  -28.2  991.7    0.4  176.0   73.0  444.0
2014 123  5  3 0500  -28.5  992.8    1.1  249.0   71.6  444.0
2014 123  5  3 0600  -30.3  993.6    1.2  232.0   70.1  444.0
2014 123  5  3 0700  -29.8  994.0    2.0  224.0   72.9  444.0
2014 123  5  3 0800  -29.3  994.7    1.4  220.0   76.0  444.0
2014 123  5  3 0900  -28.9  995.3    2.6  232.0   74.0  444.0
2014 123  5  3 1000  -26.9  995.8    3.1  253.0   64.6  444.0
2014 123  5  3 1100  -28.5  996.1    0.2  195.0   70.0  444.0
2014 123  5  3 1200  -27.1  996.8    2.8  212.0   65.0  444.0
2014 123  5  3 1300  -28.6  997.7    2.9  218.0   71.2  444.0
2014 123  5  3 1400  -27.8  998.0    2.5  221.0   66.0  444.0
2014 123  5  3 1500  -27.7  998.7    2.5  216.0   65.9  444.0
2014 123  5  3 1600  -26.2  999.6    1.6   83.0   57.0  444.0
2014 123  5  3 1700  -26.7 1000.5    0.2  190.0   59.0  444.0
2014 123  5  3 1800  -26.1 1001.7    1.9  204.0   62.0  444.0
2014 123  5  3 1900  -25.2 1002.6    0.4  110.0   71.0  444.0
2014 123  5  3 2000  -25.3 1003.0    0.5  164.0   73.0  444.0
2014 123  5  3 2100  -27.4 1003.3    1.6  220.0   67.0  444.0
2014 123  5  3 2200  444.0  444.0  444.0  444.0  444.0  444.0
2014 123  5  3 2300  -27.8 1003.5    1.0  219.0   66.5  444.0
2014 124  5  4 0000  -28.5 1003.5    0.5  237.0   68.0  444.0
2014 124  5  4 0100  -28.4 1003.8    2.1  228.0   69.4  444.0
2014 124  5  4 0200  -27.8 1003.7    2.4  247.0   66.0  444.0
2014 124  5  4 0300  -27.2 1003.3    2.6  222.0   61.4  444.0
2014 124  5  4 0400  -25.9 1002.8    3.3  210.0   55.5  444.0
2014 124  5  4 0500  -27.3 1002.3    2.3  229.0   68.0  444.0
2014 124  5  4 0600  -26.6 1002.0    2.6  235.0   65.9  444.0
2014 124  5  4 0700  -27.1 1001.5    2.7  244.0   66.0  444.0
2014 124  5  4 0800  -25.6 1000.9    2.3  210.0   56.6  444.0
2014 124  5  4 0900  -25.4 1000.7    2.5  207.0   40.0  444.0
2014 124  5  4 1000  -25.3 1000.2    0.5  269.0   49.0  444.0
2014 124  5  4 1100  -25.3  999.9    0.8  208.0   54.0  444.0
2014 124  5  4 1200  -27.0  999.6    0.4  222.0   65.0  444.0
2014 124  5  4 1300  -26.0  998.9    1.0  221.0   67.5  444.0
2014 124  5  4 1400  -26.1  998.7    0.8  225.0   67.0  444.0
2014 124  5  4 1500  -26.1  998.1    1.6  224.0   69.0  444.0
2014 124  5  4 1600  -26.1  998.1    0.1  108.0   65.7  444.0
2014 124  5  4 1700  -25.4  997.8    1.1  239.0   54.0  444.0
2014 124  5  4 1800  -24.5  998.1    0.0    0.0   58.1  444.0
2014 124  5  4 1900  -25.1  998.4    1.0  218.0   56.0  444.0
2014 124  5  4 2000  -25.7  998.6    0.9  230.0   64.0  444.0
2014 124  5  4 2100  -27.5  998.8    0.2  286.0   65.0  444.0
2014 124  5  4 2200  444.0  999.4    0.2  235.0   66.0  444.0
2014 124  5  4 2300  -24.0 1000.0    2.9  238.0   71.7  444.0
2014 125  5  5 0000  444.0 1000.2    0.4  101.0   80.0  444.0
2014 125  5  5 0100  -23.3 1000.1    1.1  210.0   82.6  444.0
2014 125  5  5 0200  -24.7 1000.2    0.4  269.0   78.0  444.0
2014 125  5  5 0300  -25.7  999.9    2.0  233.0   73.6  444.0
2014 125  5  5 0400  -24.0  999.8    1.9  216.0   65.0  444.0
2014 125  5  5 0500  -24.4  999.6    2.0  229.0   69.0  444.0
2014 125  5  5 0600  -23.9  999.3    2.8  217.0   64.9  444.0
2014 125  5  5 0700  -22.1  999.1    2.4  207.0   58.0  444.0
2014 125  5  5 0800  -23.6  999.0    1.2  294.0   59.0  444.0
2014 125  5  5 0900  -24.1  998.7    1.9  249.0   61.0  444.0
2014 125  5  5 1000  -24.3  998.6    1.2  213.0   67.0  444.0
2014 125  5  5 1100  -19.3  998.5    2.7  194.0   48.6  444.0
2014 125  5  5 1200  -21.6  998.7    1.1  229.0   50.0  444.0
2014 125  5  5 1300  -21.5  998.5    0.0    0.0   55.0  444.0
2014 125  5  5 1400  -24.3  998.7    1.5  232.0   66.9  444.0
2014 125  5  5 1500  -22.7  998.4    1.7  226.0   57.0  444.0
2014 125  5  5 1600  -22.9  997.8    2.3  225.0   61.8  444.0
2014 125  5  5 1700  -20.8  997.7    0.4  216.0   54.0  444.0
2014 125  5  5 1800  -24.7  997.2    0.5  207.0   57.0  444.0
2014 125  5  5 1900  -20.9  997.3    1.0   69.0   59.0  444.0
2014 125  5  5 2000  -20.7  997.2    0.1  198.0   55.0  444.0
2014 125  5  5 2100  -20.9  996.6    2.3  223.0   56.3  444.0
2014 125  5  5 2200  -20.7  996.7    0.8  101.0   53.0  444.0
2014 125  5  5 2300  -20.8  996.6    0.1   90.0   55.2  444.0
2014 126  5  6 0000  -18.8  996.4    0.5  262.0   58.0  444.0
2014 126  5  6 0100  -20.1  996.1    0.1  291.0   64.4  444.0
2014 126  5  6 0200  -18.8  996.0    2.6  216.0   79.2  444.0
2014 126  5  6 0300  -20.0  995.8    0.5   85.0   72.0  444.0
2014 126  5  6 0400  -21.1  995.8    0.0    0.0   76.7  444.0
2014 126  5  6 0500  -20.1  995.8    1.8  193.0   76.0  444.0
2014 126  5  6 0600  -22.4  995.7    0.2  124.0   71.4  444.0
2014 126  5  6 0700  -22.9  995.5    0.2   29.0   69.7  444.0
2014 126  5  6 0800  -22.9  995.1    0.9  211.0   79.0  444.0
2014 126  5  6 0900  -24.1  994.8    0.2  243.0   76.5  444.0
2014 126  5  6 1000  -25.0  994.4    0.0    0.0   78.0  444.0
2014 126  5  6 1100  -23.4  994.0    0.0    0.0   81.0  444.0
2014 126  5  6 1200  -23.3  993.5    0.0    0.0   78.0  444.0
2014 126  5  6 1300  -23.2  992.9    0.4  221.0   78.0  444.0
2014 126  5  6 1400  -24.7  992.4    1.5  224.0   76.9  444.0
2014 126  5  6 1500  -23.9  991.9    0.1  243.0   79.4  444.0
2014 126  5  6 1600  -21.4  991.3    1.0  228.0   79.0  444.0
2014 126  5  6 1700  -20.3  990.7    1.5  229.0   78.0  444.0
2014 126  5  6 1800  -19.5  990.2    1.9  214.0   76.0  444.0
2014 126  5  6 1900  -20.7  989.6    0.0    0.0   79.5  444.0
2014 126  5  6 2000  -22.5  989.2    0.0    0.0   81.4  444.0
2014 126  5  6 2100  -22.3  988.7    0.2  103.0   80.0  444.0
2014 126  5  6 2200  -21.6  988.4    0.0    0.0   79.0  444.0
2014 126  5  6 2300  -20.8  988.0    0.1  245.0   80.0  444.0
2014 127  5  7 0000  -20.3  987.5    0.0    0.0   79.1  444.0
2014 127  5  7 0100  -20.3  987.1    0.1  178.0   80.0  444.0
2014 127  5  7 0200  -19.8  986.5    1.3  212.0   79.5  444.0
2014 127  5  7 0300  -19.3  986.0    0.0    0.0   76.9  444.0
