Year: 2014  Month: 06  ID: BPT  ARGOS:  8921  Name: Bonaparte Point     
Lat: 64.78S  Lon:  64.07W  Elev:    8m
2014 152  6  1 0000   -3.9 1002.3    2.6  344.0   80.0  444.0
2014 152  6  1 0100   -3.8 1002.5    0.7  352.0   86.8  444.0
2014 152  6  1 0200   -4.2 1002.2    1.5   55.0   95.0  444.0
2014 152  6  1 0300   -4.9 1002.0    0.7   55.0   90.0  444.0
2014 152  6  1 0400   -4.7 1002.2    1.5   68.0   85.6  444.0
2014 152  6  1 0500   -4.7 1002.0    1.5   65.0   85.0  444.0
2014 152  6  1 0600   -4.5 1002.0    1.4   41.0   82.9  444.0
2014 152  6  1 0700   -4.3 1001.9    0.8   41.0   82.7  444.0
2014 152  6  1 0800   -4.5 1001.7    0.5    5.0   81.0  444.0
2014 152  6  1 0900   -4.6 1001.5    1.7   50.0   84.2  444.0
2014 152  6  1 1000   -4.4 1001.7    1.4   57.0   83.0  444.0
2014 152  6  1 1100   -4.1 1002.0    0.1   51.0   82.0  444.0
2014 152  6  1 1200   -4.1 1002.3    0.4   51.0   85.0  444.0
2014 152  6  1 1300   -4.1 1002.8    0.6   51.0   86.0  444.0
2014 152  6  1 1400   -4.0 1003.0    0.8    5.0   84.8  444.0
2014 152  6  1 1500   -4.4 1003.5    1.4   24.0   83.4  444.0
2014 152  6  1 1600   -3.7 1004.1    1.9   31.0   84.0  444.0
2014 152  6  1 1700   -4.3 1004.0    2.0   34.0   86.0  444.0
2014 152  6  1 1800   -4.4 1004.3    0.9   41.0   86.3  444.0
2014 152  6  1 1900   -4.1 1004.8    0.2   41.0   86.3  444.0
2014 152  6  1 2000   -3.8 1005.3    1.7   42.0   85.7  444.0
2014 152  6  1 2100   -3.1 1005.9    3.0  196.0   88.0  444.0
2014 152  6  1 2200   -3.2 1006.1    3.7  197.0   87.9  444.0
2014 152  6  1 2300   -3.4 1006.8    1.8  171.0   91.4  444.0
2014 153  6  2 0000   -4.1 1007.4    1.9  197.0   96.7  444.0
2014 153  6  2 0100   -4.3 1007.4    0.9  198.0   97.0  444.0
2014 153  6  2 0200   -4.6 1007.6    2.9   30.0   97.8  444.0
2014 153  6  2 0300   -4.6 1008.0    1.8   27.0   98.0  444.0
2014 153  6  2 0400   -5.0 1008.2    0.7   34.0   97.7  444.0
2014 153  6  2 0500   -5.4 1008.3    1.0   34.0   96.4  444.0
2014 153  6  2 0600   -5.4 1008.7    1.8   34.0   95.0  444.0
2014 153  6  2 0700   -5.0 1009.0    0.3   28.0   94.4  444.0
2014 153  6  2 0800   -5.1 1009.0    2.0   36.0   91.0  444.0
2014 153  6  2 0900   -5.1 1009.0    1.6   41.0   91.0  444.0
2014 153  6  2 1000   -5.2 1009.2    1.6   41.0   89.9  444.0
2014 153  6  2 1100   -5.6 1009.1    0.3   41.0   88.0  444.0
2014 153  6  2 1200   -5.5 1009.4    2.1   44.0   87.9  444.0
2014 153  6  2 1300   -4.6 1009.3    1.9   42.0   87.5  444.0
2014 153  6  2 1400   -4.4 1009.3    2.0   31.0   89.0  444.0
2014 153  6  2 1500   -4.6 1009.1    2.1   43.0  444.0  444.0
2014 153  6  2 1600   -4.2 1008.6    1.9   37.0   89.0  444.0
2014 153  6  2 1700   -3.9 1008.2    1.2   35.0   89.0  444.0
2014 153  6  2 1800   -4.3 1007.9    1.5   37.0   88.7  444.0
2014 153  6  2 1900   -4.0 1007.6    1.8   41.0   87.0  444.0
2014 153  6  2 2000   -3.6 1007.4    1.6   20.0   87.0  444.0
2014 153  6  2 2100   -3.8 1006.9    1.8   41.0   87.2  444.0
2014 153  6  2 2200   -3.9 1006.9    1.2   34.0   86.8  444.0
2014 153  6  2 2300   -3.8 1006.6    2.0   42.0   87.0  444.0
2014 154  6  3 0000   -3.2 1006.4    2.3   34.0   87.0  444.0
2014 154  6  3 0100   -2.8 1005.6    1.1   12.0   86.0  444.0
2014 154  6  3 0200   -2.7 1005.0    2.3   38.0   86.5  444.0
2014 154  6  3 0300   -2.4 1004.5    1.5  330.0   86.0  444.0
2014 154  6  3 0400   -2.2 1004.0    1.0   15.0   88.0  444.0
2014 154  6  3 0500   -2.2 1003.5    0.7  282.0   87.2  444.0
2014 154  6  3 0600   -2.2 1003.2    1.6  338.0   89.0  444.0
2014 154  6  3 0700   -2.2 1003.2    1.6    1.0   92.0  444.0
2014 154  6  3 0800   -2.1 1002.4    2.0    5.0   92.9  444.0
2014 154  6  3 0900   -2.0 1001.9    0.1  360.0   93.0  444.0
2014 154  6  3 1000   -2.2 1001.8    0.9   90.0   93.0  444.0
2014 154  6  3 1100   -2.2 1002.1    2.6  179.0   93.0  444.0
2014 154  6  3 1200   -2.5 1002.1    0.3  111.0   94.0  444.0
2014 154  6  3 1300   -2.5 1002.2    1.7  137.0   94.8  444.0
2014 154  6  3 1400   -3.4 1002.3    6.1  185.0   95.9  444.0
2014 154  6  3 1500   -3.0 1002.5    1.8   63.0   93.0  444.0
2014 154  6  3 1600   -2.5 1002.5    1.5   60.0   91.0  444.0
2014 154  6  3 1700   -3.1 1002.5    1.2   44.0   91.0  444.0
2014 154  6  3 1800   -3.3 1002.7    0.3   48.0   92.9  444.0
2014 154  6  3 1900   -3.5 1003.1    1.4   39.0   93.0  444.0
2014 154  6  3 2000   -3.5 1003.7    1.4   39.0   92.0  444.0
2014 154  6  3 2100   -3.5 1004.0    1.6   30.0   91.6  444.0
2014 154  6  3 2200   -3.1 1004.3    2.6  324.0   92.0  444.0
2014 154  6  3 2300   -2.9 1005.1    0.1  324.0   92.0  444.0
2014 155  6  4 0000   -2.2 1006.2    2.7  107.0   92.0  444.0
2014 155  6  4 0100   -2.1 1006.4    3.7  108.0   90.7  444.0
2014 155  6  4 0200   -2.0 1007.2    3.8  106.0   91.0  444.0
2014 155  6  4 0300   -1.6 1007.4    4.6  104.0   86.7  444.0
2014 155  6  4 0400   -1.3 1007.9    2.2  108.0   83.0  444.0
2014 155  6  4 0500   -1.5 1008.2    2.2  336.0   89.2  444.0
2014 155  6  4 0600   -1.9 1009.2    5.0  274.0   91.0  444.0
2014 155  6  4 0700   -1.6 1009.4    1.2  117.0   85.0  444.0
2014 155  6  4 0800   -1.3 1009.9    0.2  151.0   82.0  444.0
2014 155  6  4 0900   -2.1 1009.5    0.7   46.0   85.0  444.0
2014 155  6  4 1000   -2.3 1010.0    3.4   75.0   87.7  444.0
2014 155  6  4 1100   -1.7 1010.0    0.5   81.0   86.0  444.0
2014 155  6  4 1200   -1.7 1010.0    0.9   13.0   86.9  444.0
2014 155  6  4 1300   -1.5 1010.1    0.9  112.0   84.0  444.0
2014 155  6  4 1400   -1.7 1010.1    1.4  204.0   91.0  444.0
2014 155  6  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2014 155  6  4 1600   -2.1 1010.4    0.7   90.0   94.2  444.0
2014 155  6  4 1700  444.0  444.0  444.0  444.0  444.0  444.0
2014 155  6  4 1800   -2.2 1010.1    1.2   53.0   93.7  444.0
2014 155  6  4 1900   -2.8 1010.4    0.8   46.0   90.7  444.0
2014 155  6  4 2000   -2.6 1010.4    1.0   29.0   93.0  444.0
2014 155  6  4 2100   -3.3 1010.0    1.6   48.0   91.0  444.0
2014 155  6  4 2200   -3.3 1010.4    1.6  325.0   87.5  444.0
2014 155  6  4 2300   -3.6 1010.5    2.3   39.0   87.4  444.0
2014 156  6  5 0000   -3.4 1010.9    1.1  359.0   86.0  444.0
2014 156  6  5 0100   -3.5 1010.9    1.4   31.0   88.0  444.0
2014 156  6  5 0200   -3.5 1011.2    1.4   34.0   89.0  444.0
2014 156  6  5 0300   -3.5 1011.1    1.5   41.0   91.0  444.0
2014 156  6  5 0400   -4.0 1010.9    0.9   48.0   94.0  444.0
2014 156  6  5 0500   -4.2 1010.9    1.2   48.0   94.0  444.0
2014 156  6  5 0600   -3.9 1011.0    1.4   36.0   94.0  444.0
