Year: 2001  Month: 10  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.08S  Lon:  68.82W  Elev:   10m
2001 274 10  1 0000   -5.0  986.0   14.2  326.0   86.9  444.0
2001 274 10  1 0100   -4.2  984.6   13.9  330.0   83.6  444.0
2001 274 10  1 0200   -4.3  444.0   15.9  330.0   90.4  444.0
2001 274 10  1 0300   -3.6  981.1   21.2  330.0   93.9  444.0
2001 274 10  1 0400   -2.8  444.0   21.2  327.0   93.1  444.0
2001 274 10  1 0500   -2.4  444.0   18.0  329.0   94.9  444.0
2001 274 10  1 0600   -2.0  979.1   20.2  329.0   96.3  444.0
2001 274 10  1 0700   -1.9  977.0   24.3  330.0   94.9  444.0
2001 274 10  1 0800   -1.9  977.0   21.1  330.0   96.4  444.0
2001 274 10  1 0900   -1.1  444.0   20.8  327.0   96.7  444.0
2001 274 10  1 1000   -0.9  444.0   19.4  324.0   95.8  444.0
2001 274 10  1 1100  444.0  444.0  444.0  444.0  444.0  444.0
2001 274 10  1 1200   -1.2  973.5   20.3  328.0   95.3  444.0
2001 274 10  1 1300  444.0  444.0  444.0  444.0  444.0  444.0
2001 274 10  1 1400   -0.5  970.1   24.1  321.0   96.1  444.0
2001 274 10  1 1500   -0.1  970.8   18.5  318.0   91.6  444.0
2001 274 10  1 1600   -0.1  444.0   21.3  322.0   87.7  444.0
2001 274 10  1 1700  444.0  444.0  444.0  444.0  444.0  444.0
2001 274 10  1 1800   -0.3  971.5   21.4  325.0   85.9  444.0
2001 274 10  1 1900  444.0  444.0  444.0  444.0  444.0  444.0
2001 274 10  1 2000   -0.7  970.1   11.3  328.0   91.9  444.0
2001 274 10  1 2100   -0.8  444.0   15.9  332.0   95.2  444.0
2001 274 10  1 2200   -0.6  444.0   13.7  342.0   96.5  444.0
2001 274 10  1 2300   -0.3  961.8   14.7  339.0   96.4  444.0
2001 275 10  2 0000   -0.2  959.8   18.6  331.0   96.8  444.0
2001 275 10  2 0100   -1.1  957.7   23.2  326.0   94.5  444.0
2001 275 10  2 0200   -1.6  444.0   15.6  330.0   87.2  444.0
2001 275 10  2 0300   -1.7  444.0   16.4  332.0   90.7  444.0
2001 275 10  2 0400   -1.8  956.3   15.3  321.0   93.8  444.0
2001 275 10  2 0500   -1.6  955.6   11.2  329.0   93.8  444.0
2001 275 10  2 0600   -2.4  954.2   12.5  326.0   95.4  444.0
2001 275 10  2 0700   -2.6  444.0   13.5  318.0   92.9  444.0
2001 275 10  2 0800   -4.4  444.0   19.7  314.0   91.6  444.0
2001 275 10  2 0900   -8.8  444.0   22.5  303.0   91.7  444.0
2001 275 10  2 1000   -9.0  959.8   16.4  301.0   90.6  444.0
2001 275 10  2 1100  444.0  444.0  444.0  444.0  444.0  444.0
2001 275 10  2 1200   -9.1  964.6   20.3  279.0   87.5  444.0
2001 275 10  2 1300   -9.8  444.0   19.4  297.0   83.8  444.0
2001 275 10  2 1400   -9.8  444.0   18.3  282.0   78.2  444.0
2001 275 10  2 1500  -10.9  977.7   10.9  301.0   75.8  444.0
2001 275 10  2 1600  -11.1  444.0   13.3  315.0   69.4  444.0
2001 275 10  2 1700  444.0  444.0  444.0  444.0  444.0  444.0
2001 275 10  2 1800  -13.7  986.0   15.3  314.0   65.8  444.0
2001 275 10  2 1900  -13.9  444.0   15.3  317.0   70.6  444.0
2001 275 10  2 2000  -13.7  990.1   18.1  319.0   70.9  444.0
2001 275 10  2 2100  -13.6  444.0   16.2  322.0   72.0  444.0
2001 275 10  2 2200  -13.5  994.9   13.4  325.0   76.8  444.0
2001 275 10  2 2300  -13.4  996.3   15.7  326.0   78.8  444.0
2001 276 10  3 0000  -13.3  444.0   15.6  327.0   78.9  444.0
2001 276 10  3 0100  -13.3  444.0   13.8  326.0   77.1  444.0
2001 276 10  3 0200  -12.8  444.0   11.0  326.0   77.3  444.0
2001 276 10  3 0300  -13.0 1001.8    8.4  326.0   78.9  444.0
2001 276 10  3 0400  -12.2 1002.5   11.0  327.0   78.2  444.0
2001 276 10  3 0500  -12.5  444.0    9.4  326.0   80.6  444.0
2001 276 10  3 0600  -12.6  444.0    9.3  325.0   81.7  444.0
2001 276 10  3 0700  -12.3  444.0    8.7  329.0   83.2  444.0
2001 276 10  3 0800  -12.3 1005.3   10.4  321.0   84.6  444.0
2001 276 10  3 0900  -13.0  444.0    5.9  322.0   83.2  444.0
2001 276 10  3 1000  -13.6 1005.9    6.6  320.0   84.6  444.0
2001 276 10  3 1100  -13.6  444.0    0.9  297.0   75.3  444.0
2001 276 10  3 1200  444.0  444.0  444.0  444.0  444.0  444.0
2001 276 10  3 1300  -12.9 1006.6    2.4  154.0   74.6  444.0
2001 276 10  3 1400  -13.3  444.0    2.4  191.0   73.6  444.0
2001 276 10  3 1500  -11.9 1006.6    3.4  131.0   72.2  444.0
2001 276 10  3 1600  -11.7 1006.6    4.4  124.0   71.9  444.0
2001 276 10  3 1700  444.0  444.0  444.0  444.0  444.0  444.0
2001 276 10  3 1800  -10.9 1005.3    6.0  120.0   70.9  444.0
2001 276 10  3 1900  -10.7  444.0    5.8  120.0   73.7  444.0
2001 276 10  3 2000  -11.2 1002.5    6.3  117.0   78.2  444.0
2001 276 10  3 2100  -11.3  444.0    7.8  111.0   80.6  444.0
2001 276 10  3 2200  -10.8  999.7    5.9  114.0   83.3  444.0
2001 276 10  3 2300  -10.9  444.0    7.2  118.0   80.9  444.0
2001 277 10  4 0000  -10.4  444.0    7.4  124.0   79.0  444.0
2001 277 10  4 0100  -10.2  994.9    8.0  105.0   80.8  444.0
2001 277 10  4 0200  -10.1  444.0  444.0  444.0   83.4  444.0
2001 277 10  4 0300   -8.8  992.2   11.1  104.0   76.5  444.0
2001 277 10  4 0400   -4.1  444.0   10.8   42.0   86.0  444.0
2001 277 10  4 0500   -3.9  444.0    7.4   36.0   92.8  444.0
2001 277 10  4 0600   -3.0  986.6   11.0   26.0   97.0  444.0
2001 277 10  4 0700   -2.4  444.0   13.8   34.0   89.1  444.0
2001 277 10  4 0800   -1.8  983.9    9.8   28.0   93.2  444.0
2001 277 10  4 0900   -1.3  444.0   15.1   14.0   92.4  444.0
2001 277 10  4 1000  444.0  444.0  444.0  444.0  444.0  444.0
2001 277 10  4 1100   -0.4  981.8   11.5   18.0   90.9  444.0
2001 277 10  4 1200    0.1  444.0   12.0   23.0   88.8  444.0
2001 277 10  4 1300    0.4  979.1   11.3   12.0   88.4  444.0
2001 277 10  4 1400    1.5  444.0   22.4  345.0   87.4  444.0
2001 277 10  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2001 277 10  4 1600    0.8  978.4   20.5  329.0   88.7  444.0
2001 277 10  4 1700    0.4  444.0   24.7  327.0   76.9  444.0
2001 277 10  4 1800   -0.1  982.5   13.3  320.0   79.2  444.0
2001 277 10  4 1900   -1.0  444.0   14.8  327.0   86.0  444.0
2001 277 10  4 2000  444.0  444.0  444.0  444.0  444.0  444.0
2001 277 10  4 2100   -2.0  444.0   12.3  318.0   70.3  444.0
2001 277 10  4 2200   -2.3  444.0    8.8  324.0   79.8  444.0
2001 277 10  4 2300   -2.8  986.6    7.2  330.0   85.2  444.0
2001 278 10  5 0000   -3.0  444.0    8.0  329.0   87.0  444.0
2001 278 10  5 0100   -3.3  986.6    7.4  329.0   88.1  444.0
2001 278 10  5 0200   -3.6  444.0    6.9  327.0   87.4  444.0
2001 278 10  5 0300   -3.6  444.0    6.6  326.0   87.6  444.0
2001 278 10  5 0400   -3.8  986.0    6.4  322.0   87.3  444.0
2001 278 10  5 0500   -4.1  444.0    4.6  322.0   89.3  444.0
2001 278 10  5 0600   -4.2  984.6    4.7  323.0   89.5  444.0
2001 278 10  5 0700   -4.5  444.0    3.8  304.0   92.8  444.0
2001 278 10  5 0800  444.0  444.0  444.0  444.0  444.0  444.0
2001 278 10  5 0900   -5.4  983.2    0.0    0.0   92.9  444.0
2001 278 10  5 1000   -5.7  444.0    1.0  151.0   95.6  444.0
2001 278 10  5 1100   -5.7  983.2    1.6  120.0   92.9  444.0
2001 278 10  5 1200   -4.8  444.0    0.9  145.0   84.9  444.0
2001 278 10  5 1300  444.0  444.0  444.0  444.0  444.0  444.0
2001 278 10  5 1400   -3.8  983.2    1.3  142.0   79.1  444.0
2001 278 10  5 1500  444.0  444.0  444.0  444.0  444.0  444.0
2001 278 10  5 1600   -3.5  983.2    3.2  157.0   77.0  444.0
2001 278 10  5 1700   -3.9  444.0    3.5  134.0   79.2  444.0
2001 278 10  5 1800  444.0  444.0  444.0  444.0  444.0  444.0
2001 278 10  5 1900   -5.8  983.9    6.4  157.0   89.2  444.0
2001 278 10  5 2000  444.0  444.0  444.0  444.0  444.0  444.0
2001 278 10  5 2100   -5.6  984.6    5.6  163.0   82.4  444.0
2001 278 10  5 2200   -5.3  444.0   10.5  160.0   69.0  444.0
2001 278 10  5 2300   -6.8  985.3    6.5  154.0   68.8  444.0
2001 279 10  6 0000   -8.1  444.0    4.2  135.0   66.8  444.0
2001 279 10  6 0100  444.0  444.0  444.0  444.0  444.0  444.0
2001 279 10  6 0200  -10.7  989.4    5.3  161.0   72.6  444.0
2001 279 10  6 0300  -11.9  444.0    4.4  148.0   73.9  444.0
