Year: 2005  Month: 03  ID: WFD  ARGOS: 21364  Name: Willie Field        
Lat: 77.88S  Lon: 166.99E  Elev:   14m
2005  60  3  1 0000  -18.6 1000.4    1.9  135.0   43.4  444.0
2005  60  3  1 0100  -16.1 1000.0    0.4  221.0   36.0  444.0
2005  60  3  1 0200  -14.8  999.6    1.2   21.0   28.9  444.0
2005  60  3  1 0300  -14.1  999.3    0.8   94.0   38.6  444.0
2005  60  3  1 0400  444.0  998.3    0.6  328.0   36.8  444.0
2005  60  3  1 0500  444.0  998.1    0.0    0.0   35.5  444.0
2005  60  3  1 0600  444.0  997.6    0.8   56.0   50.0  444.0
2005  60  3  1 0700  -14.2  996.9    1.6    1.0   44.8  444.0
2005  60  3  1 0800  -15.2  996.3    1.8  346.0   47.4  444.0
2005  60  3  1 0900  -17.5  996.0    1.4  193.0   58.8  444.0
2005  60  3  1 1000  -17.9  995.5    1.8  115.0   75.1  444.0
2005  60  3  1 1100  -18.8  995.2    0.8   93.0   76.9  444.0
2005  60  3  1 1200  -21.4  994.7    2.9   69.0   69.8  444.0
2005  60  3  1 1300  -21.2  994.7    0.2  304.0   64.6  444.0
2005  60  3  1 1400  -20.4  994.2    1.6   68.0   81.7  444.0
2005  60  3  1 1500  -22.6  993.7    3.7   62.0   86.6  444.0
2005  60  3  1 1600  -23.9  993.1    0.8   59.0   76.0  444.0
2005  60  3  1 1700  -22.8  992.8    2.1  360.0   77.3  444.0
2005  60  3  1 1800  -22.4  992.9    3.1   58.0   74.2  444.0
2005  60  3  1 1900  -20.5  992.9    3.9   15.0   70.3  444.0
2005  60  3  1 2000  -21.2  992.9    4.5   11.0   69.4  444.0
2005  60  3  1 2100  -19.9  992.7    4.3   39.0   73.4  444.0
2005  60  3  1 2200  -19.1  992.5    4.3   22.0   69.4  444.0
2005  60  3  1 2300  -17.1  992.2    4.5   32.0   61.0  444.0
2005  61  3  2 0000  -17.9  992.1    3.9   49.0   60.6  444.0
2005  61  3  2 0100  -17.4  992.0    5.1   55.0   64.1  444.0
2005  61  3  2 0200  -14.8  991.6    6.4   77.0   50.0  444.0
2005  61  3  2 0300  -16.0  991.4    5.7   69.0   56.6  444.0
2005  61  3  2 0400  -16.6  991.4    4.3   28.0   59.7  444.0
2005  61  3  2 0500  -18.2  991.3    3.9   56.0   60.2  444.0
2005  61  3  2 0600  -19.5  991.2    3.3   60.0   62.8  444.0
2005  61  3  2 0700  -21.1  991.1    2.7   17.0   69.0  444.0
2005  61  3  2 0800  -19.8  991.1    2.7   13.0   60.2  444.0
