Year: 2005  Month: 12  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.09S  Lon:  68.83W  Elev:   10m
2005 335 12  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 0100  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 0200   -1.3  444.0  444.0  444.0   90.4  444.0
2005 335 12  1 0300  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 0400   -3.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 0500   -3.9  968.7  444.0  444.0   91.9  444.0
2005 335 12  1 0600  444.0  444.0  444.0  444.0   92.2  444.0
2005 335 12  1 0700   -6.0  444.0  444.0  444.0   91.8  444.0
2005 335 12  1 0800   -6.7  444.0  444.0  444.0   91.0  444.0
2005 335 12  1 0900   -7.4  444.0  444.0  444.0   88.4  444.0
2005 335 12  1 1000   -7.4  444.0  444.0  444.0   83.3  444.0
2005 335 12  1 1100   -7.0  444.0  444.0  444.0   78.7  444.0
2005 335 12  1 1200   -6.9  970.1  444.0  444.0   76.0  444.0
2005 335 12  1 1300   -6.9  444.0  444.0  444.0   75.0  444.0
2005 335 12  1 1400   -6.6  969.4  444.0  444.0   72.4  444.0
2005 335 12  1 1500   -6.3  444.0  444.0  444.0   69.6  444.0
2005 335 12  1 1600   -5.5  444.0  444.0  444.0   63.3  444.0
2005 335 12  1 1700  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 1800   -5.8  970.1  444.0  444.0   62.2  444.0
2005 335 12  1 1900   -6.4  444.0  444.0  444.0   60.5  444.0
2005 335 12  1 2000   -6.4  970.1  444.0  444.0   58.4  444.0
2005 335 12  1 2100   -6.8  970.1  444.0  444.0   59.9  444.0
2005 335 12  1 2200   -7.3  970.8  444.0  444.0   65.8  444.0
2005 335 12  1 2300   -7.4  444.0  444.0  444.0   66.5  444.0
2005 336 12  2 0000   -7.7  444.0  444.0  444.0   66.4  444.0
2005 336 12  2 0100   -8.1  970.8  444.0  444.0   69.0  444.0
2005 336 12  2 0200  444.0  444.0  444.0  444.0   69.0  444.0
2005 336 12  2 0300   -8.5  444.0  444.0  444.0   69.7  444.0
2005 336 12  2 0400   -8.9  971.5  444.0  444.0   72.7  444.0
2005 336 12  2 0500   -9.1  444.0  444.0  444.0   73.3  444.0
2005 336 12  2 0600   -9.9  971.5  444.0  444.0   74.9  444.0
2005 336 12  2 0700   -9.7  444.0  444.0  444.0   78.3  444.0
2005 336 12  2 0800   -9.2  444.0  444.0  444.0   78.2  444.0
2005 336 12  2 0900   -8.7  972.9  444.0  444.0   77.3  444.0
2005 336 12  2 1000   -7.3  972.9  444.0  444.0   76.6  444.0
2005 336 12  2 1100   -5.3  973.5  444.0  444.0   68.6  444.0
2005 336 12  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 1300   -4.6  444.0  444.0  444.0   63.3  444.0
2005 336 12  2 1400  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 1500   -5.2  974.9  444.0  444.0   65.0  444.0
2005 336 12  2 1600  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 1700  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 1800  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 1900   -3.0  444.0  444.0  444.0   69.2  444.0
2005 336 12  2 2000  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 2100   -3.2  980.4  444.0  444.0   72.8  444.0
2005 336 12  2 2200   -2.7  444.0  444.0  444.0   71.5  444.0
2005 336 12  2 2300   -2.3  981.8  444.0  444.0   70.4  444.0
2005 337 12  3 0000   -2.8  444.0  444.0  444.0   69.8  444.0
2005 337 12  3 0100   -1.9  444.0  444.0  444.0   66.0  444.0
2005 337 12  3 0200   -2.8  983.9  444.0  444.0   64.0  444.0
2005 337 12  3 0300   -3.3  444.0  444.0  444.0   66.9  444.0
2005 337 12  3 0400   -3.9  985.3  444.0  444.0   71.5  444.0
2005 337 12  3 0500   -4.8  444.0  444.0  444.0   68.8  444.0
2005 337 12  3 0600   -6.7  444.0  444.0  444.0   72.5  444.0
2005 337 12  3 0700   -5.5  987.3  444.0  444.0   73.1  444.0
2005 337 12  3 0800   -5.7  444.0  444.0  444.0   70.6  444.0
2005 337 12  3 0900   -5.9  988.0  444.0  444.0   72.5  444.0
2005 337 12  3 1000   -3.8  444.0  444.0  444.0   72.1  444.0
2005 337 12  3 1100  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 1200   -2.2  989.4  444.0  444.0   64.8  444.0
2005 337 12  3 1300   -0.4  989.4  444.0  444.0   63.4  444.0
2005 337 12  3 1400  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 1500  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 1600  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 1700  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 1800  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 1900  444.0  990.8  444.0  444.0   56.1  444.0
2005 337 12  3 2000  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 2100  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 2200    0.3  444.0  444.0  444.0   65.3  444.0
2005 337 12  3 2300  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 0000   -2.3  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 0100  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 0200   -4.1  992.8  444.0  444.0   76.5  444.0
2005 338 12  4 0300   -4.5  993.5  444.0  444.0   74.2  444.0
2005 338 12  4 0400   -6.5  444.0  444.0  444.0   74.7  444.0
2005 338 12  4 0500   -7.0  444.0  444.0  444.0   76.4  444.0
2005 338 12  4 0600   -5.7  444.0  444.0  444.0   76.9  444.0
2005 338 12  4 0700   -7.8  994.2  444.0  444.0   75.8  444.0
2005 338 12  4 0800   -7.5  444.0  444.0  444.0   74.4  444.0
2005 338 12  4 0900   -6.8  444.0  444.0  444.0   72.4  444.0
2005 338 12  4 1000   -5.7  995.6  444.0  444.0   73.0  444.0
2005 338 12  4 1100   -3.8  996.3  444.0  444.0   72.4  444.0
2005 338 12  4 1200   -1.7  996.3  444.0  444.0   66.2  444.0
2005 338 12  4 1300  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 1400   -2.6  444.0  444.0  444.0   54.3  444.0
2005 338 12  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
