Year: 2005  Month: 12  ID: WDB  ARGOS:  8982  Name: Windless Bight      
Lat: 77.73S  Lon: 167.70E  Elev:   40m
2005 335 12  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 0100   -5.1  989.7    2.8  231.0   32.6  444.0
2005 335 12  1 0200  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 0300   -3.5  989.8    1.2  236.0   28.5  444.0
2005 335 12  1 0400   -6.8  990.1    4.4  268.0   51.4  444.0
2005 335 12  1 0500   -6.6  990.0    3.6  320.0   53.1  444.0
2005 335 12  1 0600   -6.1  990.1    2.7  327.0   50.4  444.0
2005 335 12  1 0700   -5.5  444.0    2.8  294.0   48.7  444.0
2005 335 12  1 0800   -6.7  989.9    4.3  265.0   60.2  444.0
2005 335 12  1 0900  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 1000   -7.3  990.2    2.1   43.0   65.5  444.0
2005 335 12  1 1100   -6.6  990.1    2.7  324.0   57.1  444.0
2005 335 12  1 1200  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 1300   -8.2  990.9    2.8  224.0   52.1  444.0
2005 335 12  1 1400   -8.8  991.1    3.4  333.0   56.7  444.0
2005 335 12  1 1500   -8.8  990.7    5.9  340.0   55.5  444.0
2005 335 12  1 1600   -8.6  444.0    1.2   21.0   54.4  444.0
2005 335 12  1 1700  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 1800   -7.0  991.3    1.5  124.0   49.3  444.0
2005 335 12  1 1900  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 2000   -8.6  992.2    4.3  176.0   75.0  444.0
2005 335 12  1 2100  444.0  444.0  444.0  444.0  444.0  444.0
2005 335 12  1 2200   -8.0  993.6    4.2  185.0   69.9  444.0
2005 335 12  1 2300  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 0000   -7.3  994.0    4.4   33.0   71.3  444.0
2005 336 12  2 0100   -8.1  994.2    6.5   26.0   72.8  444.0
2005 336 12  2 0200  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 0300   -7.3  995.2    3.0  302.0   61.6  444.0
2005 336 12  2 0400  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 0500   -7.1  996.0    2.4  332.0   63.0  444.0
2005 336 12  2 0600   -7.5  996.6    1.5  162.0   67.4  444.0
2005 336 12  2 0700  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 0800   -8.6  997.8    2.6  330.0   78.0  444.0
2005 336 12  2 0900  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 1000  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 1100   -6.7  998.0    2.2  125.0  444.0  444.0
2005 336 12  2 1200   -8.8  998.0    6.3  123.0   69.7  444.0
2005 336 12  2 1300   -5.8  998.0    3.2  201.0   55.0  444.0
2005 336 12  2 1400   -6.5  997.5    1.6    4.0   46.8  444.0
2005 336 12  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2005 336 12  2 1600   -7.6  996.4    3.5   96.0   42.3  444.0
2005 336 12  2 1700   -8.0  995.6    2.6   82.0   36.0  444.0
2005 336 12  2 1800   -6.5  995.2    2.7   45.0   24.2  444.0
2005 336 12  2 1900   -8.5  994.6    2.4   81.0  444.0  444.0
2005 336 12  2 2000   -4.7  993.8    2.2   90.0   30.0  444.0
2005 336 12  2 2100   -5.0  993.2    1.7   76.0   23.3  444.0
2005 336 12  2 2200   -6.5  992.8    2.2   37.0   37.3  444.0
2005 336 12  2 2300   -4.2  992.5    2.4   94.0   22.0  444.0
2005 337 12  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 0100   -8.6  991.9    3.7  124.0   53.0  444.0
2005 337 12  3 0200  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 0300   -7.1  992.5    2.4   17.0   38.1  444.0
2005 337 12  3 0400   -3.2  992.7    1.6   88.0   23.3  444.0
2005 337 12  3 0500   -6.5  993.1    2.1   39.0   52.2  444.0
2005 337 12  3 0600   -6.4  993.7    1.2  354.0   29.0  444.0
2005 337 12  3 0700   -7.2  994.3    0.9   16.0   30.0  444.0
2005 337 12  3 0800   -9.2  995.3    0.5   56.0   42.7  444.0
2005 337 12  3 0900  -10.0  995.8    1.6   42.0   55.0  444.0
2005 337 12  3 1000  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 1100  -11.1  997.4    1.3  354.0   71.0  444.0
2005 337 12  3 1200  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 1300  -10.0  998.6    0.5  168.0   55.8  444.0
2005 337 12  3 1400   -9.3  999.5    1.4   54.0   66.3  444.0
2005 337 12  3 1500   -9.5 1000.2    1.2  138.0   68.2  444.0
2005 337 12  3 1600   -8.3 1000.9    0.5   78.0   52.3  444.0
2005 337 12  3 1700  -12.3 1001.3    3.0  348.0   75.8  444.0
2005 337 12  3 1800  -11.2 1001.9    2.3   34.0   66.1  444.0
2005 337 12  3 1900   -8.5 1002.4    2.4   13.0   59.3  444.0
2005 337 12  3 2000   -6.6 1002.8    2.0   92.0   43.3  444.0
2005 337 12  3 2100  444.0 1003.1    1.3   88.0   25.4  444.0
2005 337 12  3 2200  444.0  444.0  444.0  444.0  444.0  444.0
2005 337 12  3 2300   -6.1 1003.1    3.1   58.0   58.0  444.0
2005 338 12  4 0000   -3.9 1002.8    2.6   87.0   21.5  444.0
2005 338 12  4 0100  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 0200  444.0 1002.4    1.0   62.0   14.6  444.0
2005 338 12  4 0300  444.0 1002.0    0.5   74.0   29.8  444.0
2005 338 12  4 0400   -3.7 1001.8    1.3   66.0   48.0  444.0
2005 338 12  4 0500  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 0600   -7.5 1001.2    3.1  355.0   44.9  444.0
2005 338 12  4 0700   -6.0 1000.9    1.0   31.0   40.8  444.0
2005 338 12  4 0800  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 0900  -10.5 1000.7    2.5  169.0   56.9  444.0
2005 338 12  4 1000  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 1100  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 1200  -13.5 1001.1    1.7   15.0   80.7  444.0
2005 338 12  4 1300  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 1400  -17.4 1000.6    1.5  347.0   76.0  444.0
2005 338 12  4 1500  -17.5 1000.2    2.1   43.0   66.0  444.0
2005 338 12  4 1600  -15.6 1000.0    1.3  122.0   67.0  444.0
2005 338 12  4 1700  -15.5  999.5    0.9   49.0   72.9  444.0
2005 338 12  4 1800  -14.0  999.1    1.6    4.0   58.0  444.0
2005 338 12  4 1900  -13.3  998.3    2.1   13.0   65.5  444.0
2005 338 12  4 2000  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 2100  444.0  998.2  444.0  444.0   26.7  444.0
2005 338 12  4 2200  444.0  444.0  444.0  444.0  444.0  444.0
2005 338 12  4 2300  444.0  444.0  444.0  444.0  444.0  444.0
2005 339 12  5 0000   -8.6  996.6    3.5   30.0   62.1  444.0
2005 339 12  5 0100   -5.7  996.3    1.8   60.0   48.5  444.0
2005 339 12  5 0200   -1.3  995.6    0.7  135.0   27.8  444.0
2005 339 12  5 0300  444.0  444.0  444.0  444.0  444.0  444.0
2005 339 12  5 0400    0.5  994.8    1.3   72.0   26.1  444.0
2005 339 12  5 0500  444.0  444.0  444.0  444.0  444.0  444.0
2005 339 12  5 0600   -1.3  993.8    1.8  302.0   36.7  444.0
2005 339 12  5 0700    0.3  993.2    2.0  268.0  444.0  444.0
2005 339 12  5 0800   -3.2  992.8    2.7  267.0   30.2  444.0
2005 339 12  5 0900   -3.6  992.4    3.1  220.0   31.5  444.0
2005 339 12  5 1000   -3.8  991.8    2.6  355.0   35.9  444.0
2005 339 12  5 1100   -8.7  991.1    3.2  355.0   46.4  444.0
2005 339 12  5 1200   -9.4  990.1    1.4  127.0   46.5  444.0
2005 339 12  5 1300  444.0  444.0  444.0  444.0  444.0  444.0
2005 339 12  5 1400   -4.5  987.7    4.1  336.0   37.5  444.0
