Year: 2005  Month: 03  ID: PGS  ARGOS:  8937  Name: Pegasus South       
Lat: 77.99S  Lon: 166.57E  Elev:    5m
2005  60  3  1 0000  -16.4 1003.7    0.3   69.0  444.0  444.0
2005  60  3  1 0100  444.0  444.0  444.0  444.0  444.0  444.0
2005  60  3  1 0200  -14.1 1002.7    0.0    0.0  444.0  444.0
2005  60  3  1 0300  -14.5 1001.9    3.8  338.0  444.0  444.0
2005  60  3  1 0400  -13.0 1001.2    1.5  307.0  444.0  444.0
2005  60  3  1 0500  -13.5 1000.8    2.0  283.0  444.0  444.0
2005  60  3  1 0600  -14.5 1000.3    1.5  316.0  444.0  444.0
2005  60  3  1 0700  -18.2  999.8    1.8    1.0  444.0  444.0
2005  60  3  1 0800  -18.4  999.4    0.0    0.0  444.0  444.0
2005  60  3  1 0900  -19.8  999.0    0.5   68.0  444.0  444.0
2005  60  3  1 1000  -19.8  998.8    1.5   98.0  444.0  444.0
2005  60  3  1 1100  -16.1  998.5    1.8   27.0  444.0  444.0
2005  60  3  1 1200  -23.4  998.0    1.0   32.0  444.0  444.0
2005  60  3  1 1300  -24.2  997.9    3.3   32.0  444.0  444.0
2005  60  3  1 1400  -23.5  997.4    2.8   42.0  444.0  444.0
2005  60  3  1 1500  -23.4  997.1    3.3   45.0  444.0  444.0
2005  60  3  1 1600  -23.4  996.6    2.3   44.0  444.0  444.0
2005  60  3  1 1700  -22.2  996.2    2.0   48.0  444.0  444.0
2005  60  3  1 1800  -22.9  996.3    1.5   62.0  444.0  444.0
2005  60  3  1 1900  -21.5  996.3    2.3   30.0  444.0  444.0
2005  60  3  1 2000  -19.5  995.8    4.3   49.0  444.0  444.0
2005  60  3  1 2100  -18.6  995.6    5.3   37.0  444.0  444.0
2005  60  3  1 2200  -17.2  995.6    6.1   30.0  444.0  444.0
2005  60  3  1 2300  -15.9  995.5    2.3   10.0  444.0  444.0
2005  61  3  2 0000  -16.0  995.3    2.3    8.0  444.0  444.0
2005  61  3  2 0100  -15.2  995.2    3.8   48.0  444.0  444.0
2005  61  3  2 0200  -15.8  994.9    3.3   22.0  444.0  444.0
2005  61  3  2 0300  -15.2  994.6    3.6   59.0  444.0  444.0
2005  61  3  2 0400  -15.4  994.5    4.1   46.0  444.0  444.0
2005  61  3  2 0500  -15.4  994.5    3.3   31.0  444.0  444.0
2005  61  3  2 0600  -18.4  994.3    3.3   31.0  444.0  444.0
2005  61  3  2 0700  -19.6  994.2    3.0   55.0  444.0  444.0
2005  61  3  2 0800  -21.1  994.3    0.5   70.0  444.0  444.0
2005  61  3  2 0900  -20.4  994.4    1.3   98.0  444.0  444.0
2005  61  3  2 1000  -19.8  994.8    2.3  101.0  444.0  444.0
2005  61  3  2 1100  -20.4  995.0    1.5   41.0  444.0  444.0
2005  61  3  2 1200  -20.6  995.4    1.8   38.0  444.0  444.0
2005  61  3  2 1300  -19.5  995.6    2.3   30.0  444.0  444.0
2005  61  3  2 1400  -18.2  995.8    0.8   44.0  444.0  444.0
2005  61  3  2 1500  -19.1  996.0    2.8   58.0  444.0  444.0
2005  61  3  2 1600  -21.5  996.2    3.8   55.0  444.0  444.0
2005  61  3  2 1700  -20.6  996.5    1.8   58.0  444.0  444.0
2005  61  3  2 1800  -20.8  996.6    4.3   58.0  444.0  444.0
2005  61  3  2 1900  -23.5  997.1    3.0   80.0  444.0  444.0
2005  61  3  2 2000  -23.2  997.6    2.8   70.0  444.0  444.0
2005  61  3  2 2100  -22.0  997.9    2.8   72.0  444.0  444.0
