Year: 2009  Month: 09  ID: WDB  ARGOS:  8982  Name: Windless Bight      
Lat: 77.72S  Lon: 167.70E  Elev:   40m
2009 244  9  1 0000  -31.5 1002.9    3.1   46.0   62.6  444.0
2009 244  9  1 0100  -31.2 1002.8    3.8   33.0   64.0  444.0
2009 244  9  1 0200  -31.7 1003.2    3.4    3.0   62.0  444.0
2009 244  9  1 0300  -32.0 1003.6    0.5   15.0   59.6  444.0
2009 244  9  1 0400  -31.3 1003.8    3.0   41.0   63.0  444.0
2009 244  9  1 0500  -30.6 1003.9    4.9   41.0   62.0  444.0
2009 244  9  1 0600  -32.2 1003.9    4.3   36.0   62.0  444.0
2009 244  9  1 0700  -34.1 1003.9    2.9   37.0   60.2  444.0
2009 244  9  1 0800  -30.8 1003.9    1.7  102.0   43.1  444.0
2009 244  9  1 0900  -32.2 1004.0    1.0  110.0   62.0  444.0
2009 244  9  1 1000  -43.2 1004.3    4.2  138.0   56.0  444.0
2009 244  9  1 1100  -41.5 1004.2    1.9   25.0   58.0  444.0
2009 244  9  1 1200  444.0  444.0  444.0  444.0  444.0  444.0
2009 244  9  1 1300  444.0  444.0  444.0  444.0  444.0  444.0
2009 244  9  1 1400  -39.7 1003.6    1.3   30.0   61.6  444.0
2009 244  9  1 1500  -41.3 1003.5  444.0  444.0   55.0  444.0
2009 244  9  1 1600  444.0  444.0  444.0  444.0  444.0  444.0
2009 244  9  1 1700  444.0  444.0  444.0  444.0  444.0  444.0
2009 244  9  1 1800  444.0  444.0  444.0  444.0  444.0  444.0
2009 244  9  1 1900  444.0  444.0  444.0  444.0  444.0  444.0
2009 244  9  1 2000  -38.9 1004.4    6.8   92.0   60.6  444.0
2009 244  9  1 2100  -38.4 1004.4    6.5   98.0   61.3  444.0
2009 244  9  1 2200  -37.5 1004.8    7.1   89.0   62.4  444.0
2009 244  9  1 2300  -38.6 1005.1    4.8   93.0   60.1  444.0
2009 245  9  2 0000  -39.8 1005.5    4.1   68.0   55.3  444.0
2009 245  9  2 0100  -41.7 1004.6    4.3  102.0   52.0  444.0
2009 245  9  2 0200  -41.6 1004.7    2.8   66.0   50.5  444.0
2009 245  9  2 0300  -40.2 1004.7    8.2  132.0   52.7  444.0
2009 245  9  2 0400  -39.2 1004.5    6.3  129.0   50.0  444.0
2009 245  9  2 0500  -40.2 1004.6    6.6  114.0   53.7  444.0
2009 245  9  2 0600  -41.9 1004.7    6.2   72.0   54.5  444.0
2009 245  9  2 0700  -41.8 1003.9    6.1   60.0   55.3  444.0
2009 245  9  2 0800  -42.2 1003.1    7.2   87.0   54.7  444.0
2009 245  9  2 0900  -43.4 1002.5    9.5  105.0   54.0  444.0
2009 245  9  2 1000  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 1100  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 1300  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 1400  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 1600  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 1700  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 1800  -47.5  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 1900  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 2000  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 2100  -50.4 1002.9    3.6   88.0   48.0  444.0
2009 245  9  2 2200  444.0  444.0  444.0  444.0  444.0  444.0
2009 245  9  2 2300  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0100  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0200  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0300  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0400  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0500  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0600  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0700  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0800  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 0900  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 1000  -51.6  444.0    2.3  234.0   38.0  444.0
2009 246  9  3 1100  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 1200  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 1300  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 1400  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 1500  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 1600  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 1700  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 1800  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 1900  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 2000  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 2100  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 2200  444.0  444.0  444.0  444.0  444.0  444.0
2009 246  9  3 2300  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0000  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0100  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0200  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0300  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0400  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0500  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0600  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0700  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0800  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 0900  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 1000  444.0  988.7    3.2  335.0  444.0  444.0
2009 247  9  4 1100  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 1200  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 1300  -44.7  987.8    2.7    9.0   55.8  444.0
2009 247  9  4 1400  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 1500  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 1600  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 1700  444.0  444.0  444.0  444.0   66.5  444.0
2009 247  9  4 1800  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 1900  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 2000  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 2100  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 2200  444.0  444.0  444.0  444.0  444.0  444.0
2009 247  9  4 2300  -42.6  444.0    4.0    3.0   57.8  444.0
2009 248  9  5 0000  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 0100  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 0200  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 0300  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 0400  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 0500  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 0600  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 0700  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 0800  444.0  444.0    1.8    2.0   43.5  444.0
2009 248  9  5 0900  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 1000  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 1100  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 1200  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 1300  444.0  444.0  444.0  444.0  444.0  444.0
2009 248  9  5 1400  444.0  444.0    1.6    7.0  444.0  444.0
2009 248  9  5 1500  -36.2  965.7    8.3  120.0   64.0  444.0
2009 248  9  5 1600  -37.1  966.7    6.1   86.0   63.0  444.0
2009 248  9  5 1700  -37.1  967.3    3.4   46.0   63.0  444.0
2009 248  9  5 1800  -39.0  967.3    3.9   41.0   61.0  444.0
2009 248  9  5 1900  -36.2  966.5    2.6   47.0   62.0  444.0
2009 248  9  5 2000  -37.4  965.9    6.8  114.0   50.9  444.0
2009 248  9  5 2100  -37.5  966.1    2.5   76.0   52.0  444.0
2009 248  9  5 2200  -36.1  966.1    1.8   38.0   39.0  444.0
2009 248  9  5 2300  -35.7  965.9    2.4   45.0   39.0  444.0
2009 249  9  6 0000  -36.8  965.5    1.7  353.0   34.1  444.0
2009 249  9  6 0100  -43.6  965.3    3.0  270.0   37.5  444.0
2009 249  9  6 0200  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 0300  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 0400  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 0500  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 0600  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 0700  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 0800  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 0900  444.0  444.0  444.0  444.0   63.9  444.0
2009 249  9  6 1000  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 1100  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 1200  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 1300  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 1400  -35.6  970.1    2.2  323.0   65.6  444.0
2009 249  9  6 1500  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 1600  444.0  444.0  444.0  444.0   58.0  444.0
2009 249  9  6 1700  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 1800  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 1900  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 2000  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 2100  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 2200  444.0  444.0  444.0  444.0  444.0  444.0
2009 249  9  6 2300  -34.0  969.8    2.8  188.0   65.6  444.0
2009 250  9  7 0000  -30.8  970.6    5.3  237.0   70.6  444.0
2009 250  9  7 0100  -30.3  971.1    5.0   32.0   68.0  444.0
2009 250  9  7 0200  -22.8  970.4    4.7   13.0   66.0  444.0
2009 250  9  7 0300  -23.7  971.5    4.7  239.0   68.0  444.0
2009 250  9  7 0400  -20.5  972.1    3.5  327.0   65.7  444.0
2009 250  9  7 0500  -21.2  973.0    1.2   44.0   78.7  444.0
2009 250  9  7 0600  -18.7  974.3    3.6  151.0   70.8  444.0
2009 250  9  7 0700  -18.9  974.7   12.4  227.0   83.0  444.0
2009 250  9  7 0800  -18.2  976.1    7.5  237.0   80.0  444.0
2009 250  9  7 0900  -18.0  977.3   10.1  244.0   81.0  444.0
2009 250  9  7 1000  -17.4  978.5    4.9  177.0   80.0  444.0
2009 250  9  7 1100  -17.4  979.0   10.0  197.0   86.3  444.0
2009 250  9  7 1200  -16.9  981.4    7.6  242.0   81.8  444.0
2009 250  9  7 1300  -17.2  982.5    5.6  307.0   80.0  444.0
