Year: 2009  Month: 04  ID: CDN  ARGOS:  8988  Name: Cape Denison        
Lat: 67.01S  Lon: 142.67E  Elev:   31m
2009  91  4  1 0000  -16.1  971.2   33.3  159.0   89.2  444.0
2009  91  4  1 0100  -14.9  971.4   22.3  166.0   84.8  444.0
2009  91  4  1 0200  -13.9  971.4   13.7  163.0   65.9  444.0
2009  91  4  1 0300  444.0  444.0  444.0  444.0  444.0  444.0
2009  91  4  1 0400  -15.4  973.6   32.3  198.0   93.2  444.0
2009  91  4  1 0500  -14.4  973.4   23.6  170.0   89.6  444.0
2009  91  4  1 0600  -14.1  976.0   33.6  181.0   94.5  444.0
2009  91  4  1 0700  444.0  444.0  444.0  444.0  444.0  444.0
2009  91  4  1 0800  444.0  444.0  444.0  444.0  444.0  444.0
2009  91  4  1 0900  444.0  444.0  444.0  444.0  444.0  444.0
2009  91  4  1 1000  444.0  444.0  444.0  444.0  444.0  444.0
2009  91  4  1 1100  444.0  444.0  444.0  444.0  444.0  444.0
2009  91  4  1 1200  444.0  444.0  444.0  444.0  444.0  444.0
2009  91  4  1 1300  -17.8  444.0   36.6  186.0   93.2  444.0
2009  91  4  1 1400  -17.6  444.0   40.0  191.0   87.9  444.0
2009  91  4  1 1500  -17.6  988.6   40.0  191.0   87.9  444.0
2009  91  4  1 1600  -17.1  987.7   32.3  179.0   84.4  444.0
2009  91  4  1 1700  -17.1  988.1   33.3  174.0   82.2  444.0
2009  91  4  1 1800  -17.4  987.8   35.0  177.0   80.8  444.0
2009  91  4  1 1900  -17.4  988.1   27.6  191.0   81.7  444.0
2009  91  4  1 2000  -16.9  988.3   26.0  170.0   71.6  444.0
2009  91  4  1 2100  -17.1  987.7   25.3  183.0   74.2  444.0
2009  91  4  1 2200  -16.6  988.2   28.0  180.0   75.1  444.0
2009  91  4  1 2300  -15.4  987.1   20.0  150.0   69.8  444.0
2009  92  4  2 0000  -13.4  987.8   24.3  180.0   61.9  444.0
2009  92  4  2 0100  -14.8  987.1   19.3  149.0   56.6  444.0
2009  92  4  2 0200  -12.4  985.9   19.3  162.0   52.2  444.0
2009  92  4  2 0300  444.0  444.0  444.0  444.0  444.0  444.0
2009  92  4  2 0400  -12.1  984.1   20.3  165.0   51.4  444.0
2009  92  4  2 0500  -10.6  983.1   13.7  153.0   42.6  444.0
2009  92  4  2 0600  -11.0  981.9    3.0  105.0   38.6  444.0
2009  92  4  2 0700  -12.6  983.0   18.6  169.0   47.0  444.0
2009  92  4  2 0800  -13.6  982.4   21.6  198.0   49.2  444.0
2009  92  4  2 0900  -15.4  982.0   25.6  180.0   59.3  444.0
2009  92  4  2 1000  -16.2  981.5   25.0  180.0   67.6  444.0
2009  92  4  2 1100  -16.6  981.6   28.3  197.0   72.0  444.0
2009  92  4  2 1200  -17.2  982.0   32.0  177.0   72.5  444.0
2009  92  4  2 1300  -17.4  980.9   29.6  180.0   71.6  444.0
2009  92  4  2 1400  -17.4  981.0   29.6  181.0   69.8  444.0
2009  92  4  2 1500  -17.4  980.0   30.3  186.0   70.3  444.0
2009  92  4  2 1600  -17.4  980.1   31.6  179.0   66.8  444.0
2009  92  4  2 1700  -17.6  980.8   34.6  177.0   71.6  444.0
2009  92  4  2 1800  -17.1  979.7   25.3  176.0   68.1  444.0
2009  92  4  2 1900  -17.4  979.5   33.3  179.0   65.9  444.0
2009  92  4  2 2000  -17.1  979.2   24.6  177.0   61.5  444.0
2009  92  4  2 2100  -17.5  978.8   17.6  183.0   69.0  444.0
2009  92  4  2 2200  -17.5  979.2   26.6  181.0   68.1  444.0
2009  92  4  2 2300  -17.1  978.3   30.6  167.0   66.3  444.0
2009  93  4  3 0000  -16.6  979.7   26.3  172.0   53.6  444.0
2009  93  4  3 0100  -13.0  979.2   13.3  148.0   38.2  444.0
2009  93  4  3 0200  -14.4  979.2   13.7  159.0   40.8  444.0
2009  93  4  3 0300  -14.4  979.4   14.3  148.0   44.3  444.0
2009  93  4  3 0400  -14.5  979.4   10.7  190.0   40.8  444.0
2009  93  4  3 0500  -15.4  978.8   11.7  165.0   47.0  444.0
2009  93  4  3 0600  -15.1  978.7   14.7  153.0   55.8  444.0
2009  93  4  3 0700  -16.8  978.4   20.0  167.0   54.9  444.0
2009  93  4  3 0800  -16.9  979.5   23.0  179.0   64.6  444.0
2009  93  4  3 0900  -16.6  978.6   17.6  145.0   60.6  444.0
2009  93  4  3 1000  -17.2  978.4   21.6  166.0   69.8  444.0
