Year: 2004  Month: 02  ID: CBD  ARGOS:  8901  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2004  32  2  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2004  32  2  1 0100   -4.0  992.2    5.3    8.0  444.0    0.2
2004  32  2  1 0200   -4.0  992.4    6.8    5.0  444.0    0.2
2004  32  2  1 0300   -3.9  992.5    8.0    8.0  444.0    0.2
2004  32  2  1 0400   -3.8  992.8    6.0    1.0  444.0    0.2
2004  32  2  1 0500   -3.4  993.0    5.3    6.0  444.0    0.2
2004  32  2  1 0600   -3.1  993.3    4.1   16.0  444.0    0.2
2004  32  2  1 0700  444.0  444.0  444.0  444.0  444.0  444.0
2004  32  2  1 0800   -2.6  993.7    3.5  357.0  444.0    0.2
2004  32  2  1 0900   -1.4  994.0    2.1    4.0  444.0    0.2
2004  32  2  1 1000   -4.4  994.0    2.3   13.0  444.0    0.2
2004  32  2  1 1100   -4.4  994.3    0.4    5.0  444.0    0.2
2004  32  2  1 1200   -3.2  994.3    1.8    5.0  444.0    0.2
2004  32  2  1 1300   -5.0  994.4    1.2   25.0  444.0    0.2
2004  32  2  1 1400   -6.1  994.4    2.3  126.0  444.0    0.2
2004  32  2  1 1500   -6.0  994.3    1.8  118.0  444.0    0.2
2004  32  2  1 1600   -6.0  994.0    3.9   84.0  444.0    0.2
2004  32  2  1 1700   -6.4  993.9    2.3   96.0  444.0    0.2
2004  32  2  1 1800   -5.2  994.1    1.0  103.0  444.0    0.2
2004  32  2  1 1900   -5.0  994.0    2.7   92.0  444.0    0.2
2004  32  2  1 2000   -4.4  994.2    2.9   88.0  444.0    0.2
2004  32  2  1 2100   -4.0  994.1    7.2  229.0  444.0    0.2
2004  32  2  1 2200   -3.4  994.5    3.3   37.0  444.0    0.2
2004  32  2  1 2300   -3.9  994.6    3.7   26.0  444.0    0.2
2004  33  2  2 0000   -3.5  994.7    3.5   13.0  444.0    0.2
2004  33  2  2 0100   -3.0  994.6    3.9    5.0  444.0    0.2
2004  33  2  2 0200  444.0  444.0  444.0  444.0  444.0  444.0
2004  33  2  2 0300   -2.2  994.4    1.6    1.0  444.0    0.2
2004  33  2  2 0400   -1.9  993.9    2.9  341.0  444.0    0.2
2004  33  2  2 0500   -1.2  994.2    2.3  347.0  444.0    0.2
2004  33  2  2 0600   -1.9  994.3    2.5    4.0  444.0    0.2
2004  33  2  2 0700  444.0  444.0  444.0  444.0  444.0  444.0
2004  33  2  2 0800   -2.4  994.2    1.6   36.0  444.0    0.2
2004  33  2  2 0900   -2.2  993.9    1.8   29.0  444.0    0.2
2004  33  2  2 1000   -2.8  994.0    2.3   64.0  444.0    0.2
2004  33  2  2 1100   -4.4  993.8    2.3  133.0  444.0    0.2
2004  33  2  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2004  33  2  2 1300   -5.8  993.2    1.4   67.0  444.0    0.2
2004  33  2  2 1400   -6.2  992.9    2.5   94.0  444.0    0.2
2004  33  2  2 1500   -6.1  992.7    2.7   85.0  444.0    0.2
2004  33  2  2 1600   -6.1  992.3    2.7   60.0  444.0    0.2
2004  33  2  2 1700   -6.2  992.1    2.3   71.0  444.0    0.2
2004  33  2  2 1800   -6.6  991.8    3.5   44.0  444.0    0.2
2004  33  2  2 1900   -5.4  991.6    3.9   60.0  444.0    0.2
2004  33  2  2 2000   -4.9  991.1    5.3   30.0  444.0    0.2
2004  33  2  2 2100   -4.2  990.8    4.7   35.0  444.0    0.2
2004  33  2  2 2200   -3.9  990.4    5.7   20.0  444.0    0.2
2004  33  2  2 2300   -3.9  990.0    5.5   40.0  444.0    0.2
2004  34  2  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2004  34  2  3 0100   -2.9  989.2    6.2    9.0  444.0    0.2
2004  34  2  3 0200   -2.5  988.9    6.4   25.0  444.0    0.2
2004  34  2  3 0300   -2.2  988.4    5.8    8.0  444.0    0.2
2004  34  2  3 0400   -2.1  987.9    3.9    6.0  444.0    0.2
2004  34  2  3 0500  444.0  444.0  444.0  444.0  444.0  444.0
2004  34  2  3 0600   -2.5  987.2    3.5   22.0  444.0    0.2
2004  34  2  3 0700   -2.1  986.9    4.7   15.0  444.0    0.2
2004  34  2  3 0800   -2.8  986.9    2.7   32.0  444.0    0.2
2004  34  2  3 0900   -3.4  986.8    4.7   54.0  444.0    0.2
2004  34  2  3 1000  444.0  444.0  444.0  444.0  444.0  444.0
2004  34  2  3 1100   -4.2  986.6    3.3  101.0  444.0    0.2
2004  34  2  3 1200   -4.9  986.6    2.7  105.0  444.0    0.2
2004  34  2  3 1300   -5.8  986.6    4.1  139.0  444.0    0.2
2004  34  2  3 1400   -6.0  986.7    3.5  134.0  444.0    0.2
2004  34  2  3 1500   -5.8  986.7    2.9  127.0  444.0    0.2
2004  34  2  3 1600   -6.0  986.8    4.3  123.0  444.0    0.2
2004  34  2  3 1700   -6.0  987.0    3.7  123.0  444.0    0.2
2004  34  2  3 1800   -6.0  987.2    2.9  125.0  444.0    0.2
2004  34  2  3 1900   -4.5  987.5    2.1  132.0  444.0    0.2
2004  34  2  3 2000   -4.6  987.7    2.1  118.0  444.0    0.2
2004  34  2  3 2100   -2.5  987.6    2.3   88.0  444.0    0.2
2004  34  2  3 2200   -2.9  988.3    2.5  340.0  444.0    0.2
2004  34  2  3 2300   -3.1  988.5    3.3   15.0  444.0    0.2
2004  35  2  4 0000   -3.6  988.5    4.1    5.0  444.0    0.2
2004  35  2  4 0100   -3.1  988.6    4.3   25.0  444.0    0.2
2004  35  2  4 0200   -3.1  988.7    3.5   16.0  444.0    0.2
2004  35  2  4 0300  444.0  444.0  444.0  444.0  444.0  444.0
2004  35  2  4 0400   -2.9  988.8    2.5   53.0  444.0    0.2
2004  35  2  4 0500   -2.5  988.9    3.7    2.0  444.0    0.2
2004  35  2  4 0600   -2.5  989.0    4.7    4.0  444.0    0.2
2004  35  2  4 0700   -3.4  989.2    3.9    5.0  444.0    0.2
2004  35  2  4 0800  444.0  444.0  444.0  444.0  444.0  444.0
2004  35  2  4 0900   -4.0  989.6    3.1    8.0  444.0    0.2
2004  35  2  4 1000   -3.9  989.9    3.9   12.0  444.0    0.2
2004  35  2  4 1100   -4.9  989.8    2.7    6.0  444.0    0.2
2004  35  2  4 1200   -5.4  990.0    1.0  130.0  444.0    0.2
2004  35  2  4 1300   -5.9  990.1    2.3  136.0  444.0    0.2
2004  35  2  4 1400   -5.6  990.3    2.1  113.0  444.0    0.2
2004  35  2  4 1500   -6.8  990.5  444.0  444.0  444.0    0.2
2004  35  2  4 1600   -7.0  990.8    0.0    0.0  444.0    0.2
2004  35  2  4 1700   -6.9  991.1    2.5  126.0  444.0    0.2
2004  35  2  4 1800   -6.1  991.5    0.8  155.0  444.0    0.2
2004  35  2  4 1900   -5.0  991.9    2.1   40.0  444.0    0.2
2004  35  2  4 2000   -5.2  992.5    1.9  123.0  444.0    0.2
2004  35  2  4 2100   -4.4  993.0    0.0    0.0  444.0    0.2
2004  35  2  4 2200   -3.2  993.4    0.8  320.0  444.0    0.2
2004  35  2  4 2300  444.0  444.0  444.0  444.0  444.0  444.0
2004  36  2  5 0000   -4.4  994.2    1.6  319.0  444.0    0.2
2004  36  2  5 0100   -4.4  994.6    1.9  331.0  444.0    0.2
2004  36  2  5 0200   -3.5  994.8    3.3  324.0  444.0    0.2
2004  36  2  5 0300   -3.8  995.6    3.9  355.0  444.0    0.2
2004  36  2  5 0400   -4.5  995.9    3.1  341.0  444.0    0.2
2004  36  2  5 0500   -4.8  996.3    1.6  338.0  444.0    0.2
2004  36  2  5 0600   -4.9  996.7    2.7    5.0  444.0    0.2
2004  36  2  5 0700   -5.6  997.1    2.5  351.0  444.0    0.2
2004  36  2  5 0800   -5.5  997.6    0.4  351.0  444.0    0.2
2004  36  2  5 0900   -6.1  998.1    1.6   13.0  444.0    0.2
2004  36  2  5 1000   -6.4  998.6    1.9    2.0  444.0    0.2
2004  36  2  5 1100   -6.1  999.0    1.9   30.0  444.0    0.2
2004  36  2  5 1200   -6.1  999.2    0.4   61.0  444.0    0.2
2004  36  2  5 1300   -6.2  999.5    2.1    1.0  444.0    0.2
2004  36  2  5 1400   -6.6  999.5    1.9   92.0  444.0    0.2
2004  36  2  5 1500   -6.1  999.8    0.8  326.0  444.0    0.2
2004  36  2  5 1600   -6.1  999.9    0.6  283.0  444.0    0.2
2004  36  2  5 1700   -6.1 1000.1    1.0  275.0  444.0    0.2
2004  36  2  5 1800   -5.4 1000.1    1.0    2.0  444.0    0.2
2004  36  2  5 1900   -4.6 1000.3    1.2  268.0  444.0    0.2
2004  36  2  5 2000   -3.2 1000.4    1.0  267.0  444.0    0.2
2004  36  2  5 2100  444.0  444.0  444.0  444.0  444.0  444.0
2004  36  2  5 2200   -4.5 1000.3    3.3  234.0  444.0    0.2
2004  36  2  5 2300   -4.2  999.9    6.6  240.0  444.0    0.2
2004  37  2  6 0000   -3.9  999.5    6.6  234.0  444.0    0.2
2004  37  2  6 0100   -3.2  999.4    5.1  236.0  444.0    0.2
2004  37  2  6 0200   -3.6  999.4    3.9  240.0  444.0    0.2
2004  37  2  6 0300   -3.4  999.4    2.3    5.0  444.0    0.2
2004  37  2  6 0400   -3.4  999.4    1.6  348.0  444.0    0.2
2004  37  2  6 0500   -3.4  999.3    0.4   22.0  444.0    0.2
2004  37  2  6 0600   -2.9  999.6    1.8   28.0  444.0    0.2
2004  37  2  6 0700   -3.1  999.6    0.6  247.0  444.0    0.2
2004  37  2  6 0800   -3.5  999.6    3.7  274.0  444.0    0.2
2004  37  2  6 0900   -4.2  999.6    2.1  238.0  444.0    0.2
2004  37  2  6 1000   -4.0  999.5    1.6  267.0  444.0    0.2
2004  37  2  6 1100   -4.5  999.2    0.8  265.0  444.0    0.2
2004  37  2  6 1200   -5.2  999.2    1.9   33.0  444.0    0.2
2004  37  2  6 1300   -4.9  999.1    1.6  275.0  444.0    0.2
2004  37  2  6 1400   -5.2  998.8    1.6  288.0  444.0    0.2
2004  37  2  6 1500   -5.2  998.6    0.6  285.0  444.0    0.2
2004  37  2  6 1600   -4.9  998.3    1.8  320.0  444.0    0.2
2004  37  2  6 1700   -5.1  998.1    2.3   32.0  444.0    0.2
2004  37  2  6 1800   -5.1  997.7    3.9    6.0  444.0    0.2
2004  37  2  6 1900   -5.1  997.5    3.3   15.0  444.0    0.2
2004  37  2  6 2000   -5.1  997.6    5.7   18.0  444.0    0.2
2004  37  2  6 2100   -5.4  998.0    4.3  354.0  444.0    0.2
2004  37  2  6 2200   -4.4  998.0    1.6  326.0  444.0    0.2
2004  37  2  6 2300   -3.4  997.5    0.8  295.0  444.0    0.2
2004  38  2  7 0000   -3.1  997.4    2.5  245.0  444.0    0.2
2004  38  2  7 0100  444.0  444.0  444.0  444.0  444.0  444.0
2004  38  2  7 0200   -2.5  996.6    2.7  254.0  444.0    0.2
2004  38  2  7 0300   -2.1  996.2    4.3  229.0  444.0    0.2
2004  38  2  7 0400   -2.2  996.5    1.0  236.0  444.0    0.2
2004  38  2  7 0500   -2.4  996.8    3.1  358.0  444.0    0.2
2004  38  2  7 0600   -2.9  997.0    4.3    8.0  444.0    0.2
2004  38  2  7 0700   -3.9  996.8    7.6   32.0  444.0    0.2
2004  38  2  7 0800   -4.0  997.2    5.8   19.0  444.0    0.2
2004  38  2  7 0900   -4.0  997.6    1.6   56.0  444.0    0.2
2004  38  2  7 1000   -3.6  997.7    1.9   15.0  444.0    0.2
2004  38  2  7 1100   -4.0  998.0    1.6   22.0  444.0    0.2
2004  38  2  7 1200   -3.2  998.1    4.9   36.0  444.0    0.2
2004  38  2  7 1300   -3.6  998.2    3.7   58.0  444.0    0.2
2004  38  2  7 1400   -3.8  998.4    2.9  265.0  444.0    0.2
2004  38  2  7 1500   -4.2  998.7    5.1  254.0  444.0    0.2
2004  38  2  7 1600   -4.2  998.9    2.7  288.0  444.0    0.2
2004  38  2  7 1700   -4.2  999.0    2.1   87.0  444.0    0.2
2004  38  2  7 1800   -3.8  999.2    1.9    1.0  444.0    0.2
2004  38  2  7 1900   -3.9  999.7    4.1   35.0  444.0    0.2
2004  38  2  7 2000   -3.1 1000.6    1.8  348.0  444.0    0.2
2004  38  2  7 2100   -2.0 1000.7    4.3  167.0  444.0    0.2
2004  38  2  7 2200   -1.9 1000.8    3.5  236.0  444.0    0.2
2004  38  2  7 2300   -3.1 1000.8    3.9  293.0  444.0    0.2
2004  39  2  8 0000   -2.4 1000.8    1.6  326.0  444.0    0.2
2004  39  2  8 0100   -1.9 1000.3    3.3  338.0  444.0    0.2
2004  39  2  8 0200   -2.6 1000.4    6.2  354.0  444.0    0.2
2004  39  2  8 0300   -2.5 1000.2    4.9   15.0  444.0    0.2
2004  39  2  8 0400   -2.9 1000.1    5.7    6.0  444.0    0.2
2004  39  2  8 0500   -3.6 1000.3    4.9   11.0  444.0    0.2
