Year: 2011  Month: 11  ID: CBD  ARGOS:  8901  Name: Cape Bird           
Lat: 77.22S  Lon: 166.44E  Elev:   38m
2011 305 11  1 0000  -27.5  970.0    7.6   12.0  444.0    0.2
2011 305 11  1 0100  -27.4  970.7    1.2   65.0  444.0    0.2
2011 305 11  1 0200  -27.4  970.9    9.9   36.0  444.0    0.2
2011 305 11  1 0300  -27.5  969.9    9.9   32.0  444.0    0.2
2011 305 11  1 0400  -27.5  969.8   12.1   36.0  444.0    0.2
2011 305 11  1 0500  -27.5  971.2   10.5   39.0  444.0    0.2
2011 305 11  1 0600  -27.6  972.0   10.9   35.0  444.0    0.2
2011 305 11  1 0700  -27.5  971.7   11.3   51.0  444.0    0.2
2011 305 11  1 0800  -27.5  971.6   10.5   39.0  444.0    0.2
2011 305 11  1 0900  -27.5  972.2   13.5   42.0  444.0    0.2
2011 305 11  1 1000  -27.5  973.4   12.3   40.0  444.0    0.2
2011 305 11  1 1100  -27.5  974.0   11.9   43.0  444.0    0.2
2011 305 11  1 1200  -27.5  975.3   10.1   35.0  444.0    0.2
2011 305 11  1 1300  -27.5  975.5    9.2   35.0  444.0    0.2
2011 305 11  1 1400  -27.5  975.6   10.1   37.0  444.0    0.2
2011 305 11  1 1500  -27.5  975.7    8.2   28.0  444.0    0.2
2011 305 11  1 1600  -27.4  976.0   11.5   22.0  444.0    0.2
2011 305 11  1 1700  -27.5  976.7    6.2   42.0  444.0    0.2
2011 305 11  1 1800  -27.4  977.0    5.8   26.0  444.0    0.2
2011 305 11  1 1900  -27.8  978.9    7.8   71.0  444.0    0.2
2011 305 11  1 2000  -27.9  978.2    6.4   75.0  444.0    0.2
2011 305 11  1 2100  -28.4  979.1    1.2  193.0  444.0    0.2
2011 305 11  1 2200  -28.4  980.5    0.4  215.0  444.0    0.2
2011 305 11  1 2300  -28.2  978.3    2.9  198.0  444.0    0.2
2011 306 11  2 0000  -28.1  444.0    1.6  352.0  444.0    0.2
2011 306 11  2 0100  -28.1  979.0    8.2   29.0  444.0    0.2
2011 306 11  2 0200  -28.4  978.9    8.4   30.0  444.0    0.2
2011 306 11  2 0300  -28.9  979.7    9.8   19.0  444.0    0.2
2011 306 11  2 0400  -28.8  979.8   10.5    4.0  444.0    0.2
2011 306 11  2 0500  -29.2  979.7    4.3  355.0  444.0    0.2
2011 306 11  2 0600  -28.9  979.7    6.2  358.0  444.0    0.2
2011 306 11  2 0700  -28.9  982.0    9.9   30.0  444.0    0.2
2011 306 11  2 0800  -28.9  981.8    6.4   72.0  444.0    0.2
2011 306 11  2 0900  -28.9  983.4    7.0   44.0  444.0    0.2
2011 306 11  2 1000  -29.0  984.2    5.3   84.0  444.0    0.2
2011 306 11  2 1100  -28.6  984.3    5.5   46.0  444.0    0.2
2011 306 11  2 1200  -28.6  985.5    2.9   98.0  444.0    0.2
2011 306 11  2 1300  -28.4  986.9    4.1  144.0  444.0    0.2
2011 306 11  2 1400  -28.4  988.0    6.2   36.0  444.0    0.2
2011 306 11  2 1500  -28.4  988.1    1.8  191.0  444.0    0.2
2011 306 11  2 1600  -28.2  989.4    5.8  189.0  444.0    0.2
2011 306 11  2 1700  -28.0  990.9    1.4   72.0  444.0    0.2
2011 306 11  2 1800  -28.2  992.0    3.1   20.0  444.0    0.2
2011 306 11  2 1900  -28.4  992.1    6.2  155.0  444.0    0.2
2011 306 11  2 2000  -28.4  444.0   11.7   40.0  444.0    0.2
2011 306 11  2 2100  -28.4  996.4    5.8   35.0  444.0    0.2
2011 306 11  2 2200  -28.4  997.1    3.1   29.0  444.0    0.2
2011 306 11  2 2300  -28.4  998.1    3.9   33.0  444.0    0.2
2011 307 11  3 0000  -28.2  997.5    6.6   28.0  444.0    0.2
2011 307 11  3 0100  -28.6  997.7    7.4   16.0  444.0    0.2
2011 307 11  3 0200  -28.6  998.4    7.4   23.0  444.0    0.2
2011 307 11  3 0300  -28.6  998.5    8.0    8.0  444.0    0.2
2011 307 11  3 0400  -28.6  998.4    8.0    8.0  444.0    0.2
