Year: 2011  Month: 11  ID: BAT  ARGOS:  8987  Name: Alexander (TT!)     
Lat: 79.05S  Lon: 170.66E  Elev:   55m
2011 305 11  1 0000  -18.4  979.0  444.0  444.0   81.6  444.0
2011 305 11  1 0100  -18.6  979.0   11.6  203.0   82.8  444.0
2011 305 11  1 0200  -18.1  979.0   10.8  204.0   81.9  444.0
2011 305 11  1 0300  -18.0  979.0   10.4  208.0   83.0  444.0
2011 305 11  1 0400  -18.2  980.0   10.3  205.0   82.0  444.0
2011 305 11  1 0500  -18.3  980.0   10.2  210.0   81.0  444.0
2011 305 11  1 0600  -18.4  980.0   10.6  207.0   83.0  444.0
2011 305 11  1 0700  -18.7  980.0    9.6  220.0   83.1  444.0
2011 305 11  1 0800  -18.5  981.0   11.1  215.0   82.0  444.0
2011 305 11  1 0900  -18.7  981.0   11.6  204.0   81.0  444.0
2011 305 11  1 1000  -19.4  981.0   11.3  209.0   81.0  444.0
2011 305 11  1 1100  -19.7  982.0   11.7  212.0   81.0  444.0
2011 305 11  1 1200  -20.3  983.0   11.1  213.0   80.0  444.0
2011 305 11  1 1300  -21.1  983.0   10.7  217.0   79.0  444.0
2011 305 11  1 1400  -21.8  983.0   10.9  219.0   80.0  444.0
2011 305 11  1 1500  -22.5  983.0   12.1  232.0   80.0  444.0
2011 305 11  1 1600  -22.6  983.0   11.6  221.0   77.0  444.0
2011 305 11  1 1700  -22.5  983.0   12.4  216.0   76.8  444.0
2011 305 11  1 1800  -21.4  983.0   10.8  217.0   74.0  444.0
2011 305 11  1 1900  -20.7  983.0   12.8  211.0   72.5  444.0
2011 305 11  1 2000  -18.2  984.0   12.6  213.0   65.0  444.0
2011 305 11  1 2100  -16.7  984.0   11.8  212.0   59.0  444.0
2011 305 11  1 2200  -15.0  984.0   13.4  216.0   54.1  444.0
2011 305 11  1 2300  -13.2  985.0   14.7  212.0   55.6  444.0
2011 306 11  2 0000  -14.1  985.0   15.6  212.0   60.5  444.0
2011 306 11  2 0100  -14.7  985.0   15.2  220.0   61.0  444.0
2011 306 11  2 0200  -13.3  986.0   13.1  213.0   60.0  444.0
