Year: 2011  Month: 01  ID: BPT  ARGOS:  8921  Name: Bonaparte Point     
Lat: 64.78S  Lon:  64.07W  Elev:    8m
2011   1  1  1 0000    1.3  984.3    3.7  302.0  444.0  444.0
2011   1  1  1 0100    1.4  986.0    0.3  212.0   93.5  444.0
2011   1  1  1 0200    1.0  984.5    1.2  217.0   94.0  444.0
2011   1  1  1 0300    0.7  985.9    0.2  351.0   95.0  444.0
2011   1  1  1 0400    0.9  987.9    1.2  318.0   94.0  444.0
2011   1  1  1 0500    1.1  987.3    2.1  348.0   94.0  444.0
2011   1  1  1 0600    1.0  987.0    1.8  349.0   93.9  444.0
2011   1  1  1 0700    1.2  987.8    0.8  300.0   93.4  444.0
2011   1  1  1 0800    0.9  444.0    0.7   31.0   94.0  444.0
2011   1  1  1 0900    1.2  989.0    1.2  130.0   93.9  444.0
2011   1  1  1 1000    1.3  444.0    1.1  103.0  444.0  444.0
2011   1  1  1 1100    1.1  988.5    1.8   11.0   94.0  444.0
2011   1  1  1 1200    1.3  990.6    0.8   30.0  444.0  444.0
2011   1  1  1 1300    1.1  989.4    1.2  290.0   92.0  444.0
2011   1  1  1 1400    1.3  444.0    2.2  251.0  444.0  444.0
2011   1  1  1 1500  444.0  444.0  444.0  444.0  444.0  444.0
2011   1  1  1 1600    1.7  444.0    1.7   93.0   91.0  444.0
2011   1  1  1 1700    1.8  988.9    0.7  175.0   90.0  444.0
2011   1  1  1 1800    1.4  987.9    2.1  166.0   91.0  444.0
2011   1  1  1 1900    1.6  989.4    1.3   76.0   89.0  444.0
2011   1  1  1 2000    2.0  988.6    0.3  258.0  444.0  444.0
2011   1  1  1 2100    1.5  988.1    1.5  273.0   90.9  444.0
2011   1  1  1 2200    1.6  444.0    1.3  115.0  444.0  444.0
2011   1  1  1 2300    1.9  990.5    0.3  109.0   90.3  444.0
2011   2  1  2 0000    1.1  988.8    1.0  175.0   93.8  444.0
2011   2  1  2 0100    0.5  986.3    2.0  241.0   94.0  444.0
2011   2  1  2 0200    0.7  986.1    2.7  120.0   95.0  444.0
2011   2  1  2 0300    0.5  985.5    1.4  175.0   95.0  444.0
2011   2  1  2 0400    2.8  988.3    4.9   20.0   88.7  444.0
2011   2  1  2 0500    2.5  989.5    6.1   28.0   84.6  444.0
2011   2  1  2 0600    1.4  988.6    1.9  141.0   90.0  444.0
2011   2  1  2 0700    0.9  987.9    1.3  156.0  444.0  444.0
2011   2  1  2 0800    1.0  988.8    2.0  115.0  444.0  444.0
2011   2  1  2 0900    0.6  988.5    1.8  250.0   93.5  444.0
2011   2  1  2 1000    1.4  990.3    1.6  147.0   90.4  444.0
2011   2  1  2 1100    2.7  992.7    4.8  325.0   84.0  444.0
2011   2  1  2 1200    2.4  993.1    4.1  334.0   85.6  444.0
2011   2  1  2 1300    1.9  444.0    5.7  334.0  444.0  444.0
2011   2  1  2 1400    1.5  444.0    5.9  338.0  444.0  444.0
2011   2  1  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2011   2  1  2 1600    1.1  992.6    4.6  336.0   91.9  444.0
2011   2  1  2 1700    1.5  444.0    4.4  323.0   91.9  444.0
2011   2  1  2 1800    1.7  997.1    4.1  330.0  444.0  444.0
2011   2  1  2 1900    1.9  444.0    3.4    6.0   89.0  444.0
2011   2  1  2 2000    2.4  444.0    2.0  342.0   85.1  444.0
2011   2  1  2 2100    1.5  996.4    5.0  300.0   91.0  444.0
2011   2  1  2 2200    2.1  444.0    2.2  182.0   86.0  444.0
2011   2  1  2 2300    1.6  995.2    5.3  304.0   90.0  444.0
2011   3  1  3 0000    1.8  994.4    4.6  301.0   90.0  444.0
2011   3  1  3 0100    1.4  993.9    4.3  303.0   90.3  444.0
2011   3  1  3 0200    2.0  994.6    3.6  303.0   91.0  444.0
