Year: 2011  Month: 08  ID: MPT  ARGOS:  8906  Name: Marble Point        
Lat: 77.44S  Lon: 163.76E  Elev:  108m
2011 213  8  1 0000   -8.8  991.8    3.7  184.0  444.0  444.0
2011 213  8  1 0100   -9.2  992.3    4.9  148.0  444.0  444.0
2011 213  8  1 0200   -8.8  992.9    0.7  132.0  444.0  444.0
2011 213  8  1 0300   -9.9  993.3    3.4  179.0  444.0  444.0
2011 213  8  1 0400   -8.9  994.4    5.6  153.0  444.0  444.0
2011 213  8  1 0500   -9.6  995.3    6.6  134.0  444.0  444.0
2011 213  8  1 0600  -10.6  996.5   10.3  127.0  444.0  444.0
2011 213  8  1 0700  -10.1  997.6    4.2  111.0  444.0  444.0
2011 213  8  1 0800   -9.4  998.1    3.9  111.0  444.0  444.0
2011 213  8  1 0900   -8.5  998.9    8.8  131.0  444.0  444.0
2011 213  8  1 1000   -9.0 1000.1    4.7  120.0  444.0  444.0
2011 213  8  1 1100   -7.6 1000.0   14.0  143.0  444.0  444.0
2011 213  8  1 1200   -7.0 1000.3   14.7  145.0  444.0  444.0
2011 213  8  1 1300   -7.0 1001.2   13.7  139.0  444.0  444.0
2011 213  8  1 1400   -6.6 1002.7   10.5  162.0  444.0  444.0
2011 213  8  1 1500   -6.5 1003.1   12.2  160.0  444.0  444.0
2011 213  8  1 1600   -6.4 1003.9   10.3  146.0  444.0  444.0
2011 213  8  1 1700   -7.0 1004.9   13.0  124.0  444.0  444.0
2011 213  8  1 1800   -6.2 1006.1    7.8  145.0  444.0  444.0
2011 213  8  1 1900   -8.5 1007.1    5.6  120.0  444.0  444.0
2011 213  8  1 2000   -8.9 1007.5    8.3  121.0  444.0  444.0
2011 213  8  1 2100   -9.4 1008.2    7.8  134.0  444.0  444.0
2011 213  8  1 2200   -9.0 1008.5    4.4  163.0  444.0  444.0
2011 213  8  1 2300   -8.1 1008.9    6.4  135.0  444.0  444.0
2011 214  8  2 0000   -7.6 1009.0    7.8  112.0  444.0  444.0
2011 214  8  2 0100   -8.4 1008.8    9.1  114.0  444.0  444.0
2011 214  8  2 0200   -8.9 1009.2    8.1  115.0  444.0  444.0
2011 214  8  2 0300   -9.2 1009.6    3.4  127.0  444.0  444.0
2011 214  8  2 0400   -6.0 1009.3   14.0  180.0  444.0  444.0
