Year: 2011  Month: 03  ID: PGN  ARGOS:  8937  Name: Pegasus North       
Lat: 77.96S  Lon: 166.51E  Elev:    8m
2011  60  3  1 0000  -17.5  998.4    5.8   76.0   67.2  444.0
2011  60  3  1 0100  -16.2  998.8    5.4   67.0   63.2  444.0
2011  60  3  1 0200  -15.8  999.1    4.8   60.0   68.0  444.0
2011  60  3  1 0300  -15.7  999.5    4.6   62.0   73.0  444.0
2011  60  3  1 0400  -16.3  999.7    4.8   56.0   78.7  444.0
2011  60  3  1 0500  -15.9  999.6    5.6   63.0   79.0  444.0
2011  60  3  1 0600  -15.2  999.7    6.3   79.0   80.0  444.0
2011  60  3  1 0700  -14.7  999.7    5.3  134.0   81.3  444.0
2011  60  3  1 0800  -14.9  999.7    8.7  123.0   82.4  444.0
2011  60  3  1 0900  -15.6 1000.2    8.0  103.0   81.0  444.0
2011  60  3  1 1000  -14.6 1000.7    7.8  131.0   79.9  444.0
2011  60  3  1 1100  -15.1 1000.8    7.3  117.0   83.0  444.0
2011  60  3  1 1200  -14.8 1001.2    7.5  131.0   83.7  444.0
2011  60  3  1 1300  -14.9 1001.6    6.1  108.0   83.2  444.0
2011  60  3  1 1400  -15.1 1001.9    4.9  102.0   83.0  444.0
2011  60  3  1 1500  -15.5 1002.0    4.1   78.0   85.0  444.0
2011  60  3  1 1600  -15.6 1002.2    2.2   83.0   86.0  444.0
2011  60  3  1 1700  -16.5 1002.2    4.9   66.0   84.5  444.0
2011  60  3  1 1800  -16.7 1002.3    4.7   55.0   83.7  444.0
2011  60  3  1 1900  -16.6 1002.5    5.7   52.0   82.6  444.0
2011  60  3  1 2000  -16.9 1002.8    4.6   55.0   80.7  444.0
2011  60  3  1 2100  -17.5 1003.0    4.8   45.0   80.0  444.0
2011  60  3  1 2200  -17.5 1003.4    2.7   90.0   72.0  444.0
2011  60  3  1 2300  -17.4 1003.5    3.0   42.0   70.0  444.0
2011  61  3  2 0000  -17.7 1003.5    5.1   55.0   70.2  444.0
2011  61  3  2 0100  -17.7 1003.1    5.9   62.0   69.0  444.0
2011  61  3  2 0200  -17.4 1002.7    6.0   63.0   62.0  444.0
2011  61  3  2 0300  -16.9 1002.6    3.9   90.0   53.9  444.0
2011  61  3  2 0400  -18.0 1002.5    3.6  119.0   48.8  444.0
2011  61  3  2 0500  -18.6 1002.2    3.7  100.0   53.2  444.0
2011  61  3  2 0600  -19.8 1002.3    2.6  125.0   52.8  444.0
2011  61  3  2 0700  -20.2 1001.8    3.4  106.0   63.9  444.0
2011  61  3  2 0800  -21.3 1001.6    3.9   98.0   59.0  444.0
2011  61  3  2 0900  -20.0 1001.4    4.1  118.0   60.0  444.0
2011  61  3  2 1000  -20.3 1001.1    4.0  108.0   69.0  444.0
2011  61  3  2 1100  -18.7 1000.7    4.3  105.0   64.7  444.0
2011  61  3  2 1200  -19.2 1000.6    3.6  110.0   71.8  444.0
2011  61  3  2 1300  -18.4 1000.1    4.2  111.0   69.0  444.0
2011  61  3  2 1400  -18.1  999.5    4.8  110.0   70.8  444.0
2011  61  3  2 1500  -18.0  998.8    5.3   75.0   70.2  444.0
2011  61  3  2 1600  -17.9  998.4    5.1   83.0   73.0  444.0
2011  61  3  2 1700  -18.5  997.9    5.1   80.0   73.0  444.0
2011  61  3  2 1800  -18.7  998.0    5.3   80.0   72.3  444.0
2011  61  3  2 1900  -19.1  997.7    4.0  103.0   69.3  444.0
2011  61  3  2 2000  -19.4  996.8    5.5   81.0   70.4  444.0
2011  61  3  2 2100  -19.8  996.2    5.3   87.0   67.6  444.0
2011  61  3  2 2200  -20.0  995.8    5.1   83.0  444.0  444.0
2011  61  3  2 2300  -19.9  995.3    4.9   85.0   67.0  444.0
2011  62  3  3 0000  -19.6  994.7    3.7   93.0   63.0  444.0
2011  62  3  3 0100  -18.9  993.8    4.8   82.0   61.0  444.0
2011  62  3  3 0200  -18.8  992.9    5.0   75.0   64.4  444.0
2011  62  3  3 0300  -19.1  992.2    4.6   66.0   68.1  444.0
2011  62  3  3 0400  -19.2  991.7    3.7  106.0   64.0  444.0
2011  62  3  3 0500  -19.1  990.7    3.7   98.0   61.9  444.0
