Year: 2011  Month: 11  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2011 305 11  1 0000  -15.9  979.2   15.8  197.0   83.5  444.0
2011 305 11  1 0100  -16.4  979.6   12.3  183.0   83.0  444.0
2011 305 11  1 0200  -16.5  979.5   18.5  214.0   84.4  444.0
2011 305 11  1 0300  -16.6  980.0   11.7  190.0   83.9  444.0
2011 305 11  1 0400  -15.5  980.0   13.8  212.0   86.6  444.0
2011 305 11  1 0500  -16.6  980.5   15.0  194.0   85.7  444.0
2011 305 11  1 0600  -16.6  981.1   13.6  201.0   86.1  444.0
2011 305 11  1 0700  -17.5  981.2   14.4  202.0   89.2  444.0
2011 305 11  1 0800  -17.4  982.1   16.0  218.0   90.1  444.0
2011 305 11  1 0900  -18.2  982.3   10.9  208.0   91.4  444.0
2011 305 11  1 1000  -17.4  982.6   12.9  216.0   91.4  444.0
2011 305 11  1 1100  -17.4  982.4   13.6  209.0   92.7  444.0
2011 305 11  1 1200  -17.9  982.8   13.5  215.0   92.7  444.0
2011 305 11  1 1300  -17.8  983.3   12.3  207.0   91.8  444.0
2011 305 11  1 1400  -18.2  983.7   12.5  212.0   90.5  444.0
2011 305 11  1 1500  -17.9  983.9   11.3  194.0   89.2  444.0
2011 305 11  1 1600  -17.5  983.8   11.1  226.0   84.4  444.0
2011 305 11  1 1700  -17.1  984.3   11.1  221.0   80.4  444.0
2011 305 11  1 1800  -17.4  984.4   10.3  221.0   77.8  444.0
2011 305 11  1 1900  -17.2  984.8   13.1  215.0   77.3  444.0
2011 305 11  1 2000  -15.9  984.9   11.5  231.0   76.9  444.0
2011 305 11  1 2100  -14.8  984.9   11.7  224.0   75.6  444.0
2011 305 11  1 2200  -14.8  985.5   12.7  219.0   75.1  444.0
2011 305 11  1 2300  -14.2  986.0   14.2  221.0   70.3  444.0
2011 306 11  2 0000  -13.1  986.1   12.1  231.0   65.4  444.0
2011 306 11  2 0100  -11.9  986.8   15.2  214.0   62.8  444.0
2011 306 11  2 0200  -11.4  987.3   13.1  202.0   65.0  444.0
2011 306 11  2 0300  -11.4  987.8    9.6  218.0   65.4  444.0
2011 306 11  2 0400  -11.9  988.4   12.3  222.0   72.9  444.0
2011 306 11  2 0500  -13.0  988.7   13.3  226.0   78.2  444.0
2011 306 11  2 0600  -13.0  990.2   13.3  202.0   76.4  444.0
2011 306 11  2 0700  -13.2  990.7   13.6  205.0   78.6  444.0
2011 306 11  2 0800  -14.2  991.8   13.3  202.0   80.8  444.0
2011 306 11  2 0900  -15.0  992.8   14.0  184.0   84.4  444.0
2011 306 11  2 1000  -16.2  993.7   13.5  211.0   86.6  444.0
2011 306 11  2 1100  -16.9  994.6    9.9  212.0   85.7  444.0
2011 306 11  2 1200  -17.6  995.3   10.7  215.0   86.6  444.0
2011 306 11  2 1300  -17.9  996.2    9.2  226.0   85.7  444.0
2011 306 11  2 1400  -18.4  997.2   10.5  216.0   85.2  444.0
2011 306 11  2 1500  -18.4  998.0   11.1  204.0   83.9  444.0
2011 306 11  2 1600  -18.9  999.2    9.4  218.0   82.6  444.0
2011 306 11  2 1700  -18.5 1000.0    9.2  224.0   78.6  444.0
2011 306 11  2 1800  -17.5 1000.6   10.5  219.0   74.7  444.0
2011 306 11  2 1900  -17.9 1001.5   11.5  218.0   71.6  444.0
2011 306 11  2 2000  -18.1 1002.2   10.5  224.0   69.4  444.0
2011 306 11  2 2100  -17.4 1003.1    9.4  219.0   68.1  444.0
2011 306 11  2 2200  -16.0 1003.9   11.5  197.0   68.1  444.0
2011 306 11  2 2300  -15.5 1004.6   10.3  201.0   67.2  444.0
2011 307 11  3 0000  -16.0 1005.2    9.6  208.0   66.3  444.0
2011 307 11  3 0100  -16.0 1005.7   10.9  194.0   67.6  444.0
2011 307 11  3 0200  -15.1 1006.3    9.4  186.0   67.2  444.0
2011 307 11  3 0300  -15.6 1006.8   11.7  188.0   67.6  444.0
2011 307 11  3 0400  -15.8 1007.2    9.9  197.0   69.4  444.0
2011 307 11  3 0500  -16.4 1007.7    9.0  211.0   72.9  444.0
2011 307 11  3 0600  -16.8 1008.0    8.6  221.0   74.2  444.0
2011 307 11  3 0700  -17.4 1008.7    7.6  218.0   75.1  444.0
2011 307 11  3 0800  -18.0 1009.1    9.4  226.0   76.4  444.0
2011 307 11  3 0900  -19.1 1009.6    6.2  226.0   76.9  444.0
2011 307 11  3 1000  -20.2 1009.8    6.8  226.0   77.3  444.0
2011 307 11  3 1100  -21.4 1010.1    5.7  229.0   76.9  444.0
2011 307 11  3 1200  -21.6 1010.4    4.7  235.0   72.5  444.0
2011 307 11  3 1300  -22.2 1010.5    5.3  218.0   69.8  444.0
2011 307 11  3 1400  -22.2 1010.6    5.5  232.0   70.7  444.0
2011 307 11  3 1500  -22.0 1010.9    6.0  218.0   67.6  444.0
2011 307 11  3 1600  -21.6 1010.7    7.4  224.0   65.9  444.0
2011 307 11  3 1700  -21.1 1010.5    7.6  232.0   69.0  444.0
2011 307 11  3 1800  -20.8 1010.9    6.8  226.0   63.7  444.0
2011 307 11  3 1900  -19.8 1011.1    7.6  232.0   60.6  444.0
2011 307 11  3 2000  -19.5 1011.2    6.2  235.0   61.0  444.0
2011 307 11  3 2100  -18.9 1010.9    5.8  231.0   57.5  444.0
2011 307 11  3 2200  -18.0 1011.1    6.0  207.0   57.5  444.0
2011 307 11  3 2300  -17.8 1010.6    6.6  208.0   58.4  444.0
2011 308 11  4 0000  -17.1 1010.4    7.2  200.0   55.8  444.0
2011 308 11  4 0100  -15.1 1010.0    7.6  219.0   52.2  444.0
2011 308 11  4 0200  -14.5 1009.5    8.4  211.0   51.8  444.0
2011 308 11  4 0300  -13.8 1008.8    9.0  226.0   48.3  444.0
2011 308 11  4 0400  -13.6 1008.5    7.2  215.0   48.3  444.0
2011 308 11  4 0500  -14.1 1008.1    5.5  219.0   53.1  444.0
2011 308 11  4 0600  -14.9 1007.6    5.1  195.0   54.0  444.0
2011 308 11  4 0700  -15.9 1007.2    3.9  225.0   56.2  444.0
2011 308 11  4 0800  -17.8 1006.7    3.9  232.0   62.4  444.0
2011 308 11  4 0900  -18.4 1006.4    4.5  218.0   62.4  444.0
2011 308 11  4 1000  -18.8 1005.5    5.3  222.0   59.7  444.0
2011 308 11  4 1100  -18.2 1005.0    5.8  225.0   56.2  444.0
2011 308 11  4 1200  -17.6 1004.5    6.2  232.0   54.4  444.0
2011 308 11  4 1300  -17.1 1004.1    6.4  233.0   53.1  444.0
2011 308 11  4 1400  -16.5 1003.6    6.6  221.0   50.0  444.0
2011 308 11  4 1500  -17.4 1003.4    7.0  218.0   56.6  444.0
2011 308 11  4 1600  -20.6 1003.5    6.4  183.0   65.4  444.0
2011 308 11  4 1700  -18.8 1002.9    8.6  188.0   56.2  444.0
2011 308 11  4 1800  -17.2 1002.7    9.2  200.0   54.9  444.0
2011 308 11  4 1900  -17.1 1002.7   11.7  204.0   56.2  444.0
2011 308 11  4 2000  -15.9 1002.5    9.8  218.0   55.3  444.0
2011 308 11  4 2100  -15.2 1002.2   10.1  208.0   54.4  444.0
2011 308 11  4 2200  -14.0 1001.9    9.8  204.0   54.0  444.0
2011 308 11  4 2300  -13.8 1001.6    9.2  193.0   57.1  444.0
2011 309 11  5 0000  -13.2 1001.3    7.4  208.0   54.9  444.0
2011 309 11  5 0100  -11.8 1000.8   13.5  211.0   64.1  444.0
2011 309 11  5 0200  -11.4 1000.8   10.7  222.0   65.4  444.0
2011 309 11  5 0300  -11.4 1000.5   11.7  222.0   69.4  444.0
2011 309 11  5 0400  -10.9 1000.5    9.4  221.0   70.3  444.0
2011 309 11  5 0500  -11.4 1000.3    9.9  212.0   71.2  444.0
2011 309 11  5 0600  -12.1 1000.4   11.1  205.0   76.0  444.0
2011 309 11  5 0700  -12.1 1000.3   12.7  208.0   79.5  444.0
2011 309 11  5 0800  -12.5 1000.3    9.9  200.0   79.1  444.0
2011 309 11  5 0900  -13.1 1000.0   12.9  195.0   82.6  444.0
2011 309 11  5 1000  -14.8  999.9    9.9  221.0   87.9  444.0
2011 309 11  5 1100  -15.1  999.8   10.1  222.0   88.3  444.0
2011 309 11  5 1200  -15.1 1000.4   10.1  211.0   88.3  444.0
2011 309 11  5 1300  -14.5  999.6    8.2  207.0   88.8  444.0
2011 309 11  5 1400  -14.2  999.6    8.6  201.0   88.8  444.0
2011 309 11  5 1500  -13.8  999.2   11.1  214.0   89.2  444.0
2011 309 11  5 1600  -12.6  998.8   12.1  221.0   83.9  444.0
2011 309 11  5 1700  -12.6  998.9    8.8  202.0   82.6  444.0
2011 309 11  5 1800  -11.4  998.2   11.3  222.0   79.1  444.0
2011 309 11  5 1900  -11.0  997.3   10.9  229.0   74.7  444.0
2011 309 11  5 2000  -11.0  996.8   11.5  225.0   74.7  444.0
2011 309 11  5 2100  -11.9  996.7   12.7  215.0   74.7  444.0
2011 309 11  5 2200  -11.5  996.2   13.5  193.0   72.0  444.0
2011 309 11  5 2300  -12.1  995.7   15.0  194.0   72.0  444.0
2011 310 11  6 0000  -12.8  995.4   13.3  207.0   74.7  444.0
2011 310 11  6 0100  -12.8  995.6    8.8  204.0   72.5  444.0
2011 310 11  6 0200  -12.6  995.1    9.9  214.0   73.8  444.0
2011 310 11  6 0300  -12.6  994.8    9.2  204.0   76.0  444.0
2011 310 11  6 0400  -13.2  995.0   11.9  186.0   73.8  444.0
2011 310 11  6 0500  -13.1  995.3    8.8  198.0   76.9  444.0
2011 310 11  6 0600  -13.1  994.7   10.3  212.0   80.4  444.0
2011 310 11  6 0700  -12.8  994.3   10.5  211.0   81.7  444.0
2011 310 11  6 0800  -12.8  994.1   11.1  208.0   86.6  444.0
2011 310 11  6 0900  -13.0  993.9   12.1  222.0   86.1  444.0
2011 310 11  6 1000  -13.6  993.7   10.9  222.0   88.8  444.0
2011 310 11  6 1100  -14.5  993.5   11.7  208.0   87.9  444.0
2011 310 11  6 1200  -14.2  993.5   12.9  224.0   88.3  444.0
2011 310 11  6 1300  -14.8  993.4   14.2  200.0   83.5  444.0
2011 310 11  6 1400  -16.0  993.6   12.7  202.0   86.6  444.0
2011 310 11  6 1500  -16.9  994.2   13.3  211.0   88.3  444.0
2011 310 11  6 1600  -17.1  994.4   12.5  201.0   85.7  444.0
2011 310 11  6 1700  -16.5  994.9   11.9  195.0   81.3  444.0
2011 310 11  6 1800  -15.9  995.1   13.8  211.0   77.8  444.0
