Year: 2011  Month: 09  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2011 244  9  1 0000  -21.9  980.1   14.0  218.0   90.1  444.0
2011 244  9  1 0100  -21.2  980.0   14.2  226.0   90.5  444.0
2011 244  9  1 0200  -20.2  980.4   14.4  226.0   90.5  444.0
2011 244  9  1 0300  -19.8  979.9   14.0  221.0   91.8  444.0
2011 244  9  1 0400  -19.8  979.9   16.2  212.0   92.7  444.0
2011 244  9  1 0500  -19.5  980.0   17.4  222.0   93.2  444.0
2011 244  9  1 0600  -19.0  979.8   12.5  215.0   93.6  444.0
2011 244  9  1 0700  -18.0  980.2   14.6  214.0   93.2  444.0
2011 244  9  1 0800  -17.5  980.1   11.3  208.0   90.1  444.0
2011 244  9  1 0900  -16.5  979.8   14.8  218.0   91.8  444.0
2011 244  9  1 1000  -17.5  980.0   11.3  214.0   92.7  444.0
2011 244  9  1 1100  -17.8  979.7   18.3  183.0   92.3  444.0
2011 244  9  1 1200  -19.6  979.5   19.7  201.0   92.3  444.0
2011 244  9  1 1300  -18.6  979.4   18.5  221.0   93.6  444.0
2011 244  9  1 1400  -17.9  979.7   15.0  214.0   92.7  444.0
2011 244  9  1 1500  -17.5  979.6   15.0  226.0   93.2  444.0
2011 244  9  1 1600  -17.1  979.8   12.3  228.0   92.3  444.0
2011 244  9  1 1700  -17.9  979.0   16.2  222.0   92.7  444.0
2011 244  9  1 1800  -19.0  979.1   16.4  228.0   94.0  444.0
2011 244  9  1 1900  -18.6  978.9   17.2  216.0   94.0  444.0
2011 244  9  1 2000  -20.2  978.9   15.0  222.0   91.8  444.0
2011 244  9  1 2100  -20.1  978.7   17.7  224.0   92.3  444.0
2011 244  9  1 2200  -19.0  978.6   22.4  219.0   93.6  444.0
2011 244  9  1 2300  -18.9  979.9   14.2  212.0   90.5  444.0
2011 245  9  2 0000  -20.4  980.6   14.8  218.0   90.1  444.0
2011 245  9  2 0100  -19.8  980.5   14.8  215.0   89.2  444.0
2011 245  9  2 0200  -19.5  980.9   13.8  222.0   89.6  444.0
2011 245  9  2 0300  -18.8  981.3   16.2  209.0   89.2  444.0
2011 245  9  2 0400  -17.8  980.9   13.6  218.0   84.8  444.0
2011 245  9  2 0500  -17.4  981.4   11.7  208.0   84.8  444.0
2011 245  9  2 0600  -19.6  981.5   15.4  216.0   85.7  444.0
2011 245  9  2 0700  -22.8  982.1   11.7  204.0   87.0  444.0
2011 245  9  2 0800  -22.5  982.2   12.1  195.0   87.9  444.0
2011 245  9  2 0900  -22.2  982.4   16.6  216.0   89.2  444.0
2011 245  9  2 1000  -19.9  982.8   12.9  218.0   88.8  444.0
2011 245  9  2 1100  -19.5  982.7   14.4  218.0   89.6  444.0
2011 245  9  2 1200  -19.8  983.3   14.0  228.0   88.8  444.0
2011 245  9  2 1300  -20.8  983.8   12.3  229.0   89.2  444.0
2011 245  9  2 1400  -20.8  983.6   16.4  216.0   88.3  444.0
2011 245  9  2 1500  -20.2  984.5   11.3  228.0   89.6  444.0
2011 245  9  2 1600  -22.1  984.6   11.9  214.0   85.7  444.0
2011 245  9  2 1700  -23.5  984.6   12.7  208.0   85.2  444.0
2011 245  9  2 1800  -24.6  985.0   13.1  209.0   85.2  444.0
2011 245  9  2 1900  -24.6  985.5   11.3  209.0   84.4  444.0
2011 245  9  2 2000  -25.1  986.0   11.3  201.0   83.5  444.0
2011 245  9  2 2100  -24.9  986.3    9.4  193.0   83.9  444.0
2011 245  9  2 2200  -22.1  986.2   14.4  207.0   83.9  444.0
2011 245  9  2 2300  -21.9  986.0   11.5  222.0   82.2  444.0
2011 246  9  3 0000  -19.1  985.6   14.2  231.0   83.5  444.0
2011 246  9  3 0100  -19.9  986.5   11.1  221.0   83.0  444.0
2011 246  9  3 0200  -22.4  987.7   13.1  209.0   86.1  444.0
2011 246  9  3 0300  -21.2  988.3   14.6  212.0   86.6  444.0
2011 246  9  3 0400  -21.4  987.7   14.2  212.0   88.3  444.0
2011 246  9  3 0500  -21.2  988.3   17.4  214.0   87.4  444.0
2011 246  9  3 0600  -22.0  988.6   16.6  208.0   88.3  444.0
2011 246  9  3 0700  -22.6  988.5   12.3  211.0   87.4  444.0
2011 246  9  3 0800  -22.9  989.3   12.7  218.0   87.4  444.0
2011 246  9  3 0900  -23.2  989.6    8.8  229.0   86.1  444.0
2011 246  9  3 1000  -24.2  990.0   10.7  219.0   85.7  444.0
2011 246  9  3 1100  -24.9  990.3    9.2  232.0   84.8  444.0
2011 246  9  3 1200  -25.1  990.8    9.6  221.0   84.4  444.0
2011 246  9  3 1300  -26.2  990.8    8.2  218.0   83.0  444.0
2011 246  9  3 1400  -26.6  991.4    7.8  215.0   84.4  444.0
