Year: 2011  Month: 08  ID: CBD  ARGOS:  8901  Name: Cape Bird           
Lat: 77.22S  Lon: 166.45E  Elev:   38m
2011 213  8  1 0000  -32.9  989.5    3.3  170.0  444.0    0.2
2011 213  8  1 0100  -33.4  990.1    1.6  151.0  444.0    0.2
2011 213  8  1 0200  -33.4  990.8    3.7   85.0  444.0    0.2
2011 213  8  1 0300  -33.5  991.0    2.7   89.0  444.0    0.2
2011 213  8  1 0400  -34.0  993.0    7.0   37.0  444.0    0.2
2011 213  8  1 0500  -33.8  994.2    4.1   53.0  444.0    0.2
2011 213  8  1 0600  -34.0  995.0    2.1  179.0  444.0    0.2
2011 213  8  1 0700  -34.4  994.8    2.7   64.0  444.0    0.2
2011 213  8  1 0800  -34.2  996.0    1.0  216.0  444.0    0.2
2011 213  8  1 0900  -34.4  997.5    6.2   50.0  444.0    0.2
2011 213  8  1 1000  -34.6  998.4    2.5  153.0  444.0    0.2
2011 213  8  1 1100  -34.8  999.1    1.4   99.0  444.0    0.2
2011 213  8  1 1200  -34.6 1000.0    1.2  192.0  444.0    0.2
2011 213  8  1 1300  -34.4 1000.7    0.6   85.0  444.0    0.2
2011 213  8  1 1400  -34.2 1000.9    1.2  174.0  444.0    0.2
2011 213  8  1 1500  -34.2 1001.7    1.9   88.0  444.0    0.2
2011 213  8  1 1600  -34.0 1003.1    0.8  185.0  444.0    0.2
2011 213  8  1 1700  -34.1 1004.1    2.3  126.0  444.0    0.2
2011 213  8  1 1800  -34.0 1005.0    1.8  164.0  444.0    0.2
2011 213  8  1 1900  -34.0 1004.9    8.2  178.0  444.0    0.2
2011 213  8  1 2000  -34.0 1005.2    8.0  185.0  444.0    0.2
2011 213  8  1 2100  -34.8 1005.6    7.4  161.0  444.0    0.2
2011 213  8  1 2200  -35.5 1005.8    6.2  157.0  444.0    0.2
2011 213  8  1 2300  -36.0 1005.8    8.2  174.0  444.0    0.2
2011 214  8  2 0000  -35.2 1006.2    5.8  206.0  444.0    0.2
2011 214  8  2 0100  -35.6 1006.1    4.3  189.0  444.0    0.2
2011 214  8  2 0200  -35.8 1006.4    4.9  191.0  444.0    0.2
2011 214  8  2 0300  -35.9 1006.8    1.6   82.0  444.0    0.2
2011 214  8  2 0400  -35.4 1007.1    1.2  151.0  444.0    0.2
2011 214  8  2 0500  -35.1 1007.8    1.8  193.0  444.0    0.2
2011 214  8  2 0600  -35.4 1008.1    4.3   81.0  444.0    0.2
2011 214  8  2 0700  -35.0 1008.6    1.2   88.0  444.0    0.2
2011 214  8  2 0800  -34.0 1008.8    3.9   61.0  444.0    0.2
2011 214  8  2 0900  -33.1 1008.7    5.1   20.0  444.0    0.2
2011 214  8  2 1000  -32.5 1009.0    5.1   60.0  444.0    0.2
2011 214  8  2 1100  -32.9 1009.2    7.0   53.0  444.0    0.2
2011 214  8  2 1200  -33.0 1009.8    2.7   68.0  444.0    0.2
2011 214  8  2 1300  -33.4 1010.3    4.9  157.0  444.0    0.2
2011 214  8  2 1400  -33.6 1011.4    0.8   13.0  444.0    0.2
2011 214  8  2 1500  -33.6 1012.2    5.8   51.0  444.0    0.2
2011 214  8  2 1600  -33.0 1012.9    1.8  110.0  444.0    0.2
2011 214  8  2 1700  -33.4 1013.3    4.9  148.0  444.0    0.2
2011 214  8  2 1800  -34.0 1013.3    2.9  170.0  444.0    0.2
2011 214  8  2 1900  -34.5 1013.6    2.3  137.0  444.0    0.2
2011 214  8  2 2000  -34.1 1013.8    3.5  119.0  444.0    0.2
2011 214  8  2 2100  -34.0 1013.2    9.6   40.0  444.0    0.2
2011 214  8  2 2200  -32.9 1013.0    8.6   26.0  444.0    0.2
2011 214  8  2 2300  -31.2 1013.4    7.4   35.0  444.0    0.2
2011 215  8  3 0000  -31.2 1013.6    5.8   44.0  444.0    0.2
2011 215  8  3 0100  -30.6 1013.8    5.7   44.0  444.0    0.2
2011 215  8  3 0200  -30.4 1013.2    1.9   61.0  444.0    0.2
2011 215  8  3 0300  -30.4 1012.9    4.7   11.0  444.0    0.2
2011 215  8  3 0400  -29.6 1013.4    7.2   15.0  444.0    0.2
2011 215  8  3 0500  -29.2 1013.5    5.7   49.0  444.0    0.2
2011 215  8  3 0600  -28.9 1013.2    3.5   13.0  444.0    0.2
2011 215  8  3 0700  -29.5 1012.3    3.7   19.0  444.0    0.2
2011 215  8  3 0800  -30.0 1011.6   12.3   40.0  444.0    0.2
2011 215  8  3 0900  -29.5 1011.7    5.8   20.0  444.0    0.2
2011 215  8  3 1000  -29.0 1011.5    3.9   28.0  444.0    0.2
2011 215  8  3 1100  -28.8 1011.7    0.8  130.0  444.0    0.2
2011 215  8  3 1200  -28.8 1011.9    1.6   95.0  444.0    0.2
2011 215  8  3 1300  -28.8 1012.0    4.3  168.0  444.0    0.2
2011 215  8  3 1400  -28.4 1012.3    2.7  143.0  444.0    0.2
2011 215  8  3 1500  -28.2 1013.0    3.7  153.0  444.0    0.2
2011 215  8  3 1600  -28.4 1013.5    1.6  155.0  444.0    0.2
2011 215  8  3 1700  -28.8 1013.7    0.6  223.0  444.0    0.2
2011 215  8  3 1800  -29.4 1013.7    2.3  129.0  444.0    0.2
2011 215  8  3 1900  -29.9 1014.0    4.1  168.0  444.0    0.2
2011 215  8  3 2000  -30.0 1013.8    4.1  161.0  444.0    0.2
