Year: 2007  Month: 08  ID: WFD  ARGOS: 21364  Name: Willie Field        
Lat: 77.88S  Lon: 166.99E  Elev:   14m
2007 213  8  1 0000  -24.2 1006.0    3.7  226.0   63.7  444.0
2007 213  8  1 0100  -24.4 1006.7    2.1  219.0   65.4  444.0
2007 213  8  1 0200  -21.5 1007.1    0.2  219.0   67.6  444.0
2007 213  8  1 0300  -21.9 1007.2    2.5   39.0   65.0  444.0
2007 213  8  1 0400  -15.4 1006.5    5.1    5.0   49.6  444.0
2007 213  8  1 0500  -13.9 1007.3    2.5  291.0   51.4  444.0
2007 213  8  1 0600  -10.2 1007.6    2.9  272.0   41.7  444.0
2007 213  8  1 0700  -10.0 1007.8    1.2    9.0   42.1  444.0
2007 213  8  1 0800  -10.9 1007.6    5.5  329.0   50.0  444.0
2007 213  8  1 0900   -9.6 1008.3    0.8  317.0   44.3  444.0
2007 213  8  1 1000  -10.8 1008.2    2.7  315.0   47.0  444.0
2007 213  8  1 1100  -18.6 1008.4    3.7   88.0   58.4  444.0
2007 213  8  1 1200  -19.1 1008.8    4.9   68.0   69.4  444.0
2007 213  8  1 1300  -21.1 1009.5    3.5   42.0   65.9  444.0
2007 213  8  1 1400  -19.5 1010.1    4.7   40.0   64.6  444.0
2007 213  8  1 1500  -19.1 1010.8    7.4   97.0   55.8  444.0
2007 213  8  1 1600  -21.9 1011.8    5.3   28.0   54.4  444.0
2007 213  8  1 1700  -19.5 1012.8    6.6   74.0   53.1  444.0
2007 213  8  1 1800  -20.6 1013.3    5.1   49.0   52.7  444.0
2007 213  8  1 1900  -22.6 1013.9    6.4   70.0   59.3  444.0
2007 213  8  1 2000  -22.0 1015.2    7.2   60.0   58.0  444.0
2007 213  8  1 2100  -22.2 1016.1    8.2   59.0   58.4  444.0
2007 213  8  1 2200  -21.2 1017.0    5.1   66.0   54.0  444.0
2007 213  8  1 2300  -25.6 1018.0    3.5  355.0   56.6  444.0
2007 214  8  2 0000  -26.2 1018.1    2.1   70.0   59.7  444.0
2007 214  8  2 0100  -22.6 1018.7    1.6   76.0   50.0  444.0
2007 214  8  2 0200  -25.8 1018.5    2.7  106.0   67.6  444.0
2007 214  8  2 0300  -23.9 1019.6    2.9   84.0   65.9  444.0
2007 214  8  2 0400  -27.2 1019.2    3.7   35.0   73.4  444.0
2007 214  8  2 0500  -26.8 1018.9    3.3   81.0   68.5  444.0
2007 214  8  2 0600  -30.4 1018.9    2.3  105.0   71.2  444.0
2007 214  8  2 0700  -18.2 1018.5    3.9  279.0   61.5  444.0
2007 214  8  2 0800  -17.5 1018.2    0.8  344.0   72.9  444.0
2007 214  8  2 0900  -17.1 1017.7    1.8  312.0   55.3  444.0
2007 214  8  2 1000  -15.0 1017.2    3.7  341.0   45.2  444.0
2007 214  8  2 1100  -20.6 1016.7    5.3  195.0   62.4  444.0
2007 214  8  2 1200  -23.1 1016.1    6.0  212.0   75.1  444.0
2007 214  8  2 1300  -21.9 1016.2    3.7  233.0   71.2  444.0
2007 214  8  2 1400  -21.5 1015.3    4.1  230.0   79.1  444.0
2007 214  8  2 1500  -25.1 1014.9    0.0    0.0   82.2  444.0
2007 214  8  2 1600  -25.9 1014.0    3.3    8.0   79.1  444.0
2007 214  8  2 1700  -22.9 1012.7    4.3  209.0   88.3  444.0
2007 214  8  2 1800  -24.0 1011.8    2.5  223.0   83.9  444.0
2007 214  8  2 1900  -25.1 1010.4    8.0  227.0   80.4  444.0
2007 214  8  2 2000  -23.8 1009.1    3.9  209.0   85.2  444.0
2007 214  8  2 2100  -22.5 1007.7    3.9  223.0   83.0  444.0
2007 214  8  2 2200  -22.9 1005.5    0.0    0.0   80.4  444.0
2007 214  8  2 2300  -23.8 1004.1    3.3  282.0   83.0  444.0
2007 215  8  3 0000  -28.4 1002.4    1.9   35.0   76.9  444.0
2007 215  8  3 0100  -27.6 1000.0    1.0  130.0   78.6  444.0
2007 215  8  3 0200  -23.9  998.1    1.8    8.0   83.5  444.0
2007 215  8  3 0300  -22.9  995.1    2.3   18.0   84.4  444.0
2007 215  8  3 0400  -24.2  991.7    1.2    8.0   83.9  444.0
2007 215  8  3 0500  -23.9  989.1    0.4  272.0   83.0  444.0
2007 215  8  3 0600  -22.5  986.0    1.9  300.0   85.7  444.0
2007 215  8  3 0700  -25.1  983.0    2.9   19.0   82.2  444.0
2007 215  8  3 0800  -25.0  980.5    0.8  170.0   81.7  444.0
2007 215  8  3 0900  -24.0  980.0    2.7   38.0   81.7  444.0
2007 215  8  3 1000  -29.2  978.4    4.1    2.0   80.4  444.0
2007 215  8  3 1100  -23.6  978.2    6.6   47.0   82.6  444.0
2007 215  8  3 1200  -21.9  976.9    9.9   67.0   81.3  444.0
2007 215  8  3 1300  -22.8  974.9    8.8   84.0   72.5  444.0
2007 215  8  3 1400  -25.2  974.7    7.8  118.0   74.7  444.0
2007 215  8  3 1500  -26.0  974.2    5.7   80.0   73.4  444.0
2007 215  8  3 1600  -26.1  973.9    6.4   64.0   72.5  444.0
2007 215  8  3 1700  -22.5  974.6   18.1  157.0   80.4  444.0
2007 215  8  3 1800  -23.5  973.6   16.0  175.0   82.2  444.0
2007 215  8  3 1900  -24.4  974.4   14.6  182.0   79.1  444.0
2007 215  8  3 2000  -22.8  975.1   18.7  192.0   75.1  444.0
2007 215  8  3 2100  -22.4  975.0   20.3  177.0   72.9  444.0
2007 215  8  3 2200  -23.1  976.8   14.2  180.0   76.4  444.0
2007 215  8  3 2300  -25.9  975.8   19.9  177.0   80.4  444.0
2007 216  8  4 0000  -24.5  976.6   10.7  164.0   82.2  444.0
2007 216  8  4 0100  -21.9  975.5   18.9  199.0   75.6  444.0
2007 216  8  4 0200  -21.6  977.5   12.7  178.0   75.6  444.0
2007 216  8  4 0300  -21.1  977.5   19.7  201.0   80.8  444.0
2007 216  8  4 0400  -22.4  979.0   22.0  166.0   83.0  444.0
2007 216  8  4 0500  -22.8  980.1   23.0  203.0   83.9  444.0
2007 216  8  4 0600  -21.9  979.1   24.2  187.0   84.4  444.0
2007 216  8  4 0700  -21.9  981.9   17.0  206.0   85.2  444.0
2007 216  8  4 0800  -23.1  982.5    4.9  118.0   83.5  444.0
2007 216  8  4 0900  -19.5  982.6   12.7  175.0   87.9  444.0
2007 216  8  4 1000  -19.1  982.4   14.2  175.0   87.9  444.0
2007 216  8  4 1100  -19.5  983.7   15.2  178.0   86.1  444.0
2007 216  8  4 1200  -20.0  983.5   12.1  171.0   85.7  444.0
