Year: 2007  Month: 08  ID: CBD  ARGOS:  8901  Name: Cape Bird           
Lat: 77.22S  Lon: 166.45E  Elev:   38m
2007 213  8  1 0000  -13.1 1001.6    7.4  200.0  444.0  444.0
2007 213  8  1 0100  -12.0 1001.4    7.6  174.0  444.0  444.0
2007 213  8  1 0200  -12.5 1001.0    6.6  185.0  444.0  444.0
2007 213  8  1 0300  -13.0 1001.0    7.2  195.0  444.0  444.0
2007 213  8  1 0400  -12.6 1001.5    6.0  195.0  444.0  444.0
2007 213  8  1 0500  -11.0 1001.9    7.4  174.0  444.0  444.0
2007 213  8  1 0600   -8.2 1002.3    8.0  164.0  444.0  444.0
2007 213  8  1 0700   -7.5 1002.7    7.2  177.0  444.0  444.0
2007 213  8  1 0800   -6.1 1002.7    8.4  182.0  444.0  444.0
2007 213  8  1 0900   -7.1 1002.9    3.3  208.0  444.0  444.0
2007 213  8  1 1000  -10.2 1003.9    3.3  137.0  444.0  444.0
2007 213  8  1 1100  -10.4 1003.8    2.1  116.0  444.0  444.0
2007 213  8  1 1200  -12.2 1003.2    2.9   22.0  444.0  444.0
2007 213  8  1 1300  -11.4 1003.7    3.3   33.0  444.0  444.0
2007 213  8  1 1400  -13.2 1003.2    2.7   33.0  444.0  444.0
2007 213  8  1 1500  -14.2 1002.8    6.0   29.0  444.0  444.0
2007 213  8  1 1600  -15.8 1003.0    1.6  116.0  444.0  444.0
2007 213  8  1 1700  -14.0 1003.1    1.9  151.0  444.0  444.0
2007 213  8  1 1800  -13.1 1004.5    4.1  185.0  444.0  444.0
2007 213  8  1 1900  -11.8 1005.7    2.9  113.0  444.0  444.0
2007 213  8  1 2000  -11.1 1007.4    3.9  110.0  444.0  444.0
2007 213  8  1 2100  -12.1 1008.7    1.8  157.0  444.0  444.0
2007 213  8  1 2200  -13.4 1010.3    2.5  153.0  444.0  444.0
2007 213  8  1 2300  -14.9 1012.3    2.3   47.0  444.0  444.0
2007 214  8  2 0000  -15.1 1013.5    3.5   65.0  444.0  444.0
2007 214  8  2 0100  -12.8 1013.8    4.5  112.0  444.0  444.0
2007 214  8  2 0200  -13.4 1014.2    0.4  108.0  444.0  444.0
2007 214  8  2 0300  -14.9 1014.5    1.2  147.0  444.0  444.0
2007 214  8  2 0400  -15.8 1014.8    1.8  122.0  444.0  444.0
2007 214  8  2 0500  -16.1 1014.8    1.9   49.0  444.0  444.0
2007 214  8  2 0600  -16.1 1014.5    3.9   61.0  444.0  444.0
2007 214  8  2 0700  -14.9 1014.6    4.9   33.0  444.0  444.0
2007 214  8  2 0800  -14.6 1013.9    6.8   40.0  444.0  444.0
2007 214  8  2 0900  -14.0 1013.8    8.2   43.0  444.0  444.0
2007 214  8  2 1000  -13.8 1013.2    5.8   33.0  444.0  444.0
2007 214  8  2 1100  -15.1 1012.4    5.1   22.0  444.0  444.0
2007 214  8  2 1200  -14.2 1011.5    6.2   33.0  444.0  444.0
2007 214  8  2 1300  -14.0 1011.6    4.9   32.0  444.0  444.0
2007 214  8  2 1400  -15.8 1009.9    6.8    6.0  444.0  444.0
2007 214  8  2 1500  -17.0 1010.1    4.1   26.0  444.0  444.0
2007 214  8  2 1600  -18.2 1009.3    5.5   39.0  444.0  444.0
2007 214  8  2 1700  -16.9 1008.1    3.7   74.0  444.0  444.0
2007 214  8  2 1800  -15.6 1007.4    3.9   89.0  444.0  444.0
2007 214  8  2 1900  -14.2 1005.9    4.7   85.0  444.0  444.0
2007 214  8  2 2000  -15.5 1005.2    6.4   40.0  444.0  444.0
2007 214  8  2 2100  -15.6 1003.5    6.2   47.0  444.0  444.0
2007 214  8  2 2200   -5.8 1001.6    6.8   29.0  444.0  444.0
2007 214  8  2 2300  -16.8  999.7    5.7  359.0  444.0  444.0
2007 215  8  3 0000  -15.1  997.3    5.5   32.0  444.0  444.0
2007 215  8  3 0100  -16.1  994.6    6.0   26.0  444.0  444.0
2007 215  8  3 0200  -11.8  993.5    6.2   50.0  444.0  444.0
2007 215  8  3 0300  -11.5  990.2    6.6   43.0  444.0  444.0
2007 215  8  3 0400  -12.9  985.6    4.9   40.0  444.0  444.0
2007 215  8  3 0500   -6.4  984.7    3.9   61.0  444.0  444.0
2007 215  8  3 0600  -15.2  980.1    9.8   23.0  444.0  444.0
2007 215  8  3 0700   -4.5  977.0    5.8   49.0  444.0  444.0
2007 215  8  3 0800   -3.2  976.0    1.8   78.0  444.0  444.0
2007 215  8  3 0900   -9.6  973.3    3.9   35.0  444.0  444.0
2007 215  8  3 1000  -13.1  970.5    0.8   85.0  444.0  444.0
2007 215  8  3 1100  -12.5  968.0    9.4  193.0  444.0  444.0
2007 215  8  3 1200   -4.0  966.9   12.7  200.0  444.0  444.0
2007 215  8  3 1300  -14.0  967.3    1.9   58.0  444.0  444.0
2007 215  8  3 1400  -14.4  967.5    5.5   30.0  444.0  444.0
