Year: 2013  Month: 07  ID: PGN  ARGOS:  8937  Name: Pegasus North       
Lat: 77.95S  Lon: 166.51E  Elev:    8m
2013 182  7  1 0000  -26.1  999.4    6.5   72.0   73.0  444.0
2013 182  7  1 0100  -25.9  999.5    5.4   79.0   72.0  444.0
2013 182  7  1 0200  -25.8  999.5    6.0   79.0   71.0  444.0
2013 182  7  1 0300  -26.1  999.5    5.6   87.0   69.0  444.0
2013 182  7  1 0400  -25.9  999.9    4.9   98.0   68.0  444.0
2013 182  7  1 0500  -26.2  999.9    4.4   85.0   68.0  444.0
2013 182  7  1 0600  -26.5 1000.0    4.0   99.0   66.0  444.0
2013 182  7  1 0700  -26.7 1000.2    3.9  107.0   67.0  444.0
2013 182  7  1 0800  -26.8 1000.4    2.7   99.0   69.0  444.0
2013 182  7  1 0900  -26.7 1000.7    3.5   98.0   68.0  444.0
2013 182  7  1 1000  -26.7 1001.1    3.6   98.0   67.0  444.0
2013 182  7  1 1100  -26.7 1001.4    4.2   95.0   67.0  444.0
2013 182  7  1 1200  -26.0 1001.6    4.8   78.0   64.0  444.0
2013 182  7  1 1300  -26.2 1001.9    6.0   85.0   61.0  444.0
2013 182  7  1 1400  -26.7 1001.8    4.0  106.0   61.0  444.0
2013 182  7  1 1500  -26.8 1002.2    3.8   92.0   61.0  444.0
2013 182  7  1 1600  -26.6 1002.4    3.4   79.0   64.0  444.0
2013 182  7  1 1700  -27.1 1002.6    3.7   79.0   65.0  444.0
2013 182  7  1 1800  -26.9 1002.7    3.2   67.0   64.0  444.0
2013 182  7  1 1900  -27.9 1002.9    4.7  105.0   65.0  444.0
2013 182  7  1 2000  -29.1 1003.1    4.7  108.0   69.0  444.0
2013 182  7  1 2100  -29.3 1003.5    4.4  107.0   70.0  444.0
2013 182  7  1 2200  -28.8 1003.8    4.9  118.0   68.0  444.0
2013 182  7  1 2300  -28.6 1003.9    5.1  104.0   68.0  444.0
2013 183  7  2 0000  -27.9 1003.8    6.3  102.0   61.0  444.0
2013 183  7  2 0100  -27.8 1003.6    5.6   97.0   63.0  444.0
2013 183  7  2 0200  -27.8 1003.6    4.5  108.0   63.0  444.0
2013 183  7  2 0300  -27.8 1003.9    4.1  120.0   64.0  444.0
2013 183  7  2 0400  -28.0 1003.9    4.8  120.0   64.0  444.0
2013 183  7  2 0500  -28.4 1003.9    5.0  106.0   65.0  444.0
2013 183  7  2 0600  -28.5 1004.0    4.3   92.0   67.0  444.0
2013 183  7  2 0700  -28.2 1004.1    2.9  125.0   68.0  444.0
2013 183  7  2 0800  -28.0 1004.0    4.1  119.0   67.0  444.0
2013 183  7  2 0900  -27.0 1003.9    3.7  101.0   66.0  444.0
2013 183  7  2 1000  -27.4 1003.9    3.3  113.0   68.0  444.0
2013 183  7  2 1100  -27.2 1003.7    4.6  103.0   61.0  444.0
2013 183  7  2 1200  -27.3 1004.2    3.8   96.0   66.0  444.0
2013 183  7  2 1300  -27.9 1003.9    4.2  106.0   64.0  444.0
2013 183  7  2 1400  -28.1 1003.7    3.6  112.0   65.0  444.0
2013 183  7  2 1500  -28.3 1003.4    3.3   96.0   68.0  444.0
2013 183  7  2 1600  -28.6 1003.4    3.4   74.0   69.0  444.0
2013 183  7  2 1700  -28.2 1003.3    2.3   95.0   66.0  444.0
2013 183  7  2 1800  -28.3 1002.8    1.4  126.0   70.0  444.0
2013 183  7  2 1900  -28.6 1002.5    1.1  216.0   72.0  444.0
2013 183  7  2 2000  -28.6 1002.3    0.4  152.0   74.0  444.0
2013 183  7  2 2100  -29.2 1002.2    1.4   62.0   71.0  444.0
2013 183  7  2 2200  -30.8 1001.9    2.8   44.0   72.0  444.0
2013 183  7  2 2300  -31.6 1001.7    2.8   44.0   70.0  444.0
2013 184  7  3 0000  -32.8 1001.1    3.4   85.0   66.0  444.0
2013 184  7  3 0100  -33.0 1000.7    3.7   80.0   70.0  444.0
2013 184  7  3 0200  -32.6 1000.2    4.0   81.0   66.0  444.0
2013 184  7  3 0300  -33.0  999.8    4.6   86.0   65.0  444.0
2013 184  7  3 0400  -33.1  999.2    5.7   83.0   66.0  444.0
2013 184  7  3 0500  -32.6  998.7    4.9   82.0   66.0  444.0
2013 184  7  3 0600  -32.8  998.2    4.5   93.0   66.0  444.0
2013 184  7  3 0700  -33.3  997.8    5.6  108.0   65.0  444.0
2013 184  7  3 0800  -33.0  997.2    6.5   93.0   62.0  444.0
2013 184  7  3 0900  -33.5  996.9    4.2   87.0   63.0  444.0
2013 184  7  3 1000  -33.0  996.1    5.2   80.0   65.0  444.0
2013 184  7  3 1100  -32.6  995.4    3.7  102.0   66.0  444.0
2013 184  7  3 1200  -32.3  994.8    2.6  112.0   68.0  444.0
2013 184  7  3 1300  -32.3  994.0    2.7  127.0   68.0  444.0
2013 184  7  3 1400  -32.9  993.0    3.1  139.0   68.0  444.0
2013 184  7  3 1500  -33.6  992.3    2.8  123.0   68.0  444.0
2013 184  7  3 1600  -34.6  991.8    3.5   98.0   65.0  444.0
2013 184  7  3 1700  -35.4  991.2    2.6  119.0   65.0  444.0
2013 184  7  3 1800  -37.3  990.5    1.8  110.0   64.0  444.0
2013 184  7  3 1900  -39.1  989.5    2.9  109.0   62.0  444.0
2013 184  7  3 2000  -40.0  988.8    3.5   88.0   61.0  444.0
2013 184  7  3 2100  -40.9  988.3    3.4   88.0   61.0  444.0
2013 184  7  3 2200  -41.6  987.6    2.7   85.0   62.0  444.0
2013 184  7  3 2300  -41.8  987.0    2.8   94.0   63.0  444.0
2013 185  7  4 0000  -42.2  986.6    2.7   84.0   62.0  444.0
2013 185  7  4 0100  -41.9  986.1    4.0  102.0   62.0  444.0
2013 185  7  4 0200  -42.1  985.6    3.0  113.0   62.0  444.0
2013 185  7  4 0300  -42.5  985.2    2.9  103.0   63.0  444.0
2013 185  7  4 0400  -40.6  984.9    4.4   94.0   65.0  444.0
2013 185  7  4 0500  -41.5  984.8    0.6   75.0   63.0  444.0
2013 185  7  4 0600  -41.6  984.6    1.1   12.0   62.0  444.0
2013 185  7  4 0700  -42.3  985.0    0.9   59.0   62.0  444.0
2013 185  7  4 0800  -41.6  985.1    1.1   56.0   61.0  444.0
2013 185  7  4 0900  -42.7  985.7    1.1  179.0   61.0  444.0
2013 185  7  4 1000  -39.1  986.1    0.6  155.0   66.0  444.0
2013 185  7  4 1100  -39.6  986.8    0.5  239.0   63.0  444.0
2013 185  7  4 1200  -38.8  987.3    1.2  284.0   64.0  444.0
2013 185  7  4 1300  -40.2  988.0    0.4  235.0   62.0  444.0
2013 185  7  4 1400  -39.8  988.4    1.4  146.0   64.0  444.0
2013 185  7  4 1500  -39.5  988.8    0.6  114.0   64.0  444.0
2013 185  7  4 1600  -38.4  989.2    0.5   57.0   65.0  444.0
2013 185  7  4 1700  -38.7  989.5    1.7   71.0   64.0  444.0
2013 185  7  4 1800  -38.5  989.8    0.6  151.0   64.0  444.0
2013 185  7  4 1900  -35.7  990.3    0.6  107.0   67.0  444.0
2013 185  7  4 2000  -33.0  990.5    0.1   17.0   69.0  444.0
2013 185  7  4 2100  -35.5  990.8    0.1  346.0   68.0  444.0
2013 185  7  4 2200  -33.8  991.1    0.7  227.0   70.0  444.0
2013 185  7  4 2300  -33.4  991.0    1.5  232.0   70.0  444.0
2013 186  7  5 0000  -33.0  991.2    2.0  193.0   72.0  444.0
2013 186  7  5 0100  -33.5  991.0    1.7  196.0   71.0  444.0
2013 186  7  5 0200  -33.7  990.7    2.9  220.0   70.0  444.0
2013 186  7  5 0300  -34.8  990.4    3.4  194.0   69.0  444.0
2013 186  7  5 0400  -33.9  990.3    2.7  212.0   69.0  444.0
2013 186  7  5 0500  -34.2  990.1    3.5  194.0   69.0  444.0
2013 186  7  5 0600  -34.4  989.8    3.3  207.0   71.0  444.0
2013 186  7  5 0700  -34.0  990.1    3.5  204.0   70.0  444.0
2013 186  7  5 0800  -34.0  990.1    3.4  188.0   71.0  444.0
2013 186  7  5 0900  -33.9  990.0    3.1  188.0   70.0  444.0
2013 186  7  5 1000  -31.5  990.6    2.0  228.0   74.0  444.0
2013 186  7  5 1100  -32.0  990.9    2.4  202.0   72.0  444.0
2013 186  7  5 1200  -32.7  991.0    1.4  235.0   70.0  444.0
2013 186  7  5 1300  -31.9  991.0    1.8  295.0   72.0  444.0
2013 186  7  5 1400  -34.3  991.4    0.6  256.0   69.0  444.0
2013 186  7  5 1500  -33.3  991.8    1.7   39.0   72.0  444.0
2013 186  7  5 1600  -32.1  991.9    1.1   66.0  444.0  444.0
2013 186  7  5 1700  -33.2  992.0    0.7  151.0   69.0  444.0
2013 186  7  5 1800  -31.9  992.4    2.2   40.0   68.0  444.0
2013 186  7  5 1900  -34.0  992.6    1.1  253.0   69.0  444.0
2013 186  7  5 2000  -34.7  992.8    1.6  140.0   69.0  444.0
2013 186  7  5 2100  -33.4  992.8    2.2  113.0   69.0  444.0
2013 186  7  5 2200  -32.8  992.8    1.7  136.0   71.0  444.0
2013 186  7  5 2300  -33.6  993.2    1.2  118.0   70.0  444.0
2013 187  7  6 0000  -35.6  993.3    2.1   42.0   66.0  444.0
2013 187  7  6 0100  -35.0  993.3    1.7   35.0   68.0  444.0
2013 187  7  6 0200  -34.5  993.3    1.2  216.0   70.0  444.0
2013 187  7  6 0300  -32.5  993.4    0.7  125.0   68.0  444.0
2013 187  7  6 0400  -37.3  993.3    1.6  156.0   68.0  444.0
2013 187  7  6 0500  -35.3  993.4    0.1  185.0   68.0  444.0
2013 187  7  6 0600  -31.6  993.0    0.7  125.0   71.0  444.0
2013 187  7  6 0700  -31.7  992.9    0.8  101.0   67.0  444.0
2013 187  7  6 0800  -35.8  992.8    1.2   69.0   69.0  444.0
2013 187  7  6 0900  -35.5  993.2    1.5   53.0   69.0  444.0
2013 187  7  6 1000  -36.5  993.0    1.3   49.0   69.0  444.0
2013 187  7  6 1100  -35.4  992.8    1.3   89.0   68.0  444.0
2013 187  7  6 1200  -36.0  992.6    0.9  188.0   68.0  444.0
2013 187  7  6 1300  -36.1  992.0    0.8  155.0   68.0  444.0
2013 187  7  6 1400  -34.8  991.5    0.8   74.0   74.0  444.0
2013 187  7  6 1500  -31.8  991.2    1.9   59.0   74.0  444.0
2013 187  7  6 1600  -30.0  991.3    1.3  138.0   74.0  444.0
2013 187  7  6 1700  -29.8  991.4    3.6   85.0   75.0  444.0
2013 187  7  6 1800  -31.4  991.7    5.9   67.0   72.0  444.0
2013 187  7  6 1900  -32.3  991.8    7.8   57.0   72.0  444.0
2013 187  7  6 2000  -31.7  992.2    7.5   53.0   73.0  444.0
2013 187  7  6 2100  -31.7  992.3    8.5   63.0   72.0  444.0
2013 187  7  6 2200  -31.7  992.7    8.3   53.0   72.0  444.0
2013 187  7  6 2300  -31.3  993.2    8.8   66.0   73.0  444.0
2013 188  7  7 0000  -31.0  993.8    9.0   70.0   72.0  444.0
2013 188  7  7 0100  -32.1  994.2    9.7   70.0   71.0  444.0
2013 188  7  7 0200  -32.9  994.6    9.8   69.0   71.0  444.0
2013 188  7  7 0300  -33.3  995.3    9.8   71.0   71.0  444.0
2013 188  7  7 0400  -33.9  996.1    9.9   81.0   70.0  444.0
2013 188  7  7 0500  -34.3  996.5    9.1   80.0   70.0  444.0
2013 188  7  7 0600  -34.4  996.3    9.5   72.0   69.0  444.0
2013 188  7  7 0700  -34.2  996.7    9.3   76.0   70.0  444.0
2013 188  7  7 0800  -33.8  996.9    8.9   67.0   71.0  444.0
2013 188  7  7 0900  -33.8  997.2    9.8   74.0   71.0  444.0
2013 188  7  7 1000  -34.2  998.3    9.2   71.0   69.0  444.0
2013 188  7  7 1100  -34.8  999.1    9.3   70.0   69.0  444.0
2013 188  7  7 1200  -34.5  999.7    7.9   73.0   70.0  444.0
2013 188  7  7 1300  -34.2  999.8    6.0   60.0   70.0  444.0
2013 188  7  7 1400  -33.2  999.7    5.6   64.0   70.0  444.0
2013 188  7  7 1500  -33.5  999.7    8.1   89.0   70.0  444.0
2013 188  7  7 1600  -36.1 1000.0    8.4   94.0   67.0  444.0
2013 188  7  7 1700  -37.0 1000.3    8.4   82.0   67.0  444.0
2013 188  7  7 1800  -37.3 1000.1    8.3   76.0   67.0  444.0
2013 188  7  7 1900  -36.7 1000.3    7.0   78.0   67.0  444.0
2013 188  7  7 2000  -35.8 1000.2    6.9   71.0   68.0  444.0
2013 188  7  7 2100  -35.3 1000.2    4.8   88.0   68.0  444.0
2013 188  7  7 2200  -34.9 1000.2    3.2  108.0   69.0  444.0
2013 188  7  7 2300  -34.5  999.7    3.5   88.0   69.0  444.0
2013 189  7  8 0000  -34.8  999.4    5.0   95.0   70.0  444.0
2013 189  7  8 0100  -34.7  999.0    5.0   97.0   69.0  444.0
2013 189  7  8 0200  -34.3  998.3    6.1   71.0   69.0  444.0
2013 189  7  8 0300  -34.1  997.7    6.1   60.0   69.0  444.0
2013 189  7  8 0400  -34.3  997.3    5.3   89.0   70.0  444.0
2013 189  7  8 0500  -34.7  997.1    4.1   95.0   69.0  444.0
2013 189  7  8 0600  -35.1  996.8    3.3  100.0   68.0  444.0
2013 189  7  8 0700  -35.7  996.4    4.7   90.0   68.0  444.0
2013 189  7  8 0800  -37.1  996.1    5.2   94.0   66.0  444.0
2013 189  7  8 0900  -37.1  995.7    5.5   84.0   67.0  444.0
2013 189  7  8 1000  -38.0  995.5    5.7   98.0   65.0  444.0
2013 189  7  8 1100  -38.9  994.8    5.4   87.0   65.0  444.0
2013 189  7  8 1200  -40.2  994.2    4.8   95.0   64.0  444.0
2013 189  7  8 1300  -40.8  993.7    4.2  100.0   63.0  444.0
2013 189  7  8 1400  -42.1  992.7    4.9   83.0   61.0  444.0
2013 189  7  8 1500  -41.8  992.0    3.4   96.0   61.0  444.0
2013 189  7  8 1600  -42.1  991.2    4.5   82.0   61.0  444.0
2013 189  7  8 1700  -42.6  990.2    2.8   91.0   61.0  444.0
2013 189  7  8 1800  -41.9  989.5    3.1   82.0   62.0  444.0
2013 189  7  8 1900  -42.4  989.2    2.5  105.0   60.0  444.0
2013 189  7  8 2000  -41.6  988.4    3.4  127.0   62.0  444.0
2013 189  7  8 2100  -41.9  988.0    4.0  102.0   61.0  444.0
2013 189  7  8 2200  -42.1  987.9    4.3  103.0  444.0  444.0
2013 189  7  8 2300  -42.7  988.1    4.6   97.0   61.0  444.0
2013 190  7  9 0000  -42.3  987.9    4.2   91.0   61.0  444.0
2013 190  7  9 0100  -44.0  988.3    3.2  107.0   59.0  444.0
2013 190  7  9 0200  -42.7  989.2    4.2   82.0   61.0  444.0
2013 190  7  9 0300  -42.1  990.0    6.2   95.0   61.0  444.0
2013 190  7  9 0400  -36.7  990.3   12.0  169.0   67.0  444.0
2013 190  7  9 0500  -34.5  991.3   16.2  167.0   69.0  444.0
2013 190  7  9 0600  -33.8  992.8   12.0  146.0   70.0  444.0
2013 190  7  9 0700  -33.6  993.7   11.5  148.0   70.0  444.0
2013 190  7  9 0800  -33.3  994.8    7.0  164.0   71.0  444.0
2013 190  7  9 0900  -33.1  995.8    8.1  155.0   70.0  444.0
2013 190  7  9 1000  -33.8  995.3   10.1  152.0   70.0  444.0
2013 190  7  9 1100  -33.2  996.5    9.7  164.0   73.0  444.0
2013 190  7  9 1200  -32.7  997.7   12.6  161.0   72.0  444.0
2013 190  7  9 1300  -33.3  998.7   12.6  161.0   72.0  444.0
2013 190  7  9 1400  -32.3  999.4   12.6  170.0   71.0  444.0
2013 190  7  9 1500  -31.2 1000.3   11.7  174.0   73.0  444.0
2013 190  7  9 1600  -30.6 1001.7   12.7  172.0   73.0  444.0
