Year: 2013  Month: 06  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2013 152  6  1 0000  -33.8  994.1    9.9  197.0   75.6  444.0
2013 152  6  1 0100  -35.1  994.7    7.2  209.0   75.1  444.0
2013 152  6  1 0200  -35.1  994.7    5.8  214.0   74.2  444.0
2013 152  6  1 0300  -35.0  994.9    7.0  216.0   74.7  444.0
2013 152  6  1 0400  -35.0  994.9    6.2  193.0   72.5  444.0
2013 152  6  1 0500  -34.8  994.6    6.8  183.0   74.2  444.0
2013 152  6  1 0600  -35.6  994.6    4.1  191.0   71.6  444.0
2013 152  6  1 0700  -36.2  994.4    4.1  180.0   71.6  444.0
2013 152  6  1 0800  -35.5  994.7    7.4  240.0   72.5  444.0
2013 152  6  1 0900  -35.2  994.6    8.0  202.0   72.0  444.0
2013 152  6  1 1000  -35.8  995.1    6.0  198.0   70.7  444.0
2013 152  6  1 1100  -35.8  994.8    6.8  173.0   70.3  444.0
2013 152  6  1 1200  -34.5  994.5    8.8  170.0   70.3  444.0
2013 152  6  1 1300  -35.6  994.4    4.3  170.0   69.0  444.0
2013 152  6  1 1400  -35.9  994.2    2.1  224.0   68.5  444.0
2013 152  6  1 1500  -37.5  994.0  444.0  444.0   69.0  444.0
2013 152  6  1 1600  -38.9  993.6  444.0  444.0   69.4  444.0
2013 152  6  1 1700  -39.8  992.9  444.0  444.0   69.4  444.0
2013 152  6  1 1800  -40.1  992.7  444.0  444.0   69.4  444.0
2013 152  6  1 1900  -39.8  992.3  444.0  444.0   69.4  444.0
2013 152  6  1 2000  -40.6  992.0  444.0  444.0   68.1  444.0
2013 152  6  1 2100  -40.9  991.1  444.0  444.0   69.0  444.0
2013 152  6  1 2200  -37.5  990.6  444.0  444.0   71.6  444.0
2013 152  6  1 2300  -33.8  989.9  444.0  444.0   76.0  444.0
2013 153  6  2 0000  -31.8  989.4  444.0  444.0   69.8  444.0
2013 153  6  2 0100  -30.2  989.0  444.0  444.0   69.8  444.0
2013 153  6  2 0200  -29.4  988.3  444.0  444.0   70.7  444.0
2013 153  6  2 0300  -29.2  987.4  444.0  444.0   72.0  444.0
2013 153  6  2 0400  -31.6  987.0  444.0  444.0   72.9  444.0
2013 153  6  2 0500  -32.0  986.5  444.0  444.0   73.4  444.0
2013 153  6  2 0600  -32.2  986.3  444.0  444.0   73.8  444.0
2013 153  6  2 0700  -32.1  985.5  444.0  444.0   75.1  444.0
