Year: 2013  Month: 10  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.09S  Lon:  68.82W  Elev:   10m
2013 274 10  1 0000   -1.2 1002.5  444.0  444.0   89.1  444.0
2013 274 10  1 0100   -2.0 1002.5  444.0  444.0   88.8  444.0
2013 274 10  1 0200   -2.3 1002.5  444.0  444.0   88.7  444.0
2013 274 10  1 0300   -1.9 1001.8  444.0  444.0   88.8  444.0
2013 274 10  1 0400   -2.1 1001.1  444.0  444.0   88.8  444.0
2013 274 10  1 0500   -2.5 1000.4  444.0  444.0   89.2  444.0
2013 274 10  1 0600   -2.6  999.7  444.0  444.0   89.2  444.0
2013 274 10  1 0700   -2.9  999.1  444.0  444.0   89.3  444.0
2013 274 10  1 0800   -3.1  998.4  444.0  444.0   89.4  444.0
2013 274 10  1 0900   -3.1  997.7  444.0  444.0   89.8  444.0
2013 274 10  1 1000   -3.0  997.7  444.0  444.0   90.1  444.0
2013 274 10  1 1100   -3.2  997.7  444.0  444.0   90.2  444.0
2013 274 10  1 1200   -3.5  997.7  444.0  444.0   90.4  444.0
2013 274 10  1 1300   -3.7  997.7  444.0  444.0   90.5  444.0
2013 274 10  1 1400   -3.8  997.0  444.0  444.0   90.1  444.0
2013 274 10  1 1500   -3.5  996.3  444.0  444.0   90.3  444.0
2013 274 10  1 1600   -3.4  996.3  444.0  444.0   90.0  444.0
2013 274 10  1 1700   -2.9  996.3  444.0  444.0   90.0  444.0
2013 274 10  1 1800   -2.9  996.3  444.0  444.0   89.9  444.0
2013 274 10  1 1900   -3.6  444.0  444.0  444.0   89.0  444.0
2013 274 10  1 2000   -4.2  996.3  444.0  444.0   89.0  444.0
2013 274 10  1 2100   -3.5  997.7  444.0  444.0   88.7  444.0
2013 274 10  1 2200   -3.5  997.7  444.0  444.0   88.4  444.0
2013 274 10  1 2300   -3.7  999.1  444.0  444.0   88.1  444.0
2013 275 10  2 0000   -3.8  998.4  444.0  444.0   87.8  444.0
2013 275 10  2 0100   -4.4  999.1  444.0  444.0   87.6  444.0
2013 275 10  2 0200   -5.9 1000.4  444.0  444.0   87.8  444.0
2013 275 10  2 0300   -5.1  999.7  444.0  444.0   87.6  444.0
2013 275 10  2 0400   -4.4 1001.1  444.0  444.0   87.5  444.0
2013 275 10  2 0500   -3.6 1001.8  444.0  444.0   87.3  444.0
2013 275 10  2 0600   -3.1 1002.5  444.0  444.0   87.3  444.0
2013 275 10  2 0700   -3.0 1002.5  444.0  444.0   87.3  444.0
