Year: 2015  Month: 10  ID: BPT  ARGOS:  8921  Name: Bonaparte Point     
Lat: 64.78S  Lon:  64.07W  Elev:    8m
2015 274 10  1 0000   -2.3  983.5    7.2  291.0   91.0  444.0
2015 274 10  1 0100   -2.4  984.7    5.8  319.0   87.0  444.0
2015 274 10  1 0200   -3.5  985.7    8.8  256.0   90.5  444.0
2015 274 10  1 0300   -4.1  987.6    6.9  275.0   96.0  444.0
2015 274 10  1 0400   -4.7  988.9    7.1  287.0   91.0  444.0
2015 274 10  1 0500   -4.5  990.2    4.7  286.0   85.0  444.0
2015 274 10  1 0600   -4.6  991.4    4.5  314.0   81.9  444.0
2015 274 10  1 0700   -4.8  992.0    6.0  283.0   82.9  444.0
2015 274 10  1 0800   -5.2  992.5    4.9  289.0   80.4  444.0
2015 274 10  1 0900   -5.5  993.2    2.2  330.0   80.0  444.0
2015 274 10  1 1000   -5.8  992.8    2.4  356.0   76.0  444.0
2015 274 10  1 1100   -7.0  993.2    4.1    7.0   71.0  444.0
2015 274 10  1 1200   -5.7  993.8    1.3   98.0   68.8  444.0
2015 274 10  1 1300   -5.7  994.3    1.5  132.0   76.9  444.0
2015 274 10  1 1400   -4.1  994.8    1.4   13.0   73.9  444.0
2015 274 10  1 1500   -5.1  995.3    2.0  327.0   86.0  444.0
2015 274 10  1 1600   -4.4  996.8    1.1  279.0  444.0  444.0
2015 274 10  1 1700   -2.2  997.5    7.3  312.0   92.4  444.0
2015 274 10  1 1800   -1.6  998.4    5.9  294.0   85.2  444.0
2015 274 10  1 1900   -1.5  999.3    3.2  295.0   79.0  444.0
2015 274 10  1 2000   -1.5  999.7    2.9  340.0   78.4  444.0
2015 274 10  1 2100   -2.1 1000.0    3.0    1.0   78.0  444.0
2015 274 10  1 2200   -3.9 1000.1    2.3  115.0   89.8  444.0
2015 274 10  1 2300   -4.1 1000.0    0.2  132.0   78.0  444.0
2015 275 10  2 0000   -2.9 1000.2    0.9  106.0   75.0  444.0
2015 275 10  2 0100   -2.7 1000.4    2.5  120.0   84.5  444.0
2015 275 10  2 0200   -2.5 1000.5    3.1   96.0   79.2  444.0
2015 275 10  2 0300   -2.7 1000.5    2.8  122.0   91.0  444.0
2015 275 10  2 0400   -2.6  999.8    2.6  140.0   98.0  444.0
2015 275 10  2 0500   -1.9 1000.3    3.1  149.0   97.0  444.0
2015 275 10  2 0600   -1.4 1000.4    1.1  111.0   99.3  444.0
2015 275 10  2 0700    0.1  999.7    8.9  348.0   94.0  444.0
2015 275 10  2 0800    0.2  999.9    7.7  346.0   88.6  444.0
2015 275 10  2 0900    0.1  999.4   11.2  354.0   90.0  444.0
2015 275 10  2 1000    0.6  999.2   13.7  339.0   92.5  444.0
2015 275 10  2 1100    1.0  998.9   12.4  335.0   89.0  444.0
2015 275 10  2 1200    1.0  998.6   12.9  341.0   88.6  444.0
2015 275 10  2 1300    0.7  997.3   12.3  345.0   92.0  444.0
2015 275 10  2 1400    0.9  996.2   13.5  341.0   91.0  444.0
2015 275 10  2 1500    1.0  994.0   13.9  358.0   89.2  444.0
2015 275 10  2 1600    1.1  992.8   17.1    1.0   88.0  444.0
2015 275 10  2 1700    1.1  992.0   14.9    7.0   87.0  444.0
2015 275 10  2 1800    0.9  990.9   15.5   14.0   91.0  444.0
2015 275 10  2 1900    1.0  989.7   18.7   19.0   88.0  444.0
2015 275 10  2 2000    1.1  989.7   17.9   15.0   85.1  444.0
2015 275 10  2 2100    1.2  988.3   13.9   21.0   85.0  444.0
