Year: 2015  Month: 07  ID: BPT  ARGOS:  8921  Name: Bonaparte Point     
Lat: 64.78S  Lon:  64.07W  Elev:    8m
2015 182  7  1 0000   -5.7  985.3    8.3  215.0   77.9  444.0
2015 182  7  1 0100   -6.4  985.6    7.6  206.0   79.0  444.0
2015 182  7  1 0200   -6.7  986.3    8.6  193.0   77.3  444.0
2015 182  7  1 0300   -7.3  987.0    7.5  204.0   79.1  444.0
2015 182  7  1 0400   -7.4  987.4    7.1  209.0   77.0  444.0
2015 182  7  1 0500   -7.8  988.3    6.6  222.0   80.0  444.0
2015 182  7  1 0600   -8.0  989.3    7.7  220.0   82.4  444.0
2015 182  7  1 0700   -8.5  989.9    4.6  206.0   82.1  444.0
2015 182  7  1 0800   -8.7  990.1    5.6  238.0   88.0  444.0
2015 182  7  1 0900   -8.5  990.4    5.0  217.0   86.0  444.0
2015 182  7  1 1000   -9.2  990.6    5.7  232.0   88.0  444.0
2015 182  7  1 1100  -10.1  990.8    4.9  266.0   87.0  444.0
2015 182  7  1 1200  -10.5  990.9    4.0  265.0   81.7  444.0
2015 182  7  1 1300  -10.3  991.1    4.1  295.0   86.7  444.0
2015 182  7  1 1400  -10.2  990.2    3.1  323.0   84.6  444.0
2015 182  7  1 1500   -8.9  988.6    4.6   11.0   77.0  444.0
2015 182  7  1 1600  444.0  444.0  444.0  444.0  444.0  444.0
2015 182  7  1 1700   -5.5  984.7   11.0  352.0   82.7  444.0
2015 182  7  1 1800   -4.8  983.7   10.5  352.0   82.0  444.0
2015 182  7  1 1900   -4.5  983.0   10.5  338.0   93.0  444.0
2015 182  7  1 2000   -3.4  981.9    9.4  313.0   92.9  444.0
2015 182  7  1 2100   -3.3  980.6    8.5  310.0   96.0  444.0
2015 182  7  1 2200   -5.1  980.1    9.9  238.0   94.0  444.0
2015 182  7  1 2300   -5.5  979.9    6.9  262.0   89.6  444.0
2015 183  7  2 0000   -7.3  979.9    7.4  211.0   92.2  444.0
2015 183  7  2 0100   -7.7  979.2    8.1  229.0   66.6  444.0
