Year: 2015  Month: 01  ID: BPT  ARGOS:  8921  Name: Bonaparte Point     
Lat: 64.78S  Lon:  64.07W  Elev:    8m
2015   1  1  1 0000   -0.7 1011.6    4.4  230.0   85.4  444.0
2015   1  1  1 0100   -0.9 1011.5    3.7  230.0   83.0  444.0
2015   1  1  1 0200   -0.9 1011.4    3.3  224.0   81.0  444.0
2015   1  1  1 0300   -0.8 1011.4    0.1  144.0   78.5  444.0
2015   1  1  1 0400   -0.9 1011.3    1.3  355.0   80.0  444.0
2015   1  1  1 0500   -0.8 1011.1    1.8  169.0   84.6  444.0
2015   1  1  1 0600   -0.8 1010.8    1.0   83.0   82.0  444.0
2015   1  1  1 0700   -0.7 1010.7    0.5  135.0   82.0  444.0
2015   1  1  1 0800   -0.6 1010.8    0.3  139.0   79.7  444.0
2015   1  1  1 0900   -0.5 1010.7    1.3  122.0   80.0  444.0
2015   1  1  1 1000   -0.7 1010.5    1.5  205.0   86.2  444.0
2015   1  1  1 1100   -0.9 1010.3    0.6  334.0   86.0  444.0
2015   1  1  1 1200   -0.8 1010.3    3.2  209.0   81.0  444.0
2015   1  1  1 1300   -0.7 1010.0    2.3  198.0   76.8  444.0
2015   1  1  1 1400   -0.3 1010.0    0.6  162.0   73.0  444.0
2015   1  1  1 1500    0.1 1010.0    0.3  173.0  444.0  444.0
2015   1  1  1 1600   -0.1 1009.7    0.5  294.0   72.0  444.0
2015   1  1  1 1700   -0.3 1009.7    1.3  146.0   74.1  444.0
2015   1  1  1 1800    0.5 1009.7    0.5  108.0   72.0  444.0
2015   1  1  1 1900   -0.1 1009.7    1.6  170.0   75.0  444.0
2015   1  1  1 2000    0.1 1009.5    1.7  182.0   73.9  444.0
2015   1  1  1 2100   -0.5 1009.5    1.6  184.0   77.6  444.0
2015   1  1  1 2200   -0.3 1009.5    1.1   92.0   76.2  444.0
2015   1  1  1 2300   -0.4 1009.6    0.7   94.0   75.0  444.0
2015   2  1  2 0000   -1.0 1009.0    1.5  156.0   78.0  444.0
2015   2  1  2 0100   -1.1 1009.4    0.6  228.0   79.0  444.0
2015   2  1  2 0200   -1.5 1009.4    1.8  251.0   81.1  444.0
2015   2  1  2 0300   -1.7 1009.4    0.5  277.0   80.1  444.0
2015   2  1  2 0400   -1.4 1009.2    1.3  133.0   82.0  444.0
2015   2  1  2 0500   -1.9 1009.2    1.6  207.0   85.0  444.0
2015   2  1  2 0600  444.0  444.0  444.0  444.0  444.0  444.0
2015   2  1  2 0700   -2.3 1008.9    1.5  197.0   85.7  444.0
2015   2  1  2 0800   -2.3 1009.1    2.2  183.0   86.5  444.0
2015   2  1  2 0900   -2.1 1009.2    3.1  188.0   86.0  444.0
2015   2  1  2 1000   -2.1 1009.2    3.2  214.0   87.4  444.0
2015   2  1  2 1100   -2.0 1009.0    1.7  188.0   86.9  444.0
2015   2  1  2 1200   -1.9 1008.9    3.3  187.0   89.0  444.0
2015   2  1  2 1300   -2.0 1009.0    2.7  180.0   88.3  444.0
2015   2  1  2 1400  444.0  444.0  444.0  444.0  444.0  444.0
