Year: 2015  Month: 07  ID: CHA  ARGOS: 28338  Name: Cape Hallett        
Lat: 72.19S  Lon: 170.17E  Elev:    1m
2015 182  7  1 0000  -20.4 1000.3   18.8  231.0   81.0  444.0
2015 182  7  1 0100  -17.6  999.6   14.5  223.0   74.0  444.0
2015 182  7  1 0200  -16.1 1000.0   14.8  209.0   69.6  444.0
2015 182  7  1 0300  -18.2  444.0   15.1  240.0   80.3  444.0
2015 182  7  1 0400  -20.2 1000.3   17.4  244.0   80.6  444.0
2015 182  7  1 0500  -20.3 1001.1   16.9  243.0   82.0  444.0
2015 182  7  1 0600  -20.2 1001.7   16.2  239.0   81.0  444.0
2015 182  7  1 0700  -20.1 1001.1   15.8  240.0   83.1  444.0
2015 182  7  1 0800  -20.5 1001.2   16.3  235.0   79.9  444.0
2015 182  7  1 0900  -19.5 1001.3   14.8  233.0   78.4  444.0
2015 182  7  1 1000  -20.0 1001.7   16.0  237.0   82.1  444.0
2015 182  7  1 1100  -19.2 1002.0   14.9  239.0   84.0  444.0
2015 182  7  1 1200  -18.7 1002.0   15.0  234.0   76.0  444.0
2015 182  7  1 1300  -19.4 1001.3   15.0  237.0   75.0  444.0
2015 182  7  1 1400  -14.1 1001.7    7.5  222.0   60.5  444.0
2015 182  7  1 1500  -17.6 1001.8    5.3  104.0   66.0  444.0
2015 182  7  1 1600  -18.0 1001.6    2.8   88.0   60.0  444.0
2015 182  7  1 1700  -18.0 1002.1    3.6  194.0   58.0  444.0
2015 182  7  1 1800  -18.5 1002.9    4.0  231.0   53.0  444.0
2015 182  7  1 1900  -18.7 1002.6    1.0   52.0   55.0  444.0
2015 182  7  1 2000  -18.3 1002.1    2.0   20.0   54.6  444.0
2015 182  7  1 2100  -18.7 1002.4    4.6   12.0   55.0  444.0
2015 182  7  1 2200  -19.2 1002.1    3.6   43.0   61.0  444.0
2015 182  7  1 2300  -18.9 1002.5    0.5   14.0   54.4  444.0
