Year: 2016  Month: 10  ID: BPT  ARGOS:  8921  Name: Bonaparte Point     
Lat: 64.78S  Lon:  64.07W  Elev:    8m
2016 275 10  1 0000   -7.0  998.1  444.0  444.0   99.2  444.0
2016 275 10  1 0100   -7.0  999.9  444.0  444.0   99.9  444.0
2016 275 10  1 0200   -6.7 1000.2  444.0  444.0  100.0  444.0
2016 275 10  1 0300   -6.1 1000.0  444.0  444.0  100.0  444.0
2016 275 10  1 0400   -6.4 1000.5  444.0  444.0  100.0  444.0
2016 275 10  1 0500   -6.4 1000.2  444.0  444.0  100.0  444.0
2016 275 10  1 0600   -6.5 1001.5  444.0  444.0   99.9  444.0
2016 275 10  1 0700   -6.6 1001.8  444.0  444.0   99.7  444.0
2016 275 10  1 0800   -6.6 1001.8  444.0  444.0  100.0  444.0
2016 275 10  1 0900   -6.6 1002.2  444.0  444.0  100.0  444.0
2016 275 10  1 1000   -6.6 1002.8  444.0  444.0  100.0  444.0
2016 275 10  1 1100   -6.5 1002.8  444.0  444.0   99.6  444.0
2016 275 10  1 1200   -6.4 1003.8  444.0  444.0   99.0  444.0
2016 275 10  1 1300   -6.3 1004.3  444.0  444.0   99.0  444.0
2016 275 10  1 1400   -6.2 1004.1  444.0  444.0   98.7  444.0
2016 275 10  1 1500   -5.8 1005.1  444.0  444.0   98.0  444.0
2016 275 10  1 1600  444.0  444.0  444.0  444.0  444.0  444.0
2016 275 10  1 1700   -5.4 1007.0  444.0  444.0   96.5  444.0
2016 275 10  1 1800   -5.7 1007.8  444.0  444.0   97.0  444.0
2016 275 10  1 1900   -5.4 1008.3  444.0  444.0   96.1  444.0
2016 275 10  1 2000   -5.4 1008.9  444.0  444.0   95.7  444.0
2016 275 10  1 2100   -5.6 1009.3  444.0  444.0   97.0  444.0
2016 275 10  1 2200   -5.8 1009.5  444.0  444.0   98.4  444.0
2016 275 10  1 2300   -5.8 1010.0  444.0  444.0   98.0  444.0
2016 276 10  2 0000   -6.2 1010.0  444.0  444.0  100.0  444.0
2016 276 10  2 0100   -6.0 1010.3  444.0  444.0   99.9  444.0
2016 276 10  2 0200   -5.9 1010.7  444.0  444.0   99.0  444.0
2016 276 10  2 0300   -5.9 1010.7  444.0  444.0   98.9  444.0
2016 276 10  2 0400   -6.0 1010.8  444.0  444.0   98.5  444.0
2016 276 10  2 0500   -6.0 1011.1  444.0  444.0   98.0  444.0
2016 276 10  2 0600   -6.0 1011.3  444.0  444.0   94.0  444.0
2016 276 10  2 0700   -6.0 1011.3  444.0  444.0   88.0  444.0
2016 276 10  2 0800   -5.9 1011.3  444.0  444.0   93.0  444.0
2016 276 10  2 0900   -5.9 1011.0  444.0  444.0   93.5  444.0
2016 276 10  2 1000   -5.8 1011.0  444.0  444.0   90.0  444.0
2016 276 10  2 1100   -5.8 1010.8  444.0  444.0   97.0  444.0
2016 276 10  2 1200   -5.5 1010.5  444.0  444.0   99.0  444.0
2016 276 10  2 1300   -5.3 1009.8  444.0  444.0   96.1  444.0
2016 276 10  2 1400   -3.8 1008.9  444.0  444.0  444.0  444.0
2016 276 10  2 1500  444.0  444.0  444.0  444.0  444.0  444.0
2016 276 10  2 1600   -3.3 1007.5  444.0  444.0  444.0  444.0
2016 276 10  2 1700   -3.3 1007.2  444.0  444.0  444.0  444.0
2016 276 10  2 1800   -3.3 1006.6  444.0  444.0  444.0  444.0
2016 276 10  2 1900   -3.7 1005.6  444.0  444.0   91.0  444.0
2016 276 10  2 2000   -4.1 1004.9  444.0  444.0   93.0  444.0
2016 276 10  2 2100   -4.9 1003.9  444.0  444.0   96.8  444.0
2016 276 10  2 2200   -5.5 1003.1  444.0  444.0   99.0  444.0
2016 276 10  2 2300   -5.7 1002.5  444.0  444.0   99.7  444.0
2016 277 10  3 0000   -5.8 1001.7  444.0  444.0   99.8  444.0
2016 277 10  3 0100   -5.9 1001.5  444.0  444.0  100.0  444.0
2016 277 10  3 0200   -5.9 1000.7  444.0  444.0  100.0  444.0
2016 277 10  3 0300   -5.9 1000.2  444.0  444.0  100.0  444.0
2016 277 10  3 0400   -5.7  999.5  444.0  444.0  100.0  444.0
2016 277 10  3 0500   -5.8  999.2  444.0  444.0  100.0  444.0
2016 277 10  3 0600   -5.7  998.9  444.0  444.0  100.0  444.0
2016 277 10  3 0700   -5.9  998.6  444.0  444.0  100.0  444.0
2016 277 10  3 0800   -5.8  998.6  444.0  444.0  100.0  444.0
2016 277 10  3 0900   -5.5  998.9  444.0  444.0  100.0  444.0
2016 277 10  3 1000   -5.6  999.0  444.0  444.0  100.0  444.0
2016 277 10  3 1100   -5.3  998.9  444.0  444.0   96.1  444.0
2016 277 10  3 1200   -5.3  999.0  444.0  444.0   94.0  444.0
2016 277 10  3 1300   -3.9  999.5  444.0  444.0   89.0  444.0
2016 277 10  3 1400   -4.2  999.4  444.0  444.0   90.0  444.0
2016 277 10  3 1500   -3.5  999.0  444.0  444.0   91.0  444.0
2016 277 10  3 1600  444.0  444.0  444.0  444.0  444.0  444.0
2016 277 10  3 1700   -2.0  999.5  444.0  444.0  444.0  444.0
2016 277 10  3 1800   -1.2  999.9  444.0  444.0   89.3  444.0
2016 277 10  3 1900   -2.1  999.9  444.0  444.0   89.4  444.0
2016 277 10  3 2000   -2.8  999.5  444.0  444.0   94.0  444.0
2016 277 10  3 2100   -3.3  998.9  444.0  444.0   94.7  444.0
2016 277 10  3 2200   -3.9  997.9  444.0  444.0   95.0  444.0
2016 277 10  3 2300   -3.8  996.6  444.0  444.0   90.0  444.0
2016 278 10  4 0000   -2.9  995.9  444.0  444.0   89.0  444.0
2016 278 10  4 0100   -2.9  995.2  444.0  444.0   89.0  444.0
2016 278 10  4 0200   -0.6  993.9  444.0  444.0   76.6  444.0
2016 278 10  4 0300   -0.9  991.1  444.0  444.0   77.3  444.0
2016 278 10  4 0400   -3.2  990.0  444.0  444.0   79.0  444.0
2016 278 10  4 0500   -1.6  990.2  444.0  444.0   82.0  444.0
2016 278 10  4 0600   -1.7  989.8  444.0  444.0   81.0  444.0
