Year: 2016  Month: 05  ID: CHA  ARGOS: 99602  Name: Cape Hallett        
Lat: 72.19S  Lon: 170.17E  Elev:    1m
2016 122  5  1 0000  -22.5 1005.4    1.0  276.7   62.6  444.0
2016 122  5  1 0100  -22.5 1005.5    1.1   59.8   60.3  444.0
2016 122  5  1 0200  -22.4 1006.0    1.2  237.1   62.6  444.0
2016 122  5  1 0300  -22.6 1006.1    1.3  265.0   64.5  444.0
2016 122  5  1 0400  -22.7 1006.3    3.4  237.7   64.6  444.0
2016 122  5  1 0500  -22.9 1006.3    0.1  202.9   62.0  444.0
2016 122  5  1 0600  -22.5 1006.2    0.1  215.4   59.6  444.0
2016 122  5  1 0700  -22.6 1006.2    0.0    0.0   60.0  444.0
2016 122  5  1 0800  -23.0 1006.3    3.4  250.1   61.8  444.0
2016 122  5  1 0900  -23.4 1006.4    0.4   22.6   58.9  444.0
2016 122  5  1 1000  -23.0 1006.3    1.9   34.4   64.1  444.0
2016 122  5  1 1100  -23.1 1006.3    1.3   88.3   62.6  444.0
2016 122  5  1 1200  -23.7 1006.3    4.1  240.2   62.6  444.0
2016 122  5  1 1300  -24.0 1006.2    4.1  241.8   63.4  444.0
2016 122  5  1 1400  -24.3 1006.3    5.1  241.6   59.0  444.0
2016 122  5  1 1500  -24.5 1006.2    5.9  241.2   56.9  444.0
2016 122  5  1 1600  -24.7 1006.0    6.1  238.4   60.4  444.0
2016 122  5  1 1700  -24.4 1005.9    3.8  238.5   59.3  444.0
2016 122  5  1 1800  -24.3 1006.0    3.0  225.1   58.9  444.0
2016 122  5  1 1900  -24.5 1005.8    0.4   30.0   57.6  444.0
2016 122  5  1 2000  -25.1 1005.7    0.1  163.2   62.5  444.0
2016 122  5  1 2100  -25.1 1005.5    1.2  154.0   62.7  444.0
2016 122  5  1 2200  -25.2 1005.6    1.1  116.3   62.0  444.0
2016 122  5  1 2300  -25.3 1005.8    1.9  154.7   62.3  444.0
2016 123  5  2 0000  -25.6 1005.9    0.8  245.6   68.0  444.0
2016 123  5  2 0100  -25.3 1005.9    1.3  169.4   68.6  444.0
2016 123  5  2 0200  -25.9 1005.7    0.1  186.6   67.7  444.0
2016 123  5  2 0300  -26.3 1005.5    0.2  147.0   66.5  444.0
2016 123  5  2 0400  -26.4 1005.4    0.0    0.0   67.8  444.0
2016 123  5  2 0500  -26.3 1005.9    1.0  246.6   72.1  444.0
2016 123  5  2 0600  -25.5 1006.2    1.3  243.0   71.0  444.0
2016 123  5  2 0700  -25.0 1006.5    1.4  229.2   70.0  444.0
2016 123  5  2 0800  -25.2 1006.4    2.5  227.7   66.1  444.0
2016 123  5  2 0900  -25.0 1006.4    0.0    0.0   69.2  444.0
2016 123  5  2 1000  -25.6 1006.3    0.4  214.3   72.5  444.0
2016 123  5  2 1100  -26.9 1006.7    0.0    0.0   73.3  444.0
2016 123  5  2 1200  -27.1 1007.0    0.0    0.0   72.2  444.0
2016 123  5  2 1300  -26.9 1007.2    1.2  211.9   71.1  444.0
2016 123  5  2 1400  -27.1 1007.4    0.5  224.7   71.0  444.0
2016 123  5  2 1500  -28.5 1007.2    2.4  225.3   71.2  444.0
2016 123  5  2 1600  -28.1 1007.3    1.1  248.6   72.4  444.0
2016 123  5  2 1700  -27.5 1007.0    0.1  251.6   71.3  444.0
2016 123  5  2 1800  -27.2 1006.7    0.2  205.5   70.8  444.0
2016 123  5  2 1900  -27.4 1006.5    0.9  214.3   67.9  444.0
2016 123  5  2 2000  -27.9 1006.2    2.2  246.4   70.2  444.0
2016 123  5  2 2100  -28.1 1005.6    2.9  225.8   70.2  444.0
2016 123  5  2 2200  -26.8 1004.7    2.8  239.5   66.7  444.0
2016 123  5  2 2300  -26.9 1004.4    2.3  233.7   67.0  444.0
2016 124  5  3 0000  -25.4 1004.5    0.8   57.3   67.6  444.0
2016 124  5  3 0100  -27.0 1004.9    0.1   19.0   66.7  444.0
2016 124  5  3 0200  -28.4 1004.8    0.0    0.0   71.5  444.0
2016 124  5  3 0300  -28.3 1004.7    0.2   10.0   73.9  444.0
2016 124  5  3 0400  -27.5 1004.6    0.3  235.5   66.9  444.0
2016 124  5  3 0500  -26.7 1004.6    0.0    0.0  444.0  444.0
2016 124  5  3 0600  -27.3 1004.5    0.1   93.3   72.8  444.0
2016 124  5  3 0700  -28.1 1004.0    1.2  237.6   73.1  444.0
2016 124  5  3 0800  -28.2 1003.3    0.2  281.1   72.0  444.0
2016 124  5  3 0900  -28.4 1003.1    1.2  242.7   74.0  444.0
2016 124  5  3 1000  -28.6 1002.8    2.0  243.3   71.6  444.0
2016 124  5  3 1100  -28.5 1001.6    2.8  241.9   74.6  444.0
2016 124  5  3 1200  -28.2 1001.4    0.9  236.4   73.2  444.0
2016 124  5  3 1300  -28.8 1001.9    0.6   24.2   71.8  444.0
2016 124  5  3 1400  -28.8 1001.9    1.1  217.8   75.3  444.0
2016 124  5  3 1500  -28.3 1002.2    3.5  255.2   73.2  444.0
2016 124  5  3 1600  -27.6 1003.1    0.6   81.8   74.2  444.0
2016 124  5  3 1700  -27.7 1004.5    0.6  249.3   70.4  444.0
2016 124  5  3 1800  -27.6 1005.0    1.4  214.5   73.6  444.0
2016 124  5  3 1900  -24.1 1005.7    1.3  202.0   75.1  444.0
2016 124  5  3 2000  -27.6 1005.7    2.0  232.3   73.5  444.0
2016 124  5  3 2100  -27.5 1006.1    1.0  244.0   73.0  444.0
2016 124  5  3 2200  -27.6 1006.2    0.8  252.9   72.2  444.0
2016 124  5  3 2300  -26.9 1006.2    2.0  237.2   71.5  444.0
2016 125  5  4 0000  -27.7 1006.0    2.6  229.0   72.8  444.0
2016 125  5  4 0100  -25.1 1006.0    2.2   71.8   66.0  444.0
2016 125  5  4 0200  -25.6 1006.0    0.0    0.0   69.3  444.0
2016 125  5  4 0300  -25.9 1005.4    0.2  232.2   69.7  444.0
2016 125  5  4 0400  -26.1 1005.8    1.8  208.7   73.8  444.0
2016 125  5  4 0500  -26.7 1005.3    0.2  271.6   72.7  444.0
2016 125  5  4 0600  -26.0 1004.7    0.2  101.0   74.5  444.0
2016 125  5  4 0700  -27.1 1004.9    0.3  213.5   72.6  444.0
2016 125  5  4 0800  -26.4 1004.7    2.1  229.9   72.7  444.0
2016 125  5  4 0900  -25.8 1004.1    2.4  246.6   73.6  444.0
2016 125  5  4 1000  -28.5 1003.9    0.8  232.8   72.6  444.0
2016 125  5  4 1100  -27.7 1003.6    0.1  145.1   73.3  444.0
2016 125  5  4 1200  -26.5 1002.7    2.6  233.5   73.2  444.0
2016 125  5  4 1300  -27.9 1001.5    0.8  255.2   73.3  444.0
2016 125  5  4 1400  444.0 1000.4    1.3  198.8   66.2  444.0
2016 125  5  4 1500  -25.5  999.0    1.6  236.0   68.8  444.0
2016 125  5  4 1600  -23.8  997.7    3.0  237.2   67.0  444.0
2016 125  5  4 1700  -26.2  996.2    0.2  121.7   72.6  444.0
2016 125  5  4 1800  -25.2  994.7    2.4  234.4   64.4  444.0
2016 125  5  4 1900  -23.0  993.8    1.7  214.9   56.3  444.0
2016 125  5  4 2000  -22.7  992.7    1.5  222.4   58.8  444.0
2016 125  5  4 2100  -21.0  991.6    0.6  228.1   45.9  444.0
2016 125  5  4 2200  -22.3  990.4    0.8  207.1   53.6  444.0
2016 125  5  4 2300  -24.7  989.0    0.1  238.2   62.8  444.0
2016 126  5  5 0000  444.0  987.6    0.0    0.0   59.3  444.0
2016 126  5  5 0100  444.0  986.4    0.1  232.6   55.8  444.0
2016 126  5  5 0200  444.0  985.5    0.1  337.6   55.7  444.0
2016 126  5  5 0300  444.0  984.3    0.2  161.6   48.9  444.0
2016 126  5  5 0400  -23.2  983.3    1.0  211.7   55.2  444.0
2016 126  5  5 0500  -20.7  982.8    1.1  210.5   48.9  444.0
2016 126  5  5 0600  -22.6  982.4    0.7  209.6   56.2  444.0
2016 126  5  5 0700  -24.4  982.3    0.1   44.9   63.0  444.0
2016 126  5  5 0800  -24.9  982.1    0.0    0.0   69.5  444.0
2016 126  5  5 0900  -23.6  982.2    0.8  225.5   66.7  444.0
2016 126  5  5 1000  -24.5  982.0    0.7   65.7   65.9  444.0
2016 126  5  5 1100  -21.9  981.9    1.2  186.1   50.0  444.0
2016 126  5  5 1200  -19.2  981.4    2.0  171.9   44.2  444.0
2016 126  5  5 1300  -26.2  980.7    1.1  237.7   66.9  444.0
2016 126  5  5 1400  -25.0  979.9    2.8  245.6   63.8  444.0
2016 126  5  5 1500  -23.6  978.8    2.7  238.4   54.8  444.0
2016 126  5  5 1600  -25.0  977.6    2.1  259.0   63.2  444.0
2016 126  5  5 1700  -24.9  976.5    2.5  239.3   63.0  444.0
2016 126  5  5 1800  -26.8  975.6    0.5  265.7   65.9  444.0
2016 126  5  5 1900  -25.7  974.8    2.9  217.8   60.2  444.0
2016 126  5  5 2000  -25.7  973.9    1.1  215.5   65.2  444.0
2016 126  5  5 2100  -25.4  973.2    1.1  229.7   60.1  444.0
2016 126  5  5 2200  -26.8  972.9    0.5   48.5   67.4  444.0
2016 126  5  5 2300  -28.1  972.2    0.6  233.3   74.2  444.0
2016 127  5  6 0000  -27.9  971.5    0.3  210.3   72.0  444.0
2016 127  5  6 0100  -26.8  971.1    0.7  224.2   66.0  444.0
2016 127  5  6 0200  -25.7  970.3    1.3  223.3   55.0  444.0
2016 127  5  6 0300  -26.9  969.9    2.6  242.1   66.4  444.0
2016 127  5  6 0400  -27.3  970.0    0.5  243.5   66.3  444.0
2016 127  5  6 0500  -22.4  970.1    2.5  205.2   47.1  444.0
2016 127  5  6 0600  -25.8  970.6    0.1   55.2   64.5  444.0
2016 127  5  6 0700  -27.0  971.4    0.5  214.9   68.5  444.0
2016 127  5  6 0800  -26.5  973.1    1.6  214.0   69.4  444.0
2016 127  5  6 0900  -25.8  975.0    0.2  309.6   70.0  444.0
2016 127  5  6 1000  -24.1  976.6    1.3  268.2   70.2  444.0
2016 127  5  6 1100  -23.2  978.1    0.4  278.8   60.2  444.0
