Year: 2016  Month: 08  ID: PGN  ARGOS: 99508  Name: Pegasus North       
Lat: 77.96S  Lon: 166.51E  Elev:    8m
2016 214  8  1 0000  444.0 1007.5    0.3  178.1   66.7  444.0
2016 214  8  1 0100  444.0 1004.4    2.6  193.4   65.8  444.0
2016 214  8  1 0200  444.0 1000.5    0.7  197.5   66.0  444.0
2016 214  8  1 0300  444.0  997.2    0.0    0.0   66.8  444.0
2016 214  8  1 0400  444.0  995.3    0.1  188.0   66.5  444.0
2016 214  8  1 0500  444.0  995.4    0.0    0.0   65.6  444.0
2016 214  8  1 0600  444.0  995.5    0.0    0.0   68.5  444.0
2016 214  8  1 0700  444.0  995.2    6.3   21.4   67.2  444.0
2016 214  8  1 0800  444.0  995.7    4.1   34.6   69.6  444.0
2016 214  8  1 0900  444.0  996.4    0.7  144.0   65.0  444.0
2016 214  8  1 1000  444.0  997.0    0.0    0.0   64.4  444.0
2016 214  8  1 1100  444.0  997.8    0.0    0.0   63.6  444.0
2016 214  8  1 1200  444.0  999.4    0.0    0.0   65.9  444.0
2016 214  8  1 1300  444.0  999.3    0.0    0.0   67.0  444.0
2016 214  8  1 1400  444.0 1000.0    0.0    0.0   64.8  444.0
2016 214  8  1 1500  444.0  998.8    0.0    0.0   65.8  444.0
2016 214  8  1 1600  444.0  998.8    0.0    0.0   65.4  444.0
2016 214  8  1 1700  444.0  998.8    0.0    0.0   65.7  444.0
2016 214  8  1 1800  444.0  997.8    0.0    0.0   64.4  444.0
2016 214  8  1 1900  444.0  997.6    0.0    0.0   65.1  444.0
2016 214  8  1 2000  444.0  996.8    0.0    0.0   63.5  444.0
2016 214  8  1 2100  444.0  996.4    0.0    0.0   65.5  444.0
2016 214  8  1 2200  444.0  996.3    0.4  143.2   65.0  444.0
2016 214  8  1 2300  444.0  996.8    0.0    0.0   66.1  444.0
2016 215  8  2 0000  444.0  996.8    0.0    0.0   63.0  444.0
2016 215  8  2 0100  444.0  997.0    0.1  344.6   64.4  444.0
2016 215  8  2 0200  444.0  997.5    0.0    0.0   64.5  444.0
2016 215  8  2 0300  444.0  997.1    0.0    0.0   69.4  444.0
2016 215  8  2 0400  444.0  997.2    0.0    0.0   66.5  444.0
2016 215  8  2 0500  444.0  997.3    0.0    0.0   68.6  444.0
2016 215  8  2 0600  444.0  998.0    0.0    0.0   68.1  444.0
2016 215  8  2 0700  444.0  998.7    0.0    0.0   68.3  444.0
2016 215  8  2 0800  444.0  998.9    0.0    0.0   74.0  444.0
2016 215  8  2 0900  444.0  999.8    0.0    0.0   77.3  444.0
2016 215  8  2 1000  444.0 1000.7    0.0    0.0   80.5  444.0
2016 215  8  2 1100  444.0 1000.9    0.0    0.0   75.8  444.0
2016 215  8  2 1200  444.0 1001.3    0.0    0.0   70.7  444.0
2016 215  8  2 1300  444.0 1001.4    6.2   45.7   69.8  444.0
2016 215  8  2 1400  444.0 1002.3    5.3   46.9   70.2  444.0
2016 215  8  2 1500  444.0 1002.9    4.6   61.1   70.4  444.0
