Year: 2016  Month: 08  ID: LR2  ARGOS: 21360  Name: Laurie II           
Lat: 77.50S  Lon: 170.79E  Elev:   34m
2016 214  8  1 0000  -34.1 1002.4    1.4  308.0   76.4  444.0
2016 214  8  1 0100  -32.1  999.6    1.2  316.0   77.8  444.0
2016 214  8  1 0200  -31.5  996.4    1.9  325.0   79.5  444.0
2016 214  8  1 0300  -30.9  992.8    3.7  337.0   80.0  444.0
2016 214  8  1 0400  -31.4  991.1    3.7  342.0   80.0  444.0
2016 214  8  1 0500  -31.8  990.5    1.9  354.0   78.6  444.0
2016 214  8  1 0600  -33.9  992.0    1.8  226.0   76.9  444.0
2016 214  8  1 0700  -37.9  992.2    0.0    0.0   72.9  444.0
2016 214  8  1 0800  -38.1  992.7    0.2  110.0   72.0  444.0
2016 214  8  1 0900  -34.4  992.7    0.4  110.0   75.6  444.0
2016 214  8  1 1000  -34.4  992.9    0.0    0.0   76.4  444.0
2016 214  8  1 1100  -35.2  994.4    0.4  266.0   75.6  444.0
2016 214  8  1 1200  -34.6  994.4    0.6  329.0   77.8  444.0
2016 214  8  1 1300  -32.2  994.4    1.0  344.0   79.5  444.0
2016 214  8  1 1400  -30.9  994.7    0.2  346.0   80.0  444.0
2016 214  8  1 1500  -32.6  994.6    0.6    7.0   80.0  444.0
2016 214  8  1 1600  -29.4  993.6    0.6    7.0   83.0  444.0
2016 214  8  1 1700  -30.4  993.8    1.2    6.0   79.5  444.0
2016 214  8  1 1800  -31.0  992.6    1.0    6.0   81.7  444.0
2016 214  8  1 1900  -32.8  992.7    0.2    6.0   78.6  444.0
2016 214  8  1 2000  -32.2  991.6    0.0    0.0   79.1  444.0
2016 214  8  1 2100  -35.5  992.1    0.0    0.0   74.7  444.0
2016 214  8  1 2200  -36.6  991.9    0.0    0.0   74.2  444.0
2016 214  8  1 2300  -36.5  992.1    0.2  245.0   74.2  444.0
2016 215  8  2 0000  -33.4  992.2    0.0    0.0   76.9  444.0
