Year: 2016  Month: 02  ID: HUG  ARGOS:  8935  Name: Hugo Island         
Lat: 64.97S  Lon:  64.67W  Elev:   25m
2016  32  2  1 0000  444.0  987.2  444.0  444.0  444.0  444.0
2016  32  2  1 0100  444.0  988.0  444.0  444.0  444.0  444.0
2016  32  2  1 0200  444.0  988.8  444.0  444.0  444.0  444.0
2016  32  2  1 0300  444.0  990.1  444.0  444.0  444.0  444.0
2016  32  2  1 0400  444.0  990.5  444.0  444.0  444.0  444.0
2016  32  2  1 0500  444.0  991.4  444.0  444.0  444.0  444.0
2016  32  2  1 0600  444.0  992.1  444.0  444.0  444.0  444.0
2016  32  2  1 0700  444.0  992.7  444.0  444.0  444.0  444.0
2016  32  2  1 0800  444.0  993.4  444.0  444.0  444.0  444.0
2016  32  2  1 0900  444.0  994.2  444.0  444.0  444.0  444.0
2016  32  2  1 1000  444.0  994.7  444.0  444.0  444.0  444.0
2016  32  2  1 1100  444.0  994.8  444.0  444.0  444.0  444.0
2016  32  2  1 1200  444.0  995.3  444.0  444.0  444.0  444.0
2016  32  2  1 1300  444.0  996.0  444.0  444.0  444.0  444.0
2016  32  2  1 1400  444.0  996.8  444.0  444.0  444.0  444.0
2016  32  2  1 1500  444.0  997.3  444.0  444.0  444.0  444.0
2016  32  2  1 1600  444.0  997.5  444.0  444.0  444.0  444.0
2016  32  2  1 1700  444.0  998.4  444.0  444.0  444.0  444.0
2016  32  2  1 1800  444.0  999.1  444.0  444.0  444.0  444.0
2016  32  2  1 1900  444.0  999.5  444.0  444.0  444.0  444.0
2016  32  2  1 2000  444.0 1000.5  444.0  444.0  444.0  444.0
2016  32  2  1 2100  444.0 1001.8  444.0  444.0  444.0  444.0
2016  32  2  1 2200  444.0 1002.5  444.0  444.0  444.0  444.0
2016  32  2  1 2300  444.0 1003.3  444.0  444.0  444.0  444.0
2016  33  2  2 0000  444.0 1003.9  444.0  444.0  444.0  444.0
2016  33  2  2 0100  444.0 1004.1  444.0  444.0  444.0  444.0
2016  33  2  2 0200  444.0 1004.9  444.0  444.0  444.0  444.0
2016  33  2  2 0300  444.0 1005.3  444.0  444.0  444.0  444.0
2016  33  2  2 0400  444.0 1005.8  444.0  444.0  444.0  444.0
2016  33  2  2 0500  444.0 1006.0  444.0  444.0  444.0  444.0
2016  33  2  2 0600  444.0 1005.4  444.0  444.0  444.0  444.0
2016  33  2  2 0700  444.0 1005.3  444.0  444.0  444.0  444.0
2016  33  2  2 0800  444.0 1005.2  444.0  444.0  444.0  444.0
2016  33  2  2 0900  444.0 1005.1  444.0  444.0  444.0  444.0
2016  33  2  2 1000  444.0 1004.9  444.0  444.0  444.0  444.0
2016  33  2  2 1100  444.0 1004.4  444.0  444.0  444.0  444.0
2016  33  2  2 1200  444.0 1004.1  444.0  444.0  444.0  444.0
2016  33  2  2 1300  444.0 1004.1  444.0  444.0  444.0  444.0
2016  33  2  2 1400  444.0 1004.3  444.0  444.0  444.0  444.0
2016  33  2  2 1500  444.0 1004.3  444.0  444.0  444.0  444.0
2016  33  2  2 1600  444.0 1004.1  444.0  444.0  444.0  444.0
2016  33  2  2 1700  444.0 1004.3  444.0  444.0  444.0  444.0
2016  33  2  2 1800  444.0 1003.8  444.0  444.0  444.0  444.0
2016  33  2  2 1900  444.0 1003.8  444.0  444.0  444.0  444.0
2016  33  2  2 2000  444.0 1003.6  444.0  444.0  444.0  444.0
2016  33  2  2 2100  444.0 1003.3  444.0  444.0  444.0  444.0
2016  33  2  2 2200  444.0 1003.3  444.0  444.0  444.0  444.0
2016  33  2  2 2300  444.0 1002.8  444.0  444.0  444.0  444.0
2016  34  2  3 0000  444.0 1002.1  444.0  444.0  444.0  444.0
2016  34  2  3 0100  444.0 1002.0  444.0  444.0  444.0  444.0
2016  34  2  3 0200  444.0 1002.0  444.0  444.0  444.0  444.0
2016  34  2  3 0300  444.0 1002.1  444.0  444.0  444.0  444.0
2016  34  2  3 0400  444.0 1001.6  444.0  444.0  444.0  444.0
2016  34  2  3 0500  444.0 1000.9  444.0  444.0  444.0  444.0
2016  34  2  3 0600  444.0  999.7  444.0  444.0  444.0  444.0
2016  34  2  3 0700  444.0  999.4  444.0  444.0  444.0  444.0
2016  34  2  3 0800  444.0  999.0  444.0  444.0  444.0  444.0
2016  34  2  3 0900  444.0  998.6  444.0  444.0  444.0  444.0
2016  34  2  3 1000  444.0  997.6  444.0  444.0  444.0  444.0
2016  34  2  3 1100  444.0  997.8  444.0  444.0  444.0  444.0
2016  34  2  3 1200  444.0  997.1  444.0  444.0  444.0  444.0
2016  34  2  3 1300  444.0  997.0  444.0  444.0  444.0  444.0
2016  34  2  3 1400  444.0  996.8  444.0  444.0  444.0  444.0
2016  34  2  3 1500  444.0  996.3  444.0  444.0  444.0  444.0
2016  34  2  3 1600  444.0  996.1  444.0  444.0  444.0  444.0
2016  34  2  3 1700  444.0  996.0  444.0  444.0  444.0  444.0
2016  34  2  3 1800  444.0  996.5  444.0  444.0  444.0  444.0
2016  34  2  3 1900  444.0  996.5  444.0  444.0  444.0  444.0
2016  34  2  3 2000  444.0  996.3  444.0  444.0  444.0  444.0
2016  34  2  3 2100  444.0  996.1  444.0  444.0  444.0  444.0
2016  34  2  3 2200  444.0  995.9  444.0  444.0  444.0  444.0
2016  34  2  3 2300  444.0  996.1  444.0  444.0  444.0  444.0
2016  35  2  4 0000  444.0  995.8  444.0  444.0  444.0  444.0
2016  35  2  4 0100  444.0  995.8  444.0  444.0  444.0  444.0
2016  35  2  4 0200  444.0  995.7  444.0  444.0  444.0  444.0
2016  35  2  4 0300  444.0  995.2  444.0  444.0  444.0  444.0
2016  35  2  4 0400  444.0  994.2  444.0  444.0  444.0  444.0
2016  35  2  4 0500  444.0  993.4  444.0  444.0  444.0  444.0
2016  35  2  4 0600  444.0  992.9  444.0  444.0  444.0  444.0
2016  35  2  4 0700  444.0  992.4  444.0  444.0  444.0  444.0
2016  35  2  4 0800  444.0  992.2  444.0  444.0  444.0  444.0
2016  35  2  4 0900  444.0  992.2  444.0  444.0  444.0  444.0
2016  35  2  4 1000  444.0  992.1  444.0  444.0  444.0  444.0
2016  35  2  4 1100  444.0  991.9  444.0  444.0  444.0  444.0
2016  35  2  4 1200  444.0  991.4  444.0  444.0  444.0  444.0
2016  35  2  4 1300  444.0  990.8  444.0  444.0  444.0  444.0
2016  35  2  4 1400  444.0  990.1  444.0  444.0  444.0  444.0
2016  35  2  4 1500  444.0  989.3  444.0  444.0  444.0  444.0
2016  35  2  4 1600  444.0  988.5  444.0  444.0  444.0  444.0
2016  35  2  4 1700  444.0  988.0  444.0  444.0  444.0  444.0
2016  35  2  4 1800  444.0  987.5  444.0  444.0  444.0  444.0
2016  35  2  4 1900  444.0  987.1  444.0  444.0  444.0  444.0
2016  35  2  4 2000  444.0  987.4  444.0  444.0  444.0  444.0
2016  35  2  4 2100  444.0  987.5  444.0  444.0  444.0  444.0
2016  35  2  4 2200  444.0  987.2  444.0  444.0  444.0  444.0
2016  35  2  4 2300  444.0  987.5  444.0  444.0  444.0  444.0
2016  36  2  5 0000  444.0  986.9  444.0  444.0  444.0  444.0
2016  36  2  5 0100  444.0  987.2  444.0  444.0  444.0  444.0
2016  36  2  5 0200  444.0  987.1  444.0  444.0  444.0  444.0
2016  36  2  5 0300  444.0  987.5  444.0  444.0  444.0  444.0
2016  36  2  5 0400  444.0  987.4  444.0  444.0  444.0  444.0
2016  36  2  5 0500  444.0  986.7  444.0  444.0  444.0  444.0
2016  36  2  5 0600  444.0  985.9  444.0  444.0  444.0  444.0
2016  36  2  5 0700  444.0  986.2  444.0  444.0  444.0  444.0
2016  36  2  5 0800  444.0  985.6  444.0  444.0  444.0  444.0
2016  36  2  5 0900  444.0  986.6  444.0  444.0  444.0  444.0
2016  36  2  5 1000  444.0  986.9  444.0  444.0  444.0  444.0
2016  36  2  5 1100  444.0  988.0  444.0  444.0  444.0  444.0
2016  36  2  5 1200  444.0  988.8  444.0  444.0  444.0  444.0
2016  36  2  5 1300  444.0  988.8  444.0  444.0  444.0  444.0
2016  36  2  5 1400  444.0  444.0  444.0  444.0  444.0  444.0
2016  36  2  5 1500  444.0  990.8  444.0  444.0  444.0  444.0
2016  36  2  5 1600  444.0  991.4  444.0  444.0  444.0  444.0
2016  36  2  5 1700  444.0  992.4  444.0  444.0  444.0  444.0
2016  36  2  5 1800  444.0  992.7  444.0  444.0  444.0  444.0
2016  36  2  5 1900  444.0  992.9  444.0  444.0  444.0  444.0
2016  36  2  5 2000  444.0  993.7  444.0  444.0  444.0  444.0
2016  36  2  5 2100  444.0  993.7  444.0  444.0  444.0  444.0
2016  36  2  5 2200  444.0  993.7  444.0  444.0  444.0  444.0
2016  36  2  5 2300  444.0  994.0  444.0  444.0  444.0  444.0
2016  37  2  6 0000  444.0  994.0  444.0  444.0  444.0  444.0
2016  37  2  6 0100  444.0  994.0  444.0  444.0  444.0  444.0
2016  37  2  6 0200  444.0  994.9  444.0  444.0  444.0  444.0
2016  37  2  6 0300  444.0  994.9  444.0  444.0  444.0  444.0
2016  37  2  6 0400  444.0  994.9  444.0  444.0  444.0  444.0
2016  37  2  6 0500  444.0  995.3  444.0  444.0  444.0  444.0
2016  37  2  6 0600  444.0  995.3  444.0  444.0  444.0  444.0
2016  37  2  6 0700  444.0  995.4  444.0  444.0  444.0  444.0
2016  37  2  6 0800  444.0  995.9  444.0  444.0  444.0  444.0
2016  37  2  6 0900  444.0  996.4  444.0  444.0  444.0  444.0
2016  37  2  6 1000  444.0  996.3  444.0  444.0  444.0  444.0
