sitename,2009_1,2009_2,2009_3,2009_4,2009_5,2009_6,2009_7,2009_8,2009_9,2009_10,2009_11,2009_12,2010_1,2010_2,2010_3,2010_4,2010_5,2010_6,2010_7,2010_8,2010_9,2010_10,2010_11,2010_12,2011_1,2011_2,2011_3,2011_4,2011_5,2011_6,2011_7,2011_8,2011_9,2011_10,2011_11,2011_12,2012_1,2012_2,2012_3,2012_4,2012_5,2012_6,2012_7,2012_8,2012_9,2012_10,2012_11,2012_12,2013_1,2013_2,2013_3,2013_4,2013_5,2013_6,2013_7,2013_8,2013_9,2013_10,2013_11,2013_12,2014_1,2014_2,2014_3,2014_4,2014_5,2014_6,2014_7,2014_8,2014_9,2014_10,2014_11,2014_12,2015_1,2015_2,2015_3,2015_4,2015_5,2015_6,2015_7,2015_8,2015_9,2015_10,2015_11,2015_12,2016_1,2016_2,2016_3,2016_4,2016_5,2016_6,2016_7,2016_8,2016_9,2016_10,2016_11,2016_12
Henry,977,981.7,978.3,980.2,986.3,987.1,986.7,984.3,979.6,973.5,980.2,978.5,991.1,986.4,981.1,978,978.9,974.2,966.2,969.6,976.9,972,971,984.8,986.4,980.8,985.9,984.9,975.4,983.3,981.3,983.7,985.3,,,,,982.6,979.1,977.9,975.4,987.1,975.6,978.3,975.8,974.7,983.9,983.9,981.4,973.7,972,979.6,979.6,990.5,976,986.8,985.9,978.2,976,979.9,983.9,978.2,976.8,974.5,978.7,976.8,977.8,969.3,979,967.5,979.6,977.2,979.6,972.8,976.8,975.2,979.8,980,970.5,971.8,970.5,973.6,971.5,980.4,974.3,976,973,979.5,978.2,972.3,982.3,983.7,966.7,973.8,985.8,983.3
Byrd,812.9,813.5,808.4,814.8,809.6,811.2,815.2,807.7,801.4,801.2,816.4,814.3,823.9,819.1,810.4,807.7,803.9,797.7,790.2,796.6,802.5,799.8,801.2,817.9,818,809.6,812.1,810.5,799.8,808.1,812.3,807.9,805,804.1,810,805.8,806,811,807.6,804.1,805.2,805.3,795.8,800.4,798.6,802.8,811.1,816.9,817,805.7,804.5,798,806.1,807.7,798.1,805.6,805.7,804,801.8,812.5,815,808.6,805.1,797.1,806.9,799.1,797.5,801.2,808.6,798.3,806.5,807.7,811.5,806.4,803.7,798.3,806.2,801.6,794.1,795.2,797,801.7,799.8,809.5,811.6,803.8,799.1,804.3,802.2,795,803.8,808.2,787.4,801.1,811.2,815.2
Marilyn,978.8,984.1,979.8,983.4,987.8,988.9,988.1,986.0,981.0,975.5,981.7,979.9,993.2,988.4,983.0,979.3,980.6,975.2,968.0,971.2,978.7,972.6,972.3,986.7,988.7,983.4,988.3,986.3,976.3,985.2,983.2,984.9,987.3,976.0,984.5,973.6,975.2,982.7,981.0,979.5,978.4,989.2,977.4,981.0,978.2,976.1,986.0,986.2,984.3,976.7,973.9,981.3,982.0,993.2,978.2,987.8,988.3,980.0,978.0,982.2,986.3,981.8,980.4,977.7,981.7,979.6,981.4,973.6,981.9,971.0,982.2,979.7,981.8,975.5,979.5,978.1,982.2,983.2,973.6,975.4,973.2,976.9,974.3,982.9,977.1,979.0,976.5,982.6,980.0,975.2,984.6,986.3,970.3,976.7,988.4,985.7
Margaret,978.8,984.1,979.8,983.4,987.8,988.9,988.1,986.0,981.0,975.5,981.7,979.9,993.2,988.4,983.0,979.3,980.6,975.2,968.0,971.2,978.7,972.6,972.3,986.7,988.7,983.4,988.3,986.3,976.3,985.2,983.2,984.9,987.3,976.0,984.5,973.6,975.2,982.7,981.0,979.5,978.4,989.2,977.4,981.0,978.2,976.1,986.0,986.2,984.3,976.7,973.9,981.3,982.0,993.2,978.2,987.8,988.3,980.0,978.0,982.2,986.3,981.8,980.4,977.7,981.7,979.6,981.4,973.6,981.9,971.0,982.2,979.7,981.8,975.5,979.5,978.1,982.2,983.2,973.6,975.4,973.2,976.9,974.3,982.9,977.1,979.0,976.5,982.6,980.0,975.2,984.6,986.3,970.3,976.7,988.4,985.7
Manuela,977.0,981.7,978.3,980.2,986.3,987.1,986.7,984.3,979.6,973.5,980.2,978.5,991.1,986.4,981.1,978.0,978.9,974.2,966.2,969.6,976.9,972.0,971.0,984.8,986.4,980.8,985.9,984.9,975.4,983.3,981.3,983.7,985.3,,,,,982.6,979.1,977.9,975.4,987.1,975.6,978.3,975.8,974.7,983.9,983.9,981.4,973.7,972.0,979.6,979.6,990.5,976.0,986.8,985.9,978.2,976.0,979.9,983.9,978.2,976.8,974.5,978.7,976.8,977.8,969.3,979.0,967.5,979.6,977.2,979.6,972.8,976.8,975.2,979.8,980.0,970.5,971.8,970.5,973.6,971.5,980.4,974.3,976.0,973.0,979.5,978.2,972.3,982.3,983.7,966.7,973.8,985.8,983.3
AGO-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.1,620.7,616.7,614.0,612.7,617.0,608.3,611.9,610.7,615.4,,628.1,624.9,615.2,610.0,614.2,612.7,623.9,610.8,622.8,626.0,618.1,622.7,624.8,629.1,620.7,612.7,614.1,622.1,616.0,609.5,613.5,620.8,614.2,620.8,621.4,626.0,619.0,614.0,611.7,609.3,615.9,605.0,605.7,607.0,617.6,620.1,625.9,620.9,620.8,611.2,613.1,615.7,606.0,610.9,620.0,607.1,613.5,628.9,629.6
Sabrina,,979.7,974.6,981.3,982.2,984.5,982.7,980.9,975.4,971.0,979.3,977.0,990.8,985.4,979.2,974.9,976.5,969.9,963.2,966.6,973.9,968.5,968.6,983.7,985.3,978.2,982.4,,,,,,,,975.1,969.9,971.4,979.0,976.7,974.1,973.9,982.4,971.4,975.5,972.1,971.5,981.6,982.4,981.4,973.3,970.6,975.6,976.7,987.6,972.3,985.4,986.4,975.3,974.0,978.0,982.4,977.2,975.0,971.8,976.9,973.9,975.4,969.6,977.1,967.1,978.1,976.2,977.7,971.4,973.8,972.3,976.4,976.2,968.5,971.1,967.6,972.3,970.2,978.8,973.4,974.3,970.9,977.1,974.1,969.8,979.3,982.4,963.8,971.2,983.7,982.3
Gill,979.2,985.3,980.1,980.7,987.0,987.2,987.0,985.8,979.5,972.9,980.0,980.9,995.3,989.1,983.3,977.0,978.9,973.0,965.5,970.1,977.7,971.7,970.4,986.5,989.6,981.1,985.5,983.4,972.7,981.7,979.7,982.6,985.0,973.9,981.0,973.1,974.1,980.8,978.4,976.3,972.9,986.1,973.6,978.0,973.8,973.6,983.5,985.5,984.2,974.6,972.2,979.1,978.1,989.1,974.8,985.2,983.9,976.8,973.9,981.2,985.7,979.3,977.7,974.5,978.4,976.6,979.3,966.9,976.7,967.2,981.7,979.6,981.4,973.2,977.9,975.0,980.3,978.2,969.3,971.5,968.8,973.0,971.1,982.5,974.8,976.7,975.0,981.0,977.8,972.5,983.5,983.0,966.0,974.3,987.5,984.8
D-10,949.9,956.9,953.0,956.6,959.7,960.8,960.7,951.9,960.2,950.6,954.8,952.9,959.4,955.0,952.8,950.3,955.3,950.0,946.4,949.4,948.1,945.3,944.6,960.8,959.7,950.4,954.3,956.1,946.3,955.2,956.0,957.6,952.2,948.1,953.9,948.9,948.2,956.4,951.7,952.9,952.7,960.1,949.5,950.9,948.5,949.2,958.1,955.7,955.4,948.8,947.0,952.2,954.8,960.9,953.1,957.4,958.8,949.3,952.3,952.8,957.9,,949.9,951.2,954.3,,,,,,,,952.4,950.4,945.5,948.4,949.7,954.2,948.7,947.8,945.4,947.4,944.2,952.7,948.2,950.9,943.6,,,,,,,,,
