Year: 2002  Month: 08  ID: DIS  ARGOS:  8932  Name: Dismal Island       
Lat: 68.08S  Lon:  68.82W  Elev:   10m
2002 213  8  1 0000    0.1  964.6   29.8    5.0   84.2  444.0
2002 213  8  1 0100    0.1  444.0   24.5    1.0   80.4  444.0
2002 213  8  1 0200   -1.4  963.9   22.5  359.0   94.2  444.0
2002 213  8  1 0300   -1.8  444.0   18.5    4.0   88.8  444.0
2002 213  8  1 0400  444.0  444.0  444.0  444.0  444.0  444.0
2002 213  8  1 0500   -2.6  965.3   18.8    1.0   95.6  444.0
2002 213  8  1 0600   -2.7  444.0   18.2    1.0   87.3  444.0
2002 213  8  1 0700   -2.4  966.6   20.5    3.0   86.0  444.0
2002 213  8  1 0800   -2.5  444.0   22.0    1.0   87.3  444.0
2002 213  8  1 0900  444.0  444.0  444.0  444.0  444.0  444.0
2002 213  8  1 1000   -3.2  966.0   17.4  357.0   94.3  444.0
2002 213  8  1 1100   -3.9  444.0   14.3  353.0   95.3  444.0
2002 213  8  1 1200   -3.7  968.7   17.4  354.0   92.5  444.0
2002 213  8  1 1300   -4.5  444.0   14.5  352.0   93.2  444.0
2002 213  8  1 1400  444.0  444.0  444.0  444.0  444.0  444.0
2002 213  8  1 1500   -5.1  974.2   12.7  348.0   91.2  444.0
2002 213  8  1 1600  444.0  444.0  444.0  444.0  444.0  444.0
2002 213  8  1 1700   -6.0  977.0   12.6  339.0   89.2  444.0
2002 213  8  1 1800   -6.5  444.0   13.3  344.0   83.7  444.0
2002 213  8  1 1900   -6.1  444.0   13.7  352.0   78.4  444.0
2002 213  8  1 2000   -7.1  444.0   16.3  352.0   80.4  444.0
2002 213  8  1 2100  444.0  444.0  444.0  444.0  444.0  444.0
2002 213  8  1 2200   -8.3  981.1   10.6  354.0   85.3  444.0
2002 213  8  1 2300  444.0  444.0  444.0  444.0  444.0  444.0
2002 214  8  2 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002 214  8  2 0100   -7.3  444.0    9.4  355.0   86.6  444.0
2002 214  8  2 0200  444.0  444.0  444.0  444.0  444.0  444.0
2002 214  8  2 0300   -4.8  981.1    9.5  360.0   79.6  444.0
2002 214  8  2 0400   -5.2  444.0    9.4  360.0   78.0  444.0
2002 214  8  2 0500   -6.6  981.1    7.9  359.0   80.5  444.0
2002 214  8  2 0600   -7.4  444.0    5.8  356.0   82.5  444.0
2002 214  8  2 0700  444.0  444.0  444.0  444.0  444.0  444.0
2002 214  8  2 0800   -6.7  981.1    0.1   16.0   86.2  444.0
2002 214  8  2 0900   -7.3  444.0    0.0    0.0   90.5  444.0
2002 214  8  2 1000   -7.6  980.4    0.0    0.0   79.2  444.0
2002 214  8  2 1100   -9.1  444.0    4.6   80.0   92.6  444.0
2002 214  8  2 1200  444.0  444.0  444.0  444.0  444.0  444.0
2002 214  8  2 1300   -8.2  980.4    5.5   66.0   78.1  444.0
2002 214  8  2 1400  444.0  444.0  444.0  444.0  444.0  444.0
2002 214  8  2 1500   -8.4  980.4    7.8   58.0   82.3  444.0
2002 214  8  2 1600  444.0  444.0  444.0  444.0  444.0  444.0
2002 214  8  2 1700   -9.8  980.4    2.0    3.0   82.6  444.0
2002 214  8  2 1800  -11.0  444.0    2.8    3.0   91.3  444.0
2002 214  8  2 1900  444.0  444.0  444.0  444.0  444.0  444.0
2002 214  8  2 2000  -10.0  980.4    3.6    3.0   93.0  444.0
2002 214  8  2 2100   -8.7  444.0    6.4    5.0   94.4  444.0
2002 214  8  2 2200   -6.1  980.4    7.6    5.0   93.1  444.0
2002 214  8  2 2300   -5.0  444.0    6.7    7.0   87.3  444.0
2002 215  8  3 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002 215  8  3 0100   -4.7  980.4    4.8   21.0   85.5  444.0
2002 215  8  3 0200   -5.8  444.0    5.0   21.0   90.0  444.0
2002 215  8  3 0300   -5.5  444.0    4.1   22.0   85.7  444.0
2002 215  8  3 0400   -5.0  444.0    4.8   21.0   94.0  444.0
2002 215  8  3 0500  444.0  444.0  444.0  444.0  444.0  444.0
2002 215  8  3 0600   -3.8  979.1    9.0    3.0   91.9  444.0
2002 215  8  3 0700   -3.9  444.0   11.0    4.0   89.8  444.0
2002 215  8  3 0800   -3.5  978.4   10.5    2.0   83.7  444.0
2002 215  8  3 0900   -3.8  444.0    7.7   17.0   86.3  444.0
2002 215  8  3 1000  444.0  444.0  444.0  444.0  444.0  444.0
2002 215  8  3 1100   -2.8  977.7   10.4    6.0   83.4  444.0
2002 215  8  3 1200   -3.4  444.0    7.8   27.0   87.2  444.0
2002 215  8  3 1300   -2.7  977.7   12.7    5.0   88.0  444.0
2002 215  8  3 1400   -2.9  444.0   11.3  360.0   95.9  444.0
2002 215  8  3 1500   -3.3  979.1    7.5  356.0   95.0  444.0
2002 215  8  3 1600   -3.1  444.0    7.4  357.0   86.9  444.0
2002 215  8  3 1700  444.0  444.0  444.0  444.0  444.0  444.0
2002 215  8  3 1800   -3.9  444.0    5.2  356.0   87.6  444.0
2002 215  8  3 1900   -4.6  444.0    5.3  355.0   90.9  444.0
2002 215  8  3 2000   -5.3  983.9    4.4  355.0   95.7  444.0
2002 215  8  3 2100   -3.9  444.0    3.5  357.0   97.4  444.0
2002 215  8  3 2200   -3.3  987.3    5.4  352.0   97.4  444.0
2002 215  8  3 2300   -4.1  444.0    3.3  297.0   94.5  444.0
2002 216  8  4 0000   -6.7  444.0    3.1  341.0   93.8  444.0
2002 216  8  4 0100   -7.2  992.8    6.3  327.0   92.7  444.0
2002 216  8  4 0200   -7.0  444.0  444.0  444.0   88.3  444.0
2002 216  8  4 0300   -5.8  995.6    8.3  351.0   86.4  444.0
2002 216  8  4 0400   -5.8  444.0    8.6  343.0   86.9  444.0
2002 216  8  4 0500   -5.8  444.0    9.0  350.0   86.4  444.0
2002 216  8  4 0600   -6.0 1001.1    8.2  347.0   86.7  444.0
2002 216  8  4 0700   -6.6  444.0    6.7  334.0   87.9  444.0
2002 216  8  4 0800   -7.0 1004.6    5.3  325.0   90.8  444.0
2002 216  8  4 0900   -7.6  444.0    4.1  324.0   91.7  444.0
