Year: 2002  Month: 07  ID: BUT  ARGOS:  8902  Name: Butler Island       
2002 185  7  4 0900  -27.4  972.8  444.0  444.0  444.0  444.0
2002 185  7  4 1000  -26.6  972.3  444.0  444.0  444.0  444.0
2002 185  7  4 1100  -26.6  972.3  444.0  444.0  444.0  444.0
2002 185  7  4 1200  -25.9  972.6  444.0  444.0  444.0  444.0
2002 185  7  4 1300  -26.0  972.7  444.0  444.0  444.0  444.0
2002 185  7  4 1400  -25.9  972.6  444.0  444.0  444.0  444.0
2002 185  7  4 1500  -25.9  972.1  444.0  444.0  444.0  444.0
2002 185  7  4 1600  444.0  444.0  444.0  444.0  444.0  444.0
2002 185  7  4 1700  -25.2  972.0  444.0  444.0  444.0  444.0
2002 185  7  4 1800  -25.5  971.9  444.0  444.0  444.0  444.0
2002 185  7  4 1900  -25.2  971.7  444.0  444.0  444.0  444.0
2002 185  7  4 2000  -25.2  972.2  444.0  444.0  444.0  444.0
2002 185  7  4 2100  -25.5  972.0  444.0  444.0  444.0  444.0
2002 185  7  4 2200  -25.8  971.8  444.0  444.0  444.0  444.0
2002 185  7  4 2300  -25.9  972.2  444.0  444.0  444.0  444.0
2002 186  7  5 0000  -26.2  972.0  444.0  444.0  444.0  444.0
2002 186  7  5 0100  -26.4  971.7  444.0  444.0  444.0  444.0
2002 186  7  5 0200  -26.6  971.5  444.0  444.0  444.0  444.0
2002 186  7  5 0300  -26.6  971.5  444.0  444.0  444.0  444.0
2002 186  7  5 0400  -26.4  971.1  444.0  444.0  444.0  444.0
2002 186  7  5 0500  -26.6  971.0  444.0  444.0  444.0  444.0
2002 186  7  5 0600  -26.6  971.2  444.0  444.0  444.0  444.0
2002 186  7  5 0700  -26.2  971.6  444.0  444.0  444.0  444.0
2002 186  7  5 0800  -25.9  971.3  444.0  444.0  444.0  444.0
2002 186  7  5 0900  -26.0  971.3  444.0  444.0  444.0  444.0
2002 186  7  5 1000  -25.5  971.9  444.0  444.0  444.0  444.0
2002 186  7  5 1100  -25.2  971.9  444.0  444.0  444.0  444.0
2002 186  7  5 1200  -25.1  972.6  444.0  444.0  444.0  444.0
2002 186  7  5 1300  -24.9  973.5  444.0  444.0  444.0  444.0
2002 186  7  5 1400  -24.8  973.9  444.0  444.0  444.0  444.0
2002 186  7  5 1500  -24.9  974.8  444.0  444.0  444.0  444.0
2002 186  7  5 1600  444.0  444.0  444.0  444.0  444.0  444.0
2002 186  7  5 1700  -24.9  975.7  444.0  444.0  444.0  444.0
2002 186  7  5 1800  -25.2  976.5  444.0  444.0  444.0  444.0
2002 186  7  5 1900  -25.2  977.9  444.0  444.0  444.0  444.0
2002 186  7  5 2000  -25.0  978.8  444.0  444.0  444.0  444.0
2002 186  7  5 2100  -24.8  979.8  444.0  444.0  444.0  444.0
2002 186  7  5 2200  -24.8  980.8  444.0  444.0  444.0  444.0
2002 186  7  5 2300  -24.8  982.2  444.0  444.0  444.0  444.0
2002 187  7  6 0000  -24.9  983.3  444.0  444.0  444.0  444.0
2002 187  7  6 0100  -24.9  984.5  444.0  444.0  444.0  444.0
2002 187  7  6 0200  -25.0  985.5  444.0  444.0  444.0  444.0
2002 187  7  6 0300  -24.5  986.3  444.0  444.0  444.0  444.0
2002 187  7  6 0400  -24.4  987.1  444.0  444.0  444.0  444.0
2002 187  7  6 0500  -24.8  988.4  444.0  444.0  444.0  444.0
2002 187  7  6 0600  -25.0  989.8  444.0  444.0  444.0  444.0
2002 187  7  6 0700  -25.9  991.1  444.0  444.0  444.0  444.0
2002 187  7  6 0800  -26.1  992.3  444.0  444.0  444.0  444.0
2002 187  7  6 0900  444.0  444.0  444.0  444.0  444.0  444.0
2002 187  7  6 1000  -26.6  994.3  444.0  444.0  444.0  444.0
2002 187  7  6 1100  -26.6  995.6  444.0  444.0  444.0  444.0
2002 187  7  6 1200  -26.9  996.9  444.0  444.0  444.0  444.0
2002 187  7  6 1300  -26.9  997.8  444.0  444.0  444.0  444.0
2002 187  7  6 1400  444.0  444.0  444.0  444.0  444.0  444.0
2002 187  7  6 1500  -26.8  998.5  444.0  444.0  444.0  444.0
2002 187  7  6 1600  -26.5  999.0  444.0  444.0  444.0  444.0
2002 187  7  6 1700  -25.9  999.2  444.0  444.0  444.0  444.0
2002 187  7  6 1800  -26.1  999.7  444.0  444.0  444.0  444.0
2002 187  7  6 1900  -26.1  999.8  444.0  444.0  444.0  444.0
2002 187  7  6 2000  -25.9 1000.4  444.0  444.0  444.0  444.0
2002 187  7  6 2100  -25.9 1000.8  444.0  444.0  444.0  444.0
2002 187  7  6 2200  -25.9 1001.3  444.0  444.0  444.0  444.0
2002 187  7  6 2300  -25.8 1001.1  444.0  444.0  444.0  444.0
2002 188  7  7 0000  -25.9 1001.0  444.0  444.0  444.0  444.0
2002 188  7  7 0100  -25.8 1000.9  444.0  444.0  444.0  444.0
2002 188  7  7 0200  444.0  444.0  444.0  444.0  444.0  444.0
2002 188  7  7 0300  -25.1 1000.1  444.0  444.0  444.0  444.0
2002 188  7  7 0400  -26.1  999.4  444.0  444.0  444.0  444.0
2002 188  7  7 0500  -25.9  999.0  444.0  444.0  444.0  444.0
2002 188  7  7 0600  -26.1  998.7  444.0  444.0  444.0  444.0
2002 188  7  7 0700  444.0  444.0  444.0  444.0  444.0  444.0
2002 188  7  7 0800  -27.9  996.5  444.0  444.0  444.0  444.0
2002 188  7  7 0900  -28.0  995.7  444.0  444.0  444.0  444.0
2002 188  7  7 1000  -27.0  994.8  444.0  444.0  444.0  444.0
2002 188  7  7 1100  -26.9  993.9  444.0  444.0  444.0  444.0
2002 188  7  7 1200  444.0  444.0  444.0  444.0  444.0  444.0
2002 188  7  7 1300  -28.2  992.9  444.0  444.0  444.0  444.0
2002 188  7  7 1400  444.0  444.0  444.0  444.0  444.0  444.0
2002 188  7  7 1500  -27.9  990.4  444.0  444.0  444.0  444.0
2002 188  7  7 1600  -29.1  989.4  444.0  444.0  444.0  444.0
2002 188  7  7 1700  444.0  444.0  444.0  444.0  444.0  444.0
2002 188  7  7 1800  -27.2  987.4  444.0  444.0  444.0  444.0
2002 188  7  7 1900  444.0  444.0  444.0  444.0  444.0  444.0
2002 188  7  7 2000  -27.2  985.1  444.0  444.0  444.0  444.0
2002 188  7  7 2100  -27.2  983.7  444.0  444.0  444.0  444.0
2002 188  7  7 2200  -26.6  982.5  444.0  444.0  444.0  444.0
2002 188  7  7 2300  -24.4  981.4  444.0  444.0  444.0  444.0
2002 189  7  8 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002 189  7  8 0100  -23.2  979.0  444.0  444.0  444.0  444.0
2002 189  7  8 0200  -23.6  977.5  444.0  444.0  444.0  444.0
2002 189  7  8 0300  -23.1  976.4  444.0  444.0  444.0  444.0
2002 189  7  8 0400  -23.5  974.8  444.0  444.0  444.0  444.0
2002 189  7  8 0500  444.0  444.0  444.0  444.0  444.0  444.0
2002 189  7  8 0600  -23.9  972.2  444.0  444.0  444.0  444.0
2002 189  7  8 0700  -24.4  970.8  444.0  444.0  444.0  444.0
2002 189  7  8 0800  -23.8  969.8  444.0  444.0  444.0  444.0
2002 189  7  8 0900  -23.6  968.4  444.0  444.0  444.0  444.0
2002 189  7  8 1000  444.0  444.0  444.0  444.0  444.0  444.0
2002 189  7  8 1100  -24.4  968.2  444.0  444.0  444.0  444.0
2002 189  7  8 1200  -24.4  968.9  444.0  444.0  444.0  444.0
2002 189  7  8 1300  -23.8  969.4  444.0  444.0  444.0  444.0
2002 189  7  8 1400  -23.9  970.0  444.0  444.0  444.0  444.0
2002 189  7  8 1500  -23.9  970.8  444.0  444.0  444.0  444.0
2002 189  7  8 1600  -23.4  971.5  444.0  444.0  444.0  444.0
2002 189  7  8 1700  444.0  444.0  444.0  444.0  444.0  444.0
2002 189  7  8 1800  -25.1  973.5  444.0  444.0  444.0  444.0
2002 189  7  8 1900  -26.2  974.7  444.0  444.0  444.0  444.0
2002 189  7  8 2000  -26.4  975.8  444.0  444.0  444.0  444.0
2002 189  7  8 2100  -26.9  977.0  444.0  444.0  444.0  444.0
2002 189  7  8 2200  444.0  444.0  444.0  444.0  444.0  444.0
2002 189  7  8 2300  -26.4  979.2  444.0  444.0  444.0  444.0
2002 190  7  9 0000  -26.6  980.1  444.0  444.0  444.0  444.0
2002 190  7  9 0100  -26.6  981.2  444.0  444.0  444.0  444.0
2002 190  7  9 0200  -26.2  982.0  444.0  444.0  444.0  444.0
2002 190  7  9 0300  444.0  444.0  444.0  444.0  444.0  444.0
2002 190  7  9 0400  -26.4  982.7  444.0  444.0  444.0  444.0
2002 190  7  9 0500  -25.8  982.6  444.0  444.0  444.0  444.0
2002 190  7  9 0600  -25.6  983.0  444.0  444.0  444.0  444.0
2002 190  7  9 0700  -25.5  983.0  444.0  444.0  444.0  444.0
2002 190  7  9 0800  -25.2  982.9  444.0  444.0  444.0  444.0
2002 190  7  9 0900  -25.1  982.7  444.0  444.0  444.0  444.0
2002 190  7  9 1000  -24.9  982.5  444.0  444.0  444.0  444.0
2002 190  7  9 1100  -24.6  982.4  444.0  444.0  444.0  444.0
2002 190  7  9 1200  -24.9  982.4  444.0  444.0  444.0  444.0
2002 190  7  9 1300  -25.6  982.0  444.0  444.0  444.0  444.0
2002 190  7  9 1400  -25.9  981.9  444.0  444.0  444.0  444.0
2002 190  7  9 1500  444.0  444.0  444.0  444.0  444.0  444.0
2002 190  7  9 1600  -27.2  981.3  444.0  444.0  444.0  444.0
2002 190  7  9 1700  -27.2  980.6  444.0  444.0  444.0  444.0
2002 190  7  9 1800  -27.9  980.0  444.0  444.0  444.0  444.0
2002 190  7  9 1900  -27.9  979.8  444.0  444.0  444.0  444.0
2002 190  7  9 2000  -28.2  979.6  444.0  444.0  444.0  444.0
2002 190  7  9 2100  -28.4  979.2  444.0  444.0  444.0  444.0
2002 190  7  9 2200  -27.4  978.5  444.0  444.0  444.0  444.0
2002 190  7  9 2300  -27.5  977.9  444.0  444.0  444.0  444.0
2002 191  7 10 0000  -27.6  977.3  444.0  444.0  444.0  444.0
2002 191  7 10 0100  -23.6  976.9  444.0  444.0  444.0  444.0
2002 191  7 10 0200  -24.9  977.1  444.0  444.0  444.0  444.0
2002 191  7 10 0300  -19.9  976.9  444.0  444.0  444.0  444.0
2002 191  7 10 0400  -21.4  976.4  444.0  444.0  444.0  444.0
2002 191  7 10 0500  -19.9  975.8  444.0  444.0  444.0  444.0
2002 191  7 10 0600  444.0  444.0  444.0  444.0  444.0  444.0
2002 191  7 10 0700  -15.4  974.7  444.0  444.0  444.0  444.0
2002 191  7 10 0800  -11.4  974.4  444.0  444.0  444.0  444.0
2002 191  7 10 0900  -11.2  973.6  444.0  444.0  444.0  444.0
2002 191  7 10 1000  -15.2  972.6  444.0  444.0  444.0  444.0
2002 191  7 10 1100  -14.4  972.2  444.0  444.0  444.0  444.0
2002 191  7 10 1200  -15.5  972.0  444.0  444.0  444.0  444.0
2002 191  7 10 1300  -18.0  971.8  444.0  444.0  444.0  444.0
2002 191  7 10 1400  -14.4  970.9  444.0  444.0  444.0  444.0
2002 191  7 10 1500  -16.6  970.2  444.0  444.0  444.0  444.0
2002 191  7 10 1600  -17.9  969.4  444.0  444.0  444.0  444.0
2002 191  7 10 1700  -19.8  968.5  444.0  444.0  444.0  444.0
2002 191  7 10 1800  -20.8  968.6  444.0  444.0  444.0  444.0
2002 191  7 10 1900  -21.1  967.9  444.0  444.0  444.0  444.0
2002 191  7 10 2000  -22.6  967.5  444.0  444.0  444.0  444.0
2002 191  7 10 2100  -25.5  966.9  444.0  444.0  444.0  444.0
2002 191  7 10 2200  -26.4  966.6  444.0  444.0  444.0  444.0
2002 191  7 10 2300  -27.0  966.6  444.0  444.0  444.0  444.0
2002 192  7 11 0000  -28.2  967.4  444.0  444.0  444.0  444.0
2002 192  7 11 0100  -28.6  968.3  444.0  444.0  444.0  444.0
2002 192  7 11 0200  -28.8  968.8  444.0  444.0  444.0  444.0
2002 192  7 11 0300  -30.2  969.6  444.0  444.0  444.0  444.0
2002 192  7 11 0400  -32.0  970.4  444.0  444.0  444.0  444.0
2002 192  7 11 0500  -33.9  970.8  444.0  444.0  444.0  444.0
2002 192  7 11 0600  -34.8  971.8  444.0  444.0  444.0  444.0
2002 192  7 11 0700  -34.5  972.0  444.0  444.0  444.0  444.0
2002 192  7 11 0800  -34.0  972.4  444.0  444.0  444.0  444.0
2002 192  7 11 0900  -33.6  972.4  444.0  444.0  444.0  444.0
2002 192  7 11 1000  -33.4  973.2  444.0  444.0  444.0  444.0
2002 192  7 11 1100  -33.4  973.9  444.0  444.0  444.0  444.0
2002 192  7 11 1200  -32.8  974.0  444.0  444.0  444.0  444.0
2002 192  7 11 1300  -32.9  974.3  444.0  444.0  444.0  444.0
2002 192  7 11 1400  -32.4  973.8  444.0  444.0  444.0  444.0
2002 192  7 11 1500  -32.9  974.1  444.0  444.0  444.0  444.0
2002 192  7 11 1600  -32.2  973.7  444.0  444.0  444.0  444.0
2002 192  7 11 1700  -33.0  973.5  444.0  444.0  444.0  444.0
2002 192  7 11 1800  -32.1  973.2  444.0  444.0  444.0  444.0
2002 192  7 11 1900  -32.6  973.3  444.0  444.0  444.0  444.0
2002 192  7 11 2000  -32.1  972.7  444.0  444.0  444.0  444.0
2002 192  7 11 2100  -32.4  972.1  444.0  444.0  444.0  444.0
2002 192  7 11 2200  -31.6  971.5  444.0  444.0  444.0  444.0
2002 192  7 11 2300  -32.2  971.0  444.0  444.0  444.0  444.0
2002 193  7 12 0000  -32.1  970.2  444.0  444.0  444.0  444.0
2002 193  7 12 0100  -32.1  969.7  444.0  444.0  444.0  444.0
2002 193  7 12 0200  -31.9  969.1  444.0  444.0  444.0  444.0
2002 193  7 12 0300  -31.6  968.3  444.0  444.0  444.0  444.0
2002 193  7 12 0400  -31.5  967.7  444.0  444.0  444.0  444.0
2002 193  7 12 0500  -31.4  967.0  444.0  444.0  444.0  444.0
2002 193  7 12 0600  -31.4  966.3  444.0  444.0  444.0  444.0
2002 193  7 12 0700  -31.0  965.5  444.0  444.0  444.0  444.0
2002 193  7 12 0800  -30.9  964.7  444.0  444.0  444.0  444.0
2002 193  7 12 0900  -30.8  964.0  444.0  444.0  444.0  444.0
2002 193  7 12 1000  -30.8  963.3  444.0  444.0  444.0  444.0
2002 193  7 12 1100  -30.6  962.1  444.0  444.0  444.0  444.0
2002 193  7 12 1200  -30.2  961.4  444.0  444.0  444.0  444.0
2002 193  7 12 1300  -29.9  961.2  444.0  444.0  444.0  444.0
2002 193  7 12 1400  -29.4  960.3  444.0  444.0  444.0  444.0
2002 193  7 12 1500  -29.2  959.8  444.0  444.0  444.0  444.0
2002 193  7 12 1600  -28.8  959.3  444.0  444.0  444.0  444.0
2002 193  7 12 1700  -28.2  958.6  444.0  444.0  444.0  444.0
2002 193  7 12 1800  -27.9  958.0  444.0  444.0  444.0  444.0
2002 193  7 12 1900  -26.4  957.3  444.0  444.0  444.0  444.0
2002 193  7 12 2000  -25.1  956.6  444.0  444.0  444.0  444.0
2002 193  7 12 2100  -24.2  956.1  444.0  444.0  444.0  444.0
2002 193  7 12 2200  -23.9  955.5  444.0  444.0  444.0  444.0
2002 193  7 12 2300  -21.9  955.1  444.0  444.0  444.0  444.0
2002 194  7 13 0000  -20.1  954.4  444.0  444.0  444.0  444.0
2002 194  7 13 0100  -19.1  954.5  444.0  444.0  444.0  444.0
2002 194  7 13 0200  -19.5  954.0  444.0  444.0  444.0  444.0
2002 194  7 13 0300  -19.9  953.3  444.0  444.0  444.0  444.0
2002 194  7 13 0400  -19.1  952.9  444.0  444.0  444.0  444.0
2002 194  7 13 0500  -19.0  952.6  444.0  444.0  444.0  444.0
2002 194  7 13 0600  -18.9  952.3  444.0  444.0  444.0  444.0
2002 194  7 13 0700  -18.4  952.4  444.0  444.0  444.0  444.0
2002 194  7 13 0800  -18.4  952.1  444.0  444.0  444.0  444.0
2002 194  7 13 0900  -18.5  951.3  444.0  444.0  444.0  444.0
2002 194  7 13 1000  -19.0  950.7  444.0  444.0  444.0  444.0
2002 194  7 13 1100  -18.9  949.7   11.3  193.0  444.0  444.0
2002 194  7 13 1200  -18.8  949.3   11.8  187.0  444.0  444.0
2002 194  7 13 1300  -18.8  948.7  444.0  444.0  444.0  444.0
2002 194  7 13 1400  -18.5  948.2  444.0  444.0  444.0  444.0
2002 194  7 13 1500  -18.5  948.2  444.0  444.0  444.0  444.0
2002 194  7 13 1600  -18.4  948.0  444.0  444.0  444.0  444.0
2002 194  7 13 1700  -17.9  946.8  444.0  444.0  444.0  444.0
2002 194  7 13 1800  -17.2  946.2  444.0  444.0  444.0  444.0
2002 194  7 13 1900  -16.9  945.9  444.0  444.0  444.0  444.0
2002 194  7 13 2000  -16.2  945.2  444.0  444.0  444.0  444.0
2002 194  7 13 2100  -15.9  944.7  444.0  444.0  444.0  444.0
2002 194  7 13 2200  -15.0  944.0  444.0  444.0  444.0  444.0
2002 194  7 13 2300  -15.1  943.3  444.0  444.0  444.0  444.0
2002 195  7 14 0000  -15.5  943.0  444.0  444.0  444.0  444.0
2002 195  7 14 0100  -15.9  942.8  444.0  444.0  444.0  444.0
2002 195  7 14 0200  -16.1  942.9  444.0  444.0  444.0  444.0
2002 195  7 14 0300  -16.5  943.2  444.0  444.0  444.0  444.0
2002 195  7 14 0400  -15.9  943.7  444.0  444.0  444.0  444.0
2002 195  7 14 0500  -19.8  946.9  444.0  444.0  444.0  444.0
2002 195  7 14 0600  -21.2  949.2  444.0  444.0  444.0  444.0
2002 195  7 14 0700  -21.4  950.8  444.0  444.0  444.0  444.0
2002 195  7 14 0800  -21.0  951.4  444.0  444.0  444.0  444.0
2002 195  7 14 0900  444.0  444.0  444.0  444.0  444.0  444.0
2002 195  7 14 1000  -20.5  951.3  444.0  444.0  444.0  444.0
2002 195  7 14 1100  -20.5  951.2  444.0  444.0  444.0  444.0
2002 195  7 14 1200  -19.1  951.5  444.0  444.0  444.0  444.0
2002 195  7 14 1300  -16.2  950.5  444.0  444.0  444.0  444.0
2002 195  7 14 1400  -15.9  950.7  444.0  444.0  444.0  444.0
2002 195  7 14 1500  -16.0  951.2  444.0  444.0  444.0  444.0
2002 195  7 14 1600  444.0  444.0  444.0  444.0  444.0  444.0
2002 195  7 14 1700  -16.5  952.9  444.0  444.0  444.0  444.0
2002 195  7 14 1800  -17.2  954.0  444.0  444.0  444.0  444.0
2002 195  7 14 1900  -17.8  955.5  444.0  444.0  444.0  444.0
2002 195  7 14 2000  -18.6  956.9  444.0  444.0  444.0  444.0
2002 195  7 14 2100  -19.2  957.9  444.0  444.0  444.0  444.0
2002 195  7 14 2200  -19.5  959.3  444.0  444.0  444.0  444.0
2002 195  7 14 2300  -19.2  960.4  444.0  444.0  444.0  444.0
2002 196  7 15 0000  -19.2  961.2  444.0  444.0  444.0  444.0
2002 196  7 15 0100  -19.5  962.1  444.0  444.0  444.0  444.0
2002 196  7 15 0200  -19.6  962.6  444.0  444.0  444.0  444.0
2002 196  7 15 0300  -19.9  963.7  444.0  444.0  444.0  444.0
2002 196  7 15 0400  -20.0  964.3  444.0  444.0  444.0  444.0
2002 196  7 15 0500  -20.4  965.3  444.0  444.0  444.0  444.0
2002 196  7 15 0600  -20.4  965.3  444.0  444.0  444.0  444.0
2002 196  7 15 0700  -20.9  965.7   10.8  186.0  444.0  444.0
2002 196  7 15 0800  -21.0  966.8   13.5  184.0  444.0  444.0
2002 196  7 15 0900  444.0  444.0  444.0  444.0  444.0  444.0
2002 196  7 15 1000  -20.9  970.0   15.7  190.0  444.0  444.0
2002 196  7 15 1100  -20.9  970.6   11.8  186.0  444.0  444.0
2002 196  7 15 1200  -20.9  971.4   10.8  190.0  444.0  444.0
2002 196  7 15 1300  -20.6  972.2   12.2  191.0  444.0  444.0
2002 196  7 15 1400  444.0  444.0  444.0  444.0  444.0  444.0
2002 196  7 15 1500  -19.9  973.7  444.0  444.0  444.0  444.0
2002 196  7 15 1600  -20.5  975.2  444.0  444.0  444.0  444.0
2002 196  7 15 1700  -21.0  976.3  444.0  444.0  444.0  444.0
2002 196  7 15 1800  -21.1  977.0  444.0  444.0  444.0  444.0
2002 196  7 15 1900  444.0  444.0  444.0  444.0  444.0  444.0
2002 196  7 15 2000  -22.1  977.2  444.0  444.0  444.0  444.0
2002 196  7 15 2100  -21.9  977.9  444.0  444.0  444.0  444.0
2002 196  7 15 2200  -21.4  978.1  444.0  444.0  444.0  444.0
2002 196  7 15 2300  -21.5  978.4  444.0  444.0  444.0  444.0
2002 197  7 16 0000  -22.2  978.9  444.0  444.0  444.0  444.0
2002 197  7 16 0100  -22.8  978.9  444.0  444.0  444.0  444.0
2002 197  7 16 0200  -23.9  979.0  444.0  444.0  444.0  444.0
2002 197  7 16 0300  -24.4  979.3  444.0  444.0  444.0  444.0
2002 197  7 16 0400  -23.8  979.9  444.0  444.0  444.0  444.0
2002 197  7 16 0500  -23.8  980.2  444.0  444.0  444.0  444.0
2002 197  7 16 0600  -25.2  980.4  444.0  444.0  444.0  444.0
2002 197  7 16 0700  444.0  444.0  444.0  444.0  444.0  444.0
2002 197  7 16 0800  -27.0  980.6  444.0  444.0  444.0  444.0
2002 197  7 16 0900  -26.8  980.6  444.0  444.0  444.0  444.0
2002 197  7 16 1000  -27.1  980.6  444.0  444.0  444.0  444.0
2002 197  7 16 1100  -27.0  980.7  444.0  444.0  444.0  444.0
2002 197  7 16 1200  444.0  444.0  444.0  444.0  444.0  444.0
2002 197  7 16 1300  -27.5  980.8  444.0  444.0  444.0  444.0
2002 197  7 16 1400  -28.8  980.9  444.0  444.0  444.0  444.0
2002 197  7 16 1500  -29.4  981.3  444.0  444.0  444.0  444.0
