Year: 2002  Month: 10  ID: CSP  ARGOS:  8695  Name: Cape Spencer        
Lat: 77.96S  Lon: 167.54E  Elev:   23m
2002 274 10  1 0000  -19.6  990.3    3.5   24.0   71.7  444.0
2002 274 10  1 0100  -18.5  990.1    1.9   18.0   63.7  444.0
2002 274 10  1 0200  -17.9  990.3    1.6   27.0   62.4  444.0
2002 274 10  1 0300  -18.5  990.3    3.3  323.0   71.7  444.0
2002 274 10  1 0400  -15.9  990.4    2.5   56.0   47.7  444.0
2002 274 10  1 0500  -15.6  990.9    2.5   35.0   47.7  444.0
2002 274 10  1 0600  -16.6  990.8    2.9   14.0   57.0  444.0
2002 274 10  1 0700  -17.1  991.3    0.4    8.0   65.8  444.0
2002 274 10  1 0800  -19.5  991.3    2.1  342.0   82.6  444.0
2002 274 10  1 0900  -19.6  991.4    2.1  304.0   87.2  444.0
2002 274 10  1 1000  -20.2  991.5    2.7  325.0   91.0  444.0
2002 274 10  1 1100  -19.8  991.8    2.3   10.0   92.2  444.0
2002 274 10  1 1200  -18.6  991.9    3.5  343.0   87.2  444.0
2002 274 10  1 1300  -19.0  991.9    1.9  335.0   89.3  444.0
2002 274 10  1 1400  -18.8  992.0    0.8  221.0   93.5  444.0
2002 274 10  1 1500  -19.8  991.9    0.4  201.0   92.7  444.0
2002 274 10  1 1600  -18.8  991.9    0.2  160.0   92.7  444.0
2002 274 10  1 1700  -20.1  991.8    2.3  352.0   93.5  444.0
2002 274 10  1 1800  -21.0  991.5    1.4  333.0   91.4  444.0
2002 274 10  1 1900  -20.8  991.7    1.9  250.0   93.9  444.0
2002 274 10  1 2000  -20.0  991.5    1.8  235.0   94.8  444.0
2002 274 10  1 2100  -20.2  991.5    1.8  222.0   85.5  444.0
2002 274 10  1 2200  -19.1  991.2    3.3  277.0   78.4  444.0
2002 274 10  1 2300  -19.1  991.3    3.3  232.0   63.7  444.0
2002 275 10  2 0000  -18.5  991.2    2.1  236.0   62.8  444.0
2002 275 10  2 0100  -18.5  991.1    4.1  281.0   78.0  444.0
2002 275 10  2 0200  -15.9  990.5    8.0  214.0   78.4  444.0
2002 275 10  2 0300  -15.4  990.6    7.0  212.0   78.4  444.0
2002 275 10  2 0400  -14.9  990.4    7.2  193.0   87.6  444.0
2002 275 10  2 0500  -14.2  990.3   15.4  200.0   91.8  444.0
2002 275 10  2 0600  -13.8  990.8    4.5  204.0   87.2  444.0
2002 275 10  2 0700  -14.9  991.0    2.3    4.0   94.8  444.0
2002 275 10  2 0800  -15.4  990.9    3.9  339.0   96.0  444.0
2002 275 10  2 0900  -16.2  990.9    2.3  345.0   96.0  444.0
2002 275 10  2 1000  -15.2  991.0    1.4  356.0   97.3  444.0
2002 275 10  2 1100  -18.9  991.1    3.5   62.0   91.4  444.0
2002 275 10  2 1200  -19.5  991.1    4.9  346.0   91.8  444.0
2002 275 10  2 1300  -20.8  991.4    1.9   13.0   92.2  444.0
2002 275 10  2 1400  -21.2  991.3    3.5  339.0   91.8  444.0
2002 275 10  2 1500  -20.8  991.1    3.1    1.0   91.8  444.0
2002 275 10  2 1600  -19.6  991.2    1.9  356.0   93.5  444.0
2002 275 10  2 1700  -18.6  991.4    2.1  280.0   94.8  444.0
2002 275 10  2 1800  -15.9  991.7    2.5  284.0   91.4  444.0
2002 275 10  2 1900  -16.8  991.6    1.0  321.0   89.3  444.0
2002 275 10  2 2000  -15.1  991.8    1.8  117.0   81.3  444.0
2002 275 10  2 2100  -15.5  992.4    1.9  238.0   80.5  444.0
2002 275 10  2 2200  -15.4  992.5    1.2  353.0   80.9  444.0
2002 275 10  2 2300  -13.2  992.4    1.4  236.0   59.5  444.0
2002 276 10  3 0000  -14.1  992.3    0.6  239.0   55.7  444.0
2002 276 10  3 0100  -15.5  992.1    0.2  248.0   68.7  444.0
2002 276 10  3 0200  -15.5  992.2    2.3  329.0   65.8  444.0
2002 276 10  3 0300  -14.4  992.8    2.1  224.0   75.0  444.0
2002 276 10  3 0400  -16.9  993.4    5.3  122.0   85.5  444.0
2002 276 10  3 0500  -18.2  993.7    3.9   53.0   87.6  444.0
2002 276 10  3 0600  -18.0  993.8    3.5  346.0   88.0  444.0
2002 276 10  3 0700  -15.0  993.8    1.9  233.0   81.7  444.0
2002 276 10  3 0800  -18.6  993.8    4.5   28.0   85.1  444.0
2002 276 10  3 0900  -19.1  994.2    5.3   65.0   91.4  444.0
2002 276 10  3 1000  -19.6  994.7    1.6   56.0   91.4  444.0
2002 276 10  3 1100  -19.8  995.1    2.1   17.0   90.6  444.0
2002 276 10  3 1200  -20.1  995.6    2.9   22.0   91.0  444.0
2002 276 10  3 1300  -20.8  995.8    3.3   17.0   89.7  444.0
2002 276 10  3 1400  -21.2  996.0    5.1   21.0   90.1  444.0
2002 276 10  3 1500  -20.8  996.3    4.5  356.0   88.5  444.0
2002 276 10  3 1600  -20.1  996.1    3.5   21.0   87.2  444.0
2002 276 10  3 1700  -20.2  996.2    4.9  356.0   89.7  444.0
2002 276 10  3 1800  -19.9  996.2    3.3  322.0   88.5  444.0
2002 276 10  3 1900  -19.5  996.1    1.9  314.0   85.5  444.0
2002 276 10  3 2000  -20.5  996.0    4.9   25.0   83.8  444.0
2002 276 10  3 2100  -19.8  995.9    4.5   22.0   87.6  444.0
2002 276 10  3 2200  -19.6  996.5    3.1  169.0   70.8  444.0
2002 276 10  3 2300  444.0  444.0  444.0  444.0  444.0  444.0
2002 277 10  4 0000  -17.8  996.6   11.3  129.0   82.2  444.0
2002 277 10  4 0100  -17.2  996.6   10.9  174.0   83.8  444.0
2002 277 10  4 0200  -20.1  997.3    6.2   30.0   82.6  444.0
2002 277 10  4 0300  -20.2  997.8    3.1  111.0   72.5  444.0
2002 277 10  4 0400  -20.8  997.8    3.5   21.0   79.6  444.0
2002 277 10  4 0500  -21.5  997.3    2.9   41.0   81.7  444.0
2002 277 10  4 0600  -22.2  996.8    2.1    3.0   80.1  444.0
2002 277 10  4 0700  -24.5  996.9    2.3   41.0   85.1  444.0
2002 277 10  4 0800  -27.6  996.7    1.9   20.0   84.7  444.0
2002 277 10  4 0900  -28.1  996.2    2.3   42.0   85.9  444.0
2002 277 10  4 1000  -25.8  995.3    1.8  260.0   89.3  444.0
2002 277 10  4 1100  -26.1  995.0    4.1  284.0   88.9  444.0
2002 277 10  4 1200  -26.0  994.7    2.7  201.0   86.8  444.0
2002 277 10  4 1300  -26.0  994.0    4.3  221.0   84.3  444.0
2002 277 10  4 1400  -25.8  993.4    2.9  207.0   85.9  444.0
2002 277 10  4 1500  -27.5  992.5    3.5  256.0   83.0  444.0
2002 277 10  4 1600  -26.1  991.8    3.9  224.0   85.1  444.0
2002 277 10  4 1700  -28.0  991.3    4.1  262.0   83.0  444.0
2002 277 10  4 1800  -26.6  990.7    1.4  231.0   85.5  444.0
2002 277 10  4 1900  -27.2  990.2    2.1  233.0   85.5  444.0
2002 277 10  4 2000  -25.8  989.4    2.3  226.0   90.6  444.0
2002 277 10  4 2100  444.0  444.0  444.0  444.0  444.0  444.0
2002 277 10  4 2200  -23.6  987.9    4.1  238.0   91.8  444.0
2002 277 10  4 2300  444.0  444.0  444.0  444.0  444.0  444.0
2002 278 10  5 0000  -22.5  986.3    5.1  240.0   76.7  444.0
2002 278 10  5 0100  -21.9  985.8    7.8  210.0   73.3  444.0
2002 278 10  5 0200  444.0  444.0  444.0  444.0  444.0  444.0
2002 278 10  5 0300  -26.6  986.7    4.7  287.0   73.3  444.0
2002 278 10  5 0400  444.0  444.0  444.0  444.0  444.0  444.0
2002 278 10  5 0500  -23.9  987.5    5.3  239.0   73.3  444.0
2002 278 10  5 0600  -22.1  987.9    6.2  218.0   78.0  444.0
