Year: 2002  Month: 11  ID: CSP  ARGOS:  8695  Name: Cape Spencer        
Lat: 77.96S  Lon: 167.54E  Elev:   23m
2002 305 11  1 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002 305 11  1 0100  -19.1 1009.3    6.8  104.0   63.3  444.0
2002 305 11  1 0200  -18.4 1010.6    7.4  118.0   70.8  444.0
2002 305 11  1 0300  -16.4 1011.5    3.9  117.0   51.9  444.0
2002 305 11  1 0400  -16.5 1012.2    4.5   87.0   57.0  444.0
2002 305 11  1 0500  -17.8 1012.9    6.0  356.0   79.6  444.0
2002 305 11  1 0600  -17.2 1013.2    4.3  352.0   83.8  444.0
2002 305 11  1 0700  -16.1 1013.7    2.9  352.0   86.8  444.0
2002 305 11  1 0800  -15.9 1014.3    1.9    7.0   88.0  444.0
2002 305 11  1 0900  -15.9 1014.5    3.9  356.0   88.5  444.0
2002 305 11  1 1000  -16.6 1014.8    1.6    1.0   90.6  444.0
2002 305 11  1 1100  -17.1 1014.7    3.3  346.0   88.0  444.0
2002 305 11  1 1200  -16.2 1014.5    2.9    4.0   88.0  444.0
2002 305 11  1 1300  -15.2 1014.5    2.1  314.0   89.7  444.0
2002 305 11  1 1400  -13.6 1014.6    1.6  343.0   85.1  444.0
2002 305 11  1 1500  -12.8 1014.5    4.1  318.0   88.9  444.0
2002 305 11  1 1600  -12.8 1014.6    1.6  352.0   87.2  444.0
2002 305 11  1 1700  -12.0 1014.7    2.3  356.0   84.7  444.0
2002 305 11  1 1800  -11.9 1014.7    1.2   21.0   84.7  444.0
2002 305 11  1 1900  -11.5 1014.9    3.3   17.0   85.9  444.0
2002 305 11  1 2000  -10.8 1014.5    3.3  356.0   81.3  444.0
2002 305 11  1 2100   -9.8 1014.6    3.1  353.0   79.2  444.0
2002 305 11  1 2200  -10.1 1014.2    4.9   11.0   79.2  444.0
2002 305 11  1 2300  -10.1 1013.7    3.9   22.0   82.6  444.0
2002 306 11  2 0000  -11.1 1013.3    3.3   13.0   77.1  444.0
2002 306 11  2 0100  -10.1 1012.8    4.3   15.0   76.3  444.0
2002 306 11  2 0200   -9.8 1012.7    3.9   28.0   78.8  444.0
2002 306 11  2 0300   -9.4 1012.4    3.9   89.0   53.6  444.0
2002 306 11  2 0400   -9.6 1012.4    4.1   39.0   77.5  444.0
2002 306 11  2 0500   -9.0 1012.1    3.9   49.0   69.6  444.0
2002 306 11  2 0600  -10.1 1011.5    2.9   56.0   78.0  444.0
2002 306 11  2 0700  -10.1 1011.1    3.1   44.0   78.8  444.0
2002 306 11  2 0800  -12.4 1010.6    2.7   93.0   71.7  444.0
2002 306 11  2 0900  -14.1 1010.1    3.1  104.0   85.9  444.0
2002 306 11  2 1000  -14.4 1009.5    1.2   91.0   75.9  444.0
2002 306 11  2 1100  -15.4 1008.9    0.2  183.0   93.1  444.0
2002 306 11  2 1200  -16.0 1008.0    1.4  288.0   86.4  444.0
2002 306 11  2 1300  -15.5 1007.6    0.2  152.0   80.5  444.0
2002 306 11  2 1400  -14.5 1007.0    1.2  280.0   76.7  444.0
2002 306 11  2 1500  -13.6 1006.2    0.8  211.0   69.1  444.0
2002 306 11  2 1600  -13.0 1005.8    2.1  292.0   67.5  444.0
2002 306 11  2 1700  -14.1 1005.3    2.7  276.0   75.4  444.0
2002 306 11  2 1800  -11.9 1004.6    2.3  259.0   59.1  444.0
2002 306 11  2 1900  -12.4 1004.1    2.3  263.0   71.2  444.0
2002 306 11  2 2000   -9.8 1003.5    3.9  231.0   71.7  444.0
2002 306 11  2 2100   -8.9 1002.8    4.5  236.0   72.1  444.0
2002 306 11  2 2200   -7.6 1002.1    3.9  225.0   74.2  444.0
2002 306 11  2 2300   -7.2 1001.2    3.9  225.0   65.8  444.0
2002 307 11  3 0000   -6.8 1000.4    2.3  229.0   63.7  444.0
2002 307 11  3 0100   -4.9  999.7    1.8  255.0   44.4  444.0
2002 307 11  3 0200   -5.6  999.1    1.4  305.0   62.4  444.0
2002 307 11  3 0300   -6.6  998.4    1.6  332.0   69.6  444.0
2002 307 11  3 0400   -5.4  997.7    1.4   21.0   60.7  444.0
2002 307 11  3 0500   -7.8  996.8    1.8  114.0   44.4  444.0
2002 307 11  3 0600   -8.4  996.4    2.7   72.0   61.2  444.0
2002 307 11  3 0700   -8.9  996.0    1.6   86.0   74.2  444.0
2002 307 11  3 0800   -9.6  995.2    2.9  110.0   77.5  444.0
2002 307 11  3 0900   -9.8  995.0    2.7   83.0   80.9  444.0
2002 307 11  3 1000  -10.0  994.7    2.5  101.0   83.8  444.0
2002 307 11  3 1100  -10.5  994.4    4.7  108.0   95.6  444.0
2002 307 11  3 1200  -12.1  994.2   13.1  132.0   97.7  444.0
2002 307 11  3 1300  -12.5  994.0   12.3  135.0   97.7  444.0
2002 307 11  3 1400  -12.8  994.0   15.0  135.0   96.0  444.0
2002 307 11  3 1500  -12.5  993.7   13.3  122.0   96.9  444.0
2002 307 11  3 1600  -12.9  993.7   11.3  127.0   94.3  444.0
2002 307 11  3 1700  -13.6  993.5   11.5  118.0   93.9  444.0
2002 307 11  3 1800  -14.0  994.5    3.9  131.0   87.2  444.0
2002 307 11  3 1900  -13.8  994.8    6.6  338.0   90.6  444.0
2002 307 11  3 2000  -13.6  994.7   13.1  194.0   88.0  444.0
2002 307 11  3 2100  -12.1  995.1    3.3   22.0   75.4  444.0
2002 307 11  3 2200  -12.9  995.0    6.0  340.0   82.6  444.0
2002 307 11  3 2300  -11.5  994.6    2.9    6.0   64.1  444.0
2002 308 11  4 0000  -10.2  994.8    3.1  352.0   52.8  444.0
2002 308 11  4 0100  -11.1  994.7    3.3  332.0   67.5  444.0
