Year: 2002  Month: 01  ID: PTM  ARGOS:  8909  Name: Port Martin         
2002   7  1  7 0400    1.2  989.5  444.0  444.0  444.0  444.0
2002   7  1  7 0500    0.4  989.4  444.0  444.0  444.0  444.0
2002   7  1  7 0600    0.4  989.7  444.0  444.0  444.0  444.0
2002   7  1  7 0700    0.4  989.7  444.0  444.0  444.0  444.0
2002   7  1  7 0800   -0.5  989.9  444.0  444.0  444.0  444.0
2002   7  1  7 0900   -0.6  990.5  444.0  444.0  444.0  444.0
2002   7  1  7 1000    0.0  990.8  444.0  444.0  444.0  444.0
2002   7  1  7 1100   -0.5  991.1  444.0  444.0  444.0  444.0
2002   7  1  7 1200   -0.6  991.2  444.0  444.0  444.0  444.0
2002   7  1  7 1300   -0.6  991.0  444.0  444.0  444.0  444.0
2002   7  1  7 1400   -0.6  991.1  444.0  444.0  444.0  444.0
2002   7  1  7 1500   -0.5  991.4  444.0  444.0  444.0  444.0
2002   7  1  7 1600   -0.9  991.7  444.0  444.0  444.0  444.0
2002   7  1  7 1700   -1.1  992.0  444.0  444.0  444.0  444.0
2002   7  1  7 1800   -1.8  992.1  444.0  444.0  444.0  444.0
2002   7  1  7 1900   -1.6  992.3  444.0  444.0  444.0  444.0
2002   7  1  7 2000   -1.4  992.5  444.0  444.0  444.0  444.0
2002   7  1  7 2100   -1.2  993.1  444.0  444.0  444.0  444.0
2002   7  1  7 2200   -0.6  993.3  444.0  444.0  444.0  444.0
2002   7  1  7 2300    0.0  993.8  444.0  444.0  444.0  444.0
2002   8  1  8 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002   8  1  8 0100    1.4  994.8  444.0  444.0  444.0  444.0
2002   8  1  8 0200    1.9  995.1  444.0  444.0  444.0  444.0
2002   8  1  8 0300  444.0  444.0  444.0  444.0  444.0  444.0
2002   8  1  8 0400    2.1  996.3  444.0  444.0  444.0  444.0
2002   8  1  8 0500    2.9  996.8  444.0  444.0  444.0  444.0
2002   8  1  8 0600  444.0  997.2  444.0  444.0  444.0  444.0
2002   8  1  8 0700    1.1  997.8  444.0  444.0  444.0  444.0
2002   8  1  8 0800    1.4  998.3  444.0  444.0  444.0  444.0
2002   8  1  8 0900    0.6  999.1  444.0  444.0  444.0  444.0
2002   8  1  8 1000    1.0  999.7  444.0  444.0  444.0  444.0
2002   8  1  8 1100    0.0 1000.3  444.0  444.0  444.0  444.0
2002   8  1  8 1200   -1.2 1001.1  444.0  444.0  444.0  444.0
2002   8  1  8 1300   -1.4 1001.6  444.0  444.0  444.0  444.0
2002   8  1  8 1400   -1.8 1002.1  444.0  444.0  444.0  444.0
2002   8  1  8 1500   -0.6 1002.7  444.0  444.0  444.0  444.0
2002   8  1  8 1600   -1.1 1003.6  444.0  444.0  444.0  444.0
2002   8  1  8 1700   -0.1 1004.6  444.0  444.0  444.0  444.0
2002   8  1  8 1800   -0.1 1004.9  444.0  444.0  444.0  444.0
2002   8  1  8 1900   -0.9 1005.2  444.0  444.0  444.0  444.0
2002   8  1  8 2000  444.0  444.0  444.0  444.0  444.0  444.0
2002   8  1  8 2100    0.6 1005.6  444.0  444.0  444.0  444.0
2002   8  1  8 2200    1.8 1006.9  444.0  444.0  444.0  444.0
2002   8  1  8 2300    1.6 1007.3  444.0  444.0  444.0  444.0
2002   9  1  9 0000    2.2 1008.1  444.0  444.0  444.0  444.0
2002   9  1  9 0100  444.0  444.0  444.0  444.0  444.0  444.0
2002   9  1  9 0200    3.6 1008.6  444.0  444.0  444.0  444.0
2002   9  1  9 0300    3.8 1009.5  444.0  444.0  444.0  444.0
2002   9  1  9 0400    2.4 1010.2  444.0  444.0  444.0  444.0
2002   9  1  9 0500    1.2 1010.8  444.0  444.0  444.0  444.0
2002   9  1  9 0600  444.0  444.0  444.0  444.0  444.0  444.0
2002   9  1  9 0700    2.1 1012.5  444.0  444.0  444.0  444.0
2002   9  1  9 0800    1.4 1012.9  444.0  444.0  444.0  444.0
2002   9  1  9 0900    1.0 1012.8  444.0  444.0  444.0  444.0
2002   9  1  9 1000    2.8 1013.0  444.0  444.0  444.0  444.0
2002   9  1  9 1100    2.8 1013.5  444.0  444.0  444.0  444.0
2002   9  1  9 1200    2.9 1014.6  444.0  444.0  444.0  444.0
2002   9  1  9 1300    2.8 1015.1  444.0  444.0  444.0  444.0
2002   9  1  9 1400    2.4 1015.4  444.0  444.0  444.0  444.0
2002   9  1  9 1500    1.2 1014.9  444.0  444.0  444.0  444.0
2002   9  1  9 1600    1.1 1015.2  444.0  444.0  444.0  444.0
2002   9  1  9 1700    0.8 1015.5  444.0  444.0  444.0  444.0
2002   9  1  9 1800    0.8 1016.0  444.0  444.0  444.0  444.0
2002   9  1  9 1900    1.0 1016.1  444.0  444.0  444.0  444.0
2002   9  1  9 2000    1.5 1016.2  444.0  444.0  444.0  444.0
2002   9  1  9 2100    1.6 1016.6  444.0  444.0  444.0  444.0
2002   9  1  9 2200    1.6 1016.8  444.0  444.0  444.0  444.0
2002   9  1  9 2300  444.0  444.0  444.0  444.0  444.0  444.0
2002  10  1 10 0000    1.8 1017.2  444.0  444.0  444.0  444.0
2002  10  1 10 0100    2.4 1017.1  444.0  444.0  444.0  444.0
2002  10  1 10 0200    2.8 1017.1  444.0  444.0  444.0  444.0
2002  10  1 10 0300    3.5 1017.6  444.0  444.0  444.0  444.0
2002  10  1 10 0400  444.0  444.0  444.0  444.0  444.0  444.0
2002  10  1 10 0500    3.2 1018.4  444.0  444.0  444.0  444.0
2002  10  1 10 0600    4.0 1018.4  444.0  444.0  444.0  444.0
2002  10  1 10 0700    4.5 1018.2  444.0  444.0  444.0  444.0
2002  10  1 10 0800    4.2 1018.1  444.0  444.0  444.0  444.0
2002  10  1 10 0900    4.5 1017.8  444.0  444.0  444.0  444.0
2002  10  1 10 1000    4.6 1017.7  444.0  444.0  444.0  444.0
2002  10  1 10 1100    4.5 1017.9  444.0  444.0  444.0  444.0
2002  10  1 10 1200    4.8 1017.7  444.0  444.0  444.0  444.0
2002  10  1 10 1300    2.8 1018.1  444.0  444.0  444.0  444.0
2002  10  1 10 1400    3.5 1017.4  444.0  444.0  444.0  444.0
2002  10  1 10 1500    2.9 1017.7  444.0  444.0  444.0  444.0
2002  10  1 10 1600    3.8 1017.5  444.0  444.0  444.0  444.0
2002  10  1 10 1700    3.8 1017.1  444.0  444.0  444.0  444.0
2002  10  1 10 1800    3.9 1016.8  444.0  444.0  444.0  444.0
2002  10  1 10 1900    3.5 1016.0  444.0  444.0  444.0  444.0
2002  10  1 10 2000    3.9 1015.8  444.0  444.0  444.0  444.0
2002  10  1 10 2100  444.0  444.0  444.0  444.0  444.0  444.0
2002  10  1 10 2200    4.2 1015.4  444.0  444.0  444.0  444.0
2002  10  1 10 2300    3.6 1014.8  444.0  444.0  444.0  444.0
2002  11  1 11 0000    3.8 1012.9  444.0  444.0  444.0  444.0
2002  11  1 11 0100    4.1 1013.3  444.0  444.0  444.0  444.0
2002  11  1 11 0200  444.0  444.0  444.0  444.0  444.0  444.0
2002  11  1 11 0300    3.6 1010.9  444.0  444.0  444.0  444.0
2002  11  1 11 0400  444.0  444.0  444.0  444.0  444.0  444.0
2002  11  1 11 0500    3.2 1008.7  444.0  444.0  444.0  444.0
2002  11  1 11 0600    2.2 1008.5  444.0  444.0  444.0  444.0
2002  11  1 11 0700    2.1  444.0  444.0  444.0  444.0  444.0
2002  11  1 11 0800    1.6 1006.2  444.0  444.0  444.0  444.0
2002  11  1 11 0900  444.0  444.0  444.0  444.0  444.0  444.0
2002  11  1 11 1000    0.8 1005.7  444.0  444.0  444.0  444.0
2002  11  1 11 1100    0.8 1005.3  444.0  444.0  444.0  444.0
2002  11  1 11 1200    0.6 1004.9  444.0  444.0  444.0  444.0
2002  11  1 11 1300    0.9 1004.3  444.0  444.0  444.0  444.0
2002  11  1 11 1400  444.0  444.0  444.0  444.0  444.0  444.0
2002  11  1 11 1500    1.0 1004.1  444.0  444.0  444.0  444.0
2002  11  1 11 1600    1.2 1003.6  444.0  444.0  444.0  444.0
2002  11  1 11 1700    0.4 1003.6  444.0  444.0  444.0  444.0
2002  11  1 11 1800    0.4 1003.8  444.0  444.0  444.0  444.0
2002  11  1 11 1900  444.0  444.0  444.0  444.0  444.0  444.0
2002  11  1 11 2000    0.0 1004.2  444.0  444.0  444.0  444.0
2002  11  1 11 2100    0.0 1004.4  444.0  444.0  444.0  444.0
2002  11  1 11 2200    0.4 1004.7  444.0  444.0  444.0  444.0
2002  11  1 11 2300    1.0 1004.7  444.0  444.0  444.0  444.0
2002  12  1 12 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002  12  1 12 0100    1.4 1004.7  444.0  444.0  444.0  444.0
2002  12  1 12 0200  444.0  444.0  444.0  444.0  444.0  444.0
2002  12  1 12 0300  444.0 1004.4  444.0  444.0  444.0  444.0
2002  12  1 12 0400  444.0 1003.7  444.0  444.0  444.0  444.0
2002  12  1 12 0500    1.5 1003.9  444.0  444.0  444.0  444.0
2002  12  1 12 0600    1.1 1003.3  444.0  444.0  444.0  444.0
2002  12  1 12 0700  444.0  444.0  444.0  444.0  444.0  444.0
2002  12  1 12 0800    1.2 1002.2  444.0  444.0  444.0  444.0
2002  12  1 12 0900  444.0 1001.6  444.0  444.0  444.0  444.0
2002  12  1 12 1000    0.6 1001.4  444.0  444.0  444.0  444.0
2002  12  1 12 1100   -1.0 1001.2  444.0  444.0  444.0  444.0
2002  12  1 12 1200  444.0  444.0  444.0  444.0  444.0  444.0
2002  12  1 12 1300   -0.2 1000.0  444.0  444.0  444.0  444.0
2002  12  1 12 1400   -0.6  999.0  444.0  444.0  444.0  444.0
2002  12  1 12 1500   -0.8  998.5  444.0  444.0  444.0  444.0
2002  12  1 12 1600   -1.1  997.6  444.0  444.0  444.0  444.0
2002  12  1 12 1700   -1.8  996.5  444.0  444.0  444.0  444.0
2002  12  1 12 1800   -1.4  995.5  444.0  444.0  444.0  444.0
2002  12  1 12 1900    1.2  994.7  444.0  444.0  444.0  444.0
2002  12  1 12 2000  444.0  444.0  444.0  444.0  444.0  444.0
2002  12  1 12 2100   -0.2  994.2  444.0  444.0  444.0  444.0
2002  12  1 12 2200  444.0  444.0  444.0  444.0  444.0  444.0
2002  12  1 12 2300    0.0  993.4  444.0  444.0  444.0  444.0
2002  13  1 13 0000    1.6  992.6  444.0  444.0  444.0  444.0
2002  13  1 13 0100  444.0  992.1  444.0  444.0  444.0  444.0
2002  13  1 13 0200  444.0  444.0  444.0  444.0  444.0  444.0
2002  13  1 13 0300    1.2  990.8  444.0  444.0  444.0  444.0
2002  13  1 13 0400    0.4  990.3  444.0  444.0  444.0  444.0
2002  13  1 13 0500  444.0  990.3  444.0  444.0  444.0  444.0
2002  13  1 13 0600    0.9  989.6  444.0  444.0  444.0  444.0
2002  13  1 13 0700    0.8  989.2  444.0  444.0  444.0  444.0
2002  13  1 13 0800    0.5  989.1  444.0  444.0  444.0  444.0
2002  13  1 13 0900    0.4  989.4  444.0  444.0  444.0  444.0
2002  13  1 13 1000    1.8  989.3  444.0  444.0  444.0  444.0
2002  13  1 13 1100    2.5  989.3  444.0  444.0  444.0  444.0
2002  13  1 13 1200    1.2  989.3  444.0  444.0  444.0  444.0
2002  13  1 13 1300    0.6  989.0  444.0  444.0  444.0  444.0
2002  13  1 13 1400    0.8  988.8  444.0  444.0  444.0  444.0
2002  13  1 13 1500  444.0  444.0  444.0  444.0  444.0  444.0
2002  13  1 13 1600    1.1  989.3  444.0  444.0  444.0  444.0
2002  13  1 13 1700    0.4  989.6  444.0  444.0  444.0  444.0
2002  13  1 13 1800    0.1  989.6  444.0  444.0  444.0  444.0
2002  13  1 13 1900    0.5  989.7  444.0  444.0  444.0  444.0
2002  13  1 13 2000    0.4  990.1  444.0  444.0  444.0  444.0
2002  13  1 13 2100    0.6  990.5  444.0  444.0  444.0  444.0
2002  13  1 13 2200    0.5  991.0  444.0  444.0  444.0  444.0
2002  13  1 13 2300  444.0  444.0  444.0  444.0  444.0  444.0
2002  14  1 14 0000    0.9  991.6  444.0  444.0  444.0  444.0
2002  14  1 14 0100  444.0  444.0  444.0  444.0  444.0  444.0
2002  14  1 14 0200    1.4  992.0  444.0  444.0  444.0  444.0
2002  14  1 14 0300    1.4  991.9  444.0  444.0  444.0  444.0
2002  14  1 14 0400    1.6  992.3  444.0  444.0  444.0  444.0
2002  14  1 14 0500  444.0  444.0  444.0  444.0  444.0  444.0
2002  14  1 14 0600    2.1  993.2  444.0  444.0  444.0  444.0
2002  14  1 14 0700    1.1  993.5  444.0  444.0  444.0  444.0
2002  14  1 14 0800    1.0  993.8  444.0  444.0  444.0  444.0
2002  14  1 14 0900    0.8  994.2  444.0  444.0  444.0  444.0
2002  14  1 14 1000    0.4  994.5  444.0  444.0  444.0  444.0
2002  14  1 14 1100    0.8  995.0  444.0  444.0  444.0  444.0
2002  14  1 14 1200    0.4  995.4  444.0  444.0  444.0  444.0
2002  14  1 14 1300    0.1  995.9  444.0  444.0  444.0  444.0
2002  14  1 14 1400    0.1  996.1  444.0  444.0  444.0  444.0
2002  14  1 14 1500    0.1  996.0  444.0  444.0  444.0  444.0
2002  14  1 14 1600    0.4  996.5  444.0  444.0  444.0  444.0
2002  14  1 14 1700    0.1  996.6  444.0  444.0  444.0  444.0
2002  14  1 14 1800    0.4  996.8  444.0  444.0  444.0  444.0
2002  14  1 14 1900    0.6  996.8  444.0  444.0  444.0  444.0
2002  14  1 14 2000    0.5  997.1  444.0  444.0  444.0  444.0
2002  14  1 14 2100  444.0  444.0  444.0  444.0  444.0  444.0
2002  14  1 14 2200    0.8  997.4  444.0  444.0  444.0  444.0
2002  14  1 14 2300    1.8  997.5  444.0  444.0  444.0  444.0
2002  15  1 15 0000    3.2  997.2  444.0  444.0  444.0  444.0
2002  15  1 15 0100  444.0  444.0  444.0  444.0  444.0  444.0
2002  15  1 15 0200    3.4  996.8  444.0  444.0  444.0  444.0
2002  15  1 15 0300  444.0  444.0  444.0  444.0  444.0  444.0
2002  15  1 15 0400    2.9  995.9  444.0  444.0  444.0  444.0
2002  15  1 15 0500    2.5  995.6  444.0  444.0  444.0  444.0
2002  15  1 15 0600    2.4  995.0  444.0  444.0  444.0  444.0
2002  15  1 15 0700    1.9  994.9  444.0  444.0  444.0  444.0
2002  15  1 15 0800    1.9  994.2  444.0  444.0  444.0  444.0
2002  15  1 15 0900    1.8  993.3  444.0  444.0  444.0  444.0
2002  15  1 15 1000    1.2  993.5  444.0  444.0  444.0  444.0
2002  15  1 15 1100    1.0  992.3  444.0  444.0  444.0  444.0
2002  15  1 15 1200    0.6  993.0  444.0  444.0  444.0  444.0
2002  15  1 15 1300    0.5  991.2  444.0  444.0  444.0  444.0
2002  15  1 15 1400    0.5  990.8  444.0  444.0  444.0  444.0
2002  15  1 15 1500    0.4  990.2  444.0  444.0  444.0  444.0
2002  15  1 15 1600    0.4  989.4  444.0  444.0  444.0  444.0
2002  15  1 15 1700    0.0  988.3  444.0  444.0  444.0  444.0
2002  15  1 15 1800    0.1  989.3  444.0  444.0  444.0  444.0
2002  15  1 15 1900    0.1  988.7  444.0  444.0  444.0  444.0
2002  15  1 15 2000    0.4  989.0  444.0  444.0  444.0  444.0
2002  15  1 15 2100    1.0  988.9  444.0  444.0  444.0  444.0
2002  15  1 15 2200    1.9  989.2  444.0  444.0  444.0  444.0
2002  15  1 15 2300    2.2  989.5  444.0  444.0  444.0  444.0
2002  16  1 16 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002  16  1 16 0100  444.0  444.0  444.0  444.0  444.0  444.0
2002  16  1 16 0200    1.0  991.0  444.0  444.0  444.0  444.0
2002  16  1 16 0300  444.0  444.0  444.0  444.0  444.0  444.0
2002  16  1 16 0400    0.9  991.5  444.0  444.0  444.0  444.0
2002  16  1 16 0500    1.9  991.8  444.0  444.0  444.0  444.0
2002  16  1 16 0600    1.4  992.0  444.0  444.0  444.0  444.0
2002  16  1 16 0700    0.8  992.0  444.0  444.0  444.0  444.0
2002  16  1 16 0800    1.1  992.1  444.0  444.0  444.0  444.0
2002  16  1 16 0900    0.5  992.4  444.0  444.0  444.0  444.0
2002  16  1 16 1000    0.4  992.8  444.0  444.0  444.0  444.0
2002  16  1 16 1100    0.5  993.1  444.0  444.0  444.0  444.0
2002  16  1 16 1200    0.4  992.9  444.0  444.0  444.0  444.0
2002  16  1 16 1300    0.8  992.8  444.0  444.0  444.0  444.0
2002  16  1 16 1400    0.9  993.0  444.0  444.0  444.0  444.0
2002  16  1 16 1500    1.0  992.5  444.0  444.0  444.0  444.0
2002  16  1 16 1600    0.4  992.8  444.0  444.0  444.0  444.0
2002  16  1 16 1700    1.1  992.3  444.0  444.0  444.0  444.0
2002  16  1 16 1800    0.4  992.5  444.0  444.0  444.0  444.0
2002  16  1 16 1900    0.4  992.4  444.0  444.0  444.0  444.0
2002  16  1 16 2000    1.1  992.1  444.0  444.0  444.0  444.0
