Year: 2002  Month: 06  ID: MPT  ARGOS:  8906  Name: Marble Point        
Lat: 77.43S  Lon: 163.76E  Elev:  108m
2002 152  6  1 0000  -26.9  999.0    1.0  328.0  444.0  444.0
2002 152  6  1 0100  -26.9  998.8    1.0  356.0  444.0  444.0
2002 152  6  1 0200  -26.0  998.5    3.4  148.0  444.0  444.0
2002 152  6  1 0300  -27.1  998.5    5.4  118.0  444.0  444.0
2002 152  6  1 0400  -26.4  999.0    3.7  149.0  444.0  444.0
2002 152  6  1 0500  -26.9  998.9    5.1  150.0  444.0  444.0
2002 152  6  1 0600  -25.8  999.1    7.1  138.0  444.0  444.0
2002 152  6  1 0700  -26.2  999.1    6.9  145.0  444.0  444.0
2002 152  6  1 0800  -27.6  999.3    5.1  138.0  444.0  444.0
2002 152  6  1 0900  -27.5  999.1    0.7  142.0  444.0  444.0
2002 152  6  1 1000  -27.2  999.3    1.0  240.0  444.0  444.0
2002 152  6  1 1100  -25.6  998.8    5.9  139.0  444.0  444.0
2002 152  6  1 1200  -25.1  998.7    5.4  146.0  444.0  444.0
2002 152  6  1 1300  -26.1  998.7    6.1  142.0  444.0  444.0
2002 152  6  1 1400  -26.2  998.6    6.9  146.0  444.0  444.0
2002 152  6  1 1500  -26.9  998.7    5.9  148.0  444.0  444.0
2002 152  6  1 1600  -26.9  998.5    8.3  142.0  444.0  444.0
2002 152  6  1 1700  -29.1  998.6    6.1  135.0  444.0  444.0
2002 152  6  1 1800  -28.4  998.8    7.1  150.0  444.0  444.0
2002 152  6  1 1900  -27.5  998.6    4.4  148.0  444.0  444.0
2002 152  6  1 2000  -29.0  998.6    2.9  141.0  444.0  444.0
2002 152  6  1 2100  -28.4  998.8    2.5  146.0  444.0  444.0
2002 152  6  1 2200  -27.1  998.8    3.2  149.0  444.0  444.0
2002 152  6  1 2300  -27.1  998.8    3.2  143.0  444.0  444.0
2002 153  6  2 0000  -26.8  998.3    3.7  159.0  444.0  444.0
2002 153  6  2 0100  -29.0  998.2    4.4  145.0  444.0  444.0
2002 153  6  2 0200  -27.1  997.9    5.1  156.0  444.0  444.0
2002 153  6  2 0300  -26.5  997.5    4.2  170.0  444.0  444.0
2002 153  6  2 0400  -27.4  997.3    1.5  141.0  444.0  444.0
2002 153  6  2 0500  -27.2  996.9    1.5  143.0  444.0  444.0
2002 153  6  2 0600  -28.0  996.4    0.0    0.0  444.0  444.0
2002 153  6  2 0700  -29.9  996.3    0.7  152.0  444.0  444.0
2002 153  6  2 0800  -29.5  995.7    0.2  138.0  444.0  444.0
2002 153  6  2 0900  -29.0  995.3    1.0  281.0  444.0  444.0
2002 153  6  2 1000  -29.4  994.6    0.2  312.0  444.0  444.0
2002 153  6  2 1100  -28.8  994.2    1.5  212.0  444.0  444.0
2002 153  6  2 1200  -28.4  993.8    1.2  197.0  444.0  444.0
2002 153  6  2 1300  -29.6  993.1    1.0  211.0  444.0  444.0
2002 153  6  2 1400  -30.4  992.5    0.0    0.0  444.0  444.0
2002 153  6  2 1500  -29.5  991.9    0.0    0.0  444.0  444.0
2002 153  6  2 1600  -30.2  991.4    0.0    0.0  444.0  444.0
2002 153  6  2 1700  -29.9  991.0    0.0    0.0  444.0  444.0
2002 153  6  2 1800  -29.5  990.0    0.7  295.0  444.0  444.0
2002 153  6  2 1900  -29.2  989.4    2.0  269.0  444.0  444.0
2002 153  6  2 2000  -29.8  989.0    0.5  297.0  444.0  444.0
2002 153  6  2 2100  -29.9  988.6    1.5  291.0  444.0  444.0
2002 153  6  2 2200  -30.2  988.1    2.7  301.0  444.0  444.0
2002 153  6  2 2300  -30.4  987.7    2.2  290.0  444.0  444.0
2002 154  6  3 0000  -29.6  987.5    1.5  264.0  444.0  444.0
2002 154  6  3 0100  -29.0  987.4    1.2  243.0  444.0  444.0
2002 154  6  3 0200  -29.2  987.0    1.2  231.0  444.0  444.0
2002 154  6  3 0300  -30.9  986.5    4.2  239.0  444.0  444.0
2002 154  6  3 0400  -30.8  985.9    2.7  236.0  444.0  444.0
2002 154  6  3 0500  -30.2  986.0    1.5  233.0  444.0  444.0
2002 154  6  3 0600  -30.2  985.8    3.4  228.0  444.0  444.0
2002 154  6  3 0700  -29.4  985.7    4.4  233.0  444.0  444.0
2002 154  6  3 0800  -28.8  985.5    2.2  212.0  444.0  444.0
2002 154  6  3 0900  -28.4  985.4    2.9  231.0  444.0  444.0
2002 154  6  3 1000  -29.4  985.7    1.0  153.0  444.0  444.0
2002 154  6  3 1100  -29.6  985.6    0.0    0.0  444.0  444.0
2002 154  6  3 1200  -29.9  985.4    0.0    0.0  444.0  444.0
2002 154  6  3 1300  -29.4  985.2    3.4  198.0  444.0  444.0
2002 154  6  3 1400  -31.6  985.6    0.7  131.0  444.0  444.0
2002 154  6  3 1500  -31.0  985.9    2.0  141.0  444.0  444.0
2002 154  6  3 1600  -30.2  986.0    2.0  155.0  444.0  444.0
2002 154  6  3 1700  -29.9  985.8    3.4  167.0  444.0  444.0
2002 154  6  3 1800  -29.9  986.2    0.7   89.0  444.0  444.0
2002 154  6  3 1900  -30.2  986.9    2.9  131.0  444.0  444.0
2002 154  6  3 2000  -30.2  987.3    2.9  132.0  444.0  444.0
2002 154  6  3 2100  -30.5  987.7    3.7  127.0  444.0  444.0
2002 154  6  3 2200  444.0  444.0  444.0  444.0  444.0  444.0
2002 154  6  3 2300  -30.9  988.6    3.9  149.0  444.0  444.0
2002 155  6  4 0000  -33.2  989.1    0.7  186.0  444.0  444.0
2002 155  6  4 0100  -32.6  989.7    0.0    0.0  444.0  444.0
2002 155  6  4 0200  -34.4  990.0    2.0  135.0  444.0  444.0
2002 155  6  4 0300  -33.4  990.2    2.7  153.0  444.0  444.0
2002 155  6  4 0400  -33.8  990.6    1.0  134.0  444.0  444.0
2002 155  6  4 0500  -33.9  991.1    0.0    0.0  444.0  444.0
2002 155  6  4 0600  -31.9  991.3    0.0    0.0  444.0  444.0
2002 155  6  4 0700  -31.9  992.0    0.0    0.0  444.0  444.0
2002 155  6  4 0800  -31.9  992.3    0.5  186.0  444.0  444.0
2002 155  6  4 0900  -32.2  993.0    0.0    0.0  444.0  444.0
2002 155  6  4 1000  -32.5  993.6    0.0    0.0  444.0  444.0
2002 155  6  4 1100  -33.2  993.7    0.0    0.0  444.0  444.0
2002 155  6  4 1200  -32.0  994.2    1.2  215.0  444.0  444.0
2002 155  6  4 1300  -31.9  994.4    0.5  176.0  444.0  444.0
2002 155  6  4 1400  -32.9  995.1    0.5  155.0  444.0  444.0
2002 155  6  4 1500  -33.2  995.8    0.0    0.0  444.0  444.0
2002 155  6  4 1600  -35.2  996.2    1.0  141.0  444.0  444.0
2002 155  6  4 1700  -32.8  996.6    0.0    0.0  444.0  444.0
2002 155  6  4 1800  -32.9  996.9    2.0  142.0  444.0  444.0
2002 155  6  4 1900  -32.2  997.8    1.0  143.0  444.0  444.0
2002 155  6  4 2000  444.0  444.0  444.0  444.0  444.0  444.0
2002 155  6  4 2100  -32.9  998.9    1.2  115.0  444.0  444.0
2002 155  6  4 2200  -33.9  999.5    3.4  139.0  444.0  444.0
2002 155  6  4 2300  -32.9 1000.0    2.7  152.0  444.0  444.0
2002 156  6  5 0000  -28.5 1000.7    2.0  156.0  444.0  444.0
2002 156  6  5 0100  444.0  444.0  444.0  444.0  444.0  444.0
2002 156  6  5 0200  -29.2 1000.8    0.0    0.0  444.0  444.0
2002 156  6  5 0300  -28.1 1001.0    0.0    0.0  444.0  444.0
2002 156  6  5 0400  -26.9 1001.0    1.7  215.0  444.0  444.0
2002 156  6  5 0500  -32.6 1001.3    1.0  350.0  444.0  444.0
2002 156  6  5 0600  -29.4 1001.2    0.0    0.0  444.0  444.0
2002 156  6  5 0700  -29.8 1001.3    0.0    0.0  444.0  444.0
2002 156  6  5 0800  444.0  444.0  444.0  444.0  444.0  444.0
2002 156  6  5 0900  -32.2 1001.4    1.2   11.0  444.0  444.0
2002 156  6  5 1000  -31.6 1001.6    0.7  291.0  444.0  444.0
2002 156  6  5 1100  -31.1 1001.5    2.0  304.0  444.0  444.0
2002 156  6  5 1200  -31.4 1001.3    3.4  292.0  444.0  444.0
2002 156  6  5 1300  444.0  444.0  444.0  444.0  444.0  444.0
2002 156  6  5 1400  -30.8 1001.0    2.2  294.0  444.0  444.0
2002 156  6  5 1500  -32.0 1001.0    1.0  276.0  444.0  444.0
2002 156  6  5 1600  -30.5 1000.8    2.0  319.0  444.0  444.0
2002 156  6  5 1700  -30.2 1000.2    1.2  318.0  444.0  444.0
2002 156  6  5 1800  444.0  444.0  444.0  444.0  444.0  444.0
2002 156  6  5 1900  -30.2  999.4    3.4  292.0  444.0  444.0
2002 156  6  5 2000  -30.8  999.2    2.9  318.0  444.0  444.0
2002 156  6  5 2100  -31.2  999.2    1.7  347.0  444.0  444.0
2002 156  6  5 2200  -32.1  999.1    0.0    0.0  444.0  444.0
2002 156  6  5 2300  444.0  444.0  444.0  444.0  444.0  444.0
2002 157  6  6 0000  -31.5  998.2    0.5  360.0  444.0  444.0
2002 157  6  6 0100  -29.9  997.4    1.5  300.0  444.0  444.0
2002 157  6  6 0200  -31.5  996.9    0.0    0.0  444.0  444.0
2002 157  6  6 0300  -32.4  997.0    0.2  211.0  444.0  444.0
2002 157  6  6 0400  -33.6  997.0    1.7  136.0  444.0  444.0
2002 157  6  6 0500  -30.8  996.2    2.7  211.0  444.0  444.0
2002 157  6  6 0600  444.0  444.0  444.0  444.0  444.0  444.0
2002 157  6  6 0700  -32.2  996.8    2.5  142.0  444.0  444.0
2002 157  6  6 0800  -33.2  996.9    2.9  146.0  444.0  444.0
2002 157  6  6 0900  -32.0  996.4    3.4  136.0  444.0  444.0
2002 157  6  6 1000  -30.5  997.1    2.5  156.0  444.0  444.0
2002 157  6  6 1100  444.0  444.0  444.0  444.0  444.0  444.0
2002 157  6  6 1200  -30.2  997.2    5.4  165.0  444.0  444.0
2002 157  6  6 1300  -29.8  997.0    5.1  127.0  444.0  444.0
2002 157  6  6 1400  -28.4  997.7    2.9  132.0  444.0  444.0
2002 157  6  6 1500  -32.4  998.0    5.6  128.0  444.0  444.0
2002 157  6  6 1600  444.0  444.0  444.0  444.0  444.0  444.0
2002 157  6  6 1700  -35.0  999.7    7.6  139.0  444.0  444.0
2002 157  6  6 1800  -31.5 1000.9   11.0  135.0  444.0  444.0
2002 157  6  6 1900  -30.8 1002.0   11.0  146.0  444.0  444.0
2002 157  6  6 2000  -29.2 1002.6   13.0  139.0  444.0  444.0
2002 157  6  6 2100  -31.6 1002.9    6.6  138.0  444.0  444.0
2002 157  6  6 2200  -34.6 1003.2    7.6  141.0  444.0  444.0
2002 157  6  6 2300  -34.9 1004.3    4.9  134.0  444.0  444.0
2002 158  6  7 0000  -32.5 1003.9    3.7  167.0  444.0  444.0
2002 158  6  7 0100  -32.8 1004.6    7.1  132.0  444.0  444.0
2002 158  6  7 0200  -31.9  444.0  444.0  444.0  444.0  444.0
2002 158  6  7 0300  -30.2 1004.8    2.7  103.0  444.0  444.0
2002 158  6  7 0400  -29.8 1005.3    3.9  172.0  444.0  444.0
2002 158  6  7 0500  -30.2 1005.8    0.7  125.0  444.0  444.0
2002 158  6  7 0600  -30.2 1005.7    0.7  277.0  444.0  444.0
2002 158  6  7 0700  -29.4 1005.7    0.0    0.0  444.0  444.0
2002 158  6  7 0800  -31.6 1005.6    1.5  290.0  444.0  444.0
2002 158  6  7 0900  -31.6 1004.9    2.5  309.0  444.0  444.0
2002 158  6  7 1000  -30.8 1003.7    1.5  314.0  444.0  444.0
2002 158  6  7 1100  -31.9 1002.4    0.7  307.0  444.0  444.0
2002 158  6  7 1200  -31.0 1001.0    1.5  325.0  444.0  444.0
2002 158  6  7 1300  -31.2  999.3    2.7  314.0  444.0  444.0
2002 158  6  7 1400  -31.5  997.2    4.4  307.0  444.0  444.0
2002 158  6  7 1500  -31.1  995.5    3.9  307.0  444.0  444.0
2002 158  6  7 1600  -31.0  993.3    3.4  288.0  444.0  444.0
2002 158  6  7 1700  -30.8  991.5    0.7  240.0  444.0  444.0
2002 158  6  7 1800  -30.5  989.1    1.5  252.0  444.0  444.0
2002 158  6  7 1900  -30.4  986.2    2.2  233.0  444.0  444.0
2002 158  6  7 2000  -29.5  983.9    3.9  276.0  444.0  444.0
2002 158  6  7 2100  -28.9  982.1    1.7  117.0  444.0  444.0
2002 158  6  7 2200  -29.2  981.0    1.7  219.0  444.0  444.0
2002 158  6  7 2300  444.0  444.0  444.0  444.0  444.0  444.0
2002 159  6  8 0000  444.0  444.0  444.0  444.0  444.0  444.0
2002 159  6  8 0100  -32.5  977.5    2.7  143.0  444.0  444.0
2002 159  6  8 0200  -32.8  976.6    1.7  139.0  444.0  444.0
2002 159  6  8 0300  -31.2  976.0    2.2  359.0  444.0  444.0
2002 159  6  8 0400  -30.4  975.4    1.7  359.0  444.0  444.0
2002 159  6  8 0500  -30.9  975.2    2.0  316.0  444.0  444.0
2002 159  6  8 0600  -30.1  974.2    4.4  328.0  444.0  444.0
2002 159  6  8 0700  -29.8  973.6    3.7  314.0  444.0  444.0
2002 159  6  8 0800  -29.2  973.7    0.5   87.0  444.0  444.0
2002 159  6  8 0900  -32.0  974.5   10.8  141.0  444.0  444.0
2002 159  6  8 1000  -32.1  975.3   15.7  148.0  444.0  444.0
2002 159  6  8 1100  -30.8  976.6   12.7  148.0  444.0  444.0
2002 159  6  8 1200  -30.1  977.9    6.6  145.0  444.0  444.0
2002 159  6  8 1300  -30.8  978.9    8.3  139.0  444.0  444.0
2002 159  6  8 1400  -28.6  979.0   10.5  155.0  444.0  444.0
2002 159  6  8 1500  -29.9  979.7    3.4  297.0  444.0  444.0
2002 159  6  8 1600  -29.9  979.2    0.0    0.0  444.0  444.0
2002 159  6  8 1700  -31.2  979.0    3.7  277.0  444.0  444.0
2002 159  6  8 1800  -31.1  978.9    2.5  304.0  444.0  444.0
2002 159  6  8 1900  -30.9  978.7    0.0    0.0  444.0  444.0
2002 159  6  8 2000  -29.9  978.6    2.5  304.0  444.0  444.0
2002 159  6  8 2100  -28.5  978.8    1.7  269.0  444.0  444.0
2002 159  6  8 2200  -29.5  978.8    2.9  298.0  444.0  444.0
2002 159  6  8 2300  -29.5  978.5    3.4  287.0  444.0  444.0
2002 160  6  9 0000  -30.4  978.4    3.2  290.0  444.0  444.0
2002 160  6  9 0100  -29.5  978.7    2.2  321.0  444.0  444.0
2002 160  6  9 0200  -30.2  980.0    0.5  141.0  444.0  444.0
2002 160  6  9 0300  -29.1  980.8    1.0  333.0  444.0  444.0
2002 160  6  9 0400  -28.6  981.1    0.7  287.0  444.0  444.0
2002 160  6  9 0500  -32.5  981.2    2.0  134.0  444.0  444.0
2002 160  6  9 0600  -30.8  981.6    1.0   13.0  444.0  444.0
2002 160  6  9 0700  -31.0  981.6    2.2  292.0  444.0  444.0
2002 160  6  9 0800  -29.2  982.0    2.0  291.0  444.0  444.0
2002 160  6  9 0900  -30.2  981.5    2.2  321.0  444.0  444.0
2002 160  6  9 1000  -30.0  981.1    1.2  281.0  444.0  444.0
2002 160  6  9 1100  -31.8  980.5    0.7  166.0  444.0  444.0
2002 160  6  9 1200  -31.5  980.2    5.1  127.0  444.0  444.0
2002 160  6  9 1300  -32.2  981.0    5.1  124.0  444.0  444.0
2002 160  6  9 1400  -30.0  981.2    6.4  139.0  444.0  444.0
2002 160  6  9 1500  -31.0  981.8    4.9  150.0  444.0  444.0
2002 160  6  9 1600  -27.2  981.9    4.2  183.0  444.0  444.0
2002 160  6  9 1700  -27.9  981.6    2.0  145.0  444.0  444.0
2002 160  6  9 1800  -30.8  981.7    2.5  121.0  444.0  444.0
2002 160  6  9 1900  -28.9  982.4    4.7  202.0  444.0  444.0
2002 160  6  9 2000  -28.4  982.1    5.4  150.0  444.0  444.0
2002 160  6  9 2100  -25.5  981.0    5.4  160.0  444.0  444.0
2002 160  6  9 2200  -27.8  980.7    0.0    0.0  444.0  444.0
2002 160  6  9 2300  -27.2  980.3    1.5  128.0  444.0  444.0
2002 161  6 10 0000  -30.1  980.4    4.2  143.0  444.0  444.0
2002 161  6 10 0100  -30.0  979.6    7.8  134.0  444.0  444.0
2002 161  6 10 0200  -31.1  979.7    6.4  142.0  444.0  444.0
2002 161  6 10 0300  -29.5  979.9    7.1  131.0  444.0  444.0
2002 161  6 10 0400  -28.8  980.2    7.1  139.0  444.0  444.0
2002 161  6 10 0500  -29.9  981.5    8.6  148.0  444.0  444.0
2002 161  6 10 0600  -29.5  982.3    7.6  152.0  444.0  444.0
2002 161  6 10 0700  -28.6  982.4    6.6  148.0  444.0  444.0
2002 161  6 10 0800  -28.6  982.9    0.0    0.0  444.0  444.0
2002 161  6 10 0900  -28.1  983.4    1.2  253.0  444.0  444.0
2002 161  6 10 1000  -27.9  983.6    3.2  280.0  444.0  444.0
2002 161  6 10 1100  -29.2  983.1    2.7  325.0  444.0  444.0
2002 161  6 10 1200  -28.9  982.7    3.7  302.0  444.0  444.0
2002 161  6 10 1300  -29.1  982.9    2.0  298.0  444.0  444.0
2002 161  6 10 1400  -31.5  982.8    0.0    0.0  444.0  444.0
2002 161  6 10 1500  -32.0  983.0    0.7   80.0  444.0  444.0
2002 161  6 10 1600  -31.5  983.4    2.2  222.0  444.0  444.0
2002 161  6 10 1700  -30.9  983.2    1.5  291.0  444.0  444.0
2002 161  6 10 1800  -30.4  983.4    2.7  204.0  444.0  444.0
2002 161  6 10 1900  -29.6  983.7    0.0    0.0  444.0  444.0
2002 161  6 10 2000  -30.4  983.8    0.0    0.0  444.0  444.0
2002 161  6 10 2100  -30.4  984.1    0.0    0.0  444.0  444.0
2002 161  6 10 2200  -32.1  984.6    0.0    0.0  444.0  444.0
2002 161  6 10 2300  -30.4  985.1    1.7  356.0  444.0  444.0
2002 162  6 11 0000  -31.5  985.0    2.5  201.0  444.0  444.0
2002 162  6 11 0100  -32.1  985.7    0.5  148.0  444.0  444.0
2002 162  6 11 0200  -30.8  986.0    0.0    0.0  444.0  444.0
2002 162  6 11 0300  -30.4  986.6    2.0  211.0  444.0  444.0
2002 162  6 11 0400  -31.6  986.9    2.2  138.0  444.0  444.0
2002 162  6 11 0500  -31.2  987.8    2.5  143.0  444.0  444.0
2002 162  6 11 0600  -30.0  987.9    2.0  165.0  444.0  444.0
2002 162  6 11 0700  -30.2  988.2    0.0    0.0  444.0  444.0
2002 162  6 11 0800  -30.4  989.1    2.5  193.0  444.0  444.0
2002 162  6 11 0900  -33.4  990.5    3.7  138.0  444.0  444.0
2002 162  6 11 1000  -31.2  991.5    0.0    0.0  444.0  444.0
2002 162  6 11 1100  -30.4  992.0    0.0    0.0  444.0  444.0
2002 162  6 11 1200  -27.8  992.3    5.1  187.0  444.0  444.0
2002 162  6 11 1300  -27.4  992.8    8.8  200.0  444.0  444.0
2002 162  6 11 1400  -27.5  993.6    3.7  194.0  444.0  444.0
2002 162  6 11 1500  -28.9  993.7    6.1  240.0  444.0  444.0
2002 162  6 11 1600  -28.5  994.4    5.1  233.0  444.0  444.0
2002 162  6 11 1700  -27.2  994.9    4.9  226.0  444.0  444.0
2002 162  6 11 1800  -27.9  995.0    4.7  232.0  444.0  444.0
2002 162  6 11 1900  -27.8  995.4    3.2  238.0  444.0  444.0
2002 162  6 11 2000  -28.6  995.7    5.6  225.0  444.0  444.0
2002 162  6 11 2100  -27.5  995.9    6.1  242.0  444.0  444.0
2002 162  6 11 2200  -27.1  995.9    5.6  207.0  444.0  444.0
2002 162  6 11 2300  -27.0  996.4    3.4  198.0  444.0  444.0
2002 163  6 12 0000  -27.1  996.5    1.7  163.0  444.0  444.0
2002 163  6 12 0100  -28.5  996.7    2.5  127.0  444.0  444.0
2002 163  6 12 0200  -29.9  997.1    1.7  172.0  444.0  444.0
2002 163  6 12 0300  -32.1  997.5    2.2  132.0  444.0  444.0
2002 163  6 12 0400  -32.1  998.0    3.9  135.0  444.0  444.0
2002 163  6 12 0500  -34.1  998.6    5.4  141.0  444.0  444.0
2002 163  6 12 0600  -33.2  999.0    6.1  136.0  444.0  444.0
2002 163  6 12 0700  -33.1  999.5    9.6  138.0  444.0  444.0
2002 163  6 12 0800  -33.4 1000.2    5.4  139.0  444.0  444.0
2002 163  6 12 0900  -32.5 1000.8    3.7  134.0  444.0  444.0
2002 163  6 12 1000  -34.2 1001.5    5.1  131.0  444.0  444.0
2002 163  6 12 1100  -33.2 1002.0    4.7  128.0  444.0  444.0
